PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 67, filenames: A:[67]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[68]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-1.773033142,1.101232767,1
95,129,-0.5237181187,1.020526052,1
95,193,-0.3253379464,1.121006727,1
95,257,-1.141621351,1.493948579,1
95,321,-1.022029638,0.9017839432,1
95,385,-2.441233158,0.5810502768,1
95,449,-0.9494271278,0.02376389503,1
95,513,1.105244756,-2.338739157,1
95,577,1.67375803,-1.305813551,1
95,641,0.9672761559,-1.333753586,1
95,705,-0.2440844774,-1.894434452,1
95,769,-0.1936855316,-1.954024792,1
95,833,-0.7022973895,-2.065628052,1
95,897,-0.09436395764,-1.611576557,1
95,961,1.321835518,-1.01194489,1
95,1025,2.074409962,-0.03493183851,1
95,1089,2.116809845,1.301347017,1
95,1153,0.3527002335,1.16447711,1
95,1217,0.6142801046,1.717446566,1
95,1281,0.4857620001,2.008312225,1
95,1345,-1.076855898,1.484504819,1
95,1409,-1.415584326,0.429548502,1
95,1473,-0.5958135128,0.5399792194,1
95,1537,-0.2926331162,0.1967776716,1
95,1601,-0.06640815735,0.9819161892,1
95,1665,-0.780788064,0.3738743067,1
95,1729,-1.199642301,-0.3220670223,1
95,1793,-1.901201248,1.216964602,1
95,1857,-0.6972270012,1.623389721,1
95,1921,0.4946517944,2.169870853,1
95,1985,1.891723156,0.6084697247,1
159,65,-1.851658344,1.683314562,1
159,129,-0.7212809324,1.735830665,1
159,193,-0.5433801413,0.9010520577,1
159,257,-1.002658129,0.4994692802,1
159,321,0.7328830957,0.2498427033,1
159,385,1.420832396,0.4057758451,1
159,449,0.5709477663,-0.2224054933,1
159,513,0.1771841049,-0.9268159866,1
159,577,0.5518801212,-0.6159547567,1
159,641,0.2885013223,-0.9139739275,1
159,705,-0.5405175686,-1.073966503,1
159,769,-0.5631112456,-1.366866946,1
159,833,-0.4866553843,-1.407826662,1
159,897,-0.2795096636,-1.098339558,1
159,961,0.3012818694,-1.029825926,1
159,1025,0.7438907623,-0.7013748884,1
159,1089,1.142443895,-1.391085625,1
