PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 57, filenames: A:[57]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[58]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,2.386911392,-1.950580597,1
95,129,2.735825062,-2.531659365,1
95,193,2.246844769,-1.683449268,1
95,257,3.106318474,-2.932024956,1
95,321,4.242379665,-4.643349171,1
95,385,4.719127655,-3.754835606,1
95,449,4.310055733,-1.38019371,1
95,513,3.111398697,-1.05632329,1
95,577,1.396129966,-0.7521858811,1
95,641,0.4202752113,-1.039894819,1
95,705,0.5571906567,-0.3493896723,1
95,769,2.707534552,-0.0375970602,1
95,833,2.84297061,0.3919276595,1
95,897,1.949543715,0.06683444977,1
95,961,0.4607138038,0.632581234,1
95,1025,-0.7971177101,0.4253127575,1
95,1089,-0.4721448421,-0.6049432755,1
95,1153,-1.940636873,-1.724933147,1
95,1217,-3.534232855,-1.909241915,1
95,1281,-2.784723282,-0.8065940142,1
95,1345,-1.667466283,0.9367960691,1
95,1409,-0.7177824974,2.420803785,1
95,1473,-0.1418092251,0.8124656677,1
95,1537,-0.07533669472,1.125513077,1
95,1601,0.4972465634,1.635709286,1
95,1665,0.1701342762,0.1136272848,1
95,1729,0.4038892984,-0.04107892513,1
95,1793,-0.3403716683,-1.25187397,1
95,1857,-1.129770875,-2.566641808,1
95,1921,-1.407589912,-1.688396215,1
95,1985,-3.169130325,0.9338110685,1
159,65,1.235625148,-4.207890511,1
159,129,1.213074803,-1.401611447,1
159,193,1.690951228,-1.298842669,1
159,257,1.65884304,-2.076708794,1
159,321,2.50335741,-2.150912762,1
159,385,2.464907169,-1.193505287,1
159,449,2.676579237,-0.5367424488,1
159,513,3.224066734,-1.04812336,1
159,577,1.700294614,-0.8185093403,1
159,641,0.4488149881,-0.7832923532,1
159,705,0.6002606153,-0.8062572479,1
