PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 4, filenames: A:[4]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[5]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
351,961,27.12495422,0.3310867548,1
351,1025,25.25098038,1.497367263,1
351,1089,25.85357475,-3.641000748,1
351,1153,34.23011017,-11.37522125,1
351,1217,32.92510986,-9.040587425,1
351,1281,31.65153313,-8.977046013,1
351,1345,28.66522026,-9.01584816,1
351,1409,25.37908554,-8.705243111,1
351,1473,23.72496223,-9.38332653,1
351,1537,20.63763809,-8.630303383,1
351,1601,17.77526474,-8.451653481,1
351,1665,15.4443121,-8.163360596,1
351,1729,12.92951584,-7.85332489,1
351,1793,9.140086174,-8.440174103,1
351,1857,7.197508812,-10.98421478,1
351,1921,8.018624306,-8.434674263,1
351,1985,5.978815556,-7.166043282,1
415,65,4.694055557,9.743579865,1
415,129,6.016991615,10.36441422,1
415,193,7.117201805,10.54065228,1
415,257,7.82349968,8.82948494,1
415,321,8.151221275,8.546041489,1
415,385,10.53595257,11.38980198,1
415,449,11.52433872,10.0539465,1
415,513,13.12033081,9.464761734,1
415,577,16.21683693,9.928121567,1
415,641,20.51600266,10.01778984,1
415,705,21.6699543,8.537181854,1
415,769,21.06146049,5.729140282,1
415,833,28.84396172,3.750841379,1
415,897,29.44513512,2.001729012,1
415,961,28.35063553,4.724253654,1
415,1025,29.1495285,0.8386034966,1
415,1089,31.24640465,-3.110172272,1
415,1153,33.14455414,-5.649736404,1
415,1217,35.89404297,-10.1125164,1
415,1281,30.76040649,-10.62229729,1
415,1345,25.86740494,-11.93864059,1
415,1409,24.76443863,-9.317314148,1
415,1473,25.40855598,-9.19572258,1
415,1537,21.16993523,-9.680589676,1
415,1601,17.77806282,-9.721002579,1
415,1665,13.63337803,-9.398236275,1
415,1729,11.57589531,-9.064107895,1
415,1793,9.443852425,-9.149171829,1
415,1857,8.999207497,-9.11289978,1
415,1921,7.720239639,-8.662483215,1
415,1985,5.935966969,-7.395246506,1
479,65,5.234119415,10.59026527,1
479,129,7.548039913,10.33948898,1
479,193,7.842054844,10.67696953,1
479,257,8.359510422,10.29950714,1
479,321,9.114532471,10.88583469,1
479,385,10.21216011,11.24276352,1
479,449,11.71982861,10.97775555,1
479,513,13.20159912,9.573075294,1
479,577,15.86452103,10.04006672,1
479,641,21.0103302,11.49215984,1
479,705,21.13527107,10.12244225,1
479,769,16.47118187,5.900542259,1
479,833,NaN,NaN,2
479,897,NaN,NaN,2
479,961,NaN,NaN,2
479,1025,21.05862045,0.902897954,1
479,1089,24.19096947,-0.3595161438,1
479,1153,30.98857307,-4.878727436,1
479,1217,25.18075943,-7.944236755,1
479,1281,25.53326416,-13.21905422,1
479,1345,23.0929451,-12.01763725,1
479,1409,19.83389854,-9.543557167,1
479,1473,17.29898643,-9.946089745,1
479,1537,15.71445179,-15.37131977,1
479,1601,14.2144289,-11.28875065,1
479,1665,12.5522604,-11.21738338,1
479,1729,10.5297327,-9.879615784,1
479,1793,9.740197182,-10.01831436,1
479,1857,9.330734253,-10.50152016,1
479,1921,8.854056358,-9.122611046,1
479,1985,7.520726204,-7.155533791,1
543,65,8.536410332,15.13722897,1
543,129,7.029621124,11.24248505,1
543,193,7.262675285,11.07794762,1
543,257,7.95727253,11.4243927,1
543,321,8.877417564,10.54365158,1
543,385,9.987942696,10.1771183,1
543,449,11.51905727,9.489552498,1
543,513,15.12691021,9.808529854,1
543,577,19.00933456,9.736811638,1
543,641,21.6595993,13.05106068,1
543,705,21.32472992,13.78621387,1
543,769,14.66670418,7.679332256,1
543,833,19.75959396,3.630858421,1
543,897,16.20701599,18.35152817,1
543,961,16.99087143,14.86257839,1
543,1025,NaN,NaN,2
543,1089,NaN,NaN,2
543,1153,NaN,NaN,2
543,1217,24.43717957,-12.63008022,1
543,1281,26.58364105,-17.17175293,1
543,1345,22.96433258,-9.660834312,1
543,1409,NaN,NaN,2
543,1473,18.38616753,-12.62873363,1
543,1537,19.32691956,-11.77225208,1
543,1601,12.61573696,-11.84427929,1
543,1665,12.01631069,-11.58717346,1
543,1729,11.36846733,-10.45087433,1
543,1793,13.02523041,-11.65582275,1
543,1857,12.26759338,-10.74814987,1
543,1921,NaN,NaN,2
543,1985,7.73407793,-7.220952988,1
607,65,7.773595333,12.95672417,1
607,129,6.64432621,11.62988949,1
607,193,6.983747482,11.78918266,1
607,257,7.932222843,11.64625931,1
607,321,9.277346611,10.34963322,1
607,385,10.50426102,9.10533905,1
607,449,11.7555685,8.349726677,1
607,513,15.58561802,10.01408672,1
607,577,16.20320511,12.48816586,1
607,641,16.90478134,13.73316002,1
607,705,19.58567619,14.2442646,1
607,769,21.68736649,13.73667145,1
607,833,NaN,NaN,2
607,897,NaN,NaN,2
607,961,14.89888096,4.590423584,1
607,1025,22.31259346,3.064228296,1
607,1089,21.8714962,-2.410606384,1
607,1153,19.02458,-8.247642517,1
607,1217,18.4575901,-11.70467377,1
607,1281,17.87610435,-14.12922668,1
607,1345,25.22249413,-8.992696762,1
607,1409,31.89502525,-8.488445282,1
607,1473,13.71074295,-11.23398972,1
607,1537,12.25259686,-12.09766293,1
607,1601,11.62960625,-13.45406151,1
607,1665,11.27686596,-12.26842403,1
607,1729,19.06620789,-11.33142185,1
607,1793,16.32289886,-13.30798435,1
607,1857,11.36207771,-11.01881409,1
607,1921,11.00286674,-11.44717789,1
607,1985,6.17265892,-6.132794857,1
671,65,5.617260456,12.11931801,1
671,129,5.936925888,12.25155544,1
671,193,6.760910511,12.41283798,1
671,257,7.879922867,12.10885334,1
671,321,8.802847862,11.19155502,1
671,385,11.42420483,9.7816782,1
671,449,12.04811954,10.21583366,1
671,513,11.55596161,13.49003696,1
671,577,12.48834991,14.50884151,1
671,641,15.24095821,15.500844,1
671,705,17.27733803,14.26550007,1
671,769,18.47359276,14.68230534,1
671,833,NaN,NaN,2
671,897,28.73402786,11.34303474,1
671,961,33.93206787,1.012021303,1
671,1025,31.59243965,-3.53260994,1
671,1089,20.25010109,-7.813623428,1
671,1153,14.937953,-6.238589287,1
671,1217,15.63632774,-10.30993843,1
671,1281,17.72696304,-7.539767742,1
671,1345,23.11484909,-8.763254166,1
671,1409,22.4459362,-9.635519028,1
671,1473,18.36014175,-19.08478737,1
671,1537,11.44686031,-11.99699211,1
671,1601,10.66519547,-14.69736767,1
671,1665,9.942317009,-13.20667267,1
671,1729,9.146018982,-12.35959911,1
671,1793,7.554111481,-10.04846382,1
671,1857,12.81371689,-13.31676197,1
671,1921,7.023271561,-8.015211105,1
671,1985,5.347564697,-6.397642136,1
735,65,3.593800068,11.95834541,1
735,129,4.131273746,12.6339817,1
735,193,5.784990788,12.97371006,1
735,257,6.962132931,12.87649155,1
735,321,8.057394028,12.22641373,1
735,385,9.664591789,11.55028343,1
735,449,9.956830025,12.27192974,1
735,513,10.08414078,11.01033974,1
735,577,12.07500744,15.27638721,1
735,641,14.09263611,15.71259785,1
735,705,15.29518032,14.67516708,1
735,769,13.41434193,24.15005875,1
735,833,23.55014038,9.606585503,1
735,897,29.38146782,16.16537476,1
735,961,35.79292297,9.558018684,1
735,1025,NaN,NaN,2
735,1089,NaN,NaN,2
735,1153,8.971697807,-4.363353729,1
735,1217,12.55219841,-9.11337471,1
735,1281,16.35900116,-7.286955357,1
735,1345,24.16015625,-8.696022034,1
735,1409,11.39177513,-17.23228073,1
735,1473,10.63694668,-18.17872047,1
735,1537,10.83844662,-14.54310513,1
735,1601,9.440390587,-13.8086319,1
735,1665,8.813779831,-12.6467886,1
735,1729,8.363438606,-11.44792175,1
735,1793,7.168838501,-9.493488312,1
735,1857,6.277124405,-7.348363876,1
735,1921,5.700461388,-6.715340137,1
735,1985,4.312425613,-7.131735802,1
799,65,3.756547928,12.11460686,1
799,129,2.831394196,13.16530228,1
799,193,3.723673344,14.24270916,1
799,257,5.189649582,14.26612663,1
799,321,7.025492191,14.7518177,1
799,385,7.638432503,12.97983837,1
799,449,7.392055988,13.0395546,1
799,513,7.364308834,11.58172321,1
799,577,8.799118042,15.14742279,1
799,641,9.679010391,16.22524261,1
799,705,13.86066628,8.060732841,1
799,769,14.84310055,6.713934898,1
799,833,20.27973557,18.65202522,1
799,897,16.51901436,22.10831261,1
799,961,NaN,NaN,2
799,1025,NaN,NaN,2
799,1089,NaN,NaN,2
799,1153,NaN,NaN,2
799,1217,NaN,NaN,2
799,1281,9.984449387,-8.244562149,1
799,1345,11.69824982,-14.18746948,1
799,1409,11.15108299,-16.12163544,1
799,1473,9.420746803,-16.92022133,1
799,1537,8.570138931,-15.20076752,1
799,1601,8.076511383,-11.11950302,1
799,1665,7.954476833,-11.3124094,1
799,1729,6.361784935,-9.902701378,1
799,1793,4.889355183,-7.542953968,1
799,1857,4.79984951,-6.523837566,1
799,1921,4.395456314,-6.164946079,1
799,1985,4.148843288,-6.85564518,1
863,65,3.123694897,13.332654,1
863,129,1.173119068,16.18405533,1
863,193,1.365534067,15.82724762,1
863,257,2.594614983,16.09986496,1
863,321,3.846628189,16.18906021,1
863,385,5.396742344,15.45991135,1
863,449,4.582460403,13.81923866,1
863,513,1.982865334,11.37688255,1
863,577,-3.470311403,6.433132172,1
863,641,8.507799149,16.37085152,1
863,705,NaN,NaN,2
863,769,7.440711498,20.11162186,1
863,833,NaN,NaN,2
863,897,NaN,NaN,2
863,961,NaN,NaN,2
863,1025,NaN,NaN,2
863,1089,7.235384464,-30.54449081,1
863,1153,13.62390518,-24.8325386,1
863,1217,NaN,NaN,2
863,1281,8.980569839,-9.97202301,1
863,1345,12.06899071,-15.43391514,1
863,1409,8.16771698,-15.98855019,1
863,1473,7.04859972,-15.69136143,1
863,1537,7.725805283,-10.72584343,1
863,1601,6.396111012,-13.97875595,1
863,1665,7.334033489,-10.03176403,1
863,1729,4.987841129,-7.631158829,1
863,1793,3.612548351,-6.107775211,1
863,1857,4.069458008,-5.728028297,1
863,1921,3.647644997,-5.220946312,1
863,1985,3.303200006,-3.993270874,1
927,65,0.659640789,16.63349724,1
927,129,-1.252672672,16.90367317,1
927,193,-2.417808771,17.52560425,1
927,257,0.5410554409,18.5948658,1
927,321,1.760493279,19.32856369,1
927,385,3.890955925,18.27586174,1
927,449,3.391848564,16.17848778,1
927,513,NaN,NaN,2
927,577,-0.7135772705,15.40791702,1
927,641,4.951861382,18.37306595,1
927,705,NaN,NaN,2
927,769,10.69712257,27.30019379,1
927,833,3.703387737,28.43788147,1
927,897,3.228497028,3.465736866,1
927,961,NaN,NaN,2
927,1025,-9.889156342,-24.59929848,1
927,1089,4.917477131,-30.36208725,1
927,1153,5.169339657,-25.82040596,1
927,1217,NaN,NaN,2
927,1281,NaN,NaN,2
927,1345,5.991097927,-11.78196335,1
927,1409,5.708423615,-10.47667408,1
927,1473,6.079677105,-16.94379425,1
927,1537,5.691297531,-20.63648605,1
927,1601,-1.213365555,-17.95781708,1
927,1665,3.843938828,-6.324957371,1
927,1729,3.818837166,-5.324220657,1
927,1793,2.898270607,-5.800683022,1
927,1857,2.755652428,-5.201028347,1
927,1921,2.364807367,-4.530669212,1
927,1985,0.7671756744,-2.905570984,1
991,65,-1.705111504,17.01064301,1
991,129,-1.883827209,18.32851982,1
991,193,-1.967961788,20.33757401,1
991,257,-1.806865931,20.86667633,1
991,321,-1.298801899,21.83200455,1
991,385,-1.055258632,22.78539085,1
991,449,-0.9543166161,21.34431839,1
991,513,NaN,NaN,2
991,577,-13.78590584,14.49942017,1
991,641,0.788957119,20.61546707,1
991,705,NaN,NaN,2
991,769,NaN,NaN,2
991,833,NaN,NaN,2
991,897,0.2877434492,4.118677139,1
991,961,NaN,NaN,2
991,1025,-3.869464874,-31.25180054,1
991,1089,1.028394938,-23.32066536,1
991,1153,0.9054248333,-9.19344902,1
991,1217,5.434126377,-7.115419865,1
991,1281,3.799449682,-9.484875679,1
991,1345,3.939041138,-10.62954712,1
991,1409,4.668433189,-9.30835247,1
991,1473,4.781088829,-8.342884064,1
991,1537,4.143683434,-7.965021133,1
991,1601,3.254234076,-7.007922173,1
991,1665,2.742717981,-4.05004549,1
991,1729,3.034491539,-3.361839294,1
991,1793,3.408689022,-4.093930721,1
991,1857,2.176425457,-3.959873199,1
991,1921,3.493596077,-4.03557682,1
991,1985,1.94536376,-3.903764248,1
1055,65,-3.778759003,15.02613258,1
1055,129,-3.564811707,18.4138279,1
1055,193,-3.801786661,20.63644791,1
1055,257,-4.487267494,21.20057678,1
1055,321,-4.362466812,22.8121376,1
1055,385,-1.909633636,24.005867,1
1055,449,-4.098298073,21.9354229,1
1055,513,-8.628821373,15.27287102,1
1055,577,-5.345712662,16.71190643,1
1055,641,2.871721268,27.89098358,1
1055,705,5.5251894,20.3612175,1
1055,769,NaN,NaN,2
1055,833,-2.846535683,6.524177074,1
1055,897,-14.6091671,-8.966199875,1
1055,961,NaN,NaN,2
1055,1025,NaN,NaN,2
1055,1089,-5.615303993,-4.519842625,1
1055,1153,-4.461791992,-16.01098061,1
1055,1217,0.639729023,-9.147348404,1
1055,1281,0.8734004498,-9.102070808,1
1055,1345,2.115571022,-9.156728745,1
1055,1409,3.379397154,-7.979348183,1
1055,1473,3.695179701,-6.528422832,1
1055,1537,2.877834797,-5.819392204,1
1055,1601,2.273523569,-5.70553875,1
1055,1665,1.884065628,-3.280234337,1
1055,1729,1.728393555,-2.720230103,1
1055,1793,2.899497509,-2.740734816,1
1055,1857,4.278635979,-2.573590755,1
1055,1921,2.693532944,-3.167748451,1
1055,1985,0.2076444626,-3.943029881,1
1119,65,-6.511862278,12.12177658,1
1119,129,-7.747334003,17.07913399,1
1119,193,-5.208105087,19.09177017,1
1119,257,-5.540447712,19.87891388,1
1119,321,-6.110451221,20.67328453,1
1119,385,-6.347675323,18.78133583,1
1119,449,-8.86299324,20.90318871,1
1119,513,-7.376757145,26.95506668,1
1119,577,-7.814927101,25.36589813,1
1119,641,-4.924408913,30.52629089,1
1119,705,6.134812355,11.29118156,1
1119,769,NaN,NaN,2
1119,833,-7.104447365,-6.981862545,1
1119,897,-17.69286728,-13.25785828,1
1119,961,-15.74659729,-18.09226036,1
1119,1025,-2.415652752,1.91037488,1
1119,1089,-3.118942976,-1.39821887,1
1119,1153,-1.405079007,-4.76505518,1
1119,1217,-0.8371598721,-5.429151535,1
1119,1281,-1.041218996,-6.541217804,1
1119,1345,0.6090565324,-7.043709278,1
1119,1409,1.850905895,-7.462062359,1
1119,1473,2.536698818,-6.634710789,1
1119,1537,2.648385286,-3.634580851,1
1119,1601,2.254060268,-2.71189785,1
1119,1665,0.6919556856,-3.256894588,1
1119,1729,1.175009251,-2.038330078,1
1119,1793,2.253373146,-1.191242814,1
1119,1857,2.951676369,-1.307482243,1
1119,1921,1.689394951,-2.042581558,1
1119,1985,0.3218272924,-3.482370377,1
1183,65,-9.378154755,13.24770927,1
1183,129,-17.55411911,14.14809132,1
1183,193,-6.866965294,18.10715294,1
1183,257,-7.383810043,19.20088959,1
1183,321,-9.767305374,16.40670395,1
1183,385,-14.201828,14.83246231,1
1183,449,-21.3617878,17.43074608,1
1183,513,-10.4044838,28.00205231,1
1183,577,-11.54183102,28.7064209,1
1183,641,-12.33966541,29.93576431,1
1183,705,NaN,NaN,2
1183,769,NaN,NaN,2
1183,833,-11.97960949,-3.174035072,1
1183,897,-17.21274948,5.196996689,1
1183,961,NaN,NaN,2
1183,1025,-4.944161415,2.18532896,1
1183,1089,-6.351577759,0.4920909405,1
1183,1153,-3.560705185,-2.615989447,1
1183,1217,-1.868939996,-4.200092316,1
1183,1281,-1.426495314,-4.8842659,1
1183,1345,-0.5576469898,-4.55120039,1
1183,1409,0.4580812454,-4.987057686,1
1183,1473,0.9661784172,-4.827867985,1
1183,1537,1.727198362,-3.50688076,1
1183,1601,1.958236217,-2.385151386,1
1183,1665,1.850297093,-1.369151592,1
1183,1729,1.048440814,0.007281303406,1
1183,1793,0.8979325294,0.5992102623,1
1183,1857,0.8033485413,0.07715392113,1
1183,1921,0.5559237003,-0.7356448174,1
1183,1985,1.194633007,-1.759313107,1
1247,65,-13.06295776,14.84490967,1
1247,129,-9.369894981,14.5969553,1
1247,193,-7.736724854,14.92688465,1
1247,257,-8.384924889,16.03344345,1
1247,321,-9.929384232,17.11935425,1
1247,385,-16.2586937,16.10178757,1
1247,449,-22.30997849,16.26006317,1
1247,513,-14.14889622,27.94091415,1
1247,577,-16.95800781,30.17251968,1
1247,641,-22.22832108,28.17147446,1
1247,705,-16.47364235,14.58742523,1
1247,769,-13.28788948,0.8522882462,1
1247,833,-15.93029881,3.102488518,1
1247,897,-17.27913284,4.20383358,1
1247,961,-4.802241802,-1.960611105,1
1247,1025,-5.106317997,-1.049198389,1
1247,1089,-7.952125072,2.15762043,1
1247,1153,-5.737616539,0.5013389587,1
1247,1217,-3.097763538,-1.367094517,1
1247,1281,-1.763649464,-2.278111696,1
1247,1345,-2.118008614,-1.683350563,1
1247,1409,-1.549776793,-1.305546045,1
1247,1473,-0.4467613697,-0.6497882009,1
1247,1537,0.6894022226,-1.101867199,1
1247,1601,1.868257284,-1.396241903,1
1247,1665,1.482674122,-0.4627203941,1
1247,1729,0.6923908591,1.095974445,1
1247,1793,0.1828173399,1.463151336,1
1247,1857,-0.3159932196,1.451607704,1
1247,1921,-0.367757678,1.111362457,1
1247,1985,0.6479730606,-0.3378498554,1
1311,65,-9.775894165,14.93665981,1
1311,129,-10.06875801,13.8809166,1
1311,193,-10.3397541,10.12898064,1
1311,257,-10.91720963,12.15410519,1
1311,321,-11.71688271,17.40241623,1
1311,385,-16.3060112,16.01683044,1
1311,449,-21.05447388,18.04740334,1
1311,513,-24.51971436,28.77044296,1
1311,577,-22.6534729,30.44721985,1
1311,641,-25.10316467,23.5567379,1
1311,705,-23.43630981,16.72837067,1
1311,769,-22.18676376,0.3903903961,1
1311,833,-19.67481041,3.441857338,1
1311,897,-11.88867569,4.08442688,1
1311,961,-9.187612534,5.443724632,1
1311,1025,-5.479547501,4.152341366,1
1311,1089,-6.994935513,4.484730721,1
1311,1153,-6.293408394,3.291542053,1
1311,1217,-3.159496069,2.613045216,1
1311,1281,-1.736022472,2.162819624,1
1311,1345,-1.820256472,1.518019199,1
1311,1409,-0.8828751445,1.438331962,1
1311,1473,-0.3636122346,1.290839195,1
1311,1537,-0.0182287693,0.9028501511,1
1311,1601,0.3414058685,0.5659394264,1
1311,1665,-0.894380331,0.5693326592,1
1311,1729,-0.7976542115,1.388491392,1
1311,1793,-0.6900389791,3.129299164,1
1311,1857,-1.06984508,2.698213816,1
1311,1921,-0.9268186092,2.117782831,1
1311,1985,0.1134146452,0.3434369564,1
1375,65,-7.701773643,15.45386887,1
1375,129,-10.5582428,13.77142334,1
1375,193,-16.81893921,4.569578171,1
1375,257,-14.59611607,13.47974968,1
1375,321,-15.21895885,17.05423927,1
1375,385,-18.25336075,16.38650894,1
1375,449,-21.99364471,15.26083279,1
1375,513,-24.87497139,20.34918404,1
1375,577,-24.33747292,26.89625359,1
1375,641,-27.45902443,20.61953354,1
1375,705,-29.19440269,9.968292236,1
1375,769,-20.75047302,-3.000221252,1
1375,833,-21.491745,5.784639835,1
1375,897,-13.03666973,4.657257557,1
1375,961,-8.190925598,6.062350273,1
1375,1025,-6.306756973,7.044083118,1
1375,1089,-6.445044518,7.102516651,1
1375,1153,-5.416606903,5.825131416,1
1375,1217,-3.178995132,5.159543991,1
1375,1281,-2.339969635,4.43756485,1
1375,1345,-1.925365925,3.763021469,1
1375,1409,-0.844065547,3.290203094,1
1375,1473,-0.1145740747,3.14008832,1
1375,1537,-0.4902153611,2.967395544,1
1375,1601,-0.4194973111,2.331017971,1
1375,1665,-0.4057568014,2.010835171,1
1375,1729,-0.6043792367,2.436145782,1
1375,1793,-0.6754308939,3.135664701,1
1375,1857,-1.078789711,2.751268148,1
1375,1921,-0.9320331812,2.544927835,1
1375,1985,0.05190163851,1.401355982,1
1439,65,-8.396176338,15.6530323,1
1439,129,-20.67631912,11.25977612,1
1439,193,-21.48241806,7.187217712,1
1439,257,-16.13985062,15.86516285,1
1439,321,-18.47047615,17.02305031,1
1439,385,-20.01465797,16.70862198,1
1439,449,-20.7814045,14.56860161,1
1439,513,-25.196661,15.37213516,1
1439,577,-29.80459213,18.30401039,1
1439,641,-32.31446838,15.72914505,1
1439,705,-32.34280014,4.612810135,1
1439,769,-27.47090721,-0.2940864563,1
1439,833,-16.70952606,7.088898182,1
1439,897,-13.06517029,5.834745407,1
1439,961,-7.785475731,5.456527233,1
1439,1025,-6.635576725,9.097640991,1
1439,1089,-5.292625427,8.619852066,1
1439,1153,-3.791009426,8.648135185,1
1439,1217,-2.640563488,6.463500977,1
1439,1281,-2.211072445,5.349372387,1
1439,1345,-2.100990534,4.712853432,1
1439,1409,-1.13041091,4.331649303,1
1439,1473,-0.5817947984,4.333028316,1
1439,1537,-0.4979023933,4.763082981,1
1439,1601,-0.8282744884,4.393600464,1
1439,1665,-0.5392525792,3.683337927,1
1439,1729,-0.1893672645,3.240354538,1
1439,1793,-0.415902704,3.591846943,1
1439,1857,-0.3954658508,3.452198505,1
1439,1921,-0.7349311113,3.183490515,1
1439,1985,0.8461182117,2.505745173,1
1503,65,-8.984223366,14.5074501,1
1503,129,-12.21944237,14.85093212,1
1503,193,-14.57121944,14.97992611,1
1503,257,-16.74124336,15.01801491,1
1503,321,NaN,NaN,2
1503,385,-19.31016541,13.95176983,1
1503,449,-22.91530609,16.98751831,1
1503,513,-25.22336006,16.75630951,1
1503,577,-24.1013279,12.8475399,1
1503,641,-26.05247116,10.95886421,1
1503,705,-26.94582748,8.522289276,1
1503,769,-27.9762764,6.028100967,1
1503,833,-17.22969437,6.887814522,1
1503,897,-16.17219162,7.37446785,1
1503,961,-10.65462208,6.721333981,1
1503,1025,-6.456341267,7.967105865,1
1503,1089,-4.139651299,8.479763031,1
1503,1153,-2.799907207,8.74243927,1
1503,1217,-2.203815222,7.128587246,1
1503,1281,-1.776637077,5.8665905,1
1503,1345,-1.398311973,4.798519611,1
1503,1409,-0.3715878129,4.655729294,1
1503,1473,-0.2314276695,4.743909359,1
