PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 58, filenames: A:[58]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[59]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-0.6956939697,0.9179461002,1
95,129,-1.129460812,-1.359283328,1
95,193,-0.8319905996,-0.306859076,1
95,257,0.01205646992,1.035202265,1
95,321,1.066952229,2.442352295,1
95,385,1.388292313,1.977678776,1
95,449,2.563445568,1.727277756,1
95,513,4.22770977,1.649402618,1
95,577,6.317703724,0.8842836618,1
95,641,3.16063118,1.345256567,1
95,705,1.028482914,0.6326019168,1
95,769,0.7425465584,1.030569553,1
95,833,2.168223858,0.7293337584,1
95,897,-0.283834368,1.168880463,1
95,961,-2.554989815,0.1436350942,1
95,1025,-3.093225241,0.3066836596,1
95,1089,-4.409680367,0.2009246349,1
95,1153,-0.6032081842,-1.827239752,1
95,1217,-0.6572620869,-1.532112598,1
95,1281,-1.99854517,-1.653769493,1
95,1345,-2.824602365,-1.617892027,1
95,1409,-1.550605774,-1.582042575,1
95,1473,-1.689552546,-0.5133857727,1
95,1537,-0.1608773321,0.9266906977,1
95,1601,-0.1737045646,1.264113426,1
95,1665,0.3157777786,1.411030054,1
95,1729,0.7420860529,0.1762281656,1
95,1793,0.5562633276,-0.8717026711,1
95,1857,2.122760296,-0.7321231365,1
95,1921,1.581246138,-0.6914428473,1
95,1985,-0.1651923656,-1.554909706,1
159,65,-0.7239052653,0.8365041018,1
159,129,-0.8710411191,0.02461715043,1
159,193,-0.5826878548,0.1455175281,1
159,257,0.3273603916,0.3708439469,1
159,321,0.9793232679,1.234036446,1
159,385,0.6958200336,0.9653961658,1
159,449,0.6036638021,0.4205038548,1
159,513,0.1040531397,0.9194393158,1
159,577,0.7821877003,0.8856904507,1
159,641,0.1085244417,1.349473,1
159,705,-0.1888561249,1.553791881,1
159,769,0.8534810543,0.5855417252,1
159,833,1.301533461,0.7372234464,1
159,897,0.4505636096,0.9325944781,1
159,961,-1.362225533,0.3964394629,1
159,1025,-4.665867805,0.167085588,1
159,1089,-5.896884918,-0.1792024374,1
159,1153,-2.516237736,-0.993712306,1
159,1217,-0.7151878476,-0.8577272892,1
159,1281,-0.9275779724,-0.9077482224,1
159,1345,-1.642471194,1.359366179,1
159,1409,-0.711530447,-1.467103958,1
159,1473,-0.351416707,-1.250977278,1
159,1537,-0.5836908817,-0.6176642179,1
159,1601,-1.344599009,-0.9158732891,1
159,1665,-1.30186069,-1.14286232,1
159,1729,-0.9724490643,-0.5675343275,1
159,1793,-0.1215099692,-0.775567174,1
159,1857,0.4625051022,-0.6573339701,1
159,1921,0.3842419386,-0.8576173782,1
159,1985,-0.2809660137,-1.148817778,1
223,65,-0.7489132881,0.1918838322,1
223,129,-0.6963653564,0.18991974,1
