PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 8, filenames: A:[8]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[9]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
351,961,18.63093758,-3.371018171,1
351,1025,19.22677612,-6.194627285,1
351,1089,20.1822567,-7.908636093,1
351,1153,21.75210571,-9.62323761,1
351,1217,23.5691433,-12.57578564,1
351,1281,22.83657646,-11.70059109,1
351,1345,19.96526527,-11.48454952,1
351,1409,13.48524094,-7.641746521,1
351,1473,5.505329132,-4.112174034,1
351,1537,14.60112095,-12.9922781,1
351,1601,12.516366,-11.010746,1
351,1665,11.44450665,-11.36224079,1
351,1729,10.68169975,-12.03526115,1
351,1793,9.736527443,-10.55324745,1
351,1857,8.911904335,-9.690608978,1
351,1921,9.526819229,-10.67258358,1
351,1985,8.235513687,-10.13215733,1
415,65,0.9480526447,7.290543556,1
415,129,1.278128147,6.888828754,1
415,193,2.28300333,6.864717007,1
415,257,3.714245319,7.052375317,1
415,321,4.99868679,7.651279926,1
415,385,6.084432602,7.741172314,1
415,449,6.149929523,6.937160492,1
415,513,7.306134224,7.483718872,1
415,577,11.1999073,6.176945686,1
415,641,14.06353855,3.990169048,1
415,705,15.98802948,3.254698992,1
415,769,18.33691597,1.287714481,1
415,833,20.3324337,-0.6707177162,1
415,897,22.8458786,-7.317468643,1
415,961,19.25155258,-6.141940594,1
415,1025,18.69108772,-7.525569439,1
415,1089,23.71240616,-9.751385689,1
415,1153,24.68332672,-11.36738586,1
415,1217,24.22452927,-13.26377296,1
415,1281,20.10553169,-11.93099976,1
415,1345,19.715168,-12.70538521,1
415,1409,12.956213,-6.715826988,1
415,1473,16.40813065,-12.70187473,1
415,1537,14.34002113,-14.40172577,1
415,1601,12.5888176,-13.13112259,1
415,1665,10.99988461,-11.01168346,1
415,1729,10.01562691,-10.7968626,1
415,1793,9.054393768,-11.61251831,1
415,1857,8.63349247,-11.65204811,1
415,1921,8.13136673,-11.35086918,1
415,1985,7.402649403,-11.03880596,1
479,65,0.5855762959,7.109512806,1
479,129,0.5213366747,6.529568672,1
479,193,2.24453187,5.216798306,1
479,257,3.179356098,6.518080711,1
479,321,4.09170866,7.601698875,1
479,385,5.420169353,7.727143764,1
479,449,6.635677814,6.949768543,1
479,513,7.412700653,7.690061569,1
479,577,10.58722973,6.456416607,1
479,641,13.46296406,4.525213718,1
479,705,16.28995514,3.508147717,1
479,769,20.85478592,0.4971139431,1
479,833,20.79105949,-5.217991829,1
479,897,16.49878311,-4.563588142,1
479,961,17.29964828,-6.580400467,1
479,1025,10.41766548,-5.099586487,1
479,1089,24.35879707,-11.54703999,1
479,1153,24.6262207,-12.22356606,1
479,1217,24.84521103,-11.37079334,1
479,1281,24.91480064,-13.5795145,1
479,1345,23.2271843,-13.19867897,1
479,1409,20.56264496,-14.28293514,1
479,1473,15.43271637,-13.27082348,1
479,1537,13.70330715,-13.43154621,1
479,1601,12.570364,-12.32158947,1
479,1665,10.96503258,-11.70210171,1
479,1729,8.290287018,-11.38022804,1
479,1793,8.215952873,-11.38513947,1
479,1857,8.116651535,-11.57523918,1
479,1921,7.452252865,-11.14893627,1
479,1985,7.247022629,-11.00462818,1
543,65,1.726298332,6.832936287,1
543,129,1.473655105,6.588247299,1
543,193,1.76170826,5.990178585,1
543,257,2.689991236,7.531466484,1
543,321,3.418173552,6.934033871,1
543,385,4.458592415,6.895809174,1
543,449,5.756138325,6.416683674,1
543,513,8.781193733,6.740319252,1
543,577,12.01734924,7.093887329,1
543,641,13.61006451,3.744535208,1
543,705,16.1383667,2.180975437,1
543,769,18.44019127,-0.3454313278,1
543,833,17.11369705,-9.4106884,1
543,897,14.49681377,-4.68827343,1
543,961,11.0205183,-3.84281826,1
543,1025,11.43360138,-8.156211853,1
543,1089,23.26737022,-12.95452976,1
543,1153,25.40974236,-14.12292194,1
543,1217,19.67916489,-11.44001102,1
543,1281,17.92256546,-12.30275726,1
543,1345,19.85173035,-12.52453613,1
543,1409,18.70984077,-15.2954464,1
543,1473,13.9657383,-12.67295647,1
543,1537,12.49417496,-12.82014275,1
543,1601,11.73965263,-13.34112644,1
543,1665,10.3633461,-12.3146162,1
543,1729,7.102568626,-11.3936739,1
543,1793,7.849424362,-11.04848766,1
543,1857,7.709579468,-10.84500599,1
543,1921,7.426220894,-10.36388683,1
543,1985,7.513109684,-10.87463188,1
607,65,2.43128109,6.706537247,1
607,129,2.787371159,8.877083778,1
607,193,1.979522467,5.874804974,1
607,257,1.936818361,6.406197071,1
607,321,2.73580265,6.118102074,1
607,385,3.438097239,5.941039085,1
607,449,4.123501778,5.625525475,1
607,513,5.683725357,5.176630974,1
607,577,8.648443222,4.564167023,1
607,641,11.47014999,2.765680552,1
607,705,13.19569302,1.03616631,1
607,769,13.92399979,-1.723288655,1
607,833,13.19953823,-9.194835663,1
607,897,14.45546341,-7.013167381,1
607,961,14.55792332,-8.383043289,1
607,1025,15.19760895,-9.164845467,1
607,1089,21.86281776,-14.12160206,1
607,1153,21.61910057,-11.1389122,1
607,1217,25.39072227,-16.21018982,1
607,1281,22.11326981,-16.29916573,1
607,1345,13.48606491,-17.51277161,1
607,1409,12.48421478,-15.2113657,1
607,1473,11.39946079,-12.26870155,1
607,1537,10.79040051,-13.24404526,1
607,1601,10.06168365,-13.11254597,1
607,1665,9.177344322,-12.38881588,1
607,1729,NaN,NaN,2
607,1793,7.239189148,-10.47423172,1
607,1857,6.787498474,-10.15661335,1
607,1921,6.455548286,-9.618461609,1
607,1985,6.476270199,-11.0453701,1
671,65,2.763082981,6.714701176,1
671,129,2.25049305,6.880507946,1
671,193,0.6395443678,5.179096222,1
671,257,0.4308562279,4.921135902,1
671,321,1.659907341,5.413656712,1
671,385,2.780045986,5.107129097,1
671,449,3.37159133,6.223895073,1
671,513,4.720385075,12.10797691,1
671,577,6.492643356,2.909538269,1
671,641,8.598581314,2.875827789,1
671,705,9.978755951,0.6294073462,1
671,769,10.61942673,-2.494856358,1
671,833,12.34481525,-8.541547775,1
671,897,14.16425991,-9.552887917,1
671,961,14.77424335,-10.43674564,1
671,1025,14.9587059,-9.266026497,1
671,1089,19.97641754,-9.755856514,1
671,1153,24.80888367,-13.29451847,1
671,1217,24.09029579,-15.74449253,1
671,1281,13.11434746,-16.43243027,1
671,1345,5.58925724,-15.44465256,1
671,1409,3.368065834,-11.75023842,1
671,1473,8.682107925,-12.3248682,1
671,1537,9.332931519,-13.72464657,1
671,1601,9.022724152,-12.63614273,1
671,1665,NaN,NaN,2
671,1729,7.086087704,-10.46816635,1
671,1793,6.203538418,-9.255133629,1
671,1857,4.68375349,-8.64384079,1
671,1921,4.682126999,-8.966823578,1
671,1985,5.399806499,-10.26562881,1
735,65,3.075075626,6.491487503,1
735,129,1.95044148,6.331729889,1
735,193,0.6366313696,5.414758205,1
735,257,-0.4440450072,3.984600544,1
735,321,0.7503817081,4.829146385,1
735,385,1.887681603,4.138430119,1
735,449,2.432852983,4.69498682,1
735,513,3.326347351,5.203095436,1
735,577,4.52734375,3.532175779,1
735,641,5.343448162,2.589951992,1
735,705,5.95250082,0.7019839883,1
735,769,9.386595726,-1.987479687,1
735,833,11.2473011,-6.843155861,1
735,897,13.12438774,-10.63725853,1
735,961,13.80078316,-10.99467087,1
735,1025,13.75778484,-8.486783981,1
735,1089,18.25627136,-10.29134655,1
735,1153,14.78092003,-21.48433113,1
735,1217,18.82909012,-15.82575417,1
735,1281,11.44900894,-15.31796837,1
735,1345,9.73423481,-10.54402542,1
735,1409,8.924226761,-11.32583237,1
735,1473,8.740830421,-12.14168453,1
735,1537,9.323657036,-13.03194618,1
735,1601,8.626232147,-12.78315258,1
735,1665,7.691824913,-11.51376724,1
735,1729,5.589138031,-10.34844303,1
735,1793,5.969566345,-8.990407944,1
735,1857,5.394783974,-8.178519249,1
735,1921,5.015050411,-8.298539162,1
735,1985,4.901525974,-8.158110619,1
799,65,3.275634289,5.894714355,1
799,129,1.489670038,5.897224426,1
799,193,0.4103221893,6.125439644,1
799,257,-0.1415917873,4.688390732,1
799,321,-0.03137373924,4.345300674,1
799,385,1.330142498,3.768424988,1
799,449,1.775247097,2.687880516,1
799,513,1.603895187,2.062355042,1
799,577,2.084728479,3.416152954,1
799,641,3.588333368,3.039718151,1
799,705,4.55756855,1.108270645,1
799,769,6.764732838,-0.3160037994,1
799,833,9.066120148,-8.684961319,1
799,897,15.41946602,-7.207661629,1
799,961,20.34702301,-9.198506355,1
799,1025,25.97448349,-7.828396797,1
799,1089,14.79992676,-18.15566635,1
799,1153,11.60678673,-19.78874588,1
799,1217,10.58215046,-18.16048813,1
799,1281,9.528615952,-10.02339649,1
799,1345,9.681734085,-14.60643578,1
799,1409,8.452846527,-12.06489182,1
799,1473,8.334152222,-10.31078243,1
799,1537,8.80550766,-10.81588173,1
799,1601,8.254667282,-10.98857307,1
799,1665,6.75828743,-10.37836742,1
799,1729,5.83057785,-9.540410995,1
799,1793,4.967046738,-8.717699051,1
799,1857,4.676823139,-8.614416122,1
799,1921,4.863462448,-7.926968098,1
799,1985,5.019401073,-6.485272408,1
863,65,2.491100311,5.330235481,1
863,129,0.5163336992,5.804445267,1
863,193,-0.6902928352,6.160583973,1
863,257,-0.8338521719,5.880961895,1
863,321,-0.7835023403,5.417007446,1
863,385,0.5079649091,4.055122852,1
863,449,1.279338121,3.269615889,1
863,513,0.208661437,2.785124302,1
863,577,-0.9000382423,3.507143259,1
863,641,3.216485977,3.224884987,1
863,705,3.247683764,0.8990933895,1
863,769,4.517281532,-6.474027634,1
863,833,5.823960304,-16.04732895,1
863,897,NaN,NaN,2
863,961,28.79230118,-15.95059586,1
863,1025,24.45681381,-12.0483551,1
863,1089,14.4011879,-13.64647293,1
863,1153,10.27625179,-13.82018471,1
863,1217,10.55234432,-14.70618534,1
863,1281,10.12576866,-13.399827,1
863,1345,9.094498634,-13.7572403,1
863,1409,7.992746353,-12.27797699,1
863,1473,7.417677879,-8.96914196,1
863,1537,6.932957649,-9.204901695,1
863,1601,6.531092167,-9.125419617,1
863,1665,6.040868759,-9.02320385,1
863,1729,5.133616924,-8.485731125,1
863,1793,4.784100056,-8.179903984,1
863,1857,4.841776848,-7.923722267,1
863,1921,5.092416286,-7.302959442,1
863,1985,5.591088295,-6.612168789,1
927,65,1.187487125,6.392769337,1
927,129,1.574999452,7.578022003,1
927,193,-0.05575156212,8.652271271,1
927,257,-2.760118246,7.102621555,1
927,321,-1.824685097,6.876411915,1
927,385,-1.508715749,6.076925755,1
927,449,0.2322936058,3.65567255,1
927,513,1.422823429,3.20404911,1
927,577,-3.750298977,4.218672752,1
927,641,-7.687151909,3.156083107,1
927,705,-5.047451019,3.146316051,1
927,769,0.8604021072,-3.118161201,1
927,833,4.012515068,-12.85393333,1
927,897,10.98857689,-1.89390707,1
927,961,11.13644981,-9.52678299,1
927,1025,11.90301132,-7.008794785,1
927,1089,12.74379826,-7.213009834,1
927,1153,11.1513958,-8.574106216,1
927,1217,9.955088615,-12.04347897,1
927,1281,7.767832756,-11.22119141,1
927,1345,7.371271133,-10.50861931,1
927,1409,6.932929039,-7.121581078,1
927,1473,7.017014503,-5.462772369,1
927,1537,6.141713619,-7.808269501,1
927,1601,5.748700619,-7.577998638,1
927,1665,5.388006687,-7.858082294,1
927,1729,5.11051178,-7.627523899,1
927,1793,4.270824432,-6.958773613,1
927,1857,4.935789108,-6.519442081,1
927,1921,5.563372612,-6.398723602,1
927,1985,5.851080418,-5.893118858,1
991,65,-0.1013641059,7.24291563,1
991,129,0.142550528,8.839134216,1
991,193,-0.4415587187,9.956793785,1
991,257,-2.049026012,9.705304146,1
991,321,-2.672266483,9.662599564,1
991,385,-2.884207726,9.521287918,1
991,449,-2.726558208,7.202870369,1
991,513,-2.59596014,5.929730415,1
991,577,-2.273725271,4.036202908,1
991,641,-9.316740036,5.172559261,1
991,705,-9.438725471,5.820547581,1
991,769,0.2748117447,6.687988281,1
991,833,1.352351546,6.805240631,1
991,897,0.8972706795,0.1904993653,1
991,961,4.033606529,-3.868116379,1
991,1025,7.48203516,-5.179913044,1
991,1089,7.273672104,-5.491007805,1
991,1153,6.074720383,-8.001950264,1
991,1217,6.720873356,-7.480741024,1
991,1281,4.88246727,-7.845826149,1
991,1345,3.258975506,-8.702971458,1
991,1409,3.250484943,-7.81953001,1
991,1473,5.114474297,-7.213689327,1
991,1537,5.2143116,-6.770410538,1
991,1601,5.161793709,-6.727241993,1
991,1665,4.927423477,-6.854695797,1
991,1729,4.818350792,-6.653898716,1
991,1793,4.972697258,-6.158647537,1
991,1857,5.824097633,-6.102891445,1
991,1921,10.35106659,-8.024478912,1
991,1985,8.171466827,-5.437641621,1
1055,65,-1.666836381,8.196468353,1
1055,129,-1.840614557,10.79474354,1
1055,193,-1.833504438,11.20760727,1
1055,257,-3.031629324,11.82508087,1
1055,321,-3.401854515,12.43266487,1
1055,385,-3.525051832,10.99637222,1
1055,449,-4.207954884,11.04167175,1
1055,513,-4.950100422,9.94102478,1
1055,577,-4.588751793,7.68448925,1
1055,641,-4.563607216,7.399236202,1
1055,705,-3.541735888,9.809619904,1
1055,769,-2.728231907,6.113208771,1
1055,833,-2.227421999,7.131756783,1
1055,897,-1.672673702,2.637454987,1
1055,961,-1.244496346,-1.418292999,1
1055,1025,-0.9326791763,-2.71149826,1
1055,1089,0.9124078751,-2.291493416,1
1055,1153,1.199122429,-2.479367256,1
1055,1217,1.934999704,-3.929327011,1
1055,1281,1.987027168,-5.609819412,1
1055,1345,0.7660582066,-6.747238636,1
1055,1409,1.919108391,-6.694255352,1
1055,1473,3.918369055,-7.180902004,1
1055,1537,4.067920685,-6.370609283,1
1055,1601,4.242074966,-5.747451782,1
1055,1665,4.521527767,-5.93878746,1
1055,1729,4.273341179,-5.537391663,1
1055,1793,4.305186749,-5.191767216,1
1055,1857,4.823392868,-5.214745522,1
1055,1921,6.13337183,-5.402237892,1
1055,1985,8.65755558,-5.459615707,1
1119,65,-2.44491148,8.028030396,1
1119,129,-3.887071133,9.668528557,1
1119,193,-5.941741467,8.961372375,1
1119,257,-3.943629026,12.89329147,1
1119,321,-3.753768921,14.57831287,1
1119,385,-2.705668926,12.55529881,1
1119,449,-5.740868568,11.84276199,1
1119,513,-6.659886837,10.6009388,1
1119,577,-6.873630047,9.34679985,1
1119,641,-6.304943085,8.24601841,1
1119,705,-6.47435379,9.322393417,1
1119,769,-6.421244621,6.835353851,1
1119,833,-5.402939796,6.912620544,1
1119,897,-3.925955772,4.562168598,1
1119,961,-3.619732857,3.398619175,1
1119,1025,-3.646065235,1.208435416,1
1119,1089,-3.884191275,0.2103499174,1
1119,1153,-1.82601428,-0.1815723777,1
1119,1217,0.3059069514,-1.996036887,1
1119,1281,0.5458903313,-3.719048738,1
1119,1345,0.7514910698,-4.5576334,1
1119,1409,2.565438747,-4.349421024,1
1119,1473,2.687277317,-4.467086315,1
1119,1537,2.902878523,-4.218237877,1
1119,1601,3.003721952,-4.90669775,1
1119,1665,3.699499369,-4.701678753,1
1119,1729,4.066541672,-4.329571724,1
1119,1793,4.126053333,-4.035299778,1
1119,1857,4.26444006,-4.30005312,1
1119,1921,5.161146164,-4.641759396,1
1119,1985,5.798860073,-4.699500084,1
1183,65,-13.78599262,1.922670364,1
1183,129,-14.40756607,3.823674202,1
1183,193,-4.806818962,13.40162468,1
1183,257,-4.456776142,13.14807796,1
1183,321,-5.220346451,15.39389515,1
1183,385,-5.034514904,13.15380287,1
1183,449,-7.735621452,15.33143139,1
1183,513,-11.48588753,11.65741444,1
1183,577,-9.251399994,10.36396599,1
1183,641,-10.68044281,9.345415115,1
1183,705,-12.10756111,10.20726871,1
1183,769,-10.07380199,8.087520599,1
1183,833,-7.998995781,7.156691074,1
1183,897,-6.319910049,7.045500755,1
1183,961,-3.358095169,3.783695459,1
1183,1025,-4.230810165,3.40114975,1
1183,1089,-4.789884567,1.894338608,1
1183,1153,-2.511503458,0.9544135332,1
1183,1217,-0.4448471069,-0.940346241,1
1183,1281,0.5217168331,-2.193137646,1
1183,1345,1.437337518,-2.228975296,1
1183,1409,2.33911252,-2.059781551,1
1183,1473,2.668541908,-2.754328966,1
1183,1537,2.518492937,-2.324340582,1
1183,1601,2.892693043,-2.706680059,1
1183,1665,3.82685709,-3.397907495,1
1183,1729,4.137114525,-3.432713509,1
1183,1793,3.864524841,-3.319200516,1
1183,1857,4.364492893,-3.659840584,1
1183,1921,4.601698875,-3.896667004,1
1183,1985,4.821928024,-3.803813934,1
1247,65,-18.42093658,-0.3293027878,1
1247,129,-6.202714443,12.11715221,1
1247,193,-5.700363636,14.13968849,1
1247,257,-5.760601521,13.51808643,1
1247,321,-6.408447742,15.05131721,1
1247,385,-8.026546478,13.4553442,1
1247,449,-10.23661041,19.65179062,1
1247,513,-11.43528652,18.14291,1
1247,577,-15.5430212,11.99122047,1
1247,641,-16.22175598,11.70270443,1
1247,705,-14.04693222,11.19696999,1
1247,769,-14.01391888,9.57585907,1
1247,833,-13.96560669,7.959790707,1
1247,897,-9.546750069,8.898900986,1
1247,961,-5.882581234,6.140800476,1
1247,1025,-4.42587471,3.605708122,1
1247,1089,-4.321866035,2.828159094,1
1247,1153,-2.499465942,1.919601679,1
1247,1217,-0.7108359337,0.447265923,1
1247,1281,0.4344267249,-0.7489870191,1
1247,1345,1.712711334,-0.4337801337,1
1247,1409,2.341533899,-0.5697948933,1
1247,1473,2.708668709,-0.4821086526,1
1247,1537,2.483694792,-0.6851825714,1
1247,1601,2.397959709,-1.84431386,1
1247,1665,3.7659235,-2.598301649,1
1247,1729,3.945039272,-2.736941576,1
1247,1793,3.656512976,-2.897488832,1
1247,1857,4.016355038,-3.111621141,1
1247,1921,4.509342194,-3.602612257,1
1247,1985,5.326847553,-3.96241951,1
1311,65,-3.466439724,11.19483471,1
1311,129,-4.563719749,12.75876045,1
1311,193,-6.013919353,13.86462021,1
1311,257,-8.034284592,13.92410278,1
1311,321,-9.401395798,14.04521179,1
1311,385,-10.2956543,18.21895981,1
1311,449,-12.27434731,20.27494812,1
1311,513,-13.00201988,19.42835617,1
1311,577,-12.12784576,12.56723881,1
1311,641,-16.17388153,13.52954769,1
1311,705,-17.21820068,9.603957176,1
1311,769,-13.34237576,7.578382969,1
1311,833,-10.49440956,6.279801846,1
1311,897,-12.7055378,7.489148617,1
1311,961,-9.735634804,6.161816597,1
1311,1025,-4.709679604,3.031840801,1
1311,1089,-4.201126575,3.175872326,1
1311,1153,-3.184294224,3.082762241,1
1311,1217,-0.7715185881,1.662291884,1
1311,1281,0.1457418501,1.024757743,1
1311,1345,0.99012357,0.6752690077,1
1311,1409,1.63501668,1.106531024,1
1311,1473,2.078235626,1.281218648,1
1311,1537,2.431971312,-0.1016094685,1
1311,1601,2.588673592,-1.745286822,1
1311,1665,3.277192831,-1.69184351,1
1311,1729,3.129296541,-1.746042728,1
1311,1793,3.42350769,-2.360734701,1
1311,1857,3.663218737,-2.734274626,1
1311,1921,4.328483105,-3.469764233,1
1311,1985,6.283120155,-3.992578983,1
1375,65,-4.239422798,12.46930313,1
1375,129,-5.054995537,13.01594353,1
1375,193,-5.969808578,14.37739086,1
1375,257,-7.729504108,14.09975052,1
1375,321,-10.42153358,16.58997345,1
1375,385,-12.39161396,18.51478958,1
1375,449,-13.66541386,18.78903961,1
1375,513,-13.04267025,14.35086823,1
1375,577,-12.56998062,12.10831547,1
1375,641,-16.14635658,12.13794994,1
1375,705,-17.34119225,8.429312706,1
1375,769,-17.30525208,6.677875042,1
1375,833,-15.16836166,5.410119057,1
1375,897,-13.50124168,6.510358334,1
1375,961,-8.367908478,3.700928211,1
1375,1025,-5.5195117,2.678318739,1
1375,1089,-4.099646091,2.65382123,1
1375,1153,-2.871119976,2.89734149,1
1375,1217,-1.779174924,1.487521887,1
1375,1281,-0.6332793832,1.773209572,1
1375,1345,0.1419869959,1.886248946,1
1375,1409,1.336143374,1.729004264,1
1375,1473,1.938139677,1.165348887,1
1375,1537,2.210338831,0.342471689,1
1375,1601,2.487091303,-0.4710526466,1
1375,1665,2.3867383,-0.5028726459,1
1375,1729,2.392856598,0.1190767288,1
1375,1793,2.750739098,-1.24831748,1
1375,1857,3.095926762,-2.282935143,1
1375,1921,3.458812714,-2.520338297,1
1375,1985,4.029358387,-4.28666544,1
1439,65,-6.401277065,13.44729996,1
1439,129,-7.091679096,12.11897945,1
1439,193,-7.038815975,14.08676815,1
1439,257,-9.310884476,14.9623518,1
1439,321,-12.07443428,15.15315056,1
1439,385,-12.80888462,16.95220566,1
1439,449,-13.77179813,14.6572876,1
1439,513,-16.16607285,16.35960388,1
1439,577,-16.51937294,14.43648338,1
1439,641,-17.13472557,12.27471352,1
1439,705,-16.18887329,7.452303886,1
1439,769,-9.913083076,5.508911133,1
1439,833,-8.23631382,4.607795238,1
1439,897,-6.529275894,3.306902647,1
1439,961,-6.989206314,3.156443596,1
1439,1025,-5.062666416,2.436815739,1
1439,1089,-3.551756382,2.552203178,1
1439,1153,-2.400464058,2.90095377,1
1439,1217,-1.459356308,2.578314304,1
1439,1281,-1.036936045,1.781335831,1
1439,1345,-1.080730081,1.716141343,1
1439,1409,0.5792796612,1.573002577,1
1439,1473,1.304370999,1.306109786,1
1439,1537,1.901282191,0.8440355062,1
1439,1601,2.349904537,0.1897857785,1
1439,1665,2.268043995,-0.1104024649,1
1439,1729,2.298498631,0.8338341713,1
1439,1793,3.26727438,-0.8738521338,1
1439,1857,3.379386663,-1.99164629,1
1439,1921,2.074553967,-1.727967262,1
1439,1985,2.38499999,-2.842636108,1
1503,65,-4.767292976,15.49861526,1
1503,129,-5.433223724,13.86395741,1
1503,193,-9.547785759,13.93195629,1
1503,257,-10.9535017,15.24230099,1
1503,321,-12.82489204,15.67631626,1
1503,385,-15.14242077,15.63978195,1
1503,449,-16.34789658,15.84785748,1
1503,513,-16.58237839,14.94227314,1
1503,577,-15.06332016,12.89571095,1
1503,641,-12.0927515,9.676470757,1
1503,705,-15.2212429,6.440134048,1
1503,769,-13.84512615,4.549642086,1
