PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 39, filenames: A:[39]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[40]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,5.54415226,-0.2232604027,1
95,129,2.307253838,-3.07254076,1
95,193,1.680670261,-2.863640785,1
95,257,2.78430891,-2.192464828,1
95,321,4.374711037,-1.536193371,1
95,385,6.214688778,-2.304570675,1
95,449,4.877057076,-2.782070637,1
95,513,3.589550972,-2.62135005,1
95,577,3.038294554,-2.516639709,1
95,641,2.486267567,-2.405078173,1
95,705,2.64968729,-2.153392792,1
95,769,2.489713669,-1.693296194,1
95,833,2.273891926,-1.232039452,1
95,897,2.161209345,-0.9425783157,1
95,961,0.8915966749,-0.6504160166,1
95,1025,-1.108454704,-0.2532634735,1
95,1089,-0.6736731529,0.3794438839,1
95,1153,-0.456361413,0.3041582704,1
95,1217,0.3096570969,-0.8497165442,1
95,1281,1.926172972,-2.400220633,1
95,1345,3.483301163,-2.544057369,1
95,1409,3.952417374,-2.216711521,1
95,1473,1.797580481,-0.2592232227,1
95,1537,0.1665902138,-0.8677880764,1
95,1601,1.33006537,-0.2396834493,1
95,1665,-0.1314799786,1.150460243,1
95,1729,1.039817333,0.1791064739,1
95,1793,3.922437668,-0.3580377102,1
95,1857,2.495176077,-0.6254376173,1
95,1921,1.797617674,-1.215039253,1
95,1985,1.298108578,-0.4479415417,1
159,65,2.806405067,-2.777611017,1
159,129,1.786709309,-2.288171768,1
159,193,1.102473736,-1.892502069,1
159,257,1.278876781,-1.79405725,1
159,321,2.130133152,-1.583628774,1
159,385,2.329939365,-1.988253832,1
159,449,1.171576738,-1.979958057,1
159,513,1.467049241,-1.415995121,1
159,577,1.062394977,-1.101699829,1
159,641,-0.238219142,-1.032164574,1
159,705,-0.3263700008,-1.34555316,1
159,769,0.04572415352,-1.487713695,1
159,833,0.4550347328,-2.333269596,1
159,897,1.170058608,-2.508493423,1
159,961,1.049500823,-1.445659399,1
159,1025,0.4411129355,-0.5075086355,1
159,1089,0.358643055,-0.1802965999,1
159,1153,0.3893216252,-0.1487026066,1
159,1217,0.6325244904,-0.5141589046,1
159,1281,0.9046205282,-0.5576760173,1
159,1345,-0.1061000824,-0.1904389858,1
159,1409,1.490525246,0.2353417277,1
159,1473,1.410765409,0.9879199266,1
159,1537,1.355458736,-0.9123719931,1
159,1601,2.124251842,-1.790902495,1
159,1665,2.619273901,-1.520061731,1
159,1729,3.40082407,-2.027189016,1
159,1793,3.026107311,-2.12688303,1
159,1857,2.710310936,-2.05261755,1
159,1921,2.515590906,-2.29496336,1
159,1985,1.939071417,-2.649496794,1
223,65,0.1331518888,-2.728041649,1
223,129,0.7184842229,-1.304403663,1
223,193,0.4643652439,-1.172877789,1
223,257,0.2813269794,-1.685243845,1
223,321,-0.84407866,-2.148696184,1
223,385,-2.732215405,-1.747168422,1
223,449,-3.118546486,-1.63118875,1
223,513,-1.682771921,-0.8296726942,1
223,577,-0.5279257298,-0.252625376,1
223,641,-0.5938673019,-0.3929059505,1
223,705,-0.810210824,-0.7408288121,1
223,769,0.3506014347,-1.434428334,1
223,833,0.9808328152,-3.525179386,1
223,897,1.154691935,-3.173323631,1
223,961,1.163655877,-1.880544305,1
223,1025,1.206559062,-1.272901654,1
223,1089,1.375155449,-0.9959454536,1
223,1153,1.605459452,-0.6267430186,1
223,1217,1.404526353,-0.4705973864,1
223,1281,1.178316474,-0.4693358541,1
223,1345,0.3947655559,-0.06787987053,1
223,1409,0.6024078727,0.2226606905,1
223,1473,1.84162879,-0.3234679103,1
223,1537,2.626638412,-1.329941511,1
223,1601,2.788625717,-2.144589424,1
223,1665,3.142653704,-2.473462582,1
223,1729,3.281212568,-2.576066494,1
223,1793,2.894766569,-2.784525633,1
223,1857,2.588764191,-2.537814379,1
223,1921,3.186342239,-2.872441053,1
223,1985,3.680217266,-3.151269436,1
287,65,-0.8210821152,-0.7537147999,1
287,129,-1.020714521,-1.001541734,1
287,193,0.05006617308,-0.8569428325,1
287,257,0.394040823,-1.220779538,1
287,321,-0.378824234,-1.197862625,1
287,385,-0.4935159683,-1.51144135,1
287,449,-0.9617944956,-1.120752811,1
287,513,-2.049937963,-0.5155401826,1
287,577,-1.415756702,-0.07865095139,1
287,641,-0.9984793663,-0.08270519972,1
287,705,-2.919440985,-0.04189908504,1
287,769,-1.483439445,-0.7026067972,1
287,833,0.5723640919,-2.118501186,1
287,897,1.424780846,-3.175318956,1
287,961,1.995973468,-2.760458708,1
287,1025,1.792536974,-0.9265606403,1
287,1089,2.294623613,-0.09698700905,1
287,1153,2.414623499,-0.2844487429,1
287,1217,1.787419081,-0.7161362171,1
287,1281,1.270878792,-0.8079817891,1
287,1345,0.3265668154,-0.4201916456,1
287,1409,-0.7934131026,-0.3149968982,1
287,1473,1.221170902,-1.109050274,1
287,1537,3.340371847,-1.892875433,1
287,1601,3.213174343,-2.908645391,1
287,1665,2.927889347,-3.604855537,1
287,1729,2.899739027,-2.988301277,1
287,1793,3.170644999,-2.743839741,1
287,1857,2.759650946,-0.1594882011,1
287,1921,3.286531925,-3.34113431,1
287,1985,4.342337608,-4.073568821,1
351,65,0.2071297467,0.2032065392,1
351,129,0.1823732257,-0.4666779637,1
351,193,0.006937891245,-0.4888706207,1
351,257,-0.03517773747,-0.5416668653,1
351,321,-0.0586720705,-1.028619647,1
351,385,0.201349318,-0.3275860548,1
351,449,-0.6258666515,-0.9244372845,1
351,513,-1.128406763,-0.2758562565,1
351,577,-0.4998928607,0.04001614451,1
351,641,-0.282482475,0.1085918695,1
351,705,-3.485179424,0.4851412177,1
351,769,-1.103068233,-0.1653497219,1
351,833,1.131336212,-1.244242549,1
351,897,2.334990501,-2.556905031,1
351,961,2.277977467,-3.082853317,1
351,1025,2.553738117,-1.888061523,1
