PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 5, filenames: A:[5]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi & B:[6]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,-1.965385914,1.371929646,1
24,37,-0.4369225502,1.708858967,1
24,53,-0.119894743,0.2658122778,1
24,69,0.2539274693,0.2543486059,1
24,85,0.8858739734,0.2408129573,1
24,101,0.8576455712,-0.2560025454,1
24,117,0.6967120171,-0.1477896571,1
24,133,2.665881157,5.541136742,1
24,149,-0.07755303383,1.072252154,1
24,165,-1.042894602,1.334604144,1
24,181,-0.3433105946,0.755885005,1
24,197,1.767018795,-0.2635052204,1
24,213,2.164294243,-0.2213432193,1
24,229,2.165688753,-0.2218658924,1
24,245,1.692219973,1.96583724,1
24,261,3.921675205,1.355386257,1
24,277,5.900217056,1.292842031,1
24,293,3.099680901,1.593244672,1
24,309,3.219604969,0.6026043296,1
24,325,-0.01311385632,0.2397487164,1
24,341,0.9712314606,-0.3707550764,1
24,357,2.898892164,1.298593283,1
24,373,2.113405466,-1.198354006,1
24,389,1.561351776,-0.9576240778,1
24,405,1.639364004,-1.180853128,1
24,421,1.871465206,-0.3786745071,1
24,437,0.2467967272,-1.086995125,1
24,453,1.791532278,-0.7546421289,1
24,469,2.78826952,-0.7047642469,1
24,485,3.800222158,-3.252471447,1
24,501,0.685264945,-1.068850994,1
24,517,-1.355693579,-0.257071048,1
24,533,-2.346096516,0.08003266156,1
24,549,-3.43542099,0.6640904546,1
24,565,-1.921582699,0.2472461462,1
24,581,-1.961961031,1.759787321,1
24,597,-3.917021036,3.963183403,1
24,613,-4.386655807,1.890144825,1
24,629,-5.14912796,2.711884975,1
24,645,-5.177555084,2.434140205,1
24,661,-5.51670742,1.535345554,1
24,677,-5.012104988,2.541842699,1
24,693,-4.242578506,4.151284695,1
24,709,-2.374064922,1.617721081,1
24,725,0.1164431572,14.01503277,1
24,741,-2.175085306,2.046743631,1
24,757,-4.088256836,1.751159906,1
24,773,1.379296303,3.29182148,1
24,789,-3.089025021,0.9220512509,1
24,805,-0.2389979362,1.065049171,1
24,821,1.514903307,-3.578509331,1
24,837,1.375379324,-4.951663017,1
24,853,8.397830963,8.966682434,1
24,869,-0.9170060158,8.261129379,1
24,885,-1.427327633,8.423931122,1
24,901,4.908793449,3.878651142,1
24,917,5.839125156,-1.637224674,1
24,933,0.03576755524,6.741378307,1
24,949,5.577460289,-3.506179333,1
24,965,-0.03466129303,1.980634689,1
24,981,0.8397946358,3.903201103,1
24,997,4.973904133,11.40529346,1
24,1013,-3.112473726,8.414384842,1
24,1029,-0.5487265587,1.144423485,1
24,1045,-2.416101456,3.056846857,1
24,1061,-2.543704987,3.513748407,1
24,1077,-2.578386307,4.158611774,1
24,1093,-2.305537224,5.95577383,1
24,1109,-2.745129108,6.05739069,1
24,1125,-3.293787241,5.031700134,1
24,1141,-2.140295982,3.445543766,1
24,1157,-2.705199242,3.179330349,1
24,1173,-3.290716171,3.069912672,1
24,1189,-3.351541519,2.066555977,1
24,1205,-2.402681828,2.353018284,1
24,1221,-0.4187915325,0.9758937359,1
24,1237,-0.01698541641,0.05647063255,1
24,1253,-0.169015646,-0.6259144545,1
24,1269,-0.7088284492,-2.013317347,1
24,1285,-2.759389877,1.872852325,1
40,21,-3.81338644,0.3253368139,1
40,37,-1.00899291,1.261475325,1
40,53,-0.5713018775,0.6797745228,1
40,69,-0.1687054336,0.3087311983,1
40,85,0.3781677485,0.5107987523,1
40,101,0.4404536188,0.346470654,1
40,117,0.2877736986,0.3188176751,1
40,133,0.3919259012,8.980685234,1
40,149,0.1416027546,-0.05520164967,1
40,165,-0.6987484097,1.089186788,1
40,181,-0.08080381155,0.8595024943,1
40,197,-0.3858647943,-0.3211913109,1
40,213,1.239770889,0.1014114916,1
40,229,1.093052149,0.2909396291,1
40,245,0.8596870303,0.7854067683,1
40,261,4.004078865,1.962794781,1
40,277,1.954880476,1.857592225,1
40,293,1.973330855,0.9062282443,1
40,309,1.462200046,-0.03438070416,1
40,325,1.443132639,0.7851251364,1
40,341,2.411775112,0.5220234394,1
40,357,1.256888628,-0.1079718173,1
40,373,1.556308031,-0.1090925932,1
40,389,2.342205286,0.5742785335,1
40,405,3.555126667,1.333494425,1
40,421,3.192495823,1.64675355,1
40,437,0.6608914137,3.382167816,1
40,453,0.9096064568,1.348999619,1
40,469,1.359528542,0.3344672322,1
40,485,1.677540183,0.09214070439,1
40,501,0.8808634281,-0.02070267498,1
40,517,-0.9768038988,-0.5226157308,1
40,533,-1.362542629,-0.06434138864,1
40,549,-1.894299269,0.1293756664,1
40,565,-2.68484354,0.21506387,1
40,581,-3.072034836,0.761402607,1
40,597,-4.704141617,1.101323366,1
40,613,-6.231389523,0.5167756081,1
40,629,-6.966339588,1.24058342,1
40,645,-5.918763161,2.554229736,1
40,661,-5.172166824,1.301165819,1
40,677,-3.463574409,0.8530647755,1
40,693,-2.822960615,0.7937450409,1
