PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 8, filenames: A:[8]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi & B:[9]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,3.351278067,7.701528549,1
24,37,1.752572775,0.1156428456,1
24,53,1.81025219,-0.9873722792,1
24,69,1.522478104,-0.7156182528,1
24,85,0.5538976192,0.3035364151,1
24,101,0.4922400713,1.029008389,1
24,117,0.7393841743,1.692634821,1
24,133,0.2425198555,0.6784197688,1
24,149,1.122466326,1.069965243,1
24,165,1.737021446,1.813094497,1
24,181,1.488243341,2.174385548,1
24,197,1.745858431,1.008744717,1
24,213,0.9572820663,0.5978357792,1
24,229,1.120557785,0.3067598343,1
24,245,1.004800558,0.5165913105,1
24,261,0.6352050304,0.3015963435,1
24,277,0.9048571587,0.01773786545,1
24,293,2.866080046,-0.4457767606,1
24,309,2.037931204,-0.5560625196,1
24,325,1.164552212,-0.922976613,1
24,341,0.5348536372,-1.752956629,1
24,357,0.0583717823,-2.949550629,1
24,373,-0.2304157615,-2.60973835,1
24,389,-7.764785767,-0.3519964218,1
24,405,-5.06570816,-0.1533955336,1
24,421,-4.164897919,-1.500211954,1
24,437,1.677523136,-1.047453165,1
24,453,-1.423511505,-1.285815477,1
24,469,-0.576166153,-0.4633802176,1
24,485,-0.6576876044,-0.1452777386,1
24,501,0.1028995141,0.2671154141,1
24,517,0.2667855918,1.161532283,1
24,533,2.372857571,0.1904511452,1
24,549,1.85629034,0.2383192182,1
24,565,3.388390064,-1.644242406,1
24,581,3.832461357,-0.0383477807,1
24,597,1.703611851,1.480367184,1
24,613,1.867091894,1.218626976,1
24,629,3.423674583,5.331395149,1
24,645,-0.08246278763,0.5417129993,1
24,661,-2.751527786,-1.21938324,1
24,677,-4.301629543,0.3660751581,1
24,693,-4.761385441,1.137965083,1
24,709,-1.517876625,0.8959358931,1
24,725,0.7547373772,1.118755817,1
24,741,-3.864993095,0.5627450943,1
24,757,-0.7937254906,1.575491667,1
24,773,-2.403789997,0.5899851918,1
24,789,5.859649658,0.1744182408,1
24,805,-2.409799814,0.9837596416,1
24,821,-1.815499067,-0.6117704511,1
24,837,-2.445280313,-1.12152195,1
24,853,-0.01595580578,-1.64628005,1
24,869,-2.138213873,-0.2972960472,1
24,885,7.265421867,-3.203229904,1
24,901,4.451022148,3.72112155,1
24,917,1.273205638,1.29845643,1
24,933,2.206799984,1.85286808,1
24,949,1.674030662,2.010719538,1
24,965,6.431324482,6.756489754,1
24,981,-5.723312855,-2.240858555,1
24,997,7.598298073,1.721752763,1
24,1013,-2.762116432,9.7934618,1
24,1029,-0.1339668632,5.3956213,1
24,1045,1.315423965,8.114906311,1
24,1061,4.694606304,2.081111193,1
24,1077,6.08159256,2.011857986,1
24,1093,3.21942997,2.913900375,1
24,1109,1.767571092,4.519802094,1
24,1125,1.336032629,4.561728954,1
24,1141,1.116556764,4.684425831,1
24,1157,1.136145115,4.093794823,1
24,1173,1.99148345,2.601036072,1
24,1189,2.826329231,0.303383112,1
24,1205,2.438863993,-0.6463662386,1
24,1221,1.912816763,-0.1497760415,1
24,1237,2.465485573,-1.201780796,1
24,1253,1.482366681,-1.704934359,1
24,1269,2.192107201,-4.253540516,1
24,1285,5.481906891,-15.05263138,1
40,21,0.08683258295,0.1522421837,1
40,37,0.4338300228,0.1047986448,1
40,53,0.9721597433,0.02266949415,1
40,69,0.7361835241,0.6504050493,1
40,85,0.3135902286,2.017679214,1
40,101,0.234531939,1.37291801,1
40,117,0.4866922498,1.000124335,1
40,133,0.5415757895,0.8309325576,1
40,149,0.6820749044,1.184350491,1
40,165,0.5201752186,1.799230814,1
40,181,-0.9569312334,2.509434223,1
40,197,-0.08773171902,1.126163006,1
40,213,-0.07492637634,0.5921834111,1
40,229,0.8149066567,0.1755160093,1
40,245,1.623895049,-0.1861438006,1
40,261,1.540185213,-0.5690115094,1
40,277,1.797334313,-0.5997017026,1
40,293,2.035767317,0.1370493025,1
40,309,1.551651239,0.3340435624,1
40,325,1.009271622,-0.048173666,1
40,341,0.8016664982,-0.8563714027,1
40,357,0.263995707,-1.668447375,1
40,373,-0.6191507578,-1.182286143,1
40,389,-0.6897062063,0.1396206021,1
40,405,-5.020285606,2.45587182,1
40,421,-2.804256439,0.7181825042,1
40,437,0.4561439157,1.025965691,1
40,453,0.6306311488,2.17263341,1
40,469,-0.5312851667,0.9967759848,1
40,485,-0.506939888,0.5192104578,1
40,501,-0.1271716952,0.5225126147,1
40,517,0.2860848606,0.593249917,1
40,533,1.38240099,-0.5265768766,1
40,549,-2.327061653,-0.3199769855,1
40,565,-2.111543179,-0.7393167019,1
40,581,7.676662445,5.802588463,1
40,597,0.1731178761,-0.2129302323,1
40,613,0.6957798004,-0.01878643036,1
40,629,0.7446836829,0.8016036749,1
40,645,-0.2063578963,0.9908495545,1
40,661,-1.31285429,0.1117009223,1
40,677,-1.631596804,0.1415061504,1
40,693,-1.044071198,0.03246819973,1
40,709,-0.4670472741,-0.4304302931,1
40,725,-8.326569557,-2.560479879,1
40,741,-5.715129375,2.47683692,1
40,757,-3.031303167,0.6082203388,1
40,773,-0.9952661991,-0.2292357087,1
40,789,-0.1782109737,0.05025086924,1
40,805,-1.619210482,0.8094141483,1
40,821,-4.305027962,0.4033457041,1
40,837,-2.608193874,-1.048752904,1
40,853,-0.4418433011,-0.7495828867,1
40,869,7.494904518,-0.3206077814,1
40,885,8.64730072,-2.520856142,1
40,901,-4.421916485,8.359087944,1
40,917,-0.3320310116,1.888065577,1
40,933,-0.4280133247,2.062089682,1
40,949,-5.5570364,4.816656113,1
40,965,6.613310814,6.986097336,1
40,981,-1.901155233,4.809571266,1
40,997,-4.676243305,-1.168243527,1
40,1013,0.2891666889,4.678135872,1
40,1029,1.094526291,4.645168304,1
40,1045,1.804885864,7.032258987,1
40,1061,1.96102047,1.647378325,1
40,1077,2.294236183,2.099914312,1
40,1093,2.755507946,3.476069689,1
40,1109,1.164518833,4.80177021,1
40,1125,0.7932890654,4.13912487,1
40,1141,0.6899680495,4.008482933,1
40,1157,1.14899981,3.652654171,1
40,1173,1.703156233,2.433178186,1
40,1189,2.044414282,0.6449671984,1
40,1205,3.066477299,-1.096316338,1
40,1221,2.015479088,-0.05714957416,1
40,1237,1.81630528,-0.3293190598,1
40,1253,2.706527233,-1.390276194,1
40,1269,2.482361317,-6.346766472,1
40,1285,6.474217415,-12.00846004,1
56,21,-0.1085900068,-0.9824754596,1
56,37,-0.3535984755,0.1114152223,1
56,53,-0.1443220377,-0.6677565575,1
56,69,0.558590889,0.8134506941,1
56,85,-0.3601288795,1.749097824,1
56,101,0.01054769754,1.978116512,1
56,117,0.6934536695,0.6932983398,1
56,133,1.177943468,1.023813963,1
56,149,1.141619205,1.205982447,1
56,165,0.4135231674,2.216260195,1
56,181,0.187204197,2.527284145,1
56,197,0.0481492281,1.210506201,1
56,213,-0.3211093545,0.6994780302,1
56,229,-0.5644791126,0.09756290913,1
56,245,-0.2211596072,0.167603761,1
56,261,-0.3098422289,0.2720983624,1
56,277,0.9441516399,0.1897000074,1
56,293,2.016020536,0.3986920118,1
56,309,1.524339199,0.7080418468,1
56,325,1.312278032,0.1884994805,1
56,341,1.233897924,-0.7430909276,1
56,357,0.9387178421,-0.4847220182,1
56,373,0.6676930189,-0.1037080288,1
56,389,-0.02870184183,-0.4597198367,1
56,405,0.527801156,0.1476795673,1
56,421,2.657456398,2.061277151,1
56,437,1.743248224,2.099973202,1
56,453,1.231193542,2.093750477,1
56,469,0.8011684418,0.3962187767,1
56,485,0.4185620546,0.4939991832,1
56,501,3.750263929,2.997260094,1
56,517,0.2844833434,0.0597692728,1
56,533,1.153820157,-0.9005163908,1
56,549,-0.3136834502,-1.045056105,1
56,565,-2.189077139,-0.4482656717,1
56,581,-1.394914627,-0.2481950819,1
56,597,-1.314961672,-1.117316961,1
56,613,-1.299155116,-1.35971725,1
56,629,-0.7504268885,-0.9719077945,1
56,645,-0.5667105913,-0.09222304821,1
56,661,-0.8223394156,-0.1119953394,1
56,677,-0.5032755136,0.04229041934,1
56,693,2.71451807,2.838244677,1
56,709,1.558379173,3.393939018,1
