PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi & B:[10]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
120,485,0.7863593102,-0.9149452448,1
120,501,1.013811469,-0.1655249596,1
120,517,-0.4014062881,-1.165886164,1
120,533,-0.4002489448,-1.398430943,1
120,549,0.190076232,-2.761201143,1
120,565,5.519668102,1.620377302,1
120,581,-2.242167711,-3.023806334,1
120,597,-2.824872971,-3.476042271,1
120,613,-2.810358047,-2.996477842,1
120,629,-2.427716255,-5.889708519,1
120,645,-2.640565872,-4.913762569,1
120,661,-0.5769915581,0.2011677027,1
120,677,-1.937099218,-0.7368928194,1
120,693,-9.573192596,-0.5929557085,1
120,709,-1.67751205,-0.730551362,1
120,725,-5.49955225,6.080626011,1
120,741,6.637060165,-4.559704781,1
120,757,5.491497993,-2.95418191,1
120,773,-0.1890279651,1.353025913,1
120,789,-1.262162924,0.6103921533,1
120,805,-1.293460369,0.4809270799,1
120,821,-1.486572981,0.03413289785,1
120,837,-0.9619868398,0.4527056515,1
120,853,-0.1850584745,2.411076784,1
120,869,-1.031665325,2.358814478,1
120,885,-1.282536626,1.246412158,1
120,901,-0.7381689548,1.205940485,1
120,917,0.5606871843,0.179287672,1
120,933,-0.7533918619,-6.424966812,1
120,949,1.516456842,-6.205079556,1
120,965,0.4428852499,4.145038605,1
120,981,0.9939677715,3.259205341,1
120,997,-0.46962291,4.070839405,1
120,1013,-0.7695378661,4.586622238,1
120,1029,-0.6903516054,4.302271366,1
120,1045,-1.113116026,3.74663353,1
120,1061,-2.502636194,0.1935956478,1
120,1077,-2.921295643,1.58585,1
120,1093,-2.096895695,2.095398426,1
120,1109,-1.556899071,2.875650883,1
120,1125,-0.7524436712,4.113726139,1
120,1141,-0.3106784821,3.729701519,1
120,1157,-0.3354722857,3.826932907,1
120,1173,-0.7612532973,2.79361248,1
120,1189,-0.9903595448,1.642779469,1
120,1205,-1.125625491,0.4498531818,1
120,1221,-0.694334507,-0.5144932866,1
120,1237,-0.8828244209,-0.2381431162,1
120,1253,-0.9367773533,-1.819074392,1
120,1269,0.02332913876,-0.4765208662,1
120,1285,0.6869934797,-0.4382691979,1
136,21,0.04423141479,1.707800508,1
136,37,0.4118134379,1.019287586,1
136,53,0.8354799151,0.8512739539,1
136,69,1.156459928,0.5934727192,1
136,85,4.899768829,-6.416538239,1
136,101,-0.4474648833,-0.9649823308,1
136,117,0.03420427442,-0.1721661091,1
136,133,0.4245806336,0.8165733218,1
136,149,0.6738271117,0.5268213749,1
136,165,0.6497100592,0.2017374933,1
136,181,0.3369722366,-0.4530701935,1
136,197,0.2594562769,-1.408999205,1
136,213,0.006291151047,-2.171124458,1
136,229,2.172324896,-1.008008242,1
136,245,1.721601486,-0.4119305015,1
136,261,0.9797804356,-0.09901928902,1
136,277,1.522609115,-1.368346214,1
136,293,1.391757965,-1.201508284,1
136,309,1.549504519,0.1017797589,1
136,325,3.267065287,-2.652616024,1
136,341,2.513215303,-2.578464508,1
136,357,0.03357332945,1.18987298,1
136,373,0.5351804495,-0.3835744262,1
136,389,1.346985102,-1.087833881,1
136,405,2.154286385,-1.190745592,1
136,421,0.4542341232,-1.775181293,1
136,437,1.464301109,0.08584140241,1
136,453,1.681384087,0.7111062407,1
136,469,0.009829998016,-2.049237251,1
136,485,0.6781249046,-0.8057316542,1
136,501,1.416535974,0.304902494,1
136,517,1.48655057,-0.6589462757,1
136,533,1.132242084,-2.122309685,1
136,549,1.621905804,-4.9535079,1
136,565,-0.8511910439,-3.430958033,1
136,581,-1.934623003,-4.188127995,1
136,597,-2.080218315,-5.624825478,1
136,613,-0.3560500145,-5.637122154,1
136,629,-1.891624928,-3.181292534,1
136,645,-5.644494534,3.76717186,1
136,661,-2.337334156,-0.249563694,1
136,677,-2.539105892,-1.232964277,1
136,693,-10.99855423,-0.8220070601,1
136,709,-6.11239481,-8.207238197,1
136,725,1.189224958,-8.863736153,1
136,741,-0.05752193928,-0.8125687242,1
136,757,0.7063213587,1.35818553,1
136,773,-0.590098083,1.834174871,1
136,789,-1.361780882,1.49244833,1
136,805,-0.8978941441,0.846247077,1
136,821,-1.256606221,-0.07887810469,1
136,837,-0.5973033309,-0.1262072027,1
136,853,0.541869998,0.2373592854,1
136,869,-0.5915834904,0.7294455171,1
136,885,-0.3752224147,0.3345601559,1
136,901,0.1127511859,0.6229050159,1
136,917,1.708107471,0.3510499001,1
136,933,1.596921563,2.832882881,1
136,949,8.467017174,3.268013,1
136,965,1.526901484,2.958012581,1
136,981,0.8928784132,2.855307579,1
136,997,-0.3770062923,2.858270645,1
136,1013,-0.6983780861,3.679558516,1
136,1029,-6.230786324,7.42048645,1
136,1045,-1.136228085,4.368252277,1
136,1061,-4.324293137,0.2554142475,1
136,1077,-4.39289856,-2.15860033,1
136,1093,6.101527691,1.737787843,1
136,1109,-2.13066411,2.598374844,1
136,1125,-1.740789652,3.28289628,1
136,1141,-1.014484882,3.499037504,1
136,1157,-1.012131214,4.587629318,1
136,1173,-1.53919208,1.923538923,1
136,1189,-1.428214312,0.8750234842,1
136,1205,-1.217977524,0.711931169,1
136,1221,-1.104662657,0.2343878746,1
136,1237,-1.609600782,0.1566982269,1
136,1253,-1.630297184,-0.2160843909,1
136,1269,-1.005740643,-0.4482625425,1
136,1285,-1.815491438,-2.038086414,1
152,21,-1.381146908,0.5215480924,1
152,37,-0.2344305068,0.931475997,1
152,53,1.088282108,1.220794201,1
152,69,2.915735722,0.8234573603,1
152,85,0.3981143236,0.746494174,1
152,101,0.309286356,0.5222152472,1
152,117,0.02480959892,0.9078134298,1
152,133,0.4231264293,0.7691235542,1
152,149,0.3659189641,0.2969847918,1
152,165,0.02124452591,0.05512990057,1
152,181,0.3403906822,-0.4347449243,1
152,197,0.6930612326,-1.650299788,1
152,213,0.7435586452,-2.258179188,1
152,229,1.867509246,-2.089899063,1
152,245,2.672753334,-1.4672786,1
152,261,1.304872274,0.2080740333,1
152,277,1.535348654,-1.11413765,1
152,293,0.9976704121,-1.081771851,1
152,309,-3.642543077,-2.197568178,1
152,325,-4.787641525,-0.3609406054,1
152,341,2.835586548,-0.0281605497,1
152,357,0.3687820733,1.100422025,1
152,373,0.4771695137,-0.1972974241,1
152,389,1.020095348,-0.3976286352,1
152,405,1.24281776,-0.2726403475,1
152,421,2.515188456,-0.3225280643,1
152,437,2.854471207,-0.4900468886,1
152,453,2.838070393,1.160562634,1
152,469,2.40259409,0.3323441148,1
152,485,1.889569283,-0.009561777115,1
152,501,1.845791817,-0.5307069421,1
152,517,2.08432579,-2.354196072,1
152,533,1.970507503,-4.70837307,1
152,549,8.177160263,-4.627127647,1
152,565,-0.3432879448,-4.248990536,1
152,581,-1.220004916,-4.605565071,1
152,597,-2.074149609,-4.782544136,1
152,613,-3.162905216,-3.487397671,1
152,629,-1.924167156,-3.087311268,1
152,645,-1.351000547,-3.244538307,1
152,661,-2.142184734,-0.1187224388,1
152,677,-3.262033463,-1.394322038,1
152,693,-3.222686052,-1.995990515,1
