PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 2, filenames: A:[2]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi & B:[3]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,6.038733959,6.203971386,1
24,37,0.1121447086,10.57708454,1
24,53,-1.318340063,-2.586932898,1
24,69,-1.0732342,-1.843820453,1
24,85,-0.9713649154,-1.717230797,1
24,101,-1.123185158,-0.7986642122,1
24,117,-0.4978938103,-0.7530331612,1
24,133,2.332578421,5.510307312,1
24,149,-1.417982817,-12.57624626,1
24,165,-0.252248764,-0.3783593178,1
24,181,-4.235405922,-5.71988678,1
24,197,1.468177795,-3.930614233,1
24,213,1.651046038,-4.163259506,1
24,229,-0.8925682902,-3.169991493,1
24,245,-1.412804365,-3.103396893,1
24,261,-0.7337983251,-3.717431545,1
24,277,0.6067943573,-4.206978798,1
24,293,1.171067953,-5.154254436,1
24,309,8.604431152,-4.476081371,1
24,325,-2.309141636,-3.432119131,1
24,341,-3.891017675,-4.400195122,1
24,357,-3.969876766,-2.02044034,1
24,373,-4.020383835,-0.4217164516,1
24,389,-2.090353012,0.7745580673,1
24,405,-3.004256964,1.45420742,1
24,421,-4.847826481,2.912787437,1
24,437,-3.089680195,0.8341977596,1
24,453,-4.689299583,1.175079107,1
24,469,-6.73825407,0.08251899481,1
24,485,-8.429296494,-1.283209324,1
24,501,-11.06494904,-1.093102217,1
24,517,-13.74093723,6.419127464,1
24,533,-10.47411919,-0.8858139515,1
24,549,-6.654938221,1.877841711,1
24,565,-4.9206357,2.389034986,1
24,581,-4.387088299,1.783617735,1
24,597,-4.31454134,2.947699547,1
24,613,-5.621973038,3.246589422,1
24,629,-7.108747482,3.623187065,1
24,645,-5.921011925,0.7757539749,1
24,661,-7.284450531,3.606250286,1
24,677,-8.785924911,5.648934364,1
24,693,-7.474752903,4.150009155,1
24,709,-4.312242508,0.496566534,1
24,725,-2.4670403,-0.9392771721,1
24,741,-2.650176048,3.264503956,1
24,757,-2.46534276,4.906914711,1
24,773,-4.763888359,2.841960669,1
24,789,-3.100963593,3.847208738,1
24,805,0.9836201668,5.002341747,1
24,821,-0.5948615074,5.483541489,1
24,837,0.4707479477,5.05375576,1
24,853,0.005460739136,5.567707539,1
24,869,3.911032677,5.475570679,1
24,885,0.7483248711,5.300259113,1
24,901,0.3597098589,4.07964325,1
24,917,-0.7574936152,-0.7064142227,1
24,933,-2.081252098,-1.731013298,1
24,949,-0.8628382683,-0.5466351509,1
24,965,1.100386262,6.195941925,1
24,981,-1.069201946,9.518196106,1
24,997,-1.982832909,13.51768875,1
24,1013,6.051936626,3.824390411,1
24,1029,2.537253141,5.222770214,1
24,1045,-1.807125449,6.46774292,1
24,1061,-0.5395213366,9.561083794,1
24,1077,-0.544200182,7.726489544,1
24,1093,-0.229275763,6.953412533,1
24,1109,-0.4283230901,6.005753994,1
24,1125,0.1286694407,4.899707317,1
24,1141,0.2236642838,4.347201824,1
24,1157,-1.562464476,12.90015221,1
24,1173,-0.333760798,8.869371414,1
24,1189,0.8054976463,3.740410328,1
24,1205,2.942718029,2.822922707,1
24,1221,0.8006050587,1.081164241,1
24,1237,0.8454993963,-0.2511362731,1
24,1253,0.8460979462,-0.7821859121,1
24,1269,0.6326921582,-0.786532402,1
24,1285,0.7798820734,1.092344522,1
40,21,0.4741983414,-3.667002201,1
40,37,-2.016701698,-4.41488409,1
40,53,-0.8477101326,-2.173663378,1
40,69,-0.7439502478,-1.873278618,1
40,85,-0.858936429,-2.516447783,1
40,101,-0.365680635,-1.731823206,1
40,117,-0.1177653372,-1.375847578,1
40,133,-0.16036129,-0.3877470493,1
40,149,-0.3073198199,-0.6407423019,1
40,165,-1.859188318,-3.108181953,1
40,181,-0.8518349528,-3.073435783,1
40,197,0.676029563,-4.480753422,1
40,213,0.9693188667,-3.716561079,1
40,229,-0.004178822041,-1.897665024,1
40,245,-0.9666194916,-1.976036072,1
40,261,-1.093180418,-3.460381269,1
40,277,-0.6765198708,-2.927566528,1
40,293,-1.190876722,-2.745222807,1
40,309,-2.341380596,-3.127099991,1
40,325,-3.402625799,-4.206007481,1
40,341,-2.781183481,-5.910833359,1
40,357,-1.793472886,-3.14504385,1
40,373,-1.240462899,-2.517518282,1
40,389,-2.177194118,-0.01179650426,1
40,405,-2.366321087,0.5216973424,1
40,421,-8.482928276,3.715557814,1
40,437,-4.238642693,0.2614461184,1
40,453,-3.267524958,0.609863162,1
40,469,-3.820894718,0.7739394307,1
40,485,-4.50049305,-0.1193743646,1
40,501,-4.890036106,-0.3509409428,1
40,517,-8.437397957,7.390032768,1
40,533,-12.41415691,-2.134299994,1
40,549,-10.31064796,0.6680501699,1
40,565,-7.288291931,1.873150349,1
40,581,-5.389781475,1.738785505,1
40,597,-5.392182827,4.128677368,1
40,613,-4.691034317,3.546658278,1
40,629,-5.069003582,4.560177326,1
40,645,-4.932994843,2.930301189,1
40,661,-5.475282669,3.125732422,1
40,677,-6.071490765,3.406749487,1
40,693,-5.222652435,2.488135576,1
40,709,-3.198333502,1.195941329,1
40,725,6.711501122,-1.304774761,1
40,741,-1.710715413,3.623120785,1
40,757,-0.5671136379,10.34971237,1
40,773,-0.05442667007,2.037244797,1
40,789,-2.088834047,5.102097988,1
40,805,-1.293712854,5.890376568,1
40,821,7.414367676,-2.392026901,1
40,837,-3.160406113,0.3045949936,1
40,853,-4.942278385,3.781727791,1
40,869,0.3527621031,3.986206532,1
40,885,-0.6569958925,4.511246204,1
40,901,-0.2673435509,4.26538229,1
40,917,2.536985874,3.868330479,1
40,933,-0.1584477723,3.980289459,1
40,949,0.1029248834,0.9352068901,1
40,965,3.106869221,3.793395519,1
40,981,0.6230775118,6.786325455,1
40,997,-9.624980927,5.654831409,1
40,1013,-9.328585625,5.145365238,1
40,1029,0.2091611028,5.794289589,1
40,1045,-0.8576321602,6.583837509,1
40,1061,-0.9285179377,8.821874619,1
40,1077,-1.591755986,7.277709961,1
40,1093,-1.21942246,6.153548717,1
40,1109,-0.3908538222,5.763269901,1
40,1125,-0.05748198926,5.434418678,1
40,1141,0.7314891815,4.123175621,1
40,1157,-0.7975940108,1.742098808,1
40,1173,-1.394499779,0.9111471176,1
40,1189,0.1011761725,1.832602501,1
40,1205,0.8512675762,0.5927327871,1
40,1221,0.4712040424,0.08620107174,1
40,1237,0.05466254056,-0.4870038033,1
40,1253,-0.4100167751,-0.2412691414,1
40,1269,-0.6891516447,-0.5458623171,1
40,1285,-0.9941186905,0.2496959567,1
56,21,-6.171681404,5.411756516,1
56,37,6.396028519,-6.846572876,1
56,53,-1.82733345,-2.993038893,1
56,69,-0.6600761414,-2.068790913,1
56,85,0.07703721523,-2.583568096,1
56,101,-0.5969876051,-3.4098351,1
56,117,-0.2995428443,-3.477514982,1
56,133,-0.8345724344,-3.101294518,1
56,149,-1.077075005,-3.387714386,1
56,165,-1.279428959,-4.017133713,1
56,181,-1.42394042,-3.983703613,1
56,197,-1.101824164,-4.949021339,1
56,213,-0.8789574504,-3.681233168,1
56,229,-0.5115192533,-2.957856655,1
56,245,-0.6926236749,-1.827617884,1
56,261,-0.563532114,-11.7053175,1
56,277,-1.247529745,-2.606641054,1
56,293,-1.348646879,-1.458438158,1
56,309,-1.816852689,-2.821531296,1
56,325,-2.28973794,-3.85806942,1
56,341,-2.622746229,-5.356321812,1
56,357,-2.394622803,-5.124204636,1
56,373,-2.036107302,-3.541546583,1
56,389,-1.766970396,-2.225894928,1
56,405,-1.51816833,-2.003726482,1
56,421,-0.4555449486,0.6530428529,1
56,437,-4.250329494,1.526459813,1
56,453,-2.604146957,1.071203232,1
56,469,-2.483551502,1.463966966,1
56,485,-2.632136345,1.332409382,1
56,501,-5.373567581,5.249465942,1
56,517,-5.881259441,3.370192528,1
56,533,-5.82750845,2.583982468,1
56,549,-2.88092041,1.408035755,1
56,565,-4.961977005,0.9614288807,1
56,581,-5.670639515,1.452067256,1
56,597,-6.352926731,4.744933128,1
56,613,-4.355030537,-7.186838627,1
56,629,-4.957733631,3.536674023,1
56,645,-5.103824139,1.989935637,1
56,661,-4.815730095,2.083267212,1
56,677,-4.672530174,2.210909843,1
56,693,-3.813344002,1.943248272,1
56,709,-2.368796825,1.882230639,1
56,725,0.1162631512,1.272733927,1
56,741,0.3912476301,0.3036777973,1
56,757,-0.2457841635,10.6073494,1
56,773,-6.819998264,8.101166725,1
56,789,-2.623773813,5.379425049,1
56,805,-4.833722115,4.028658867,1
56,821,5.265240669,4.431333542,1
56,837,4.219961166,5.249162674,1
56,853,2.600419283,5.64074564,1
56,869,-0.3306564093,4.166633129,1
56,885,-0.9434878826,3.538672447,1
56,901,-0.6304314137,4.003435135,1
56,917,3.549557209,4.114517689,1
56,933,1.584617615,3.278723955,1
56,949,1.292238474,1.90363884,1
56,965,-0.3598967791,0.4128646851,1
56,981,-0.3877229691,5.668456078,1
56,997,-0.4218496084,5.758331299,1
56,1013,-0.6411504149,5.704414845,1
56,1029,0.5639440417,5.949890614,1
56,1045,-0.501229167,7.54338026,1
