PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 4, filenames: A:[4]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi & B:[5]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,0.04864174128,0.5162279606,1
24,37,-0.9813816547,0.8906482458,1
24,53,-1.679999828,1.003807902,1
24,69,-1.511221647,-0.4490777254,1
24,85,-0.5731700063,-0.3829646707,1
24,101,-0.3407064676,0.4920239449,1
24,117,-0.7126652002,0.1910491586,1
24,133,-5.933242798,1.255270958,1
24,149,-0.7892570496,0.9103275537,1
24,165,0.1120116711,1.603587151,1
24,181,0.6878160238,-0.003482282162,1
24,197,1.268572092,0.04858240485,1
24,213,1.965786934,-0.03957818449,1
24,229,1.410183549,-0.1904410124,1
24,245,1.097485065,-0.9689826369,1
24,261,0.8991491795,-3.245651007,1
24,277,1.686679482,-4.764823914,1
24,293,2.022428989,-2.88625288,1
24,309,2.178786278,-2.816248417,1
24,325,1.971579552,-2.086901665,1
24,341,1.310300827,-1.630443335,1
24,357,1.270193338,-0.2609428167,1
24,373,1.382579803,0.4055889845,1
24,389,2.168746471,1.279355764,1
24,405,1.474235058,-0.682200551,1
24,421,-0.4529266357,-3.1657691,1
24,437,0.2251553535,-1.529031754,1
24,453,-1.011881828,-0.3957962096,1
24,469,-1.65967679,-0.08977109194,1
24,485,7.558447838,0.1541728377,1
24,501,-2.463601589,2.504524946,1
24,517,-5.614709854,6.241618156,1
24,533,-5.680276871,2.803660393,1
24,549,-4.495864868,1.335925579,1
24,565,-2.886367798,-1.857908845,1
24,581,-4.113265514,-0.1324290335,1
24,597,-6.102053642,0.364718318,1
24,613,-5.322194576,0.594725728,1
24,629,-3.552881718,1.304280996,1
24,645,-5.641554832,2.204022884,1
24,661,-6.601654053,1.741831422,1
24,677,-6.016444206,1.112687469,1
24,693,-3.654517889,0.4840901494,1
24,709,-0.160337925,0.7112606764,1
24,725,0.4741137028,0.8375008106,1
24,741,-8.482943535,-3.816758633,1
24,757,-4.47966671,0.8861726522,1
24,773,-3.431574106,1.416524291,1
24,789,-2.26142621,1.905096412,1
24,805,0.01938664913,0.9275887012,1
24,821,1.334464788,9.794813156,1
24,837,-2.474337578,0.333332777,1
24,853,-2.347890615,1.516320944,1
24,869,-2.801020145,5.02477169,1
24,885,0.4305796027,6.346373081,1
24,901,2.797370434,4.340247154,1
24,917,9.222789764,0.7454257011,1
