PIVlab, ASCII chart output - 17-Jul-2025
FRAME: 7, filenames: A:[7]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi & B:[8]MAX_Pos0020_TgUtrmcherry_K4K8Mutant.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
24,21,1.825398207,6.35150528,1
24,37,0.5297443271,4.078643799,1
24,53,-0.1856231689,0.02456605434,1
24,69,0.05027496815,0.07383739948,1
24,85,-0.06470990181,0.6967551708,1
24,101,-0.545491457,2.348846674,1
24,117,-0.86265558,1.578133583,1
24,133,-0.4526900649,-0.2674263716,1
24,149,-1.037336588,0.1628067493,1
24,165,-1.468858004,0.6153022051,1
24,181,5.428183556,6.660901546,1
24,197,0.0816192627,0.2882760763,1
24,213,-0.1955656409,-0.4005148411,1
24,229,-0.693433404,-0.37739712,1
24,245,-1.118149161,1.787452817,1
24,261,-0.6131610274,-0.03782922029,1
24,277,0.2816466689,-0.1532395333,1
24,293,0.2906249762,0.007525920868,1
24,309,0.8483536243,0.7192678452,1
24,325,1.520647526,1.475475192,1
24,341,1.15384984,1.353343487,1
24,357,1.224061489,1.690790415,1
24,373,0.1210575104,-0.5035574436,1
24,389,-0.0105638355,-0.7879064679,1
24,405,-0.7162750959,-2.025408268,1
24,421,-1.025614381,-2.722845793,1
24,437,-1.573898792,-1.647634268,1
24,453,-2.753459692,-2.173619509,1
24,469,-3.50292778,-2.046514988,1
24,485,-4.667116165,-3.328790426,1
24,501,-5.548925877,-3.902218103,1
24,517,-5.009377003,-4.458562374,1
24,533,-4.101349831,-4.485758781,1
24,549,-2.616281033,-5.274663448,1
24,565,1.896955729,-11.30393696,1
24,581,1.887863636,-14.49437714,1
24,597,-0.8184738159,-5.444861889,1
24,613,-1.522873402,-5.606038094,1
24,629,-1.578837872,-2.425904751,1
24,645,-1.978184462,-8.438238144,1
24,661,-2.83987236,-2.70637536,1
24,677,-2.635233641,-2.205731153,1
24,693,-0.3658339977,-3.137454987,1
24,709,-0.006836175919,-2.049105167,1
24,725,-0.3784775138,-2.317287445,1
24,741,1.896429181,-10.29930019,1
24,757,-5.41361475,1.111254692,1
24,773,-0.3359455764,-2.296875715,1
24,789,4.780899048,-8.607509613,1
24,805,-1.169536829,-1.441458464,1
24,821,-2.805432558,-0.7499678135,1
24,837,-7.301177502,-8.078722954,1
24,853,4.236846447,-4.324587822,1
24,869,-1.492819667,3.117147923,1
24,885,-0.8588019013,0.5160193443,1
24,901,-0.5215713978,-0.2670429349,1
24,917,-0.3090307713,0.03390350938,1
24,933,-1.537789106,1.93079865,1
24,949,-1.591713071,3.132274628,1
24,965,-0.1466985941,2.699759245,1
24,981,-0.7164916992,6.162014008,1
24,997,-0.9621559978,5.813239574,1
24,1013,0.3435441256,3.38317132,1
24,1029,1.629817367,5.448976994,1
24,1045,1.706192255,5.841489792,1
24,1061,1.500994205,1.647447467,1
24,1077,1.138388872,0.5466928482,1
24,1093,1.621816158,4.127771378,1
24,1109,1.026833057,3.743960857,1
24,1125,2.750056028,-1.92167151,1
24,1141,-1.035680532,3.380307436,1
24,1157,-1.291380048,3.622663975,1
24,1173,0.7379411459,2.451900482,1
24,1189,4.258638859,1.770067692,1
24,1205,0.561476469,0.5904085636,1
24,1221,0.3269513547,0.2973786592,1
24,1237,1.269989252,-1.60954535,1
24,1253,-0.2123603225,-1.791193485,1
24,1269,1.348889232,-4.254383087,1
24,1285,4.787448406,-8.385492325,1
40,21,0.2650761008,0.3786392212,1
40,37,-0.1056799069,-5.182904243,1
40,53,0.5893895626,-0.5962883234,1
40,69,0.2070548236,0.08609525859,1
40,85,-0.6449634433,-0.04575119913,1
40,101,-0.6070415378,0.7690380812,1
40,117,-0.5529782176,0.9499707222,1
40,133,-0.5337589383,0.3082664907,1
40,149,-0.6128139496,0.8714791536,1
40,165,-1.800835848,1.090901613,1
40,181,5.311190605,6.7968297,1
40,197,-0.6765550375,0.3150917888,1
40,213,-1.260717392,-0.4440049529,1
40,229,-0.591337204,0.4246094525,1
40,245,-0.4997338653,2.791425943,1
40,261,0.2174881697,-0.09498549253,1
40,277,0.6145435572,0.001227833331,1
40,293,0.9153877497,0.3500071764,1
40,309,0.663449049,0.7620310783,1
40,325,0.3104109764,0.4749589264,1
40,341,0.1873765588,-1.20074141,1
40,357,-0.03094696999,-1.278963089,1
40,373,-0.03067594767,-2.059514761,1
40,389,-0.05872167647,-0.5214457512,1
40,405,-0.7543744445,-1.850848436,1
40,421,-2.175311565,-1.827295065,1
40,437,-2.239109278,-2.770437241,1
40,453,-2.857619524,-1.230783939,1
40,469,-3.374211788,-0.6333891153,1
40,485,-3.804780006,-1.493966818,1
40,501,-4.763072968,-2.636135578,1
40,517,-5.821498394,-2.961503267,1
