 ,Area,Mean,Min,Max,MinThr,MaxThr
1,750.112,0.376,0,38,0,255
2,527.038,0.387,0,28,0,255
3,480.276,0.359,0,36,0,255
4,426.224,0.528,0,42,0,255
5,256.486,1.494,0,66,0,255
6,427.767,0.411,0,36,0,255
7,581.246,0.566,0,114,0,255
8,693.801,0.469,0,54,0,255
9,460.730,0.806,0,72,0,255
10,601.843,0.479,0,49,0,255
11,555.148,0.643,0,58,0,255
12,947.245,0.271,0,41,0,255
