 ,Area,Mean,Min,Max,MinThr,MaxThr
1,750.112,10.025,2,111,0,255
2,527.038,6.913,0,36,0,255
3,480.276,8.973,2,90,0,255
4,426.224,12.624,2,90,0,255
5,256.486,16.581,3,115,0,255
6,427.767,11.813,2,144,0,255
7,581.246,17.136,3,225,0,255
8,693.801,14.936,3,169,0,255
9,460.730,29.560,5,255,0,255
10,601.843,13.129,2,144,0,255
11,555.148,12.427,2,123,0,255
12,947.245,12.003,0,129,0,255
