PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 1, filenames: A:[1]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[2]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.696116447,-0.9170007706,1
47,65,1.000671387,-4.153831482,1
47,97,16.97479248,-0.05585765839,1
47,129,3.684030533,30.45373154,1
47,161,21.60154533,18.17515373,1
47,193,24.32456589,38.40784454,1
47,225,13.63231468,26.84613991,1
47,257,16.23476028,43.14713669,1
47,289,39.90996933,43.50341415,1
47,321,53.16023636,52.13615417,1
47,353,49.28904724,41.12433624,1
47,385,62.50315094,36.67074966,1
47,417,63.00831223,38.39321899,1
47,449,66.57626343,42.69950867,1
47,481,70.87859344,51.64020157,1
47,513,57.48035812,57.47725296,1
47,545,52.23315048,20.85420036,1
47,577,12.46752167,0.2540912628,1
47,609,34.33517075,44.67485046,1
47,641,82.43386841,48.30327606,1
47,673,108.7459564,59.61719894,1
47,705,103.0054474,49.77722549,1
47,737,81.99871826,38.81061172,1
47,769,46.8915329,37.34857941,1
47,801,34.86483002,27.35878754,1
47,833,23.89419556,26.17646217,1
47,865,10.8454895,13.86832809,1
47,897,-0.3690738678,10.32791233,1
47,929,16.90998459,11.33690834,1
47,961,24.12822342,21.40992546,1
47,993,31.64952278,3.039169312,1
47,1025,7.633213043,23.2728157,1
47,1057,5.965869904,7.558786392,1
47,1089,0.2717285156,18.24441338,1
47,1121,6.059923172,-2.440139771,1
47,1153,0.920501709,1.001451492,1
47,1185,32.75699615,22.55971527,1
47,1217,14.05057907,19.96448517,1
47,1249,17.45298576,9.772076607,1
47,1281,38.18357468,-10.09828281,1
47,1313,12.09208012,-20.56929398,1
47,1345,16.78062439,-7.925647736,1
47,1377,-5.973628521,13.98282623,1
47,1409,-24.99707603,-0.6863515377,1
47,1441,10.78656006,-7.803974152,1
47,1473,-15.97198486,-13.94146729,1
47,1505,8.520524979,-18.4322319,1
47,1537,-15.09455776,-13.32981873,1
47,1569,-19.27605438,-16.71842384,1
47,1601,-17.26169968,-16.08843613,1
47,1633,14.42553806,-6.98671627,1
47,1665,4.42522049,-20.56121826,1
47,1697,6.772317886,-6.644010067,1
47,1729,18.20993805,11.99077129,1
47,1761,43.052948,-18.49806213,1
47,1793,37.75839615,-20.56969452,1
47,1825,37.01016998,0.1506390572,1
47,1857,40.79036331,-17.87806892,1
47,1889,46.65284729,-21.49755478,1
47,1921,37.74524689,-10.54519272,1
47,1953,30.79696274,10.52360535,1
47,1985,41.10284424,-4.805866241,1
47,2017,-3.000019073,-5.989630222,1
79,33,25.05789948,10.45273685,1
79,65,2.820044518,11.7727375,1
79,97,14.77597904,4.777381897,1
79,129,22.85418892,34.60432434,1
79,161,9.843465805,35.2062912,1
79,193,3.622573853,14.78223801,1
79,225,7.434909821,21.33901215,1
79,257,35.09708786,22.52188301,1
79,289,21.19941139,45.99641418,1
79,321,31.91233635,55.84962845,1
79,353,35.86231995,32.94252014,1
79,385,26.26701355,38.10906219,1
79,417,52.82188034,32.90861511,1
79,449,42.91469574,23.89468575,1
79,481,50.82612228,28.72753716,1
79,513,60.58846283,40.01509094,1
79,545,50.00289154,38.47533417,1
79,577,81.3384552,45.29155731,1
79,609,84.76165771,44.51945496,1
79,641,85.20944977,48.80022049,1
79,673,94.61302185,40.05145645,1
79,705,95.57698059,49.64071655,1
79,737,52.78805923,31.22517204,1
79,769,50.25473022,16.04298973,1
79,801,60.78870392,28.44997978,1
79,833,37.49739456,18.47426987,1
79,865,16.29008484,12.34759712,1
79,897,7.400382996,7.143750191,1
79,929,22.23563004,10.34761906,1
79,961,11.00762177,28.9573822,1
79,993,27.74166298,-2.731297493,1
79,1025,5.416837692,3.271875381,1
79,1057,36.70578766,9.437288284,1
79,1089,35.49808884,24.06335831,1
79,1121,31.93118095,18.77692413,1
79,1153,24.27233124,28.73098755,1
79,1185,34.58874512,18.02266312,1
79,1217,23.11003494,31.19190598,1
79,1249,25.00123978,15.04970741,1
79,1281,2.913492203,18.95151711,1
79,1313,19.96860695,25.58695984,1
79,1345,11.55277061,6.043576241,1
79,1377,-4.879216194,-0.4204072952,1
79,1409,-18.15966988,9.632711411,1
79,1441,-20.63206863,-0.3846549988,1
79,1473,-19.84168053,-10.5179615,1
79,1505,-3.79152298,-10.69859695,1
79,1537,-10.49737835,-34.91756439,1
79,1569,-13.54204082,-3.479327202,1
79,1601,-7.328164101,-26.61601257,1
79,1633,-8.315544128,1.213726044,1
79,1665,9.138286591,-12.83705711,1
79,1697,24.11062241,1.354254723,1
79,1729,14.20657158,11.75830841,1
79,1761,32.78313065,-11.26335144,1
79,1793,22.37855911,-2.145353794,1
79,1825,38.91801834,16.56547737,1
79,1857,41.30119324,16.721838,1
79,1889,63.45059204,-14.75521946,1
79,1921,37.35691071,6.117556095,1
79,1953,48.85736465,16.26286507,1
79,1985,50.578125,-2.466641426,1
79,2017,44.63253021,-1.804927588,1
111,33,22.66417694,13.50227928,1
111,65,20.00374603,13.92886353,1
111,97,20.06785393,20.32946396,1
111,129,-1.240320206,7.529491425,1
111,161,29.56647682,13.28753281,1
111,193,30.94468689,17.06401253,1
111,225,25.26698875,7.844736099,1
111,257,40.56118774,20.90233803,1
111,289,17.67714882,27.92431259,1
111,321,31.4177742,17.07544708,1
111,353,35.7082634,39.66031647,1
111,385,51.73757172,36.66445923,1
111,417,56.42453003,36.62776184,1
111,449,65.35887909,40.80420303,1
111,481,52.70811081,30.02630997,1
111,513,82.23439789,55.82754898,1
111,545,74.50098419,51.42536545,1
111,577,83.30656433,55.2482338,1
111,609,85.94146729,52.9356041,1
111,641,87.06976318,52.71988297,1
111,673,85.50881958,49.18161011,1
111,705,63.35614777,24.01558304,1
111,737,47.96342468,20.72034073,1
111,769,51.8923645,36.95740509,1
111,801,48.07475281,32.81404114,1
111,833,29.67346764,9.976270676,1
111,865,15.50298882,13.9380455,1
111,897,20.52436829,15.92372131,1
111,929,25.26483345,12.86273003,1
111,961,9.051877975,19.13433456,1
111,993,26.91002083,31.65942764,1
111,1025,20.5811348,-2.535763741,1
111,1057,8.397663116,-2.067605019,1
111,1089,36.32617188,9.090456963,1
111,1121,16.43162727,27.77941513,1
111,1153,0.1159515381,4.493605614,1
111,1185,14.85206032,23.12692642,1
111,1217,31.0790329,0.7097549438,1
111,1249,30.94548035,8.049723625,1
111,1281,33.71058655,17.88181686,1
111,1313,28.92344666,23.78874779,1
111,1345,19.41469955,-6.41138649,1
111,1377,-12.54184723,-8.538366318,1
111,1409,4.117556572,18.43159676,1
