PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 9, filenames: A:[9]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
367,1249,-3.380263329,-11.821558,1
367,1281,5.22766304,-11.78356361,1
367,1313,-7.056549549,-4.124943256,1
367,1345,-4.774657726,-5.901812077,1
367,1377,-4.31842804,-6.796320915,1
367,1409,-4.43934679,-6.765191078,1
367,1441,-5.441897392,-6.726819992,1
367,1473,-7.614635468,-7.581844807,1
367,1505,8.13390255,-20.58649826,1
367,1537,3.378421307,10.90485001,1
367,1569,-3.439302921,-6.987962246,1
367,1601,-5.614027977,-8.42224884,1
367,1633,-8.306092262,-5.911525726,1
367,1665,-11.76856804,-2.839018822,1
367,1697,-8.059232712,-1.242276907,1
367,1729,-7.995197296,-0.7366829515,1
367,1761,-7.741986275,-1.865497351,1
367,1793,-6.842210293,2.235435963,1
367,1825,-6.645620823,3.323826551,1
367,1857,-7.124555111,18.78747177,1
367,1889,-7.20648241,21.05320358,1
367,1921,0.1457438469,14.23690128,1
367,1953,-0.7845013142,-5.001746655,1
367,1985,-0.5018650293,-1.209780574,1
367,2017,-0.5430150032,-0.2894169688,1
399,33,-13.85109329,6.070597649,1
399,65,0.6527583599,-7.873028755,1
399,97,5.1865201,8.995183945,1
399,129,-4.709327698,-7.112831593,1
399,161,-5.943713188,-8.078334808,1
399,193,-15.79981518,-7.356474876,1
399,225,-6.64060688,-14.66503048,1
399,257,-2.083379269,-18.77322769,1
399,289,-4.945949078,-11.09062386,1
399,321,-6.143118858,-11.80991173,1
399,353,-5.191154003,-12.51408005,1
399,385,-4.638997555,-10.09369564,1
399,417,-4.045600414,-10.91899586,1
399,449,-4.18272543,-10.65653419,1
399,481,1.587861061,-27.20078659,1
399,513,-4.219520569,-9.622480392,1
399,545,-3.861814499,-10.02798653,1
399,577,-4.092550278,-10.03028107,1
399,609,-7.431322575,-7.635121346,1
399,641,9.324365616,-16.8218174,1
399,673,-6.328226089,-5.878915787,1
399,705,-5.432221889,-15.12007999,1
399,737,-4.865592003,-7.935622692,1
399,769,-7.657207489,-6.70280695,1
399,801,-9.070936203,-5.838814735,1
399,833,-7.592531204,-5.833880424,1
399,865,-9.677833557,-5.156421185,1
399,897,-10.55305004,-6.282254219,1
399,929,-8.446308136,-5.469088078,1
399,961,-6.173293114,-7.749578476,1
399,993,-7.601354599,-7.345542908,1
399,1025,-10.20771313,-6.23756361,1
399,1057,-10.50600338,-6.43488884,1
399,1089,-9.753176689,-6.962836266,1
399,1121,-7.98500824,-8.600528717,1
399,1153,-8.158690453,-6.745130539,1
399,1185,-7.81597662,-6.665434361,1
399,1217,-6.795370579,-5.555960655,1
399,1249,3.413891792,-22.8248024,1
399,1281,-6.398387432,-4.278057098,1
399,1313,-23.84879112,-14.56764126,1
399,1345,1.0002141,11.69865704,1
399,1377,-4.55526638,-7.00508213,1
399,1409,-6.054680824,-7.395158291,1
399,1441,-6.598889828,-6.871501923,1
399,1473,-5.716006279,-7.603008747,1
399,1505,-22.55260849,-10.45416641,1
399,1537,-5.480204105,-11.33063984,1
399,1569,-5.974950314,-10.3851366,1
399,1601,-6.169913769,-7.389547825,1
399,1633,-7.343092918,-5.003847122,1
399,1665,-7.683216095,-0.7044465542,1
399,1697,-6.808844566,0.2950649261,1
399,1729,-7.221452713,0.3852094412,1
399,1761,-6.928388596,-0.1755827665,1
399,1793,-6.278880596,1.214006066,1
399,1825,-8.288938522,3.003119946,1
399,1857,-8.070808411,2.181351185,1
399,1889,-7.914532661,1.510605097,1
399,1921,-7.52524662,1.425689459,1
399,1953,-1.90729475,-0.04303121567,1
399,1985,10.97266006,7.161105633,1
399,2017,0.1634988785,-2.272936344,1
431,33,-4.236756325,6.497164726,1
431,65,-19.56947136,-3.159118414,1
431,97,-1.378235221,-6.413281441,1
431,129,-3.199454546,-7.397064209,1
431,161,-4.789662838,-8.503538132,1
431,193,-3.471202374,-3.677580833,1
431,225,-4.547374249,-9.417088509,1
431,257,-3.704238415,-11.35094166,1
431,289,-4.061303139,-12.01408863,1
431,321,-5.288838863,-11.94754314,1
431,353,-5.333538532,-11.74360847,1
431,385,-4.063113689,-9.040044785,1
431,417,-4.004969597,-9.501274109,1
431,449,-4.008041859,-9.287209511,1
431,481,-1.660035133,-26.0297451,1
431,513,-5.56420517,-7.499257088,1
431,545,-6.377217293,-9.142140388,1
431,577,-5.252056122,-12.32978058,1
431,609,10.98765182,-0.004228591919,1
431,641,-6.504951,-7.979656219,1
431,673,-6.749391556,-8.048389435,1
431,705,-9.283842087,-8.641783714,1
431,737,-11.07874298,-27.23863602,1
431,769,-8.657087326,-7.450535297,1
431,801,-9.42924118,-6.758113861,1
431,833,-9.450616837,-5.955693245,1
431,865,-8.546962738,-6.819968224,1
431,897,-10.251647,-6.768117428,1
431,929,-10.36990929,-3.695556641,1
431,961,-7.567284584,-7.470246315,1
431,993,-8.283655167,-7.66860199,1
431,1025,-9.122746468,-6.432090282,1
431,1057,-9.181838989,-6.168932915,1
431,1089,-8.940868378,-6.390119553,1
431,1121,-7.232204437,-6.945327759,1
431,1153,-8.496267319,-7.296443939,1
431,1185,-8.292825699,-6.947866917,1
431,1217,-7.525419235,-6.078946114,1
431,1249,-6.917853832,-5.06261301,1
431,1281,-5.660808086,-5.082226753,1
431,1313,-1.428379536,-6.39374733,1
431,1345,-2.37414217,-5.060461998,1
431,1377,-2.208420753,-7.101839542,1
431,1409,-3.777641058,-8.471568108,1
431,1441,-6.113351822,-7.138549328,1
431,1473,-5.290929794,-10.31146049,1
431,1505,1.414468765,-0.6252074242,1
431,1537,-5.97123003,-8.992681503,1
431,1569,-6.137938499,-6.928090096,1
431,1601,-11.30636692,-8.331506729,1
431,1633,-4.079293251,16.77810287,1
431,1665,-17.1830864,13.65364265,1
431,1697,-6.554047108,1.343645573,1
431,1729,-6.893385887,0.7286410332,1
431,1761,-7.262043476,1.180819631,1
431,1793,-8.230651855,2.165467501,1
431,1825,-8.789298058,2.742229462,1
431,1857,-8.41631794,2.085438728,1
431,1889,-8.475382805,1.857926607,1
431,1921,-7.280692101,1.478056669,1
431,1953,-1.464470863,-0.9844756126,1
431,1985,-10.54717064,1.424310565,1
431,2017,-0.256875515,-2.425928116,1
463,33,1.674536347,9.286531448,1
463,65,-0.03643585742,-2.599560022,1
463,97,-1.921280861,-7.262080193,1
463,129,-3.950850964,-9.262792587,1
463,161,-4.981275558,-9.887611389,1
463,193,-4.473606586,-7.023241997,1
463,225,-4.761054516,-8.197543144,1
463,257,-3.650791645,-10.48537922,1
463,289,-3.423582792,-13.30730247,1
463,321,-3.874835968,-14.54958534,1
463,353,1.100288391,6.213075638,1
463,385,-2.710105658,-9.550398827,1
463,417,-3.709271908,-9.481843948,1
463,449,-21.64177704,-16.132761,1
463,481,-0.9357709885,-29.88315773,1
463,513,-24.61254311,-10.17023373,1
463,545,-6.176367283,-10.88428593,1
463,577,-6.47508049,-12.16255474,1
463,609,-7.313631058,-13.40056419,1
463,641,-6.717956066,-10.40457726,1
463,673,-6.880060196,-9.671273232,1
463,705,3.226922989,-10.49610615,1
463,737,-9.322601318,-7.652684689,1
463,769,-9.487652779,-6.76217556,1
463,801,-10.74938488,-6.754580021,1
463,833,-11.28970528,-7.003444195,1
463,865,-10.21738529,-7.515423298,1
463,897,-7.365811348,10.26609039,1
463,929,-18.48928452,10.68699551,1
463,961,-0.3115024567,-0.1365537643,1
463,993,-8.92665863,-7.44244051,1
463,1025,-8.375982285,-6.477528572,1
463,1057,-7.660215855,-6.259262562,1
463,1089,-7.600405693,-5.802062511,1
463,1121,-7.340067863,-6.611589432,1
463,1153,-8.298091888,-7.557185173,1
463,1185,-8.13907814,-7.21873951,1
463,1217,-7.148445606,-5.932551861,1
463,1249,-7.339179039,-5.561461926,1
463,1281,-5.840578079,-4.303653717,1
463,1313,-3.178809643,-5.450055599,1
463,1345,-2.215183496,-5.040600777,1
463,1377,-11.70790672,-19.17468262,1
463,1409,-2.932331324,-7.5345788,1
463,1441,-4.791969776,-6.314592838,1
463,1473,-7.524207592,-5.536094666,1
463,1505,-8.053449631,-8.425204277,1
463,1537,-5.070352554,-6.782771111,1
463,1569,-7.319252968,-5.730277538,1
463,1601,-7.115139484,-4.45722723,1
463,1633,-2.289010525,17.48189926,1
463,1665,6.165241241,10.72534752,1
463,1697,-4.199576855,1.242185712,1
463,1729,-7.582967281,0.2825478017,1
463,1761,-9.554214478,0.6164457202,1
463,1793,-9.353363037,0.9643924236,1
463,1825,-8.747369766,1.692259073,1
463,1857,-8.427512169,1.923606277,1
463,1889,-8.047567368,2.074999094,1
463,1921,-6.180156231,1.106224179,1
463,1953,-0.8321900368,-0.5237281919,1
463,1985,-0.2181067467,0.02614416182,1
463,2017,2.850870132,-0.6076362133,1
495,33,15.10241318,8.769165039,1
495,65,7.371082783,5.126991749,1
495,97,-7.726660728,-12.96625805,1
495,129,-3.841690063,-9.626493454,1
495,161,-4.566077232,-8.958251953,1
495,193,-5.041810513,-9.505347252,1
495,225,-15.50760841,6.776983261,1
495,257,10.65179634,-10.00409508,1
495,289,-0.9605715275,0.1747102737,1
495,321,-3.390275002,-15.02093506,1
495,353,3.192190886,6.600152016,1
495,385,-3.025312424,-31.22434616,1
495,417,-3.795511246,-10.91737461,1
495,449,-5.446725845,-6.157304764,1
495,481,-5.27449894,-6.442023277,1
495,513,-6.258702755,-10.56998158,1
495,545,-12.25246716,-27.76350021,1
495,577,-13.92735481,-23.50431061,1
495,609,-7.47770977,-11.69966602,1
495,641,-6.285796165,-10.07829285,1
495,673,-6.40756464,-9.495664597,1
495,705,-7.846981525,-7.760532379,1
495,737,-8.211373329,-7.094756603,1
495,769,-9.399019241,-7.110151768,1
495,801,-9.745632172,-6.707867622,1
495,833,-10.36353493,-7.775744438,1
495,865,-10.83043861,-9.444833755,1
495,897,-11.79486656,-8.268029213,1
495,929,-12.97830963,-7.849284649,1
495,961,-12.32163811,-6.967413425,1
495,993,-8.695112228,-7.654907703,1
495,1025,-8.002615929,-6.849587917,1
495,1057,-7.38160181,-6.371974468,1
495,1089,-7.245857716,-2.854153633,1
495,1121,-6.1910882,-7.608913898,1
495,1153,-5.717873573,-6.610003948,1
495,1185,-5.913151264,-5.434024811,1
495,1217,-4.853961468,-4.266497135,1
495,1249,-6.448199749,-5.812491417,1
495,1281,-4.909136295,-5.532928944,1
495,1313,-2.968716621,-6.135409355,1
495,1345,-2.563762665,-6.183938503,1
495,1377,-12.34688377,10.16406631,1
495,1409,-3.306399822,-5.325900078,1
495,1441,-3.956143856,-3.66553545,1
495,1473,-12.17341423,-23.73288536,1
495,1505,-6.494900703,-7.540642738,1
495,1537,-6.424508572,-10.00443077,1
495,1569,-5.961873531,-6.884502888,1
495,1601,-5.328821182,-3.646056175,1
495,1633,-4.930913925,-1.095232248,1
495,1665,-4.810424805,-0.9339380264,1
495,1697,-5.891666412,-0.4808510542,1
495,1729,5.501363277,-2.482242584,1
495,1761,-8.655292511,-1.897146583,1
495,1793,-23.57543182,1.398264289,1
495,1825,-10.31366634,1.878899336,1
495,1857,-8.673270226,1.683832169,1
495,1889,-8.662620544,2.331728458,1
495,1921,-4.199022293,1.023800015,1
495,1953,-0.4643735886,-0.3679215312,1
495,1985,-1.207142353,-0.489782989,1
495,2017,-0.9758868217,0.2246523798,1
527,33,17.65468407,4.238521099,1
527,65,0.1417690516,-0.3512079716,1
527,97,-7.202812195,-14.16886139,1
527,129,-3.888832092,-8.736944199,1
527,161,-4.414689064,-8.234062195,1
527,193,-4.691815853,-9.398618698,1
527,225,-2.420913219,9.375022888,1
527,257,-6.733397484,-9.924035072,1
527,289,-0.5072550774,0.001803398132,1
527,321,-3.538574934,-11.69104195,1
527,353,-3.310872793,-11.86939621,1
527,385,2.81617403,1.000240326,1
527,417,-17.05121994,-8.839752197,1
527,449,-5.177968025,-11.16563511,1
527,481,-0.2903456688,0.1489286423,1
527,513,-9.176445007,-5.918669701,1
527,545,-18.85847855,4.334776878,1
527,577,3.3202281,-6.207334518,1
527,609,-5.835885048,-9.230140686,1
527,641,-6.175998211,-8.833152771,1
527,673,-6.573915958,-8.621478081,1
527,705,6.691166401,-9.336728096,1
527,737,-4.88983345,-7.674590111,1
527,769,-8.748270988,-7.768304825,1
527,801,-8.967229843,-7.235929966,1
527,833,-8.928963661,-8.362850189,1
527,865,-9.649258614,-10.68101501,1
527,897,-10.28719521,-7.529866219,1
527,929,-10.66200256,-6.647408962,1
527,961,-10.20364571,-6.462831497,1
527,993,-8.919175148,-6.432562351,1
527,1025,-8.218337059,-6.449813843,1
527,1057,-7.762052059,-6.181578159,1
527,1089,-4.455861568,-3.138607025,1
527,1121,-22.62966919,5.284279346,1
527,1153,-4.300198555,-5.103371143,1
527,1185,-5.431218147,-4.894684315,1
527,1217,-5.258080482,-5.48311758,1
527,1249,-4.588101387,13.52532005,1
527,1281,-2.484936953,-6.84895277,1
527,1313,-2.763611555,-6.317690849,1
527,1345,-2.974799395,-5.346652031,1
527,1377,-3.506303072,-4.446935177,1
527,1409,-3.904787064,-4.08161068,1
527,1441,-2.335036755,-4.115164757,1
527,1473,-4.290917397,-3.16825676,1
527,1505,2.729597092,-14.83463478,1
527,1537,-5.86147213,-8.250835419,1
527,1569,-5.294458866,-6.184789658,1
527,1601,-5.250601292,-3.480146885,1
527,1633,-6.385402679,-0.59811759,1
527,1665,-7.918568134,0.6811721325,1
527,1697,-9.443674088,-21.16367912,1
527,1729,-5.124803066,-3.491007805,1
527,1761,-4.576031685,-3.39364171,1
527,1793,-27.23422241,-1.252570629,1
527,1825,0.2981505394,-9.923294067,1
527,1857,-7.712003708,1.974045634,1
527,1889,-12.1883316,2.865315676,1
527,1921,-5.535890579,-18.89336777,1
527,1953,-4.100955963,-0.03263986111,1
527,1985,-3.96915555,0.5979473591,1
527,2017,-3.020318985,-0.383859396,1
559,33,0.5751090646,0.2853424549,1
559,65,13.3832798,-5.178648472,1
559,97,-4.788484573,-11.510952,1
559,129,-3.709431171,-11.35432053,1
559,161,-4.053287506,-9.046444893,1
559,193,-4.81542635,-9.149668694,1
559,225,-5.893692493,-10.35161591,1
559,257,-5.730727673,-11.64935303,1
559,289,-5.342901707,-11.60433769,1
559,321,-4.387277603,-11.1182003,1
559,353,-3.519424915,-11.34542274,1
559,385,-4.048166752,-11.58232975,1
559,417,-5.399389267,-11.94455433,1
559,449,-8.309249878,-29.26411057,1
559,481,7.13191843,0.02488994598,1
559,513,-9.475577354,-6.888399124,1
559,545,-3.391049862,-7.395523071,1
559,577,-5.315125465,-9.156305313,1
559,609,-5.564379692,-9.764914513,1
559,641,-6.001906395,-8.461584091,1
559,673,-6.765737057,-9.432239532,1
559,705,-11.93598747,3.644291878,1
559,737,-3.770294189,-7.085605621,1
559,769,-6.98183918,-9.261134148,1
559,801,3.643010139,-23.61870575,1
559,833,-7.277587891,-10.72397804,1
559,865,-9.033691406,-11.40490723,1
559,897,-9.707355499,-7.166683197,1
559,929,-16.97865868,-7.6106987,1
559,961,-12.86418533,-7.912611008,1
559,993,-9.095968246,-6.351597786,1
559,1025,-8.622332573,-6.382286549,1
559,1057,-9.297844887,-6.323115826,1
559,1089,-8.561479568,-5.897325516,1
559,1121,-6.349525928,-3.453824043,1
559,1153,-4.079324245,-6.03934288,1
559,1185,-3.228350163,-5.977099419,1
559,1217,-3.222333431,-5.911064148,1
559,1249,-0.5265986919,-0.3652853966,1
559,1281,12.22430801,7.013991833,1
559,1313,-1.624306202,-6.163286686,1
559,1345,-3.98920083,-5.85471344,1
559,1377,-3.414739609,-4.685155869,1
559,1409,-3.759078741,-4.438632011,1
559,1441,-4.641910553,-3.625091076,1
559,1473,-5.725234985,-2.314219952,1
559,1505,1.229257107,-0.004055500031,1
559,1537,-6.479063034,-6.757155418,1
559,1569,-6.424560547,-4.858685017,1
559,1601,-5.946651936,-3.28323245,1
559,1633,-6.142392635,-1.979968548,1
559,1665,-13.28934479,-20.87306213,1
559,1697,-8.560500145,-20.2023201,1
559,1729,-7.153882504,-2.064506292,1
559,1761,-7.431960583,-1.586672902,1
559,1793,-6.385249138,2.083267689,1
559,1825,0.8926153183,-11.73145866,1
559,1857,-8.204602242,2.67548728,1
559,1889,-10.47574806,-1.719046474,1
559,1921,-22.98950577,5.867341518,1
559,1953,-25.85278702,-0.8117783666,1
559,1985,-5.234273911,0.3050606847,1
559,2017,-3.627165794,-0.8627686501,1
591,33,-0.08491814137,-0.1647948027,1
591,65,-2.651546717,-9.699151993,1
591,97,-4.452318192,-9.663446426,1
591,129,-4.698701382,-9.960711479,1
591,161,5.425848961,-20.49046707,1
591,193,-6.62871933,-8.889484406,1
591,225,-6.285496235,-10.52833462,1
591,257,-5.952379704,-12.05525875,1
591,289,-5.456716061,-11.61364746,1
591,321,-4.501820087,-11.19135666,1
591,353,-3.944355011,-11.32054234,1
591,385,-4.189754486,-11.44547176,1
591,417,-3.726922989,-11.21324158,1
591,449,-2.448787212,-11.62466717,1
591,481,-1.090219975,-11.81505585,1
591,513,-12.24639511,-15.71574497,1
591,545,-3.992990017,-10.18315315,1
591,577,-4.925913334,-12.01233673,1
591,609,-5.028822422,-10.86228466,1
591,641,-5.416867256,-7.467331886,1
591,673,-5.512207985,-9.324627876,1
591,705,-6.241623402,-5.332386971,1
591,737,-6.608224392,-7.760103226,1
591,769,-6.825726986,-9.046851158,1
591,801,-6.908555508,-8.33040905,1
591,833,-7.610515594,-8.839938164,1
591,865,-8.449621201,-9.640106201,1
591,897,-8.879584312,-8.01252079,1
591,929,-11.0722456,-7.402690411,1
591,961,-11.19783497,-10.66862869,1
591,993,-8.376375198,-3.808267593,1
591,1025,-8.283787727,-6.666460037,1
591,1057,-8.696878433,-6.649563789,1
591,1089,-8.507897377,-6.210698128,1
591,1121,-6.283530235,-6.448458672,1
591,1153,-21.90620232,-6.941096783,1
591,1185,-2.370217562,-6.333269596,1
591,1217,-1.903191328,-5.756206512,1
591,1249,-1.821177959,-5.831312656,1
591,1281,0.6907486916,5.899625301,1
591,1313,-3.185970306,-7.10547781,1
591,1345,-2.901537657,-6.789394855,1
591,1377,-2.670229435,-5.908030033,1
591,1409,-3.172338486,-5.422858238,1
591,1441,-6.615402699,-1.012218475,1
591,1473,7.15530777,-0.9656653404,1
591,1505,0.5955739021,-0.3262705803,1
591,1537,0.544491291,-23.06266975,1
591,1569,-16.75294113,12.71743584,1
591,1601,-6.360099316,-3.067744732,1
591,1633,-6.333881378,-2.565847158,1
591,1665,-7.323390961,-2.299693584,1
591,1697,-8.404515266,-2.184677362,1
591,1729,-7.836148262,-1.691362023,1
591,1761,-9.004928589,-0.7629244328,1
591,1793,0.4842534065,14.36178589,1
591,1825,-4.579110622,0.4099116325,1
591,1857,1.719390392,-8.119877815,1
591,1889,-5.993741035,2.359834671,1
591,1921,-6.873795509,1.218278885,1
591,1953,-7.08231163,0.0629349947,1
591,1985,-5.483926773,-0.06950014085,1
591,2017,-1.698440075,-0.6328502893,1
623,33,17.32152367,3.510155678,1
623,65,-2.187251806,-11.09897423,1
623,97,-3.99404335,-9.456310272,1
623,129,-3.592036247,-8.810390472,1
623,161,-8.86726284,-27.10427475,1
623,193,-7.886451244,-8.415748596,1
623,225,-8.452762604,-10.28081894,1
623,257,-9.145996094,-14.53465557,1
623,289,-6.069417953,-11.35892296,1
623,321,-4.850167274,-12.24656868,1
623,353,-5.28575182,-12.29479694,1
623,385,-4.401231766,-11.16035938,1
623,417,-2.611304283,-11.52044964,1
623,449,-2.550867319,-11.54746628,1
623,481,-5.780488014,-12.25511837,1
623,513,-20.71539497,-0.6639471054,1
623,545,-3.447255135,-24.0957489,1
623,577,-3.592374802,-12.11152267,1
623,609,-4.002308846,-11.91947651,1
623,641,-4.575391293,-10.6315155,1
623,673,-6.624052048,-8.227944374,1
623,705,-5.852622986,-6.33780098,1
623,737,-5.39517498,-8.893499374,1
623,769,-5.596041679,-9.270824432,1
623,801,-0.04282140732,0.1375551224,1
623,833,-7.545430183,-8.473906517,1
623,865,-7.568830013,-7.949864388,1
623,897,-7.30283165,-8.815735817,1
623,929,-4.69666338,-8.263066292,1
623,961,-3.837524414,-4.560762405,1
623,993,-6.584694862,-11.17524338,1
623,1025,-7.354504108,-7.23278141,1
623,1057,-8.47677803,-7.831778526,1
623,1089,-8.470241547,-7.565974712,1
623,1121,7.204999447,-5.826791286,1
623,1153,3.026288509,-18.63827896,1
623,1185,-0.4769382477,-6.736142159,1
623,1217,-14.87807751,-16.13731384,1
623,1249,-1.446764469,-6.397151947,1
623,1281,-2.461414576,-5.594751835,1
623,1313,-3.272949219,-7.823305607,1
623,1345,-2.267989159,-6.933249474,1
623,1377,-2.098416567,-6.515321732,1
623,1409,-3.635506392,-6.187114239,1
623,1441,9.575354576,-2.384427071,1
623,1473,-4.283231258,-5.405364513,1
623,1505,-5.607008457,-4.072686672,1
623,1537,-5.840073109,-4.017233849,1
623,1569,-6.190695286,-3.516746521,1
623,1601,-6.150328159,-2.740270376,1
623,1633,-5.719913006,-2.045877695,1
623,1665,-4.751714706,-0.6161102057,1
623,1697,-4.699257851,-0.8676731586,1
623,1729,-6.312336445,-1.558985949,1
623,1761,-8.908493042,-1.177660704,1
623,1793,-22.14028168,-12.49991512,1
623,1825,-19.61207581,-14.61920929,1
623,1857,-5.93377018,1.746225834,1
623,1889,-6.145795345,1.166146874,1
623,1921,-6.113179207,0.8998376131,1
623,1953,-6.655068874,0.2139298916,1
623,1985,-7.64208746,0.1239988282,1
623,2017,-4.341272354,-0.4896990061,1
655,33,18.41070747,8.681447983,1
655,65,-1.677150965,-8.273880005,1
655,97,-2.218791962,-9.959766388,1
655,129,-0.3396234512,-4.112751007,1
655,161,-0.160807848,-0.265417099,1
655,193,5.768232346,-13.2373457,1
655,225,-7.214455605,-9.215698242,1
655,257,-9.185913086,-13.94934559,1
655,289,-10.10797882,-15.09769154,1
655,321,-4.571084023,-12.96106339,1
655,353,-5.40961647,-13.20517349,1
655,385,-5.215415001,-10.76587105,1
655,417,0.2364606857,-0.596323967,1
655,449,-4.601458549,-11.0319376,1
655,481,-5.811767101,-12.58480453,1
655,513,-8.897074699,-10.98798752,1
655,545,5.212680817,-24.52493095,1
655,577,-3.287136316,-12.55495548,1
655,609,-3.050128937,-12.40253639,1
655,641,-3.671709538,-11.24841595,1
655,673,-5.157217026,-9.826921463,1
655,705,-5.818140984,-9.695289612,1
655,737,-6.082896233,-9.850690842,1
655,769,-6.581971645,-9.221320152,1
655,801,-7.627417088,-8.529408455,1
655,833,-7.11972332,-5.995239258,1
655,865,-6.288255692,-8.653178215,1
655,897,1.024691582,-10.00527573,1
655,929,2.686182976,-9.515347481,1
655,961,10.37310219,-14.38566494,1
655,993,-0.5445928574,-0.5954933167,1
655,1025,-0.3176436424,-0.3587021828,1
655,1057,-8.515612602,-8.119968414,1
655,1089,-8.622010231,-7.459715366,1
655,1121,-10.61873913,-1.406980515,1
655,1153,-5.316078186,-12.82245445,1
655,1185,-4.769953728,-14.22307873,1
655,1217,-1.720441818,-7.653681755,1
655,1249,-1.424023747,-6.616137505,1
655,1281,-1.641974211,-6.275466919,1
655,1313,-2.279206991,-7.554383278,1
655,1345,1.201963663,-7.512618542,1
655,1377,0.9073647261,-7.249723911,1
655,1409,-2.956422567,-6.716239452,1
655,1441,-3.872681618,-4.909621239,1
655,1473,-4.064359665,-5.65649271,1
655,1505,-4.594726562,-3.622956276,1
655,1537,-6.139530182,-2.803720951,1
655,1569,-6.88243103,-2.308101416,1
655,1601,-16.70459747,-0.3184742928,1
655,1633,-4.851227283,0.998930335,1
655,1665,-2.4654603,0.5006828308,1
655,1697,-2.639363766,-0.4412605762,1
655,1729,-4.880689621,-1.559917927,1
655,1761,-6.697961807,-1.521671295,1
655,1793,-6.244218826,-1.606930614,1
655,1825,-5.866639614,-1.279388189,1
655,1857,-5.809754848,-0.6480471492,1
655,1889,-7.162097931,0.4727779627,1
655,1921,-7.991064072,1.482989073,1
655,1953,-1.089409351,0.2105720937,1
655,1985,-0.9977588654,-0.01291669905,1
655,2017,-1.102669477,-0.6281985641,1
687,33,16.30040932,10.28152084,1
687,65,-0.7825494409,-5.710080624,1
687,97,-0.9504504204,-10.01693726,1
687,129,1.596318007,-27.14259529,1
687,161,1.042324066,-27.94379044,1
687,193,-0.465133667,-11.09344673,1
687,225,-2.848599672,-14.40223598,1
687,257,-13.54563522,-5.572431564,1
687,289,-0.6260466576,0.2536811829,1
687,321,-3.690374851,-12.47785378,1
687,353,-4.444601059,-13.62388134,1
687,385,-4.011198997,-10.18834591,1
687,417,-1.338615417,-10.3029108,1
687,449,-3.315465689,-9.990681648,1
687,481,-4.896962166,-15.74118233,1
687,513,-5.622785091,-16.3550663,1
687,545,-3.933762789,-13.50804996,1
687,577,-3.638997078,-13.0258894,1
687,609,-3.768889904,-12.66194916,1
687,641,-4.234228134,-11.42685699,1
687,673,-4.192452908,-10.4596777,1
687,705,1.293973923,0.2210245132,1
687,737,13.77045822,-12.44310188,1
687,769,-6.54849577,-9.49132061,1
687,801,-6.885807991,-9.577837944,1
687,833,-6.928305149,-8.389051437,1
687,865,-6.24170351,-10.34490871,1
687,897,-5.794244766,-10.70134354,1
687,929,-6.201331615,-10.11124706,1
687,961,-7.549664021,-6.854533195,1
687,993,-0.008804321289,-0.6146860123,1
687,1025,-10.46864319,-26.80344009,1
687,1057,-0.3198399544,0.07635641098,1
687,1089,-8.009186745,-5.701371193,1
687,1121,-8.019922256,-6.153081417,1
687,1153,-11.09828186,-8.703100204,1
687,1185,-6.048069954,-8.639627457,1
687,1217,-1.40212059,-7.333551407,1
687,1249,0.6242591143,-7.009112358,1
687,1281,1.581652045,-6.611575603,1
687,1313,0.7659823895,-6.963626385,1
687,1345,-0.3298776746,-7.024564266,1
687,1377,-1.082911253,-6.737257004,1
687,1409,-1.142700434,-6.708580494,1
687,1441,-2.669856548,-4.85916996,1
687,1473,-3.755473137,-4.291687489,1
687,1505,-4.12617445,-1.579183578,1
687,1537,-6.414332867,-2.024170876,1
687,1569,-7.399634361,-2.778375149,1
687,1601,-5.586951256,-3.298174143,1
687,1633,-5.697659492,-1.108622193,1
687,1665,8.618386269,-15.43535042,1
687,1697,7.442148685,-14.27425861,1
687,1729,-5.111288548,-1.919767261,1
687,1761,-5.392721653,-2.219128847,1
687,1793,-5.301323891,-2.453474522,1
687,1825,-4.929161072,-2.361907959,1
687,1857,-5.102630615,-1.674016833,1
687,1889,-8.42521286,0.6014136076,1
687,1921,-0.02543902397,-1.095341921,1
687,1953,0.1681110859,-0.4323028922,1
687,1985,-0.4246525764,-0.4481747746,1
687,2017,-1.161953688,-0.6451827884,1
719,33,19.41386795,8.083202362,1
719,65,-0.5992497802,-4.896603107,1
719,97,-1.401039839,-9.524507523,1
719,129,18.23508835,-8.439801216,1
719,161,12.33235455,-19.77768326,1
719,193,-2.025397539,-7.874461651,1
719,225,-3.992071152,7.151946068,1
719,257,-3.108674049,-7.746409416,1
719,289,1.482676983,8.49135685,1
719,321,-2.34352088,-12.08864498,1
719,353,-1.952829838,-13.24102592,1
719,385,-1.141165733,-14.69577026,1
719,417,-1.193082809,-10.79206467,1
719,449,-3.627113104,-10.45982075,1
719,481,-6.381148338,-14.24792957,1
719,513,-6.076255798,-16.48960114,1
719,545,-13.55529594,-0.8600111008,1
719,577,-18.57815552,-22.27482986,1
719,609,-15.85497093,-20.89630508,1
719,641,-6.707845688,-10.96055603,1
719,673,-5.591140747,-10.71604633,1
719,705,-0.7353239059,-0.2495632172,1
