PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 5, filenames: A:[5]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[6]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.788038254,-0.2856082916,1
47,65,-6.734082699,0.8303947449,1
47,97,-7.485558033,17.70732307,1
47,129,-1.236776352,15.80607414,1
47,161,-5.376598358,-23.66387939,1
47,193,6.296098709,-9.20947361,1
47,225,-15.42811775,-11.47361565,1
47,257,-16.00523567,-9.216970444,1
47,289,-13.60602379,-23.80535126,1
47,321,-17.13965225,-10.29652405,1
47,353,-18.31843758,-12.99851227,1
47,385,-18.15085983,-15.80033493,1
47,417,-17.67168999,-15.62170792,1
47,449,-24.31347656,-12.08685303,1
47,481,-16.64406013,-16.3986969,1
47,513,-14.04369926,-5.001646042,1
47,545,-27.7198925,9.560085297,1
47,577,0.5587368011,2.108892918,1
47,609,-18.84412384,-7.165019035,1
47,641,-12.91892147,-8.621242523,1
47,673,-17.95445061,6.644625664,1
47,705,-9.58716011,-8.371424675,1
47,737,-11.39459515,-10.56627178,1
47,769,-13.67230511,-8.316105843,1
47,801,-14.15824699,-7.269053936,1
47,833,-12.77368546,-6.271072865,1
47,865,-13.11326027,-5.894117355,1
47,897,-13.29898262,-6.057183743,1
47,929,-12.21647263,-5.676629066,1
47,961,-15.56362152,-12.12885857,1
47,993,-13.1975317,-3.016580343,1
47,1025,-13.74350452,-3.028830528,1
47,1057,-12.46570587,-2.274319887,1
47,1089,-11.87363148,-2.249054909,1
47,1121,-12.03190231,-1.274727821,1
47,1153,-10.2544241,-0.2709132433,1
47,1185,-7.986978531,-6.541969299,1
47,1217,-7.423648834,-2.768332005,1
47,1249,-21.74536133,-7.622019768,1
47,1281,-0.182322979,-1.212440729,1
47,1313,-1.911261559,13.62285423,1
47,1345,-0.07586765289,16.009161,1
47,1377,-5.874803543,-1.729400039,1
47,1409,-7.143053055,-1.809568048,1
47,1441,-6.212763786,-0.02355664968,1
47,1473,-0.745970726,-0.5637782812,1
47,1505,-13.53035545,-18.62004471,1
47,1537,-8.153347015,-17.54024315,1
47,1569,-5.192169189,14.2928257,1
47,1601,-4.085519314,-6.242475033,1
47,1633,-3.789963245,-6.57827282,1
47,1665,-5.429767609,-5.819842339,1
47,1697,-3.285848618,-4.544440269,1
47,1729,0.1234121323,-22.03151703,1
47,1761,-5.712334633,-5.845546722,1
47,1793,-3.766143799,-7.824071884,1
47,1825,-1.465060949,-3.221232414,1
47,1857,-3.179622173,-5.505271912,1
47,1889,-3.838027954,-6.960915089,1
47,1921,-20.90441513,-8.707248688,1
47,1953,-0.5542096496,-0.8021497726,1
47,1985,-0.2190690041,-0.05982494354,1
47,2017,-0.9352605343,0.268273592,1
79,33,-13.68265629,3.00454092,1
79,65,4.447457314,-0.4252671003,1
79,97,-19.45268822,-11.83872509,1
79,129,-0.2954621315,13.84733009,1
79,161,-14.26974964,-13.36275673,1
79,193,-15.84387016,8.021243095,1
79,225,-15.0591774,-8.918678284,1
79,257,-16.20555496,-9.588237762,1
79,289,-34.9821167,-6.843621254,1
79,321,-17.79371834,-11.5320406,1
79,353,-18.15369034,-12.81422329,1
79,385,-17.24931717,-13.55722237,1
79,417,-16.68785095,-12.73187256,1
79,449,-16.73759651,-14.60066223,1
79,481,-15.54992676,-17.69465446,1
79,513,-12.87523079,-4.453819275,1
79,545,-25.84054184,9.221747398,1
79,577,-8.020157814,1.94259882,1
79,609,-13.21074963,-8.505946159,1
79,641,-12.81702137,-8.469112396,1
79,673,-12.05444527,-7.915682793,1
79,705,-11.98308849,-4.525426865,1
79,737,1.94393158,0.1970386505,1
79,769,-11.04311943,-8.6421175,1
79,801,-12.52063084,-7.824359894,1
79,833,-13.49732399,-6.633633614,1
79,865,-13.35825157,-5.966113567,1
79,897,-12.90637779,-5.810007095,1
79,929,-12.42414284,-6.695733547,1
79,961,-12.50114632,-5.794238091,1
79,993,-14.17283916,-3.613287926,1
79,1025,-15.60838127,-1.856058121,1
79,1057,-14.08946133,-1.169575334,1
79,1089,-14.37564373,-1.608722806,1
79,1121,-13.75341988,-1.304835796,1
79,1153,-10.69259644,-1.937207341,1
79,1185,-9.210952759,-2.131340742,1
79,1217,-8.057524681,-2.653995275,1
79,1249,-7.788096428,-2.292870998,1
79,1281,0.7346405983,9.969472885,1
79,1313,-0.4816365242,-0.5461666584,1
79,1345,5.938047409,-10.75464535,1
79,1377,-8.68545723,-1.59736371,1
79,1409,-7.532691002,-1.839039564,1
79,1441,-1.051272392,0.03575366735,1
79,1473,-2.017878056,2.788790703,1
79,1505,-1.559176683,1.712814093,1
79,1537,-1.128250599,-0.8333699703,1
79,1569,-22.78808975,-4.999567986,1
79,1601,-8.1742239,-20.33163643,1
79,1633,7.710959435,-15.31548977,1
79,1665,-4.554733276,-4.478214741,1
79,1697,-15.25669765,11.78973484,1
79,1729,-2.557088375,-0.7813858986,1
79,1761,-2.691289425,-3.983356476,1
79,1793,-2.077802658,-3.923936844,1
79,1825,-2.122322083,-1.770816326,1
79,1857,-5.025399685,-1.364646912,1
79,1889,-0.2641388178,-1.105223894,1
79,1921,-0.6058373451,-1.818221331,1
79,1953,-0.5961998701,-2.052206993,1
79,1985,-7.93709898,-2.167445183,1
79,2017,16.47314644,-1.550250292,1
111,33,27.12249184,10.22056866,1
111,65,19.28464127,-0.916100502,1
111,97,8.210474014,-6.79989624,1
111,129,-17.62924194,-18.5714817,1
111,161,-10.15681648,4.459933281,1
111,193,-33.89323425,-10.98933792,1
111,225,-15.00279045,-10.28353596,1
111,257,-15.90625858,-9.986491203,1
111,289,-17.21957397,-10.54955006,1
111,321,-17.74992371,-12.1867485,1
111,353,-18.02215385,-12.28189278,1
111,385,-17.95100212,-10.78625298,1
111,417,-17.35778427,-11.31195641,1
111,449,-16.80499458,-10.88212872,1
111,481,-20.46036148,9.307257652,1
111,513,-10.86657906,-15.85348129,1
111,545,-19.05620575,-7.954581261,1
111,577,-16.50027466,-6.945332527,1
111,609,-12.76727581,-10.56551456,1
111,641,-11.33914948,-11.10014534,1
111,673,-13.04437542,-8.007417679,1
111,705,-12.50641155,-4.941611767,1
111,737,-12.6597538,-6.098341942,1
111,769,-13.49650955,-8.302695274,1
111,801,-13.06027031,-8.943709373,1
111,833,-12.88700104,-7.513523579,1
111,865,-13.15138531,-6.192133427,1
111,897,-13.92408562,-4.99073267,1
111,929,-11.52036381,-6.03811264,1
111,961,-13.07986736,-7.621707439,1
111,993,-13.57960606,-4.64865303,1
111,1025,-13.37993813,-1.850375056,1
111,1057,-12.84323788,-0.5575716496,1
111,1089,-14.1808691,-0.6802778244,1
111,1121,-13.22964954,-0.9736566544,1
111,1153,-10.0338316,-2.177470684,1
111,1185,-8.548838615,-2.385726213,1
111,1217,-7.989433289,-2.383267164,1
111,1249,-8.052101135,-2.327463865,1
111,1281,-10.92131805,-2.975341797,1
111,1313,-18.43984985,-17.63389587,1
111,1345,-17.76158524,-16.82966995,1
111,1377,-14.42483234,13.35223961,1
111,1409,-6.87595129,-1.354600549,1
111,1441,-4.66656208,-0.9027063847,1
111,1473,-2.478405952,1.414574623,1
111,1505,-1.345060587,-0.0723092556,1
111,1537,-1.004468918,-1.146283627,1
111,1569,-16.2395153,-18.28824806,1
111,1601,-14.54070091,-19.60758972,1
111,1633,-4.740248203,-8.580601692,1
111,1665,0.7789144516,-4.479444027,1
111,1697,3.498440504,-4.010571003,1
111,1729,-1.635934472,-6.951424599,1
111,1761,-0.3107882738,-5.031884193,1
111,1793,-1.374107122,-4.71916008,1
111,1825,-1.27129209,-0.07486772537,1
111,1857,-0.211592555,0.331677556,1
111,1889,0.3244413733,0.5324537754,1
111,1921,-0.3759571612,0.03091996908,1
111,1953,-0.2143983692,0.1381872892,1
111,1985,-0.1155679822,-0.3658097982,1
111,2017,-7.199318886,-3.516578197,1
143,33,-6.623699188,16.34173584,1
143,65,-10.21921825,14.86918163,1
143,97,-7.576573849,-9.240402222,1
143,129,-8.076141357,-32.07925415,1
143,161,-16.19230652,-11.06970692,1
143,193,-12.38255501,-8.742103577,1
143,225,-30.01622009,-7.933158875,1
143,257,0.246509552,-12.55142975,1
143,289,-16.89421463,-11.31207752,1
143,321,-16.88962555,-11.86729622,1
143,353,-19.35153198,-12.03286552,1
143,385,-19.9052639,-11.254879,1
143,417,-17.95391464,-11.2631979,1
143,449,-16.34054375,-10.82348728,1
143,481,-16.13287354,-10.27887535,1
143,513,-16.23108101,-14.47563648,1
143,545,-19.18772316,-5.735386848,1
143,577,-17.0689621,-7.683787346,1
143,609,-15.28122234,-7.70432663,1
143,641,-12.78940678,-8.857048988,1
143,673,-13.1206274,-7.366938591,1
143,705,-13.6302166,-4.690588951,1
143,737,-12.63374996,-5.538945675,1
143,769,-13.54726028,-9.63697052,1
143,801,-13.4561224,-9.856868744,1
143,833,-13.11604881,-8.398231506,1
143,865,-13.25388527,-7.594991684,1
143,897,-14.42553806,-4.543100834,1
143,929,-10.47540188,-7.336623669,1
143,961,-15.45475864,-10.12395668,1
143,993,0.4817886353,8.192689896,1
143,1025,-12.78652191,-1.882021189,1
143,1057,-12.82283688,-0.1779463887,1
143,1089,4.063311577,7.984134197,1
143,1121,-13.82134724,-0.9603945017,1
143,1153,-10.08802032,-1.910376787,1
143,1185,-7.257526398,-1.27545929,1
143,1217,-6.228341103,-1.508220673,1
143,1249,-8.758010864,15.37055492,1
143,1281,10.85001659,3.367528677,1
143,1313,0.7980856895,0.10729599,1
143,1345,-18.98381615,-16.59359169,1
143,1377,-7.639495373,-2.310862541,1
143,1409,-5.861371994,-1.752252579,1
143,1441,-4.336819172,-1.929083824,1
143,1473,-3.17653203,-1.02643013,1
143,1505,-2.767853022,-1.222078323,1
143,1537,-1.199363947,0.08236289024,1
143,1569,-2.750832319,-2.109807491,1
143,1601,-21.84148598,1.631074429,1
143,1633,-0.07276463509,-0.1480493546,1
143,1665,-4.440254688,5.651493549,1
143,1697,1.57166481,-2.015397549,1
143,1729,-17.48077583,-2.430904865,1
143,1761,-0.008898735046,-6.503025055,1
143,1793,-1.748358607,-7.000492096,1
143,1825,-1.795691252,-6.235461712,1
