PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 61, filenames: A:[61]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[62]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,15.54046249,13.78336906,1
47,65,1.021930337,-7.247749805,1
47,97,-0.5806246996,-6.736395836,1
47,129,-0.0005182027817,-8.921411514,1
47,161,0.406827569,-9.976156235,1
47,193,-1.100534916,-13.54253674,1
47,225,-2.709243774,-9.457199097,1
47,257,-1.328563094,-7.652044296,1
47,289,-1.077240586,-5.737796307,1
47,321,-0.1198164225,-5.635273933,1
47,353,-7.726429939,-18.15101051,1
47,385,-0.5641627312,-15.04655266,1
47,417,1.399827957,-9.033159256,1
47,449,2.379279137,-6.313744545,1
47,481,3.027108669,-6.661273479,1
47,513,2.072257996,-9.740228653,1
47,545,2.14191103,-10.36550331,1
47,577,1.873221397,-10.59368801,1
47,609,-0.1369625628,-1.387296677,1
47,641,1.709151983,-9.586064339,1
47,673,-0.8332839012,-8.653963089,1
47,705,-1.990415573,-7.244189739,1
47,737,-1.132605433,-2.171637058,1
47,769,0.3782265186,-3.174444199,1
47,801,-0.608831048,-6.985470772,1
47,833,-3.259534836,-8.240186691,1
47,865,-5.594760895,-7.687053204,1
47,897,-1.704226017,-7.466777802,1
47,929,-0.4355938435,-3.548710823,1
47,961,-2.602680206,-4.920444489,1
47,993,-9.027804375,-20.55211639,1
47,1025,-14.42056084,-20.59975815,1
47,1057,-0.4852068424,-20.94306564,1
47,1089,-3.257329941,-7.700721264,1
47,1121,-0.971653223,-8.823055267,1
47,1153,-10.13888645,3.882383347,1
47,1185,-2.410111427,-11.4341116,1
47,1217,-2.209136724,-7.432114124,1
47,1249,-1.428025484,-9.226774216,1
47,1281,-19.20022774,-19.87707138,1
47,1313,-1.97933507,-7.619654655,1
47,1345,-0.5309542418,-7.071189404,1
47,1377,-12.59356117,-20.21531296,1
47,1409,2.222413301,-4.137008667,1
47,1441,3.255782127,-3.584152699,1
47,1473,3.163998604,-3.420603752,1
47,1505,1.542815924,-3.776399612,1
47,1537,1.502913713,-3.947676659,1
47,1569,0.8857017756,-4.07816267,1
47,1601,0.5750235915,-4.443113327,1
47,1633,0.3821115792,-3.453966141,1
47,1665,0.09464631975,-1.121422887,1
47,1697,-0.5254336596,-0.2244269848,1
47,1729,-0.8897856474,-0.03261327744,1
47,1761,1.674015522,0.6051911116,1
47,1793,-0.7380237579,-2.140007257,1
47,1825,0.6925024986,-0.6006890535,1
47,1857,0.7185740471,-0.4189791679,1
47,1889,0.242485404,0.07830327749,1
47,1921,0.02306294441,-0.2881696224,1
47,1953,0.5090580583,-0.01550519466,1
47,1985,0.8085609674,0.3262126446,1
47,2017,-0.1252800524,-2.073380709,1
79,33,-0.8052511215,9.268933296,1
79,65,-0.1110772192,-19.26504707,1
79,97,-0.5053268671,-10.14403248,1
79,129,1.585118413,-8.427192688,1
79,161,1.923510075,-8.245573044,1
79,193,0.7339451313,-9.182554245,1
79,225,0.3863096833,-7.977583408,1
79,257,0.2136432827,-8.027950287,1
79,289,0.908564806,-8.495000839,1
79,321,4.002262115,-7.64256382,1
79,353,12.03487492,-8.177937508,1
79,385,1.772848845,-9.626476288,1
79,417,1.615126848,-8.039134979,1
79,449,0.6742508411,-6.999110699,1
79,481,1.437087536,-7.256928921,1
79,513,3.141726971,-8.510335922,1
79,545,4.086181641,-9.136348724,1
79,577,2.660589218,-9.680566788,1
79,609,-1.148999929,-10.40948009,1
79,641,-20.71855354,-6.921948433,1
79,673,-0.8269760609,-8.449169159,1
79,705,-0.7146805525,-7.758934975,1
79,737,-2.477200508,-6.698278427,1
79,769,-1.69002223,-4.24473238,1
79,801,12.55622005,-18.62646294,1
79,833,-14.03356647,-16.72714615,1
79,865,-12.91701698,-19.52517128,1
79,897,0.9587596655,-6.538666248,1
79,929,1.949835777,-4.994517326,1
79,961,-1.13638258,-4.428315163,1
79,993,-2.623546124,-5.031554222,1
79,1025,13.37671471,-17.35020828,1
79,1057,1.123449564,-21.85981178,1
79,1089,-0.4148707986,-0.09493649006,1
79,1121,-2.855829,3.035945892,1
79,1153,-4.680096149,1.197186589,1
79,1185,2.646183729,-21.45654297,1
79,1217,-2.608315945,-5.605930328,1
79,1249,-0.6008324027,-6.660853386,1
79,1281,1.18750453,-26.64570999,1
79,1313,-1.747495174,-9.028647423,1
79,1345,13.2625761,-17.9100666,1
79,1377,-4.63128376,-24.14928818,1
79,1409,1.166880131,-1.284281731,1
79,1441,2.186658621,-3.216612339,1
79,1473,1.720688105,-3.255593061,1
79,1505,1.127918363,-0.9362001419,1
79,1537,0.5474492908,-0.8120713234,1
79,1569,-0.1943609416,-2.054940701,1
79,1601,-0.002594769001,-0.1949514151,1
79,1633,-0.04302226007,0.02967822552,1
79,1665,-5.179366112,-11.31335449,1
79,1697,-0.4799112082,-0.9836885929,1
79,1729,-0.6647005081,-0.5171415806,1
79,1761,-0.6624987125,0.4856770039,1
79,1793,-4.498657227,-3.043290615,1
79,1825,-3.307320118,-2.899349213,1
79,1857,-0.608106792,-1.233502507,1
79,1889,-0.4681290388,-0.6171574593,1
79,1921,-1.034563065,-1.150781393,1
79,1953,-0.4441821575,-0.7437993288,1
79,1985,0.15607813,-0.1048804,1
79,2017,0.04578436911,-0.2713601589,1
111,33,-6.220558167,6.805916786,1
111,65,-14.56605721,13.75275326,1
111,97,-2.054577351,-6.853422642,1
111,129,0.1449210644,-6.742714405,1
111,161,1.756561279,-7.136069298,1
111,193,0.9916151762,-7.457549572,1
111,225,0.6592391729,-7.541065693,1
111,257,1.113924026,-7.645403862,1
111,289,2.171927929,-8.220337868,1
111,321,2.531225681,-8.844694138,1
111,353,12.08048344,-8.254014969,1
111,385,2.173906803,-8.779882431,1
111,417,0.5468164086,-7.75851202,1
111,449,0.09834104776,-7.865005493,1
111,481,0.5451768637,-6.705433846,1
111,513,1.732825398,-7.980978966,1
111,545,2.188482285,-8.281366348,1
111,577,3.230736256,-8.768175125,1
111,609,-0.9948599339,-9.418671608,1
111,641,-1.779014111,-8.438959122,1
111,673,-0.112537384,-7.424012184,1
111,705,-0.2285538912,-7.853709698,1
111,737,-2.620445251,-6.995258331,1
111,769,-2.955781698,-5.439226151,1
111,801,-1.323760033,-5.802041054,1
111,833,-0.6484324932,-6.555596828,1
111,865,-1.010950089,-11.26661301,1
111,897,-0.2759933174,-1.136534214,1
111,929,-0.8905696273,-0.9584202766,1
111,961,-0.9079816341,-5.619623184,1
111,993,-1.033194542,-5.891543865,1
111,1025,-0.8202057481,-3.359503746,1
111,1057,-2.654737473,-6.217892647,1
111,1089,-0.7787824869,0.1919822693,1
111,1121,-0.6089967489,0.6792799234,1
111,1153,-0.3462273479,-0.05003118515,1
111,1185,19.62275696,0.618906498,1
111,1217,-2.691633701,-4.606946945,1
111,1249,-0.1321065128,-4.990038872,1
111,1281,0.3838324547,-6.610921383,1
111,1313,-0.007129788399,-8.022074699,1
111,1345,1.866717815,-6.646155834,1
111,1377,2.121370316,-4.14761734,1
111,1409,2.279890537,-23.82171822,1
111,1441,3.293445587,-5.503325939,1
111,1473,1.964337111,-4.981219292,1
111,1505,1.182953596,-1.33758688,1
111,1537,-0.4814872742,-0.5538609028,1
111,1569,-0.9852787852,-1.413633585,1
111,1601,-0.5222514868,-0.5900871754,1
111,1633,-0.3138891757,0.3322474957,1
111,1665,-0.4473217726,-2.30891633,1
111,1697,-0.2838576436,-2.69464016,1
111,1729,-0.4114482999,-0.5372799635,1
111,1761,-1.392542481,-1.683801293,1
111,1793,-1.85596621,-3.125170708,1
111,1825,-1.756826878,-2.490010262,1
111,1857,-0.7586596012,-1.319713831,1
111,1889,-0.5529264212,-0.7736809254,1
111,1921,-0.4916172624,-0.382504344,1
111,1953,-0.4005550742,-0.7513101101,1
111,1985,-0.2469659448,-0.4731354415,1
111,2017,-0.06363910437,0.05988705158,1
143,33,-10.57024288,5.829105854,1
143,65,9.546431541,-17.35851097,1
143,97,1.538777113,-3.98976016,1
143,129,2.347721338,-6.659123421,1
143,161,3.772144318,-7.570171356,1
143,193,0.4725784659,-7.739097595,1
143,225,-1.215365887,-7.764807701,1
143,257,-0.8807293177,-8.269868851,1
143,289,0.6639143229,-8.429927826,1
143,321,0.8225716352,-2.254406929,1
143,353,0.6285557747,-1.782617569,1
143,385,0.4673620462,0.0539598465,1
143,417,0.7643908262,-7.415810585,1
143,449,-0.6807351112,-7.598147392,1
143,481,0.1306335926,-7.591218948,1
143,513,1.396590948,-8.254731178,1
143,545,2.327690363,-8.380454063,1
143,577,3.573571682,-8.38179493,1
143,609,-0.7996686101,-7.931071281,1
143,641,-1.286309004,-7.977622986,1
143,673,0.2540822029,-7.747320652,1
143,705,0.07696789503,-7.93026638,1
143,737,-1.017533541,-7.643499374,1
143,769,-1.801810265,-7.679778099,1
143,801,-1.508271217,-6.105842113,1
143,833,-0.3551661372,-6.442294121,1
143,865,2.907514334,-6.977826118,1
143,897,-0.04863548279,-2.474594116,1
143,929,-15.50340176,-18.06990051,1
143,961,-1.128399611,-6.162967205,1
143,993,0.008932113647,-6.347877026,1
143,1025,0.08807146549,-6.435171604,1
143,1057,-0.5948243141,-0.7420935631,1
143,1089,-0.5471294522,-1.58268404,1
143,1121,0.06311571598,-0.7450284958,1
143,1153,0.01984030008,0.2890121937,1
143,1185,-0.4706981778,-1.363452911,1
143,1217,-3.01932168,-4.805384636,1
143,1249,-0.4430974126,-4.420809269,1
143,1281,0.603541255,-5.483208656,1
143,1313,0.7435792685,-6.255354881,1
143,1345,0.7078760862,-5.409504414,1
143,1377,1.540856242,-4.867024422,1
143,1409,2.298038244,-4.286236286,1
143,1441,2.140025616,-4.748897076,1
143,1473,0.9986112118,-5.120738983,1
143,1505,0.1824432611,-4.889507294,1
143,1537,-0.2009024769,-1.710121155,1
143,1569,-0.7575057149,-0.8803249598,1
143,1601,-1.436099529,-1.812690616,1
143,1633,-1.104616523,-0.7634627819,1
143,1665,-0.7642867565,-2.255552292,1
143,1697,-0.4567251503,-1.902875781,1
143,1729,-0.7279372215,-0.3931396008,1
143,1761,-1.992534876,-1.831381321,1
143,1793,-3.076701164,-2.84369421,1
143,1825,-2.899614334,-2.124776125,1
143,1857,-0.7144992352,-0.9486435652,1
143,1889,-0.6502329111,-0.5946154594,1
143,1921,-0.5495710373,-0.3797705173,1
143,1953,-0.5068073273,-3.640764713,1
143,1985,-0.3819438815,-2.114208937,1
143,2017,-0.001326203346,-0.04643070698,1
175,33,-21.1135025,5.803010941,1
175,65,0.6426118016,-0.899276495,1
175,97,3.93433857,-4.502371788,1
175,129,2.243832588,-7.128765583,1
175,161,0.3619111776,-8.796196938,1
175,193,-0.6986044645,-8.907949448,1
