PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 2, filenames: A:[2]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[3]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.525898457,-0.3130588531,1
47,65,-9.011153221,16.84194374,1
47,97,1.028101444,25.31585312,1
47,129,-4.518685818,-12.28071022,1
47,161,18.36362648,4.834303379,1
47,193,-9.265979767,4.278644562,1
47,225,15.95019722,16.49069977,1
47,257,21.71743965,4.483969688,1
47,289,-8.42732811,-15.28336525,1
47,321,-10.13414383,-7.970438004,1
47,353,-19.08722878,-2.858280182,1
47,385,3.400527954,10.0732336,1
47,417,22.54601669,11.94776249,1
47,449,18.64567566,11.61659241,1
47,481,13.25620556,7.183883667,1
47,513,-5.7867589,-6.590189934,1
47,545,7.368612289,-13.0130825,1
47,577,7.932649612,10.15691471,1
47,609,6.061594009,9.48398304,1
47,641,2.401299477,5.692338467,1
47,673,3.91704011,3.759427071,1
47,705,5.81853199,3.05180645,1
47,737,15.3312149,2.193943977,1
47,769,8.711338997,1.545899749,1
47,801,7.709045887,1.147663593,1
47,833,9.332055092,0.9024028182,1
47,865,9.3116436,-5.496365547,1
47,897,4.031664848,-3.868103981,1
47,929,2.486391068,-2.153359652,1
47,961,1.862726331,-0.7216422558,1
47,993,-1.315803528,-1.549165726,1
47,1025,-1.106637001,-2.567937374,1
47,1057,2.097919941,-4.137104034,1
47,1089,5.567339897,-1.446190715,1
47,1121,9.476043701,3.185768127,1
47,1153,13.47012997,3.463651657,1
47,1185,1.984697342,-1.987331271,1
47,1217,7.857502937,-0.03948497772,1
47,1249,16.34108353,-0.5277833939,1
47,1281,0.9129695892,4.163468361,1
47,1313,26.95510292,-21.01533318,1
47,1345,0.6904697418,-12.95532608,1
47,1377,12.06372833,-9.607182503,1
47,1409,15.94389343,-3.746441841,1
47,1441,18.35199547,-8.451251984,1
47,1473,17.43954849,-6.410808563,1
47,1505,17.69802856,-9.396327019,1
47,1537,20.10809708,-12.39527512,1
47,1569,17.62755966,-27.31190681,1
47,1601,22.702631,-21.66496849,1
47,1633,16.71383667,-21.36319542,1
47,1665,12.49724674,-19.7173233,1
47,1697,13.56844711,-19.36903763,1
47,1729,15.98151398,-20.91516876,1
47,1761,17.64561272,-19.46935081,1
47,1793,20.90513992,-16.64610672,1
47,1825,23.65226364,-18.5838604,1
47,1857,25.68662262,-19.64385796,1
47,1889,23.99069977,-16.14512062,1
47,1921,37.38173676,-9.738376617,1
47,1953,17.1792202,-12.38405704,1
47,1985,20.11909103,-17.63695335,1
47,2017,31.87500572,-12.63124657,1
79,33,0.4249653816,19.77646065,1
79,65,16.93935204,-5.097081184,1
79,97,-22.13033295,9.779037476,1
79,129,-1.937634349,-13.12442207,1
79,161,19.1692543,17.45773315,1
79,193,9.085651398,29.64138222,1
79,225,13.31254196,14.37655067,1
79,257,10.32484436,-1.873191833,1
79,289,3.063599586,28.86518669,1
79,321,3.126871109,-11.89954472,1
79,353,25.1465683,10.44458485,1
79,385,27.4993763,13.71429825,1
79,417,21.80451202,8.938499451,1
79,449,15.72678947,8.664085388,1
79,481,-13.8648262,5.636916637,1
79,513,-15.63867474,3.742675781,1
79,545,-15.28094482,-2.998383045,1
79,577,-7.921779633,-9.451978683,1
79,609,4.739434242,5.61414957,1
79,641,2.788200378,3.652070999,1
79,673,1.809414864,1.590791583,1
79,705,2.798847914,1.093846321,1
79,737,2.566483974,0.8514270782,1
79,769,5.905565262,0.4409664869,1
79,801,6.797608852,0.08325445652,1
79,833,7.7932024,0.3092916012,1
79,865,6.676750183,-3.45749712,1
79,897,7.377045155,-3.73374033,1
79,929,3.379426003,-4.131586075,1
79,961,3.324342489,-3.01044035,1
79,993,1.150390148,-1.365312815,1
79,1025,7.028283119,-1.422950029,1
79,1057,8.078712463,-0.9801702499,1
79,1089,8.213079453,-0.7818529606,1
79,1121,7.59180069,0.4599865079,1
79,1153,9.288355827,-0.4506198168,1
79,1185,11.41517353,-0.778183341,1
79,1217,16.86003494,-0.170558095,1
79,1249,17.78744507,-1.328404665,1
79,1281,17.84994698,-3.79267931,1
79,1313,29.68242264,-21.26155663,1
79,1345,33.88274002,3.998330593,1
79,1377,12.13658714,-8.632666588,1
79,1409,18.93870735,-9.906575203,1
79,1441,19.90984535,-10.93413448,1
79,1473,19.76847267,-11.50879478,1
79,1505,19.09565735,-12.40853119,1
79,1537,19.69193459,-15.71299171,1
79,1569,20.58051872,-17.5073204,1
79,1601,20.87602806,-18.04279518,1
79,1633,18.58176613,-18.5757103,1
79,1665,16.17821884,-19.06213379,1
79,1697,16.45832443,-18.86177444,1
79,1729,17.00104713,-19.58192253,1
79,1761,8.751777649,-9.252872467,1
79,1793,10.79233551,-7.850730896,1
