PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 57, filenames: A:[57]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[58]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.521468401,-0.2112858295,1
47,65,-0.5340610743,0.9382386804,1
47,97,-0.1625567675,-0.4005366564,1
47,129,-0.5178141594,-2.073255539,1
47,161,-0.5821546316,-2.706676483,1
47,193,-0.5007795095,-5.281155109,1
47,225,0.03375080228,-2.550465107,1
47,257,-0.34907794,-1.051016569,1
47,289,1.031711221,-3.796108961,1
47,321,1.880403519,-4.700424671,1
47,353,1.844530106,-3.634953022,1
47,385,0.6080360413,-2.072860241,1
47,417,-0.1780372858,-0.4092773199,1
47,449,0.7752612829,0.4382953644,1
47,481,7.267502308,-2.538534641,1
47,513,4.868695259,-4.478212357,1
47,545,1.777502537,-1.041264057,1
47,577,0.2770412862,-0.7892417908,1
47,609,-0.03521680832,-0.5628780127,1
47,641,0.1116704941,-1.210279107,1
47,673,0.5453814268,-1.176049948,1
47,705,0.5784143806,-1.665021181,1
47,737,-0.1347274184,-0.3514897823,1
47,769,-0.7666182518,-0.1630914211,1
47,801,-2.477593422,-0.3983966112,1
47,833,-2.862818003,-0.8378354311,1
47,865,-1.170030475,-0.2344121933,1
47,897,1.046220541,-2.502899647,1
47,929,0.8828213215,-2.356761456,1
47,961,0.4505413771,-0.1536018848,1
47,993,-0.2421717644,1.119269133,1
47,1025,-0.7045798302,-4.588598251,1
47,1057,-0.1787493527,-4.374927521,1
47,1089,-0.09777197242,-0.3859288692,1
47,1121,-1.177306294,-3.706196785,1
47,1153,-0.6894500256,-4.057161808,1
47,1185,0.08986091614,-1.541778564,1
47,1217,0.06548976898,0.5208349228,1
47,1249,-0.2980889082,-0.8539768457,1
47,1281,-0.6979866028,-0.4501216412,1
47,1313,-1.353313446,0.4108327627,1
47,1345,0.8941435814,-2.168017149,1
47,1377,8.375967979,-13.39972878,1
47,1409,-13.21205521,10.28074265,1
47,1441,0.03345429897,-6.503387451,1
47,1473,2.023551464,-6.189317703,1
47,1505,0.7470431328,-1.838506699,1
47,1537,0.2695943713,1.245975494,1
47,1569,-0.2719886601,1.396099567,1
47,1601,-2.369231939,-1.882692695,1
47,1633,-2.482788086,-5.098994732,1
47,1665,-0.2294730544,-2.02019906,1
47,1697,-0.2496653795,-1.93134284,1
47,1729,0.2116754651,-0.8747053146,1
47,1761,0.5463089943,-0.2143929005,1
47,1793,0.3781027198,0.9981889725,1
47,1825,-0.1426651478,0.8226232529,1
47,1857,-0.1896313429,-0.1051713228,1
47,1889,0.5051641464,-0.1791567802,1
47,1921,0.2779949307,0.545979619,1
47,1953,-0.6023488045,0.9907920361,1
