PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 8, filenames: A:[8]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[9]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-17.51540756,-0.4644594193,1
47,65,-8.467619896,-13.16265869,1
47,97,-9.016033173,-10.53315449,1
47,129,-8.726585388,-6.276239395,1
47,161,4.425418854,-28.66655731,1
47,193,-5.981097221,-9.754117966,1
47,225,-5.258957863,-11.02772617,1
47,257,-5.510571003,-13.0636692,1
47,289,-6.276705265,-11.06457043,1
47,321,-11.38552856,-9.597831726,1
47,353,-13.88279724,-8.87057209,1
47,385,-13.48825264,-9.641467094,1
47,417,0.2001490593,-21.59703827,1
47,449,-11.78996086,-5.082513809,1
47,481,-7.235266685,-5.629451752,1
47,513,-0.8400635719,-25.13837051,1
47,545,-7.303806305,-8.552926064,1
47,577,-8.761616707,-9.027554512,1
47,609,-9.312811852,-8.328296661,1
47,641,-7.582019329,-7.11942482,1
47,673,9.207072258,4.868459225,1
47,705,7.096065998,-17.15865707,1
47,737,-25.53012657,-2.444763184,1
47,769,-0.4786300659,8.567737579,1
47,801,0.5498886108,0.7275338173,1
47,833,7.4171772,-4.661183357,1
47,865,-9.703094482,-7.488107681,1
47,897,-8.220462799,-8.342428207,1
47,929,-7.938688278,-7.227426529,1
47,961,-7.012115479,-2.875078201,1
47,993,-6.397055626,-4.272974491,1
47,1025,-3.873911381,-4.706285477,1
47,1057,-3.914209366,-4.864992142,1
47,1089,-7.556769371,-6.945185184,1
47,1121,-7.79386425,-5.210610867,1
47,1153,-8.302877426,-3.067071438,1
47,1185,-10.99077606,-1.558932543,1
47,1217,-10.80955601,-1.360278249,1
47,1249,-5.94489336,-2.254477978,1
47,1281,-20.52406311,-3.350786686,1
47,1313,-8.120603561,13.09667778,1
47,1345,-5.233989239,-2.736826897,1
