PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 34, filenames: A:[34]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[35]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,4.625479221,4.468100071,1
47,65,-0.5889828801,-10.85330772,1
47,97,-2.99567318,-1.867244482,1
47,129,-9.9965868,13.11973763,1
47,161,-23.52436447,4.155360222,1
47,193,-5.872148514,-6.760800362,1
47,225,-3.913599014,-5.134902,1
47,257,-2.49195528,-2.984638691,1
47,289,-1.22228837,-6.060849667,1
47,321,20.39586067,-7.430582047,1
47,353,0.794675827,-1.704473495,1
47,385,2.909960747,-8.844058037,1
47,417,3.604296923,-7.466003418,1
47,449,2.701818466,-5.244487286,1
47,481,0.4764620662,-6.399074554,1
47,513,-1.119328022,-6.408514023,1
47,545,-0.5663723946,-7.023246765,1
47,577,-14.62401199,9.424337387,1
47,609,-14.4034605,6.213943481,1
47,641,-19.64673615,0.8359882832,1
47,673,0.8578805327,-5.005818367,1
47,705,1.187345862,-5.040041447,1
47,737,-0.1362668276,-1.239165783,1
47,769,-0.4945243001,-1.008237839,1
47,801,-0.3262182772,0.04707241058,1
47,833,-0.08533643931,0.1960104108,1
47,865,0.06319406629,-1.292763948,1
47,897,-0.01754927635,-4.872833252,1
47,929,0.8921253085,-4.836157799,1
47,961,0.6010628939,-3.260570288,1
47,993,-3.067955017,-2.820202589,1
47,1025,-1.051868677,-1.443100452,1
47,1057,-0.8031480312,-1.631572723,1
47,1089,-0.741381526,-3.480616093,1
47,1121,-0.005904972553,-1.909063816,1
47,1153,0.554053545,-1.616323352,1
47,1185,0.7896975279,-1.068276405,1
47,1217,0.4819973707,-1.419420242,1
47,1249,1.06248033,-1.191675305,1
47,1281,0.6557933092,-1.782861471,1
47,1313,-1.333204746,-3.150436878,1
47,1345,-4.459703445,-4.104275703,1
47,1377,-4.034082413,-4.814370155,1
47,1409,-5.906104088,-6.573399544,1
47,1441,-5.404893875,-5.931965351,1
47,1473,-1.012767792,-1.167863846,1
47,1505,-2.003663063,-20.20739365,1
47,1537,-0.8988265991,-0.8001687527,1
47,1569,-1.875915527,-1.161615372,1
47,1601,-2.707758427,-1.154492259,1
47,1633,-0.3654654026,-0.256362915,1
47,1665,-0.2802350521,0.3486645222,1
47,1697,-5.858136177,0.3071558475,1
47,1729,-8.944778442,-1.775029302,1
47,1761,-5.06600666,-2.194648743,1
47,1793,-0.05361807346,0.2808690071,1
47,1825,-0.007306814194,0.483317852,1
47,1857,-0.6679247022,-0.02362017334,1
47,1889,-0.3746927381,-0.6434864402,1
47,1921,-0.2185051441,-0.5262846351,1
47,1953,-0.2376394868,0.5389534235,1
47,1985,0.5473607183,0.2624373138,1
47,2017,1.209707022,-0.1025443971,1
79,33,-4.929668903,8.629011154,1
79,65,-0.5322835445,-5.20325613,1
79,97,-2.186534882,-5.976338863,1
79,129,-17.11774063,-18.88581467,1
79,161,-4.550410271,12.54127312,1
79,193,-1.118690729,-8.456346512,1
79,225,-0.5004200935,-7.487199783,1
79,257,-1.887088776,-6.885141373,1
79,289,-3.150281906,-8.36961937,1
79,321,-0.6605315208,-1.172332764,1
79,353,-0.4614440203,-3.952127457,1
79,385,0.007464945316,-6.45346117,1
79,417,0.823702693,-7.089119911,1
79,449,0.9682177305,-6.976651669,1
79,481,0.4803048372,-7.513630867,1
79,513,0.1182316393,-5.901751518,1
79,545,-0.06360760331,-6.022288322,1
79,577,0.8359313011,-0.8623244762,1
79,609,1.21963501,-0.8066959381,1
79,641,0.3680587411,-1.453568935,1
79,673,0.05379353464,-6.255124569,1
79,705,1.908671975,-7.112644196,1
79,737,-0.06952646375,-0.5012280941,1
79,769,-0.2893564105,0.08899700642,1
79,801,-0.3829372525,-0.002962954342,1
79,833,-0.9925737381,0.3382658958,1
79,865,0.3774616718,-0.6183516979,1
79,897,1.137524247,-5.500040054,1
79,929,0.4177831411,-5.429983139,1
79,961,0.1576292515,-2.641964912,1
79,993,-0.5456188321,-1.393100977,1
79,1025,-0.8261083364,-0.03366303444,1
79,1057,-0.5818853378,-2.417414665,1
79,1089,-0.2338922024,-5.056116104,1
