PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 62, filenames: A:[62]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[63]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-13.78262329,6.71249342,1
47,65,-12.89982033,-9.076469421,1
47,97,0.6435973644,-4.486989975,1
47,129,-1.832381725,-6.522220612,1
47,161,-3.348257065,-7.145514965,1
47,193,-2.425712109,-9.899801254,1
47,225,-0.6259961128,-8.660467148,1
47,257,-0.3129527569,-7.654567719,1
47,289,-2.104311466,-7.30146122,1
47,321,-4.044066429,-5.740167618,1
47,353,-4.493255615,-7.926445961,1
47,385,-3.004870892,-8.510327339,1
47,417,-0.8871417046,-7.303159714,1
47,449,-2.073472977,-6.572465897,1
47,481,-1.415195704,-3.736794949,1
47,513,-0.1694623232,-6.813307285,1
47,545,-0.6976337433,-7.268562317,1
47,577,-2.734669447,-6.844049931,1
47,609,-3.074082375,-0.3345685005,1
47,641,-2.108835697,-1.065424919,1
47,673,-1.290902138,-8.046689987,1
47,705,-0.1730522513,-8.299945831,1
47,737,-0.101680398,-6.832192898,1
47,769,2.347929716,-5.456472874,1
47,801,0.8691436052,-3.334289551,1
47,833,-0.2466095686,-1.653506279,1
47,865,-0.3476395607,-1.163341761,1
47,897,-1.035315752,-2.759971857,1
47,929,-2.05828619,-4.281473637,1
47,961,5.18958807,-3.351221085,1
47,993,1.232900143,-5.658076763,1
47,1025,-0.2190275192,-0.7700228691,1
47,1057,0.2435472012,-0.5998630524,1
47,1089,-0.892264843,-6.445161819,1
47,1121,-1.872147799,-5.804603577,1
47,1153,-3.151971102,-4.884296417,1
47,1185,-1.211175919,-8.200926781,1
47,1217,0.4415245056,-6.488115311,1
47,1249,2.827780008,-4.385617256,1
47,1281,1.201292515,-4.229107857,1
47,1313,-0.6060779095,-5.488640785,1
47,1345,-0.7261109352,-1.562325478,1
47,1377,-1.298986435,-1.197970867,1
47,1409,-0.3351564407,-5.0256567,1
47,1441,-0.07733952999,-8.890548706,1
47,1473,0.2188282907,-9.297563553,1
47,1505,0.3697791398,-6.522245407,1
47,1537,-0.3776461482,-0.7366658449,1
47,1569,0.1693288684,-0.4846103191,1
47,1601,0.3481044769,-1.493571758,1
47,1633,0.5576574802,-0.8127624989,1
47,1665,0.4926874638,0.5135816336,1
47,1697,0.1179478168,0.6259872913,1
47,1729,0.2850505114,-0.3234820366,1
47,1761,0.8613715172,-5.320242882,1
47,1793,-0.1783799529,-0.4680323601,1
47,1825,-0.1755416393,-0.1192414761,1
47,1857,0.20638901,0.2499240637,1
47,1889,-0.1731988192,0.774949193,1
47,1921,-0.239633739,0.9239861965,1
47,1953,-0.6174390912,1.259264231,1
