PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 22, filenames: A:[22]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi & B:[23]AVI_Pos00d_TimeSrs0006_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,11.8317337,17.93920898,1
47,65,9.52124691,10.34218025,1
47,97,-3.069166183,-11.42103577,1
47,129,-2.226595402,-3.224749565,1
47,161,-0.497682333,-0.3957481384,1
47,193,-3.113017797,-4.642997265,1
47,225,-0.108259201,0.5821099281,1
47,257,-0.5445091724,-7.74976635,1
47,289,-1.978453517,-8.801805496,1
47,321,-2.526439667,-8.638195992,1
47,353,-3.173845291,-4.494144917,1
47,385,-2.293771029,-5.321922302,1
47,417,0.1972389221,0.2712249756,1
47,449,-4.75723362,-8.063772202,1
47,481,-4.356867313,-6.165786743,1
47,513,-3.291478872,-4.645935059,1
47,545,-2.867106915,-3.906736851,1
47,577,-2.907218456,-5.244246483,1
47,609,-1.126042366,-0.9676885605,1
47,641,-4.201066971,-4.398367405,1
47,673,-4.506509781,-5.474715233,1
47,705,-8.561024666,6.377077103,1
47,737,0.5426821709,16.56197739,1
47,769,0.8129236698,-0.7639627457,1
47,801,0.4899680614,1.157995224,1
47,833,1.02752161,1.34985733,1
47,865,0.8981930017,1.832032919,1
47,897,0.393979162,0.09012138844,1
47,929,-0.3977249861,-1.593053102,1
47,961,-2.238486528,-2.287039757,1
47,993,-0.9149952531,-0.150367558,1
47,1025,-3.932841301,-1.437166572,1
47,1057,-3.048536539,-2.887723923,1
47,1089,-1.383080006,-1.84221077,1
47,1121,-1.837147713,-2.941787243,1
47,1153,-1.752954483,-3.42063427,1
47,1185,-1.906113148,-4.880344391,1
47,1217,-1.483131289,-0.4426856041,1
47,1249,-0.5865175128,-0.7060938478,1
47,1281,-0.7200198174,-0.5229225159,1
47,1313,-2.138607025,-2.391629696,1
47,1345,-2.268196821,-2.702939034,1
47,1377,-1.17807126,-1.340535879,1
47,1409,-0.8473358154,0.5773060322,1
47,1441,-0.8495061398,0.6791001558,1
47,1473,-1.507737398,-0.4745417833,1
47,1505,5.535011292,-6.834031582,1
47,1537,-0.8523685932,-0.3189330697,1
47,1569,-1.833189249,-1.140359282,1
47,1601,-1.932413101,-2.21999836,1
47,1633,-0.6713299751,-6.49560833,1
47,1665,-1.011939049,-0.5371928215,1
47,1697,-1.417160511,-0.04723542929,1
47,1729,-1.436028004,0.03714668751,1
47,1761,-1.802093029,0.2493222952,1
47,1793,-1.033470869,0.7653151751,1
47,1825,-0.1190212965,0.5377762914,1
47,1857,0.5393562913,0.05085620284,1
47,1889,0.3430146873,-0.04762721062,1
47,1921,-0.1215027049,0.4377802908,1
47,1953,-0.3054680824,0.3690403402,1
47,1985,-0.31684196,-0.1201352477,1
47,2017,-0.457264781,-1.508727908,1
79,33,15.67121029,9.603686333,1
79,65,12.96461678,11.2519083,1
79,97,11.89249229,7.003710747,1
79,129,-1.307117224,-1.504657269,1
79,161,-2.248788595,-2.72696209,1
79,193,-1.364041924,-3.350847244,1
79,225,-1.1515342,-1.105786324,1
79,257,-5.71835041,-2.990243912,1
79,289,15.28973103,2.579494476,1
79,321,15.11249828,0.7754731178,1
79,353,-0.5558608174,-6.481781006,1
79,385,-0.05781567097,-7.088737965,1
79,417,-0.9866820574,-5.778861046,1
