 ,Area,X,Y,Perim.,Major,Minor,Angle
1,250.260,331.269,11.905,65.569,25.036,12.727,5.989
2,334.170,306.237,14.028,76.697,27.356,15.554,178.240
3,266.453,281.062,15.099,70.422,26.951,12.588,171.769
4,683.062,339.538,25.461,119.422,45.800,18.989,2.752
5,434.274,275.740,29.471,89.125,30.434,18.168,172.350
6,463.717,303.271,31.586,87.703,29.762,19.838,5.661
7,497.575,414.790,34.245,99.003,33.475,18.925,167.413
8,315.033,245.655,30.764,72.849,27.769,14.445,3.603
9,484.326,219.334,38.252,92.140,27.089,22.764,111.443
10,537.322,373.850,37.478,103.024,34.330,19.929,170.824
11,395.999,334.510,42.184,82.139,28.759,17.532,2.904
12,279.702,265.957,43.385,69.295,21.812,16.327,173.317
13,394.527,202.478,49.578,80.007,23.547,21.333,5.995
14,440.163,240.805,47.414,85.276,29.371,19.081,22.822
15,366.557,357.660,49.831,76.453,24.478,19.067,142.968
16,527.018,284.633,53.026,91.724,27.280,24.597,46.967
17,740.475,310.661,54.709,120.254,32.439,29.064,14.421
18,320.921,181.161,50.252,76.281,25.350,16.119,31.274
19,397.471,389.953,50.770,82.850,29.584,17.106,17.349
20,641.843,418.040,56.488,102.974,34.664,23.576,143.772
21,259.092,257.800,57.839,64.442,21.431,15.393,170.403
22,432.802,339.809,61.553,80.007,26.309,20.946,174.405
23,677.174,448.375,68.420,110.131,38.571,22.354,145.982
24,500.520,212.390,68.274,91.724,32.211,19.785,44.617
25,510.824,368.001,69.569,89.297,26.512,24.532,163.919
26,366.557,171.342,68.956,77.113,23.599,19.777,49.441
27,345.947,190.306,69.171,74.859,25.884,17.017,57.103
28,831.746,243.309,73.014,121.848,42.760,24.766,156.676
29,652.148,395.690,72.332,104.984,31.633,26.250,147.324
30,521.129,274.962,74.180,91.429,27.683,23.969,2.099
31,459.300,148.852,77.154,87.997,32.712,17.877,51.422
32,634.482,307.199,78.613,104.151,32.945,24.521,18.729
33,378.334,351.224,81.473,76.870,24.847,19.387,148.183
34,543.211,420.142,83.266,94.567,29.163,23.716,45.718
35,640.371,329.137,88.286,107.288,30.301,26.908,45.354
36,501.992,477.615,83.257,87.997,28.315,22.573,166.218
37,437.219,195.177,90.396,88.881,25.063,22.212,77.076
38,590.319,213.883,96.028,103.857,39.616,18.972,66.957
39,569.709,444.674,90.837,98.587,30.646,23.669,177.969
40,743.419,163.687,92.350,115.573,41.762,22.665,23.140
41,482.854,289.859,94.764,90.302,28.558,21.528,134.169
42,368.029,503.838,91.537,82.139,31.022,15.105,137.873
43,622.705,383.722,93.111,102.019,32.807,24.167,162.502
44,316.505,238.060,90.369,71.549,25.989,15.506,163.910
45,572.653,263.473,99.839,94.567,31.387,23.230,44.813
46,675.701,357.277,103.466,106.872,33.539,25.652,13.634
47,529.962,469.931,107.590,101.136,34.070,19.805,97.048
48,415.137,490.637,104.237,82.139,23.961,22.060,114.611
49,466.661,135.931,107.420,87.754,27.094,21.930,73.608
50,497.575,181.461,109.262,90.180,27.986,22.638,57.570
51,937.738,405.273,113.256,123.442,34.763,34.345,148.928
52,560.876,234.871,108.225,98.415,32.096,22.250,168.464
53,441.635,430.004,110.415,83.317,27.403,20.520,95.909
54,681.590,320.081,109.692,113.736,39.266,22.101,166.942
55,253.204,453.432,108.789,66.280,19.444,16.580,136.765
56,344.475,515.070,114.253,79.713,28.992,15.128,139.298
57,596.207,277.034,119.972,102.435,33.502,22.659,78.157
58,949.515,156.819,124.056,126.163,36.703,32.939,68.417
59,789.054,115.402,125.666,114.741,34.264,29.321,43.744
60,659.508,195.413,125.919,103.024,32.112,26.149,55.723
61,644.787,299.172,125.281,106.578,31.165,26.342,25.228
62,524.073,372.192,121.372,93.734,30.556,21.838,12.803
63,721.337,222.845,128.621,113.269,34.341,26.745,1.498
64,560.876,446.365,127.631,98.760,29.072,24.564,31.752
65,522.601,500.114,126.705,92.851,29.909,22.248,128.241
66,638.899,254.252,129.539,100.425,28.848,28.199,92.460
67,596.207,335.668,129.763,96.749,31.075,24.428,28.850
68,429.858,480.271,132.180,88.170,28.549,19.171,114.704
69,529.962,135.405,142.237,93.612,26.793,25.185,98.928
70,1036.370,392.414,146.550,126.285,42.343,31.163,112.312
71,970.125,527.199,145.926,131.849,46.907,26.333,114.600
72,930.378,360.162,146.326,124.325,39.635,29.888,133.047
73,967.180,423.155,146.180,119.716,38.630,31.878,95.275
74,1055.507,463.019,150.896,125.625,38.856,34.587,120.399
75,781.694,178.543,147.835,116.579,34.919,28.503,172.485
76,928.905,309.629,147.423,145.992,49.087,24.094,169.742
77,905.352,95.990,155.334,125.696,40.678,28.338,62.698
78,743.419,251.992,153.200,119.127,40.344,23.462,0.534
79,912.712,500.901,158.106,120.721,40.256,28.868,112.818
80,384.222,551.156,151.708,82.555,26.243,18.642,139.150
81,861.188,216.333,154.228,122.265,40.859,26.836,177.972
82,532.906,118.318,161.450,93.440,31.657,21.433,76.654
83,254.676,155.146,153.806,63.853,20.116,16.119,89.169
84,733.114,344.012,166.089,108.294,36.498,25.575,133.213
85,501.992,290.722,162.361,91.013,31.160,20.512,136.195
86,148.684,138.635,160.319,48.705,17.526,10.802,24.317
87,1226.273,442.485,177.916,136.875,42.045,37.135,137.361
88,484.326,278.812,176.728,96.871,33.815,18.237,117.840
89,700.727,194.723,176.682,104.446,33.338,26.762,55.769
90,786.110,482.933,178.556,115.746,36.821,27.183,146.000
91,594.735,65.759,178.293,100.719,35.874,21.109,67.104
92,908.296,140.597,179.586,127.290,37.811,30.586,13.419
93,469.605,169.420,171.520,87.409,28.531,20.957,21.699
94,821.441,257.804,180.107,123.564,38.020,27.509,120.293
95,531.434,524.877,176.241,91.013,28.385,23.838,124.736
96,275.286,553.810,170.489,68.290,21.075,16.631,119.246
97,905.352,378.119,180.115,118.711,36.662,31.442,73.658
98,444.579,568.435,182.707,95.988,34.797,16.267,98.904
99,712.504,315.799,177.795,105.278,33.195,27.329,164.031
100,967.180,405.973,185.356,134.570,44.885,27.436,54.080
101,794.943,224.902,182.594,112.436,33.634,30.093,73.069
102,574.125,548.897,190.119,107.167,39.089,18.701,121.426
103,543.211,86.298,184.523,100.425,33.460,20.670,35.331
104,562.348,108.566,190.677,98.465,32.401,22.098,54.549
105,837.634,347.967,194.463,116.406,36.084,29.557,175.297
106,1082.006,511.048,202.077,129.006,41.208,33.432,101.295
107,986.318,171.308,200.565,124.447,37.471,33.514,104.577
108,1098.199,306.777,202.365,139.007,46.967,29.772,166.533
109,513.769,203.660,200.364,87.876,27.835,23.501,8.376
110,730.170,475.808,202.958,105.156,35.892,25.902,136.256
111,1034.898,244.866,208.029,132.732,42.733,30.835,177.335
112,496.103,537.299,207.711,89.297,31.302,20.179,99.336
113,438.691,49.872,206.816,93.440,34.561,16.161,61.892
114,566.765,117.768,211.057,98.293,31.860,22.650,69.003
115,487.271,89.303,209.688,89.003,28.666,21.642,78.596
116,563.821,139.035,208.165,94.983,32.272,22.245,66.362
117,468.133,279.511,208.998,87.287,30.657,19.442,121.358
118,775.805,66.876,216.564,116.162,39.149,25.231,73.504
119,965.708,415.490,213.649,122.143,36.105,34.056,119.183
120,828.802,446.343,211.433,112.974,34.162,30.890,4.785
121,593.263,574.537,214.366,103.440,37.690,20.042,113.342
122,939.210,375.403,219.072,127.879,40.488,29.536,96.444
123,432.802,156.785,224.528,83.733,30.593,18.012,107.160
124,1071.701,557.722,232.570,133.149,44.397,30.735,107.032
125,778.750,210.796,226.108,109.715,34.845,28.456,64.097
126,920.073,345.858,228.105,123.564,38.461,30.459,82.154
127,556.460,183.264,225.977,91.135,30.373,23.327,41.527
128,787.582,492.545,233.802,121.137,43.470,23.068,81.798
129,1402.927,277.414,242.340,162.979,47.574,37.547,116.903
130,1255.715,314.876,236.341,143.688,41.221,38.787,93.262
131,868.549,103.405,235.232,118.294,35.579,31.082,153.730
132,992.206,469.255,242.082,130.844,48.555,26.018,94.624
133,753.724,530.109,237.081,115.573,41.390,23.186,117.204
134,1036.370,398.391,242.846,132.021,43.615,30.254,84.916
135,453.412,244.111,231.439,83.855,29.345,19.673,156.841
136,743.419,138.590,238.730,113.441,35.462,26.692,170.121
137,476.966,50.240,242.856,89.297,30.874,19.670,66.504
138,824.385,444.634,246.845,120.549,45.486,23.076,101.684
139,715.449,76.840,246.539,106.578,33.714,27.019,90.507
140,580.014,511.265,247.081,97.704,32.272,22.883,96.687
141,1267.492,234.886,253.888,148.591,52.704,30.620,159.541
142,1109.976,423.475,261.214,139.423,46.020,30.710,95.298
143,850.883,185.840,250.773,117.289,38.417,28.201,168.364
144,1107.032,359.288,256.792,133.859,42.199,33.402,9.678
145,743.419,581.512,264.639,124.864,48.676,19.446,102.573
146,616.817,155.710,261.300,103.318,35.589,22.068,50.162
147,675.701,54.185,268.452,109.715,35.669,24.120,65.141
148,562.348,127.420,262.776,101.846,32.004,22.372,46.406
149,612.400,105.182,265.942,101.968,35.207,22.147,86.128
150,787.582,558.463,269.668,110.842,36.610,27.391,101.831
151,616.817,534.949,271.415,100.963,33.713,23.295,95.242
152,1140.890,389.391,282.698,144.571,46.562,31.197,102.086
153,814.080,216.319,273.647,118.294,42.973,24.120,153.486
154,1569.276,324.447,278.278,164.573,55.518,35.990,136.960
155,1105.559,484.017,282.469,138.834,50.299,27.986,72.937
156,484.326,34.848,278.989,103.684,40.937,15.064,88.012
157,903.879,80.063,279.215,120.427,38.313,30.038,61.603
158,739.002,510.774,277.490,113.096,34.724,27.097,81.390
159,702.200,279.571,274.491,105.867,34.918,25.605,175.591
160,638.899,165.966,282.418,100.303,32.198,25.264,75.063
161,1017.232,457.199,289.446,141.850,48.608,26.646,92.846
162,1112.920,190.764,291.727,131.849,45.881,30.884,93.099
163,659.508,127.598,287.224,105.156,37.556,22.359,44.011
164,1171.805,250.103,294.174,137.169,43.729,34.119,64.007
165,521.129,360.065,285.844,86.992,27.760,23.902,126.030
166,1127.641,421.983,297.758,132.560,40.214,35.703,20.786
167,350.364,573.375,292.647,73.732,22.526,19.803,94.975
168,499.047,53.316,298.236,93.856,32.760,19.396,72.892
169,743.419,300.102,297.331,111.309,38.643,24.495,160.437
170,1046.675,95.362,306.285,134.154,47.175,28.250,58.734
171,1199.775,144.355,309.679,147.048,49.126,31.095,72.040
172,432.802,220.001,299.159,81.845,25.578,21.544,12.200
173,624.177,537.727,302.680,101.968,35.012,22.699,83.493
174,513.769,556.938,306.030,98.709,36.746,17.802,88.003
175,368.029,592.478,302.764,79.002,28.493,16.446,100.666
176,713.976,515.757,308.259,108.832,35.575,25.553,102.944
177,404.832,68.411,308.513,81.723,27.278,18.896,68.546
178,575.598,37.611,316.399,108.588,38.570,19.001,98.692
179,716.921,275.968,312.788,103.024,30.707,29.727,121.926
180,675.701,381.033,312.305,121.726,43.250,19.892,146.574
181,864.132,490.793,317.865,123.858,37.671,29.207,139.899
182,691.895,338.580,315.207,103.979,34.933,25.218,7.551
183,828.802,573.004,324.676,127.585,45.567,23.159,73.578
184,690.423,115.961,321.334,107.288,34.582,25.420,69.076
185,705.144,168.669,320.712,105.329,36.526,24.580,56.872
186,697.783,442.305,321.639,102.435,31.889,27.860,91.703
187,712.504,202.843,328.899,114.152,38.459,23.588,106.166
188,556.460,225.508,323.148,95.572,31.751,22.315,126.580
189,722.809,304.700,325.331,108.416,35.714,25.769,53.831
190,705.144,369.934,328.575,107.167,40.658,22.082,142.348
191,1229.217,415.869,337.306,140.723,48.885,32.016,134.129
192,535.850,595.581,335.523,107.116,43.686,15.617,86.741
193,627.122,58.125,335.984,108.294,40.901,19.522,110.163
194,680.118,467.961,335.700,105.156,37.448,23.124,96.901
195,663.925,254.115,333.806,110.131,36.921,22.896,107.311
196,755.196,540.004,337.216,112.142,40.307,23.856,79.930
197,319.449,74.177,332.930,75.864,27.623,14.725,86.193
198,849.411,182.311,345.537,115.868,36.369,29.737,88.556
199,557.932,517.876,341.892,96.699,35.413,20.060,96.343
200,416.609,579.783,349.628,99.714,33.818,15.685,66.199
201,768.445,90.552,346.723,118.589,39.829,24.565,83.990
202,724.281,278.568,344.922,105.695,35.342,26.093,74.749
203,557.932,333.687,340.602,92.556,30.100,23.601,78.570
204,805.248,151.725,350.598,111.015,39.868,25.717,101.032
205,596.207,555.331,353.976,109.593,38.462,19.737,75.661
206,484.326,124.659,345.146,87.287,25.837,23.867,41.236
207,712.504,307.528,352.900,112.730,38.653,23.470,58.463
208,1008.400,357.043,355.050,129.300,39.805,32.255,85.129
209,510.824,493.308,345.316,87.287,29.250,22.236,131.749
210,390.111,45.737,351.610,83.022,28.468,17.448,103.010
211,917.129,448.508,357.520,123.442,39.874,29.285,89.201
212,983.374,245.188,361.649,132.143,42.508,29.455,113.897
213,638.899,106.595,365.505,116.701,44.448,18.302,85.092
214,674.229,217.264,355.054,100.841,32.886,26.104,40.545
215,1129.113,390.208,364.944,156.998,49.912,28.803,97.840
216,687.478,484.426,367.384,112.730,37.721,23.205,127.186
217,606.512,81.398,371.897,106.456,39.689,19.457,124.726
218,739.002,127.069,372.737,116.873,43.070,21.846,59.023
219,694.839,507.795,374.120,109.421,40.490,21.850,80.688
220,1031.954,416.984,378.293,134.692,47.353,27.747,88.241
221,824.385,533.136,375.298,114.152,37.716,27.830,102.311
222,432.802,61.507,370.047,86.576,30.077,18.322,114.311
223,783.166,326.777,372.707,108.882,34.402,28.986,21.018
224,1429.425,180.817,378.866,158.714,48.131,37.813,8.885
225,300.312,580.152,372.010,72.138,24.852,15.386,67.124
226,1274.853,280.462,382.021,147.292,46.258,35.090,93.101
227,381.278,561.792,375.926,80.596,28.546,17.006,64.535
228,945.099,472.852,387.775,129.595,46.206,26.043,128.845
229,469.605,217.694,378.900,85.276,29.948,19.965,11.827
230,496.103,143.892,383.962,92.434,28.819,21.918,32.445
231,1255.715,441.572,400.640,153.567,52.433,30.493,95.308
232,481.382,359.675,384.557,85.155,26.575,23.063,70.170
233,239.955,381.191,386.982,63.437,22.922,13.329,134.646
234,528.490,250.048,393.262,94.150,29.358,22.920,78.875
235,631.538,307.212,395.913,97.166,29.793,26.990,68.896
236,460.772,572.141,396.052,87.581,28.413,20.648,74.994
237,454.884,552.092,399.290,87.409,30.341,19.089,99.321
238,796.415,340.627,402.479,117.462,39.811,25.471,113.842
239,787.582,226.967,403.615,114.985,33.362,30.058,100.572
240,494.631,520.852,403.447,97.582,34.552,18.227,78.433
241,493.159,200.563,403.512,87.876,27.387,22.928,129.236
242,518.185,163.934,404.583,91.135,26.465,24.930,31.759
243,238.483,373.826,400.511,65.569,23.952,12.677,171.636
244,625.649,139.146,406.448,104.689,34.380,23.170,141.414
245,635.954,503.026,411.056,110.842,39.678,20.407,99.954
246,476.966,533.350,414.270,101.430,36.617,16.585,64.245
247,872.965,264.584,417.962,122.315,40.360,27.540,101.353
248,1185.054,404.298,419.935,140.012,46.700,32.310,67.393
249,715.449,464.959,419.088,114.568,41.465,21.969,81.934
250,1011.344,322.340,424.456,123.736,39.244,32.812,135.567
251,974.541,370.964,420.745,128.417,39.098,31.736,0.790
252,672.757,173.924,423.271,110.598,35.813,23.918,37.026
253,686.006,485.427,427.879,113.736,35.104,24.882,79.070
254,918.601,290.016,430.005,120.132,42.290,27.656,71.917
255,494.631,549.296,426.983,93.561,33.550,18.771,64.302
256,953.931,196.206,437.079,131.433,40.614,29.906,94.981
257,572.653,218.715,434.968,101.846,37.196,19.602,111.648
258,1011.344,245.400,436.545,129.300,43.700,29.467,134.943
259,476.966,427.171,431.559,85.743,28.914,21.003,50.459
260,344.475,509.413,438.787,77.702,25.959,16.896,50.680
261,499.047,529.079,442.587,96.699,29.495,21.543,73.903
262,1224.801,349.358,449.606,140.723,44.764,34.838,39.628
263,703.672,443.771,446.574,103.440,35.422,25.294,54.491
264,765.501,312.084,452.823,109.299,37.278,26.146,168.783
265,849.411,381.394,456.146,114.863,38.925,27.784,38.146
266,448.996,470.499,451.448,82.850,24.267,23.558,152.239
267,328.282,491.180,452.735,72.849,25.157,16.615,63.222
268,686.006,413.686,455.087,103.562,32.147,27.171,164.636
269,331.226,509.980,458.428,73.854,23.377,18.040,37.620
270,549.099,532.419,466.543,94.861,30.123,23.209,48.390
