 ,Area,X,Y,Perim.,Major,Minor,Angle
1,437.219,303.672,13.524,88.414,30.314,18.364,178.352
2,350.364,276.257,15.697,76.697,28.351,15.735,174.033
3,736.058,382.534,22.170,112.558,40.791,22.975,160.530
4,836.162,340.485,26.287,127.412,47.270,22.522,2.815
5,184.015,254.537,24.601,54.441,17.058,13.735,47.387
6,836.162,416.814,33.979,119.543,37.309,28.536,142.376
7,494.631,272.380,32.929,95.694,32.354,19.465,4.982
8,572.653,301.819,33.906,94.983,32.713,22.289,10.776
9,465.189,237.140,35.996,84.566,30.900,19.168,8.820
10,627.122,375.251,41.811,106.039,34.970,22.833,168.758
11,618.289,208.302,45.051,105.867,32.382,24.310,116.179
12,797.887,451.201,49.157,114.863,39.794,25.529,156.277
13,469.605,336.693,45.103,86.282,31.440,19.018,1.026
14,376.862,261.496,49.542,82.728,24.592,19.512,5.337
15,864.132,308.983,59.248,121.259,36.737,29.950,35.261
16,456.356,394.059,55.781,84.149,28.016,20.740,21.631
17,655.092,280.603,59.363,104.862,34.169,24.411,51.297
18,493.159,191.024,58.433,87.287,26.194,23.972,12.963
19,522.601,232.342,55.206,94.272,35.092,18.961,21.420
20,425.442,359.616,56.750,82.017,26.477,20.459,154.968
21,758.140,423.196,63.440,115.279,38.711,24.936,135.339
22,391.583,167.833,59.639,83.561,26.452,18.848,32.673
23,547.627,478.529,67.492,104.151,31.519,22.122,133.650
24,337.115,250.723,66.199,73.021,23.720,18.096,173.099
25,538.795,339.193,67.968,89.297,29.144,23.539,157.220
26,794.943,454.916,77.510,123.858,41.466,24.409,140.226
27,622.705,369.521,77.332,102.435,30.204,26.250,10.827
28,628.594,199.910,81.040,106.578,37.537,21.321,55.274
29,1027.537,232.388,82.726,136.997,45.213,28.936,161.014
30,827.329,401.337,81.289,113.147,36.117,29.166,143.534
31,426.914,178.001,81.743,86.282,29.119,18.667,62.704
32,468.133,158.001,81.234,87.825,28.762,20.723,56.547
33,607.984,267.147,84.939,93.145,29.546,26.201,37.009
34,562.348,134.058,89.734,101.430,36.666,19.528,53.698
35,864.132,301.451,86.456,120.721,38.382,28.666,16.869
36,799.359,326.957,96.431,116.995,35.392,28.757,49.281
37,528.490,353.662,93.852,91.135,30.035,22.404,154.687
38,569.709,427.287,93.649,91.846,29.039,24.980,60.214
39,588.847,484.704,92.785,94.272,28.413,26.387,19.293
40,663.925,451.182,103.477,106.872,29.977,28.200,176.647
41,450.468,511.366,103.726,96.871,35.849,15.999,139.873
42,606.512,284.397,107.225,97.460,32.180,23.998,138.890
43,777.277,386.827,104.834,108.588,33.599,29.455,171.748
44,709.560,203.446,110.774,109.715,39.232,23.028,68.760
45,937.738,149.017,108.463,131.016,45.780,26.081,25.622
46,481.382,181.278,107.122,92.729,26.037,23.540,74.579
47,397.471,229.935,103.554,77.408,27.980,18.087,1.320
48,660.980,255.158,113.282,104.273,34.496,24.397,51.057
49,554.988,478.068,121.397,110.426,39.819,17.746,101.671
50,789.054,356.905,117.469,115.573,37.830,26.557,3.743
51,496.103,497.166,117.981,87.287,29.230,21.610,107.304
52,1161.500,409.336,126.808,136.164,41.589,35.559,78.477
53,565.293,119.394,124.484,93.196,29.641,24.282,70.299
54,911.240,318.182,122.867,124.742,42.241,27.467,167.955
55,572.653,436.761,125.833,92.729,29.451,24.757,102.040
56,607.984,225.768,123.521,100.131,33.269,23.268,9.404
57,315.033,462.956,123.984,72.138,23.220,17.275,103.105
58,556.460,166.849,127.558,95.328,29.689,23.865,52.088
59,381.278,520.853,126.449,82.139,28.300,17.154,145.776
60,644.787,270.471,133.722,104.446,33.445,24.547,78.857
61,740.475,294.025,140.154,115.868,34.403,27.404,41.866
62,802.303,183.845,142.535,115.330,38.298,26.673,55.119
63,1046.675,140.175,143.243,128.468,39.109,34.076,27.410
64,655.092,375.505,137.160,100.719,32.990,25.283,0.895
65,950.987,97.799,146.544,124.742,38.283,31.628,58.875
66,864.132,245.507,147.405,123.686,33.856,32.498,147.391
67,690.423,335.058,144.887,105.451,34.484,25.492,34.132
68,711.032,453.892,146.460,110.893,32.768,27.628,39.967
69,546.155,510.660,145.713,102.141,36.198,19.211,117.906
70,830.274,211.737,147.731,120.549,36.805,28.723,18.482
71,507.880,490.344,148.767,91.602,30.376,21.289,118.041
72,472.549,531.450,149.757,85.276,29.214,20.596,109.888
73,1182.109,361.364,164.021,138.174,45.345,33.192,125.820
74,1195.359,396.907,166.893,138.418,46.579,32.675,100.218
