 ,Area,X,Y,Perim.,Major,Minor,Angle
1,385.695,309.750,20.890,82.850,31.195,15.742,9.660
2,360.669,373.583,26.482,79.885,28.872,15.905,153.008
3,382.750,340.226,29.787,80.423,27.241,17.890,172.728
4,238.483,270.912,31.366,67.285,22.836,13.297,178.434
5,338.587,247.494,35.138,74.565,25.897,16.647,32.412
6,593.263,317.960,39.408,105.278,33.200,22.752,168.741
7,281.174,362.617,36.644,69.590,23.822,15.028,160.829
8,426.914,290.219,38.717,83.144,26.223,20.729,13.879
9,319.449,393.758,38.409,72.433,25.467,15.971,8.413
10,580.014,421.520,46.906,100.425,34.842,21.196,145.847
11,176.654,264.552,43.153,53.020,17.810,12.629,164.294
12,719.865,349.861,54.295,112.852,36.693,24.979,133.715
13,479.910,374.614,55.005,85.987,28.064,21.773,63.942
14,774.333,249.916,58.239,115.573,37.729,26.131,175.408
15,348.892,223.471,55.308,80.423,27.740,16.014,46.166
16,428.386,280.560,56.310,82.139,27.080,20.142,177.312
17,522.601,398.961,58.155,91.135,26.900,24.736,147.947
18,347.419,201.311,57.935,74.981,24.707,17.904,24.842
19,571.181,308.881,59.637,97.288,30.398,23.924,9.983
20,209.041,181.962,56.769,60.838,19.496,13.652,20.495
21,507.880,331.812,68.031,96.455,28.316,22.837,177.002
22,409.248,419.796,69.063,80.718,24.993,20.849,15.249
23,320.921,296.231,75.971,78.585,25.864,15.798,127.599
24,600.623,173.571,74.624,103.857,39.685,19.270,15.752
25,532.906,225.106,79.183,92.140,30.813,22.021,61.053
26,565.293,383.968,77.121,99.592,31.209,23.062,6.424
27,351.836,205.275,75.527,77.286,21.805,20.545,176.074
28,426.914,275.224,77.171,81.428,24.786,21.930,174.188
29,474.021,442.590,76.789,88.292,28.553,21.138,176.617
30,369.501,473.724,76.136,80.007,29.908,15.730,152.049
31,250.260,250.784,75.974,65.691,24.808,12.844,174.149
32,496.103,356.405,82.608,90.840,27.900,22.640,24.808
33,557.932,325.152,85.887,108.832,42.116,16.867,169.331
34,794.943,402.268,93.267,118.711,35.799,28.274,21.887
35,332.698,147.524,88.421,71.306,21.844,19.392,65.714
36,422.497,191.202,90.315,82.312,24.842,21.654,51.994
37,407.776,464.349,93.576,84.566,30.075,17.263,103.881
38,1195.359,251.218,99.345,143.566,41.662,36.531,162.129
39,384.222,426.840,93.148,76.159,24.204,20.212,99.216
40,781.694,167.623,101.403,113.441,33.301,29.888,58.527
41,554.988,284.530,97.919,95.572,29.693,23.798,43.832
42,195.791,448.427,93.557,63.559,18.130,13.750,148.810
43,356.252,484.190,95.325,75.276,23.224,19.532,169.123
44,472.549,366.939,99.773,87.876,29.475,20.413,10.368
45,702.200,126.602,103.857,108.172,34.540,25.885,19.015
46,535.850,201.992,105.401,100.181,34.050,20.037,50.440
47,627.122,223.320,110.320,105.695,29.609,26.967,90.152
48,454.884,441.854,109.050,91.602,28.722,20.165,14.856
49,485.798,146.645,118.220,92.190,27.298,22.659,78.642
50,749.307,352.142,119.938,116.457,36.964,25.810,134.021
51,413.665,494.479,113.254,82.139,24.638,21.377,149.322
52,880.326,384.434,120.882,116.284,34.254,32.722,113.581
53,313.561,475.010,116.349,77.164,25.790,15.480,118.735
54,797.887,415.462,121.331,112.142,33.677,30.166,6.520
55,766.973,181.771,126.374,116.995,34.935,27.953,3.958
56,905.352,520.181,131.595,132.438,46.257,24.920,120.964
57,796.415,306.517,124.097,126.996,47.148,21.507,158.682
58,943.627,457.246,130.194,121.188,37.065,32.415,138.469
59,764.028,109.711,131.476,116.995,37.833,25.713,64.355
60,672.757,256.036,127.197,106.994,39.435,21.721,16.566
61,456.356,129.800,135.867,86.576,30.075,19.320,74.946
62,525.546,288.314,136.677,93.023,34.108,19.619,124.811
63,799.359,219.125,133.764,122.975,43.493,23.401,174.292
64,746.363,493.849,139.881,111.725,37.350,25.443,121.617
65,571.181,341.284,139.912,96.282,32.495,22.381,135.252
66,332.698,542.725,136.551,74.270,23.919,17.710,123.303
67,1189.470,434.471,150.491,137.585,44.926,33.711,144.653
68,696.311,371.951,149.464,103.857,31.850,27.836,69.357
69,868.549,398.370,153.488,130.428,39.772,27.805,41.707
70,499.047,80.223,150.667,91.724,32.658,19.456,59.881
71,597.679,314.558,149.697,99.125,31.270,24.336,7.920
72,650.675,200.838,154.027,100.009,29.504,28.080,146.590
73,663.925,475.777,155.700,105.329,33.295,25.389,147.104
74,345.947,176.407,148.026,77.824,23.660,18.617,15.181
75,453.412,517.113,157.628,86.870,27.947,20.657,126.388
76,694.839,229.004,159.131,102.019,34.510,25.636,45.696
77,428.386,99.844,156.419,88.292,29.044,18.779,22.403
78,474.021,121.188,163.985,90.891,29.844,20.223,60.764
79,658.036,343.696,164.387,109.126,33.397,25.087,2.483
80,550.572,541.525,171.125,97.460,35.465,19.766,128.518
81,818.497,176.362,174.435,119.888,36.926,28.222,77.287
82,946.571,307.623,172.530,131.138,44.574,27.038,174.956
83,955.404,501.421,178.696,122.731,37.954,32.051,111.643
84,949.515,249.886,178.278,124.864,38.284,31.579,179.022
85,652.148,466.626,176.818,102.019,34.276,24.225,143.232
86,378.334,104.106,178.670,82.850,27.212,17.702,84.567
87,400.416,65.059,177.161,89.591,32.325,15.772,52.106
88,435.746,128.598,181.808,93.023,31.178,17.795,65.015
89,696.311,83.045,183.647,112.730,36.020,24.613,64.103
90,485.798,146.899,179.680,92.556,29.666,20.850,73.807
91,867.077,405.240,179.546,114.274,35.840,30.804,163.161
92,992.206,198.486,187.154,136.458,51.300,24.626,45.983
93,340.059,280.991,178.537,74.565,24.654,17.562,127.988
94,721.337,436.796,180.771,111.259,34.508,26.615,170.661
95,768.445,367.449,185.178,114.863,36.152,27.064,82.025
96,460.772,527.911,185.754,84.027,27.571,21.279,108.688
97,574.125,565.426,192.692,97.582,34.163,21.397,109.691
98,758.140,340.536,195.530,113.563,36.453,26.481,64.858
99,441.635,164.136,197.312,87.459,30.974,18.154,113.166
100,633.010,218.364,197.823,104.029,36.298,22.204,47.908
101,1324.905,278.059,210.094,152.267,44.922,37.552,110.399
102,928.905,388.050,205.427,123.320,39.099,30.249,82.447
103,1009.872,311.659,201.680,122.681,36.856,34.887,61.301
104,746.363,114.497,204.507,110.426,32.617,29.135,130.830
105,727.226,481.239,204.243,116.284,37.831,24.476,76.539
106,961.292,546.618,208.484,127.585,39.040,31.352,115.789
107,862.660,457.177,209.523,119.127,42.101,26.089,100.084
108,443.107,64.243,208.022,88.586,31.318,18.015,60.037
109,606.512,145.326,207.502,103.562,31.834,24.259,165.524
110,712.504,432.988,210.750,112.558,41.603,21.806,108.394
111,618.289,518.828,210.474,107.288,36.421,21.615,118.714
112,622.705,89.697,211.785,100.131,30.682,25.841,91.541
113,974.541,412.202,221.973,128.417,41.357,30.003,97.046
114,538.795,499.220,217.669,94.150,28.365,24.185,95.432
115,984.846,351.777,221.037,126.579,41.782,30.011,15.825
116,789.054,192.538,220.127,109.004,36.180,27.768,167.989
117,569.709,67.988,231.173,101.430,34.428,21.069,63.802
118,693.367,570.769,237.179,121.310,45.674,19.329,103.586
119,532.906,164.896,228.993,96.871,31.245,21.716,51.530
120,448.996,137.778,227.714,90.130,29.856,19.148,25.760
121,580.014,114.522,234.045,99.247,32.467,22.746,81.838
122,1402.927,318.893,243.710,160.725,53.142,33.613,125.835
123,1009.872,379.173,243.641,135.281,41.838,30.733,102.350
124,465.189,48.525,242.669,96.821,39.157,15.126,82.818
125,784.638,90.587,242.934,112.142,34.952,28.583,72.311
126,722.809,222.195,240.132,110.009,38.084,24.165,162.298
127,942.155,471.342,247.576,128.834,44.956,26.684,68.056
128,550.572,523.945,239.645,92.678,28.656,24.463,89.062
129,672.757,548.281,240.789,102.263,33.786,25.353,120.073
130,616.817,278.448,240.807,97.998,31.534,24.905,167.944
131,669.813,498.324,243.783,105.106,29.679,28.735,118.134
132,965.708,445.510,249.908,135.697,45.293,27.147,94.759
133,606.512,136.644,249.541,101.724,35.946,21.483,45.461
134,535.850,172.736,249.678,95.155,30.811,22.144,70.764
135,1037.842,196.882,257.162,130.306,42.284,31.251,96.421
136,1008.400,252.001,258.905,127.757,42.076,30.515,70.856
137,491.687,349.760,247.166,84.982,27.517,22.751,136.720
138,1083.478,411.313,256.074,132.265,38.761,35.590,21.822
139,432.802,64.004,258.823,87.581,28.893,19.073,65.449
140,976.013,151.754,271.072,129.889,42.903,28.965,76.894
141,641.843,298.304,262.005,103.735,36.128,22.620,152.711
