 ,Area,X,Y,Perim.,Major,Minor,Angle
1,1301.351,356.498,19.616,142.855,52.078,31.816,168.830
2,609.456,302.184,14.888,104.862,40.513,19.154,11.077
3,950.987,261.402,23.517,121.554,41.359,29.276,11.354
4,1492.726,402.864,34.590,153.445,52.719,36.052,135.685
5,625.649,226.385,24.365,96.993,32.526,24.491,4.355
6,1550.139,310.417,37.411,166.289,62.072,31.797,7.380
7,491.687,204.315,42.375,89.175,28.935,21.636,41.919
8,1001.039,227.438,53.141,128.417,44.821,28.437,32.622
9,1155.611,361.146,49.017,148.003,53.867,27.315,176.674
10,1096.727,266.271,53.302,128.712,43.774,31.900,176.345
11,1367.596,448.094,56.116,145.870,47.546,36.623,146.791
12,908.296,184.554,65.767,117.878,39.664,29.157,22.521
13,1012.816,313.444,67.593,127.707,38.438,33.549,179.796
14,993.679,386.187,73.757,122.853,36.921,34.268,33.529
15,1332.265,421.820,78.792,151.018,51.802,32.745,117.752
16,955.404,347.596,74.493,123.858,37.903,32.094,174.398
17,1634.049,281.798,89.819,178.422,49.895,41.698,56.114
18,1115.864,484.520,82.214,131.727,45.466,31.249,135.240
19,1345.514,246.170,89.372,147.119,52.272,32.774,84.509
20,1239.522,151.074,87.865,142.144,44.097,35.790,103.040
21,780.222,216.260,82.942,112.386,32.605,30.468,41.933
22,1154.139,183.022,98.354,139.129,47.013,31.257,41.208
23,1383.789,458.618,99.733,152.145,50.807,34.678,136.787
24,1319.016,361.717,106.388,145.282,41.751,40.225,86.500
25,1020.177,321.608,101.756,126.701,40.594,31.998,12.028
26,1626.689,399.681,113.658,165.872,52.836,39.200,91.470
27,978.957,130.007,114.161,125.747,38.955,31.997,64.359
28,753.724,215.876,111.603,107.288,34.777,27.595,173.067
29,755.196,524.091,114.208,116.284,41.459,23.193,141.987
30,1145.307,494.460,123.555,138.418,47.067,30.982,95.108
31,1001.039,428.605,129.137,124.275,45.047,28.294,74.650
32,1460.339,274.824,132.547,153.689,50.933,36.506,66.545
33,1198.303,149.557,139.775,139.718,51.002,29.915,67.948
34,1601.663,308.670,143.150,169.548,53.907,37.830,83.285
35,1810.703,193.335,137.690,179.254,59.799,38.554,167.142
36,1120.281,239.864,137.838,130.549,46.515,30.665,83.016
37,1270.436,459.680,137.549,142.977,42.454,38.102,141.629
38,516.713,335.666,136.113,99.836,37.581,17.506,102.120
39,437.219,351.588,134.830,93.145,32.165,17.307,108.245
40,930.378,524.452,143.140,126.874,42.339,27.978,131.984
41,1494.198,378.340,153.865,152.734,49.887,38.136,88.566
42,855.300,91.634,149.649,131.138,44.494,24.475,52.438
43,764.028,118.704,148.422,110.131,36.245,26.839,69.160
44,950.987,492.011,171.807,160.552,64.627,18.736,99.059
45,981.902,514.796,171.843,130.722,47.562,26.286,111.431
46,2047.714,410.068,183.011,188.301,63.361,41.149,90.811
47,1127.641,443.244,172.974,137.413,47.327,30.337,99.837
48,1639.938,343.487,176.671,159.303,48.982,42.628,90.414
49,1319.016,163.641,179.097,147.708,51.768,32.441,83.123
50,1248.355,263.073,173.593,145.576,42.067,37.784,125.957
51,837.634,198.288,169.804,117.706,37.850,28.177,9.319
52,805.248,472.956,174.039,119.422,43.413,23.617,114.605
53,764.028,544.185,175.412,106.161,34.983,27.807,116.582
54,1182.109,229.647,183.955,136.580,47.417,31.742,91.448
55,953.931,133.013,181.066,120.965,39.622,30.654,95.668
56,1921.112,93.402,189.645,174.868,58.951,41.493,49.937
57,1659.075,303.521,190.157,170.309,52.152,40.505,127.412
58,1104.087,197.271,200.665,132.560,42.236,33.284,163.417
59,1202.719,372.451,205.204,133.149,41.447,36.947,172.837
60,706.616,560.864,205.453,109.299,40.857,22.021,99.779
61,1155.611,465.695,205.680,143.444,45.825,32.109,159.227
62,1056.980,538.112,210.713,140.723,50.656,26.567,120.963
63,1101.143,507.351,214.081,134.864,39.950,35.094,81.972
64,1167.388,255.238,221.309,158.836,61.295,24.249,99.692
65,1021.649,124.460,214.212,126.579,37.517,34.672,39.317
66,931.850,61.291,219.282,121.310,38.552,30.776,92.369
67,1151.195,284.612,222.428,134.570,43.058,34.041,111.027
68,1692.934,442.155,235.601,182.615,68.635,31.405,107.986
69,1323.433,153.776,228.409,148.835,51.828,32.512,71.105
70,1080.533,331.673,221.111,126.458,44.278,31.071,40.622
71,1388.206,229.223,237.640,146.703,49.093,36.003,104.074
72,1451.507,189.388,237.093,158.369,45.374,40.730,116.397
73,737.530,581.539,231.869,110.009,36.603,25.655,120.571
74,1913.751,410.375,246.265,184.158,68.865,35.383,113.989
75,1813.647,99.282,241.000,181.609,59.004,39.137,151.109
76,2052.130,367.318,247.164,186.757,60.352,43.294,138.875
77,758.140,474.805,238.191,105.867,34.672,27.840,67.002
