ID,CenterX,CenterY,Scalexy,Folder
2,105.059,103.5,0.1083095,H:/PHD_data/Imaging_et_analysis/SDlaserCuter/2024/03_Mar/07032023_TgK18GUtrmK4K8MOWoundhealing/TimeSrs0002/Feret/
4,131.238,123.819,0.216619,H:/PHD_data/Imaging_et_analysis/SDlaserCuter/2024/03_Mar/07032023_TgK18GUtrmK4K8MOWoundhealing/TimeSrs0004/Pos004/CP/
6,135.043,127.261,0.10831,H:/PHD_data/Imaging_et_analysis/SDlaserCuter/2024/03_Mar/07032023_TgK18GUtrmK4K8MOWoundhealing/TimeSrs0006/Pos006/CP/
8,104.636,114.85,0.10831,H:/PHD_data/Imaging_et_analysis/SDlaserCuter/2024/03_Mar/07032023_TgK18GUtrmK4K8MOWoundhealing/TimeSrs0008/CP/
1,75.71218182,113.7135455,0.10831,H:/PHD_data/Imaging_et_analysis/SDlaserCuter/2024/02_Feb/15022024_TgKrt18UtrWoundhealing/FeretResults/
