Time,ControlMean,ControlStd,MOmean,MOstd
25.48,189.94099999999997,32.58998442943954,166.63007142857143,32.49359843429446
25.740000000000002,190.5452222222222,33.122116038071994,167.10735714285715,32.886677045374086
26.0,190.99377777777778,33.35113056480421,167.9130714285714,33.35510659653671
26.26,191.62099999999998,33.72051433310128,168.26107142857146,33.4410470561133
26.52,191.92266666666666,33.82119866461139,168.78714285714287,33.88424132217796
26.78,192.54100000000003,33.8697262167854,169.32071428571427,34.25090256877197
27.04,193.193,34.396923276492174,169.8657142857143,34.463435487958144
27.3,193.82922222222223,34.59488455048995,170.21464285714288,34.59310884019521
27.560000000000002,193.91166666666666,34.97143475276167,170.83614285714287,35.01923045751769
27.82,194.52888888888887,35.24688311340276,171.26621428571428,35.236199629233916
28.080000000000002,195.12066666666666,35.584128012984166,171.81721428571424,35.46509963366112
28.34,195.67455555555557,36.19258327371357,172.53978571428573,35.91623630492517
28.6,196.42788888888887,36.39376212864704,172.66392857142858,36.006003446775146
28.86,197.37633333333335,37.100615760089184,173.24849999999998,36.23382687046141
29.12,197.5641111111111,37.5676531738097,173.7267142857143,36.35937458488638
29.380000000000003,198.06588888888888,37.90907457894611,174.1672857142857,36.69288630439065
29.64,198.48466666666667,38.192985295441076,174.4855714285714,37.04451019423272
29.900000000000002,199.03466666666668,38.466125524789845,174.9759285714286,37.20440928066819
30.16,199.50533333333337,38.61996078886323,175.53307142857147,37.37562613419967
30.42,200.01744444444446,39.40276211161714,175.98392857142858,37.67981141040212
30.68,200.4452222222222,39.53564089605388,176.42078571428576,38.09476870381206
30.94,200.79822222222222,40.2010849018276,176.70099999999996,38.21072784105083
31.200000000000003,201.3958888888889,40.79717720203594,177.032,38.26819607716047
31.46,201.77755555555552,40.94303454017576,177.492,38.644208677183634
31.720000000000002,202.41622222222222,41.5370285348648,177.88864285714286,38.728048253369366
31.98,202.74888888888893,41.64330414749757,178.27892857142857,39.0083124483273
32.24,203.23322222222225,41.85821680062823,178.86092857142856,39.43525998658033
32.5,203.82533333333333,42.10431143666354,179.19700000000003,39.38644551474167
32.76,204.45044444444446,42.87343161267726,179.52292857142857,39.45308605612546
33.02,204.8967777777778,43.056326761265176,179.63457142857143,39.64855800605091
33.28,205.1612222222222,43.12373891432209,179.9635714285714,39.650829068461185
33.54,205.50366666666667,43.126613077722155,180.3443571428571,39.84905406406807
33.800000000000004,206.23544444444445,43.97417545714532,180.69528571428572,40.14977804142272
34.06,206.72377777777777,44.07530431426494,180.84807142857144,40.13029047537228
34.32,207.25577777777778,44.34168286982796,181.34735714285716,40.55845645415858
34.58,207.85066666666665,44.90328540566071,181.559,40.58380373815572
34.84,208.26333333333335,45.10222315289273,181.97321428571425,40.67240181916721
35.1,208.92311111111113,45.70186187416692,182.10099999999997,40.87229315458438
35.36,209.1732222222222,45.98137605542723,182.23785714285714,41.28424415103719
35.620000000000005,209.4464444444444,46.40944439350228,182.55392857142854,41.2756674506288
35.88,209.85311111111113,46.560810840220185,182.66007142857143,41.35623917252266
36.14,210.03866666666667,46.86396898352603,182.9286428571429,41.44833358292008
36.4,210.40055555555557,47.42642977897711,183.2074285714286,41.78638281565332
36.660000000000004,210.65933333333334,47.41024136665458,183.28957142857146,41.72254809660443
36.92,211.21977777777778,48.0221409092324,183.47221428571427,42.10584205678856
37.18,211.36344444444444,48.108591272733335,183.8549285714286,42.31899894755864
37.44,211.61433333333335,48.20585460294216,184.0315,42.53355966217399
37.7,212.04988888888892,48.505956863151106,184.17364285714282,42.377570390828105
37.96,212.33322222222222,48.61895896270594,184.4398571428571,42.78072927458468
38.22,212.82088888888887,48.987423298557964,184.55757142857144,42.878767647393786
38.480000000000004,213.18244444444446,49.3018929118483,184.4502142857143,42.97890353945854
38.74,213.56266666666664,49.62436371604398,184.7842142857143,43.147539696750414
39.0,213.934,49.70936497504491,184.79500000000002,43.48093709563175
