x - $\beta=0.005$,y - $\beta=0.005$,x - $\beta=0$,y - $\beta=0$
154.99999999985903,0.09573452884797007,,
155.99999999985812,0.09501324268057942,,
156.9999999998572,0.09430248278658837,,
157.9999999998563,0.09360197279602289,,
158.9999999998554,0.09291144565213472,,
159.99999999985448,0.09223064384423196,,
160.99999999985357,0.09155931952409446,,
161.99999999985266,0.09089723462238908,,
162.99999999985175,0.09024416166357696,,
163.99999999985084,0.08959988318383694,,
164.99999999984993,0.08896419289521873,,
165.99999999984902,0.0883373033721,,
166.99999999984811,0.08773232554085553,,
167.9999999998472,0.08713935525156558,,
168.9999999998463,0.0865538219222799,,
169.9999999998454,0.08597533055581152,,
170.99999999984448,0.0854037586832419,,
171.99999999984357,0.08483897906262428,,
172.99999999984266,0.08428086014464498,,
173.99999999984175,0.08373178890906274,,
174.99999999984084,0.0832171980291605,,
175.99999999983993,0.08270964096300304,,
176.99999999983902,0.08220630965661258,,
177.9999999998381,0.08170776488259435,,
178.9999999998372,0.08121413586195558,,
179.9999999998363,0.08072544320020825,,
180.99999999983538,0.08024167572148144,,
181.99999999983447,0.0797627994325012,,
182.99999999983356,0.07928875926882029,,
183.99999999983265,0.07881947851274163,,
184.99999999983174,0.07835485984105617,,
185.99999999983083,0.0778947880025953,,
186.99999999982992,0.0774391342420131,,
187.99999999982901,0.07698776118922979,,
188.9999999998281,0.07654052833095193,,
189.9999999998272,0.0760972963180393,,
190.9999999998263,0.07568051083944738,,
191.99999999982538,0.07527944073081017,,
192.99999999982447,0.07488005340564996,,
193.99999999982356,0.0744822951965034,,
194.99999999982265,0.07409718504641205,,
195.99999999982174,0.07372807967476547,,
196.99999999982083,0.07336007710546255,,
197.99999999981992,0.07299266755580902,,
198.999999999819,0.07262600492686033,,
199.9999999998181,0.07226023974362761,,
200.9999999998172,0.07189550017938018,,
201.99999999981628,0.0715318969450891,,
202.99999999981537,0.07116952445358038,,
203.99999999981446,0.07080846326425672,,
204.99999999981355,0.07044878206215799,,
205.99999999981264,0.07009053835645318,,
206.99999999981173,0.06973378139082342,,
207.99999999981083,0.06937855202704668,,
208.99999999980992,0.06902488449122757,,
209.999999999809,0.06867280718870461,,
