PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 54, filenames: A:[54]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[55]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.04326129,2.096617937,1
47,65,0.003941297531,2.186986446,1
47,97,-1.172197342,3.224463224,1
47,129,-1.917714596,5.283077717,1
47,161,-2.379518986,5.680508614,1
47,193,-2.220100403,5.112007141,1
47,225,-1.457438469,3.743336201,1
47,257,0.1298122108,2.396607876,1
47,289,0.9126751423,2.228976011,1
47,321,1.243284464,1.773015976,1
47,353,1.619785786,0.3526366353,1
47,385,0.6397999525,1.819153428,1
47,417,1.871492505,3.868456602,1
47,449,2.524978638,4.121860504,1
47,481,3.425610542,4.693175316,1
47,513,3.865693092,4.145750999,1
47,545,3.677205324,4.145837784,1
47,577,1.284193754,4.257863045,1
47,609,-0.1615998149,2.652486801,1
47,641,-0.6578978896,2.053926706,1
47,673,-0.4158290029,1.60187161,1
47,705,0.02951943874,1.282034397,1
47,737,-0.1547482014,1.021677732,1
47,769,-2.213932514,2.962396145,1
47,801,-2.591886282,3.429348469,1
47,833,-2.763901234,2.278112888,1
47,865,-3.169340849,0.9255013466,1
47,897,-2.424851418,0.04914534092,1
47,929,-2.627985954,-0.4831138253,1
47,961,-2.259124279,0.5797174573,1
47,993,-1.773093581,2.143187046,1
47,1025,-0.2990772724,2.282259941,1
47,1057,0.06125885248,2.028660774,1
47,1089,-0.4505560994,2.175505161,1
47,1121,0.5092325211,2.948511124,1
47,1153,1.977451563,3.90849781,1
47,1185,1.799648881,2.338037968,1
47,1217,2.906283617,0.5176417828,1
47,1249,0.8283552527,1.021645784,1
47,1281,1.840830326,2.585371971,1
47,1313,0.7946705222,2.511525393,1
47,1345,0.5803016424,3.29010582,1
47,1377,1.7391572,4.446530819,1
47,1409,3.386008263,2.639717102,1
47,1441,2.240224123,1.26117897,1
47,1473,0.6423813105,-0.4609408975,1
47,1505,-3.004626751,-0.5155463815,1
47,1537,-3.680124998,-0.4967025518,1
47,1569,-2.917189598,-2.768315792,1
47,1601,NaN,NaN,2
47,1633,0.3808025122,-4.706927776,1
47,1665,-1.110114098,-0.7959897518,1
47,1697,-0.4282102585,0.4222050309,1
47,1729,-0.5852899551,2.939077854,1
47,1761,-0.7504671812,3.081813574,1
47,1793,-0.3585727215,2.970739841,1
47,1825,-0.7274575233,3.186911106,1
47,1857,NaN,NaN,2
47,1889,2.211081505,4.698847771,1
47,1921,3.709572315,-0.1334975958,1
47,1953,5.856873512,-0.9314556122,1
47,1985,3.493118286,0.02868425846,1
47,2017,NaN,NaN,2
79,33,-1.280089378,1.891081095,1
79,65,-0.2269570827,1.871576905,1
79,97,-0.5449302793,2.762876987,1
79,129,-0.846065104,3.559924126,1
79,161,-1.125967264,3.956830502,1
79,193,-1.465576172,3.740104198,1
79,225,-2.887312412,3.75281024,1
79,257,-0.577368319,2.199898005,1
79,289,0.4186496139,1.566895008,1
79,321,1.060670614,1.876003265,1
79,353,1.21579051,1.062918901,1
79,385,0.8044006824,1.095414639,1
79,417,1.087059259,2.193393707,1
79,449,0.9212460518,2.679200649,1
79,481,1.627029896,2.893470764,1
79,513,1.44730711,2.508615971,1
79,545,1.580493331,2.832564831,1
79,577,1.601278305,3.765986919,1
79,609,-0.3369418681,3.936932087,1
79,641,-0.2776594758,3.425967216,1
79,673,-0.01034849882,1.999307871,1
79,705,-0.760608077,0.9303754568,1
79,737,-2.30458045,0.7259731293,1
79,769,-3.128872395,1.43026948,1
79,801,-2.596518517,1.973995805,1
79,833,-1.119491577,1.13389504,1
79,865,-1.710766315,0.855766058,1
79,897,-1.878273964,1.040222883,1
79,929,-1.85278511,0.6780864596,1
79,961,-1.745764017,1.024803162,1
79,993,-1.056208253,1.177661657,1
79,1025,-0.3530460894,1.650214434,1
79,1057,NaN,NaN,2
79,1089,-0.969692409,1.717601299,1
79,1121,1.500349879,2.029858828,1
79,1153,2.720049858,2.723982334,1
79,1185,3.152347326,3.554219007,1
79,1217,1.992709398,3.394035339,1
79,1249,0.7813526988,2.244320869,1
79,1281,0.4800651073,2.7729671,1
79,1313,0.6415548325,3.358279467,1
79,1345,0.4153722823,3.77862978,1
79,1377,0.2513289452,3.586014986,1
79,1409,-0.5062794685,3.088444233,1
79,1441,-0.6941155195,0.9064301848,1
79,1473,-1.577905655,-0.06263315678,1
79,1505,-1.846422315,0.1317442954,1
79,1537,-1.83898747,-0.1317283809,1
79,1569,-1.105939984,-1.149337292,1
79,1601,0.4010664225,-1.927021742,1
79,1633,0.4577775002,-0.7329774499,1
79,1665,-0.4276220202,1.430655241,1
79,1697,-0.06254738569,-0.5969423056,1
79,1729,-0.3439127207,0.7951159477,1
79,1761,0.9107376933,2.375466108,1
79,1793,1.920255065,1.746643543,1
79,1825,2.249307632,1.69977212,1
79,1857,2.360857964,1.905567646,1
79,1889,2.824724197,3.1735847,1
79,1921,4.252912045,0.5445939898,1
79,1953,5.285346985,-0.2356366515,1
79,1985,5.085371971,-0.04171644896,1
79,2017,3.254831553,-0.573390305,1
111,33,0.4159964323,1.801249981,1
111,65,0.4223563671,1.754338026,1
111,97,0.3945165575,2.360986471,1
111,129,0.2188646793,2.68393302,1
111,161,-0.216059804,3.248520851,1
111,193,-1.047276258,3.72264719,1
111,225,-1.064808846,3.243323326,1
111,257,0.6776922345,2.049228668,1
