PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 3, filenames: A:[3]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.78221035,1.40619278,1
47,65,6.583579063,7.481700897,1
47,97,6.542815685,7.485572815,1
47,129,6.534993172,5.774331093,1
47,161,5.552933693,6.19313097,1
47,193,4.162111282,6.126441002,1
47,225,4.077814579,5.832413673,1
47,257,4.796111107,8.047735214,1
47,289,5.530025482,5.658902168,1
47,321,4.883360386,4.57184124,1
47,353,4.780089855,3.77104187,1
47,385,3.218398094,3.721103907,1
47,417,2.489523649,2.961612701,1
47,449,1.216872215,1.756579876,1
47,481,1.545824289,1.287213326,1
47,513,3.605798721,0.6122889519,1
47,545,NaN,NaN,2
47,577,7.347752571,0.6251571178,1
47,609,5.902794838,-0.6457763314,1
47,641,NaN,NaN,2
47,673,5.726584911,1.996691585,1
47,705,7.357502937,1.460641026,1
47,737,8.605344772,-1.235314488,1
47,769,NaN,NaN,2
47,801,3.447469711,-0.1733283997,1
47,833,1.51752615,0.07126754522,1
47,865,1.274120092,0.4771267772,1
47,897,2.120198488,0.6149186492,1
47,929,3.160706043,-0.5143873692,1
47,961,4.687119961,-1.344513416,1
47,993,5.894171238,-0.9912395477,1
47,1025,5.855021954,-1.331815958,1
47,1057,7.664527893,-0.6599766016,1
47,1089,8.055652618,-0.4089317322,1
47,1121,7.707489014,1.685469031,1
47,1153,6.867014885,1.838978291,1
47,1185,6.630478859,0.8246328831,1
47,1217,8.928384781,-0.05344548821,1
47,1249,9.944290161,-0.5650026798,1
47,1281,8.860358238,0.9868952036,1
47,1313,NaN,NaN,2
47,1345,8.255384445,-3.295609951,1
47,1377,8.520661354,-1.0849998,1
47,1409,8.854643822,-1.299834728,1
47,1441,10.22778511,-4.303524971,1
47,1473,NaN,NaN,2
47,1505,13.85380936,0.5325837135,1
47,1537,13.43141651,2.018691063,1
47,1569,14.13447285,1.288882494,1
47,1601,12.69033623,-0.1664514542,1
47,1633,11.83752632,-0.6130529642,1
47,1665,12.9305687,-0.6786346436,1
47,1697,14.32075119,0.06617236137,1
47,1729,15.18602943,0.8587254286,1
47,1761,NaN,NaN,2
47,1793,13.22174168,1.732200384,1
47,1825,12.28378677,-0.02917504311,1
47,1857,10.38575935,0.2160474658,1
47,1889,8.816557884,-0.05588459969,1
47,1921,9.980780602,-0.9503569603,1
47,1953,8.793793678,-0.4581227303,1
47,1985,NaN,NaN,2
47,2017,11.700634,0.3003543615,1
79,33,5.349528313,2.751924992,1
79,65,7.633187771,4.818408012,1
79,97,6.339201927,6.141738415,1
79,129,5.048962593,6.432034969,1
79,161,3.48849678,6.375442505,1
79,193,3.161154032,5.661865234,1
79,225,4.094511986,4.939231873,1
79,257,4.508611202,5.887141228,1
79,289,3.932973862,4.936722279,1
