PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 9, filenames: A:[9]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,1441,5.850402832,0.8643407822,1
111,1473,6.902486324,-0.1027482748,1
111,1505,10.45065689,0.4817486703,1
111,1537,9.13598156,0.3367913961,1
111,1569,9.052742004,-0.3067144156,1
111,1601,9.750472069,1.395511627,1
111,1633,8.085741043,1.931130886,1
111,1665,6.922977448,0.5230529308,1
111,1697,7.113409042,-0.2139358222,1
111,1729,7.51581192,-1.393893003,1
111,1761,7.173679352,-2.140277863,1
111,1793,8.721281052,-2.595374107,1
111,1825,NaN,NaN,2
111,1857,9.351419449,-2.615146637,1
111,1889,9.782627106,-2.179757595,1
111,1921,9.516220093,-1.522826195,1
111,1953,7.396257401,-3.231029749,1
111,1985,7.380196095,-1.423959494,1
111,2017,5.413784981,-0.1260297298,1
143,33,0.7153024077,0.1623522639,1
143,65,0.2260845304,0.09847673774,1
143,97,-0.187548086,-0.2776320577,1
143,129,-0.4105561972,-0.5517542958,1
143,161,-0.8282592893,-1.189152718,1
143,193,-2.62457037,-2.630226851,1
143,225,-3.104450226,-1.650411129,1
143,257,-1.449133158,-0.2382855415,1
143,289,-1.027205586,0.9486794472,1
143,321,-0.9059987068,1.843677759,1
143,353,-0.8659698963,2.254644871,1
143,385,-0.2018051147,0.9024595022,1
143,417,-0.7167263031,1.223420143,1
143,449,-0.7404659986,1.579298139,1
143,481,-0.6972301006,1.967674732,1
143,513,-0.7404754162,1.609561205,1
143,545,-0.8383139968,1.933159351,1
143,577,-0.8217592239,2.516051292,1
143,609,-0.9441213608,3.036389112,1
143,641,-1.156869411,1.752946377,1
143,673,-1.737835288,0.8851361275,1
143,705,-2.037529945,0.1203300953,1
143,737,-1.792493939,0.1498839855,1
143,769,-1.828179479,0.01098722219,1
143,801,-1.696744442,0.7069017887,1
143,833,-1.01856029,1.564419746,1
143,865,-0.4089496732,0.6236609221,1
143,897,-0.07860100269,1.068796873,1
143,929,0.3573604822,0.6359915733,1
143,961,0.7657730579,1.737225294,1
143,993,0.4667035341,1.274243116,1
143,1025,-0.3685586452,0.8315066099,1
143,1057,-1.224089384,1.385907173,1
143,1089,-0.1318916082,1.986458898,1
143,1121,1.18121469,-0.5412356853,1
143,1153,NaN,NaN,2
143,1185,2.635811329,0.9144235849,1
143,1217,3.885604382,0.5751713514,1
143,1249,4.93757534,0.8642389774,1
143,1281,5.259565353,1.51245594,1
143,1313,NaN,NaN,2
143,1345,5.67901516,0.761544764,1
143,1377,6.834606647,0.138746798,1
143,1409,6.781271458,0.5480239987,1
143,1441,7.121103764,0.4633858204,1
143,1473,7.430385113,0.02069050074,1
143,1505,8.619096756,0.01361489296,1
143,1537,9.267118454,0.01825961471,1
143,1569,NaN,NaN,2
143,1601,10.00021935,0.5676802397,1
143,1633,8.325787544,0.8437393904,1
143,1665,7.276795387,0.8543326259,1
143,1697,6.996925354,0.5261833668,1
143,1729,6.776027679,-0.2099079788,1
143,1761,6.276694298,-0.6234360933,1
143,1793,7.907535553,-1.0059793,1
143,1825,9.121879578,-1.989472985,1
143,1857,NaN,NaN,2
143,1889,11.86890888,-1.730490208,1
143,1921,9.078542709,-1.181117296,1
143,1953,8.099900246,-1.738093615,1
143,1985,7.296243191,-1.347765565,1
143,2017,6.422648907,-0.5841159821,1
175,33,1.445618629,-0.0201831609,1
175,65,0.9323903918,0.05244557559,1
175,97,-0.2427252531,-0.3704137504,1
175,129,-0.5393270254,-0.4067744017,1
175,161,-0.8601174951,-0.7154592276,1
175,193,-0.8760106564,-0.7724183798,1
175,225,-0.982286334,-0.09984698892,1
175,257,-1.375825167,-0.09018412232,1
175,289,-1.471321702,0.8742153645,1
175,321,-1.928316593,1.643025041,1
175,353,-1.446795464,1.182020903,1
175,385,-1.029285073,0.2251217365,1
175,417,-1.29433322,0.8371738195,1
175,449,-0.5100793839,1.395796537,1
175,481,0.8203029633,0.4395321608,1
175,513,NaN,NaN,2
175,545,-1.464149237,2.672469616,1
175,577,-1.272959232,2.985125065,1
175,609,-0.50895679,2.042757511,1
175,641,-1.239763141,2.395544767,1
175,673,-1.133740664,2.634735584,1
175,705,-1.075518012,0.2655387521,1
175,737,-1.583140969,0.292901963,1
175,769,-2.868010283,0.6765908003,1
175,801,-2.333521605,0.9358759522,1
175,833,-1.418957591,1.019972563,1
175,865,-0.7682965994,0.2405344844,1
175,897,0.2417317629,0.8426882029,1
175,929,0.3909885287,2.617117405,1
175,961,-0.4473931193,1.791498899,1
175,993,-1.666581511,2.938189507,1
175,1025,-0.9007919431,1.947134972,1
175,1057,-0.2178668976,2.044431686,1
175,1089,0.3194289207,1.743111014,1
175,1121,1.645787954,2.266279221,1
175,1153,NaN,NaN,2
175,1185,1.280585766,-1.171273828,1
175,1217,3.394234896,-0.1553707123,1
175,1249,5.956781864,0.7490332127,1
175,1281,6.326313972,1.347706556,1
175,1313,NaN,NaN,2
175,1345,NaN,NaN,2
175,1377,6.8997612,0.06268787384,1
175,1409,7.301148891,0.5384085178,1
175,1441,7.703853607,0.4377915263,1
175,1473,7.62111187,-0.4283799529,1
175,1505,8.168216705,-0.2954310775,1
175,1537,8.537084579,0.2908180356,1
175,1569,9.100022316,0.7543926239,1
175,1601,9.084174156,0.6488458514,1
175,1633,8.348079681,0.3685597777,1
175,1665,8.10709095,0.2023963928,1
175,1697,8.390658379,1.199571371,1
175,1729,8.183526039,1.463010073,1
175,1761,8.228240013,0.7541064024,1
175,1793,9.044124603,-0.0797175169,1
175,1825,9.552280426,-1.574610114,1
175,1857,9.937866211,-1.865130782,1
175,1889,9.607883453,-1.322693348,1
175,1921,8.320578575,-0.01372432709,1
175,1953,7.54516983,0.06534957886,1
175,1985,6.681816578,-0.7711721063,1
175,2017,NaN,NaN,2
207,33,0.2030813098,0.05619506538,1
207,65,-0.1386977732,0.4094554186,1
207,97,-0.1424547881,0.1250633001,1
207,129,-0.3584522307,-0.1198312044,1
207,161,-0.822445035,-0.6767873168,1
207,193,-1.047693491,-0.4382236004,1
207,225,-1.308392048,0.5329259038,1
207,257,-2.425052643,0.2847171426,1
207,289,-2.81917429,1.41765821,1
207,321,-2.897264242,1.756634831,1
207,353,-2.459808111,1.148021221,1
207,385,-3.055840492,0.6024323702,1
207,417,-2.628988028,0.7689210176,1
207,449,-0.6263204217,0.5008561015,1
207,481,0.05836373568,0.6596814394,1
207,513,-0.7354896069,1.121867657,1
207,545,-1.826944947,2.432956457,1
207,577,-2.143498659,2.720256805,1
207,609,-1.919216633,2.429724455,1
207,641,-1.595327497,1.535146594,1
207,673,-1.916564465,2.019792557,1
207,705,-1.572177291,1.443037748,1
207,737,NaN,NaN,2
207,769,NaN,NaN,2
207,801,NaN,NaN,2
207,833,-3.68643713,0.2017648816,1
207,865,-1.430894136,0.3894072473,1
207,897,NaN,NaN,2
207,929,-0.3139379621,0.7222098112,1
207,961,-0.1705336869,0.6840637922,1
207,993,-1.1498034,1.528444052,1
207,1025,-0.09394568205,1.749394178,1
207,1057,0.4323791862,0.9914755821,1
207,1089,1.35338378,0.8481954336,1
207,1121,4.372505188,2.001639605,1
207,1153,3.968971491,1.826348543,1
207,1185,1.84752655,-1.528615475,1
207,1217,3.381951332,0.5936543941,1
207,1249,5.009609222,1.276420116,1
207,1281,6.391712666,0.6281139851,1
207,1313,6.889713287,0.3801396489,1
207,1345,9.117362022,-0.3890191317,1
207,1377,7.695158482,0.3062523603,1
207,1409,7.971550465,0.7582554817,1
207,1441,8.772861481,0.4887670279,1
207,1473,10.43609047,0.1708413363,1
207,1505,8.442882538,-0.08927091956,1
207,1537,8.314936638,0.4035720527,1
207,1569,8.501355171,0.2849231064,1
207,1601,8.886510849,0.07727652788,1
207,1633,8.414193153,0.3894931376,1
207,1665,8.308237076,0.3706428111,1
207,1697,10.14923096,1.01315403,1
207,1729,10.09081268,2.17816925,1
207,1761,9.624263763,0.8090721965,1
207,1793,9.825035095,-1.237169743,1
207,1825,9.796179771,-2.440846443,1
207,1857,NaN,NaN,2
207,1889,8.653998375,-0.9137932062,1
207,1921,7.798512459,0.5651243329,1
207,1953,7.193610191,0.39877069,1
207,1985,5.887533188,-0.7112954855,1
207,2017,3.067473412,-1.812824845,1
239,33,-0.041090101,-0.02824482322,1
239,65,-0.1523831934,0.3322667181,1
239,97,0.181371659,0.8620587587,1
239,129,-0.01183325052,0.6903993487,1
239,161,-0.7191154957,-0.9349609017,1
239,193,-1.156875372,-0.9850993156,1
239,225,-1.997698665,1.179306388,1
239,257,-2.900440931,2.969822168,1
239,289,-3.226394415,2.520256519,1
239,321,-2.295044899,2.02456975,1
239,353,-2.093238354,1.439244628,1
239,385,-3.295743465,0.8939377069,1
239,417,-3.295955896,-0.7221215367,1
239,449,-0.6412913799,-0.7336120605,1
239,481,0.2805531025,-0.1493281722,1
239,513,-0.8775730133,0.4328990579,1
239,545,-2.160241365,0.5117551088,1
239,577,-2.846766233,1.11825192,1
239,609,-3.44658494,1.382619858,1
239,641,-1.317902565,-0.7489902377,1
239,673,-0.6274116039,-0.8038616776,1
239,705,-1.718743443,0.6908581257,1
239,737,-2.711662292,0.4818661213,1
239,769,-3.612463236,-0.1839296818,1
239,801,-1.647762775,0.07894048095,1
239,833,-1.665858269,0.07440986484,1
239,865,-1.298848033,-0.1021933705,1
239,897,-0.8275555372,-0.1645997465,1
239,929,-0.403211832,-0.2176663876,1
239,961,0.1375272274,0.5752081871,1
239,993,0.06097796559,0.9860087633,1
239,1025,-0.3218685985,0.7157952785,1
239,1057,0.5663187504,0.2419871688,1
239,1089,2.991616964,-0.4681470394,1
239,1121,4.643026352,1.628540993,1
239,1153,5.363501072,2.595082998,1
239,1185,NaN,NaN,2
239,1217,4.444489002,1.870503068,1
239,1249,4.930036545,0.4024099112,1
239,1281,5.908296585,0.06031852961,1
239,1313,7.318869114,-0.0901452601,1
239,1345,8.477514267,0.4045249224,1
239,1377,7.797618389,1.050396919,1
239,1409,7.782164574,0.915795207,1
239,1441,8.516012192,0.5923068523,1
239,1473,9.132470131,0.4504753947,1
239,1505,8.693770409,0.03590241075,1
239,1537,8.675162315,0.8474854231,1
239,1569,8.818875313,0.1360800415,1
239,1601,8.67539978,-0.3034202456,1
239,1633,8.801312447,0.6011141539,1
239,1665,9.142061234,1.263711214,1
239,1697,10.33754063,1.104906917,1
239,1729,10.30342484,3.072646379,1
239,1761,10.13948822,0.1367407441,1
239,1793,10.44178009,-1.847980976,1
239,1825,10.94936466,-2.528231621,1
239,1857,10.28967667,-1.628853083,1
239,1889,8.18009758,-0.8373128176,1
239,1921,7.423802376,-0.09170004725,1
239,1953,7.349227905,-0.2098127902,1
239,1985,5.755696774,-1.182390571,1
239,2017,4.427704811,-1.983315468,1
271,33,-0.2936034203,-0.1514497399,1
271,65,0.310074091,0.5128344297,1
271,97,0.6344111562,1.218122482,1
271,129,0.8934500217,0.9511163235,1
271,161,-0.5321831703,0.6181306839,1
271,193,-2.442457676,0.4331321716,1
271,225,-1.595838785,1.638736248,1
271,257,-1.813624501,3.084687471,1
271,289,-2.001285553,2.124293804,1
271,321,-1.867424965,1.649619341,1
271,353,-0.959608674,1.981378317,1
271,385,-1.998336554,1.472365975,1
271,417,-1.632486343,0.2908921838,1
271,449,0.1597363949,-0.4472463727,1
271,481,0.1751412153,-0.9264584184,1
271,513,0.1648287773,-0.09289902449,1
271,545,-0.9496619701,-0.858738184,1
271,577,-1.544923186,-0.3683122396,1
271,609,-3.616554737,-0.6667840481,1
271,641,-2.220452309,-1.308010697,1
271,673,0.4904613495,-1.561444163,1
271,705,-1.870991707,0.3070514798,1
271,737,-2.80960536,0.2248436213,1
271,769,-2.586150408,0.1830507517,1
271,801,-1.588593483,0.05190184712,1
271,833,-0.6833021641,-0.9142085314,1
271,865,-1.034231186,-0.5299208164,1
271,897,-0.8686249852,-0.8097890615,1
271,929,-0.1152960062,-0.712790668,1
271,961,0.5997254848,1.159673929,1
271,993,0.3538425863,0.1877141595,1
271,1025,-1.171884894,0.623857379,1
271,1057,-0.8511310816,0.5666694045,1
271,1089,2.821258068,0.2611092329,1
271,1121,4.266232491,1.563014865,1
271,1153,4.673121452,2.561758041,1
271,1185,3.289574862,3.395171642,1
271,1217,2.464236736,0.7552850246,1
271,1249,4.04322052,-0.7934807539,1
271,1281,5.175374031,-0.5063917637,1
271,1313,7.200474739,-0.4138327837,1
271,1345,9.235248566,0.7345093489,1
271,1377,9.403799057,2.285363197,1
271,1409,8.678875923,1.70457077,1
271,1441,8.003521919,1.63154459,1
271,1473,7.350361824,1.564969659,1
271,1505,7.544342995,1.233832359,1
271,1537,8.096576691,1.917197943,1
271,1569,NaN,NaN,2
271,1601,8.833456993,-1.19792676,1
271,1633,9.135667801,0.5744327307,1
271,1665,9.546031952,0.8921623826,1
271,1697,9.530489922,2.6374259,1
271,1729,9.157829285,3.491655588,1
271,1761,10.15636444,0.2282139063,1
271,1793,9.99429512,-1.68744874,1
271,1825,10.11956787,-2.172750473,1
271,1857,9.8606987,-0.7673196793,1
271,1889,NaN,NaN,2
271,1921,NaN,NaN,2
271,1953,7.178070545,0.2857567966,1
271,1985,6.719499111,0.6332595348,1
271,2017,5.656574726,-1.155088305,1
303,33,0.1390413046,0.3048460484,1
303,65,0.2956812382,0.5556933284,1
303,97,0.4359631836,1.497380972,1
303,129,1.25796783,1.632750392,1
303,161,0.322465688,2.477636337,1
303,193,-0.7992060184,2.741335869,1
303,225,-1.598744154,1.981108904,1
303,257,-0.595975399,1.520064473,1
303,289,-1.213952661,1.879636526,1
303,321,-1.549124002,1.927470922,1
303,353,-1.6055758,2.433222294,1
303,385,-2.15162611,1.91218245,1
303,417,-1.862931371,1.4680264,1
303,449,0.1025483608,0.5545670986,1
303,481,0.08409923315,0.5444290638,1
303,513,-0.7203224897,-0.003976881504,1
303,545,-0.352385819,-0.2598618269,1
303,577,-0.4237444997,-0.5728855133,1
303,609,-0.749538362,-0.9988062382,1
303,641,-0.3486545682,-0.1737267971,1
303,673,-0.06857430935,0.2923717201,1
303,705,-1.756413221,1.522539496,1
303,737,-2.194759846,0.01610034704,1
303,769,-1.912036419,0.04545426369,1
303,801,-1.992756844,0.009703099728,1
303,833,-1.182963014,-0.4151518941,1
303,865,-0.9539439678,-0.8279260993,1
303,897,-0.7736401558,-1.688830376,1
303,929,-0.1727863848,-1.0714221,1
303,961,NaN,NaN,2
303,993,0.8564403057,-0.4884214997,1
303,1025,0.2444866896,0.281945169,1
303,1057,-0.3649412394,-0.5557272434,1
303,1089,1.414297581,-1.077624917,1
303,1121,3.18730092,0.1052696705,1
303,1153,2.682863235,0.6714286208,1
303,1185,1.093854427,1.842687607,1
303,1217,1.875783205,0.3443238437,1
303,1249,3.855247974,-0.5101326704,1
303,1281,5.803655624,-0.5322015882,1
303,1313,7.516112328,-0.4017574787,1
303,1345,8.200914383,0.5830201507,1
303,1377,8.979955673,2.12732482,1
303,1409,8.620955467,3.266901731,1
303,1441,8.211044312,2.975361347,1
303,1473,7.056991577,2.075926781,1
303,1505,6.653581619,1.573285818,1
303,1537,7.684657097,1.503992319,1
303,1569,NaN,NaN,2
303,1601,NaN,NaN,2
303,1633,9.875589371,0.1113387048,1
303,1665,10.85050964,0.3585660458,1
303,1697,11.16259575,0.6606539488,1
303,1729,9.309558868,1.987171888,1
303,1761,9.622628212,-2.039481401,1
303,1793,9.345803261,-2.55282259,1
303,1825,9.226028442,-1.471480131,1
303,1857,8.87003231,0.05709445477,1
303,1889,NaN,NaN,2
303,1921,NaN,NaN,2
303,1953,6.674761295,0.0148114562,1
303,1985,6.568399906,0.3981228769,1
303,2017,7.181317329,-0.3712360859,1
335,33,0.6845501661,1.00546205,1
335,65,1.143991828,-0.2643275261,1
335,97,1.437831879,0.4756484628,1
335,129,1.387025595,1.817636371,1
335,161,0.2353375852,2.770760298,1
335,193,-0.3469004333,3.081819296,1
335,225,-0.8792996407,1.661550283,1
335,257,-0.4250361919,0.5579241514,1
335,289,-0.6598148346,1.151885986,1
335,321,-0.9474736452,1.617827058,1
335,353,-1.058146954,2.742886782,1
335,385,-0.8807042837,3.031220675,1
335,417,-1.165301681,2.025629044,1
335,449,-0.8530883789,0.4023865461,1
335,481,-0.806042254,0.3146020174,1
335,513,-1.776658297,0.6702874303,1
335,545,-0.2530902624,-0.07701522112,1
335,577,-0.03874191642,-0.8124988079,1
335,609,-0.03710180521,-1.02867949,1
335,641,0.07715934515,-0.6196950674,1
335,673,-0.3938157558,0.2876904905,1
335,705,-0.9072288275,1.100153923,1
335,737,-1.261162162,-0.0710247159,1
335,769,-1.476099491,-0.6672873497,1
335,801,-2.000857353,-0.3316209316,1
335,833,-1.912969112,0.6412690878,1
335,865,-1.305608034,-0.9798679352,1
335,897,-2.753186941,-0.8242101669,1
335,929,-2.68934679,0.3477318287,1
335,961,-0.1183832437,-1.433065891,1
335,993,0.5776711106,-0.575879693,1
335,1025,1.634060621,-0.7365709543,1
335,1057,1.24810648,-2.348873138,1
335,1089,0.9911137819,-1.915479064,1
335,1121,1.649259567,-1.857916474,1
335,1153,1.603842735,-1.093611598,1
335,1185,1.736931562,1.274269104,1
335,1217,5.144535065,-0.461374104,1
335,1249,7.462581635,-0.8940034509,1
335,1281,7.413117409,-1.086316228,1
335,1313,8.01725769,-0.6697624326,1
335,1345,7.955411911,-0.2740574181,1
335,1377,7.768781662,-0.5400327444,1
335,1409,7.490364075,-0.02766788006,1
335,1441,8.717750549,3.608083248,1
335,1473,8.763982773,2.213395119,1
335,1505,7.050382614,0.2748904228,1
335,1537,NaN,NaN,2
335,1569,9.632069588,-0.7007818222,1
335,1601,9.211357117,-0.8299911022,1
335,1633,9.774840355,-0.5500040054,1
335,1665,10.81549549,-0.3623957038,1
335,1697,10.95865536,-0.2213503122,1
335,1729,9.369837761,-2.988768101,1
335,1761,8.498885155,-3.432202578,1
335,1793,8.650896072,-3.13078475,1
335,1825,8.433112144,-1.364689827,1
335,1857,7.79507637,-0.9545186758,1
335,1889,6.725011826,-0.9889450073,1
335,1921,5.626317501,-1.587269306,1
335,1953,NaN,NaN,2
335,1985,4.95311594,-0.7292060852,1
335,2017,7.132190228,-0.2823940516,1
367,33,1.83255434,0.9919167757,1
367,65,2.412538052,-0.3900951147,1
367,97,1.984767437,0.5787621737,1
367,129,0.9066703916,1.532015204,1
367,161,0.2791126072,2.104312181,1
367,193,-0.2305229008,2.333549023,1
367,225,-1.230889201,1.599477053,1
367,257,-0.08532187343,0.5221393704,1
367,289,-0.273797214,1.111877441,1
367,321,-0.6570062041,2.012900352,1
367,353,-0.3386817575,2.45422101,1
367,385,-0.1819714308,3.981603861,1
367,417,-0.6725503802,2.621686459,1
367,449,-0.709505558,1.13961184,1
367,481,-0.6019058228,0.06058180332,1
367,513,-1.358152747,0.8385226727,1
367,545,-0.3550772071,-0.5232962966,1
367,577,-0.6851143837,-1.134540796,1
367,609,-1.405880928,-1.166150689,1
367,641,-1.486723781,-0.5910078287,1
367,673,-1.944052339,0.07625305653,1
367,705,-1.198643684,-0.07877335697,1
367,737,-0.8147054911,-0.4225423336,1
367,769,-1.778479457,-1.313502789,1
367,801,-1.908370972,-0.712513864,1
367,833,-1.765816569,0.02570647001,1
367,865,-1.75364244,-0.9377605915,1
367,897,-4.581990242,-0.157068491,1
367,929,-3.937446594,-1.51058352,1
367,961,-0.6172626019,-3.457322836,1
367,993,-0.237703979,-0.6558635235,1
367,1025,0.3856893182,-0.05214327574,1
367,1057,1.787666082,-1.633442163,1
367,1089,0.6513239741,-2.103099585,1
367,1121,0.543300271,-3.130041838,1
367,1153,1.337950945,-2.244495392,1
367,1185,1.895964622,-0.8576017618,1
367,1217,4.215087891,-1.518516421,1
367,1249,7.315084457,-2.378494263,1
367,1281,8.345270157,-1.481577158,1
367,1313,9.30262661,-0.9051024318,1
367,1345,9.192891121,-0.4924638867,1
367,1377,8.895363808,-1.357685804,1
367,1409,8.926610947,-1.439537048,1
367,1441,10.15766811,-0.1053557098,1
367,1473,9.899143219,0.3647808433,1
367,1505,7.80531311,-0.02564528584,1
367,1537,9.434280396,0.7443715334,1
367,1569,10.43665886,-1.405321121,1
367,1601,9.892854691,-1.424492598,1
367,1633,9.727416039,-1.037129402,1
367,1665,9.627630234,-0.8981134892,1
367,1697,9.399847984,-0.5717624426,1
367,1729,7.355209351,-3.52466321,1
367,1761,8.716534615,-3.661273003,1
367,1793,8.689320564,-3.120611191,1
367,1825,8.872476578,-1.418608069,1
367,1857,7.306638718,-0.7788562775,1
367,1889,8.331947327,-1.470767498,1
