PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 2, filenames: A:[2]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[3]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,29.8405323,36.09796906,1
47,97,26.90787697,35.60837173,1
47,129,28.7842865,34.35049438,1
47,161,28.34172821,34.05664062,1
47,193,29.97066307,33.64115143,1
47,225,29.96712303,32.32801819,1
47,257,29.47124672,32.45052338,1
47,289,28.62262154,32.29312515,1
47,321,28.32194328,33.13131332,1
47,353,29.53910828,31.82276917,1
47,385,30.74643135,30.42045975,1
47,417,30.58390808,29.99244881,1
47,449,31.5332737,32.63446045,1
47,481,30.79021835,29.02260971,1
47,513,31.61358643,26.80037308,1
47,545,33.73123932,26.64709854,1
47,577,NaN,NaN,2
47,609,34.20991135,26.98510742,1
47,641,NaN,NaN,2
47,673,NaN,NaN,2
47,705,35.7040329,23.46110535,1
47,737,38.54071426,24.2803936,1
47,769,41.45514297,24.120121,1
47,801,42.88787842,21.28206825,1
47,833,42.87778854,19.28053856,1
47,865,44.10964966,19.56836319,1
47,897,45.31601334,19.31075096,1
47,929,45.35159683,18.15597153,1
47,961,48.28002548,16.74986649,1
47,993,48.04507446,15.63754654,1
47,1025,52.74155426,16.63950539,1
47,1057,53.45952988,12.72241402,1
47,1089,52.30912018,11.48426819,1
47,1121,NaN,NaN,2
47,1153,56.74693298,11.33930016,1
47,1185,57.81435013,9.994278908,1
47,1217,56.2542305,7.720333099,1
47,1249,53.34712982,4.733857155,1
47,1281,52.37911606,5.100348473,1
47,1313,51.55742645,6.85086441,1
47,1345,NaN,NaN,2
47,1377,55.24640274,-0.907356143,1
47,1409,58.95451736,-3.959851265,1
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,57.68806839,-2.104050636,1
47,1537,51.44091415,-1.11862874,1
47,1569,48.44131088,0.07796061039,1
47,1601,51.10558319,-1.482720852,1
47,1633,51.14302826,-0.9249763489,1
47,1665,NaN,NaN,2
47,1697,NaN,NaN,2
47,1729,NaN,NaN,2
47,1761,NaN,NaN,2
47,1793,66.35015869,-3.51061821,1
47,1825,52.60034943,-8.981508255,1
47,1857,50.99163055,-11.71679688,1
47,1889,NaN,NaN,2
47,1921,NaN,NaN,2
47,1953,NaN,NaN,2
47,1985,50.21731567,-18.33561897,1
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,28.92321968,34.55439758,1
79,97,28.5314064,35.62557602,1
79,129,29.21849251,35.25420761,1
79,161,29.23187828,34.87033463,1
79,193,28.55129623,34.32016373,1
79,225,29.39582825,32.80715942,1
79,257,29.01354599,32.83945465,1
79,289,26.56572914,32.68577194,1
79,321,26.81278419,32.47107315,1
79,353,28.8288269,32.05316162,1
79,385,29.99733543,32.04789734,1
79,417,29.01209831,31.28368568,1
79,449,29.15199661,30.5540638,1
79,481,29.15805817,28.07889748,1
79,513,29.24765968,28.27505875,1
79,545,31.55139923,28.98758888,1
79,577,32.77889633,29.20051956,1
79,609,33.73194504,28.91637611,1
79,641,35.03330231,27.71344376,1
79,673,36.74010468,26.84231377,1
79,705,38.70018387,26.69612694,1
79,737,39.54776764,25.14858627,1
79,769,41.74427414,23.78766632,1
79,801,43.35190964,22.31013107,1
79,833,43.87662125,20.58859444,1
79,865,44.2985878,22.14211655,1
79,897,44.43079376,21.64424324,1
79,929,46.88952637,19.15421677,1
79,961,49.01422501,18.92983437,1
79,993,45.5617218,17.92309952,1
79,1025,50.67002869,17.14185715,1
79,1057,52.8151741,15.43106556,1
79,1089,52.30140686,12.81628418,1
79,1121,50.74765015,10.76161003,1
79,1153,53.55495071,11.09771729,1
79,1185,55.78003311,10.50978279,1
79,1217,55.39963913,8.251545906,1
79,1249,55.12506866,4.797410965,1
79,1281,NaN,NaN,2
79,1313,NaN,NaN,2
79,1345,53.942173,5.24034977,1
79,1377,56.69530106,2.106817484,1
79,1409,56.85136795,-0.459670186,1
79,1441,57.93070221,-1.674701571,1
79,1473,54.98186874,-2.712174892,1
79,1505,52.46728516,-3.229915142,1
79,1537,50.7298851,-2.156411886,1
79,1569,51.29325485,-1.596328497,1
79,1601,53.94857025,-0.9681606293,1
79,1633,54.67136383,0.3803591728,1
79,1665,54.45389938,-2.499041557,1
79,1697,53.84160995,-4.352954865,1
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,NaN,NaN,2
79,1825,NaN,NaN,2
79,1857,51.98348236,-10.33300591,1
79,1889,52.42284012,-10.29168606,1
79,1921,50.35201263,-15.42498207,1
79,1953,51.31135559,-15.35168934,1
79,1985,51.54222488,-12.13582802,1
79,2017,NaN,NaN,2
111,33,24.40823746,28.39495277,1
111,65,27.63105392,33.01684189,1
111,97,28.34800911,34.95587921,1
111,129,28.79637909,35.62955475,1
111,161,29.1585331,35.89007187,1
111,193,29.52130318,34.80008316,1
111,225,29.97771645,33.50886154,1
111,257,28.57292557,33.03249359,1
111,289,26.84605598,33.14167023,1
111,321,25.7967968,32.26766205,1
111,353,27.66714668,32.66011047,1
111,385,NaN,NaN,2
111,417,28.8907299,31.56741142,1
111,449,29.03995514,31.09998322,1
111,481,28.91485214,28.45198441,1
111,513,28.59828758,29.84790421,1
111,545,30.55790329,30.0048008,1
111,577,32.1222229,29.13571167,1
111,609,33.84671402,28.23918915,1
111,641,35.95251465,27.29823494,1
111,673,37.35627747,26.26985168,1
111,705,38.95771027,26.06794548,1
111,737,40.27481079,24.28712845,1
111,769,42.03232574,23.80340004,1
111,801,43.52471924,23.3758831,1
111,833,44.55635071,23.87661552,1
111,865,NaN,NaN,2
111,897,NaN,NaN,2
111,929,NaN,NaN,2
111,961,48.17430878,19.86386108,1
111,993,NaN,NaN,2
111,1025,50.77651978,18.02809525,1
111,1057,51.8178978,16.242033,1
111,1089,52.7479248,13.80705357,1
111,1121,52.64089584,11.46535969,1
111,1153,NaN,NaN,2
111,1185,NaN,NaN,2
111,1217,NaN,NaN,2
111,1249,53.08872986,7.593491077,1
111,1281,53.64593887,8.060335159,1
111,1313,52.9661026,5.260627747,1
111,1345,53.68862915,3.992383718,1
111,1377,55.50663376,2.748219252,1
111,1409,55.2709465,1.439717531,1
111,1441,53.72516632,-0.7529397607,1
111,1473,NaN,NaN,2
111,1505,51.99428558,-2.47502017,1
111,1537,51.95739365,-2.525854826,1
111,1569,52.22935486,-2.933023691,1
111,1601,54.36470795,-1.516028404,1
111,1633,55.01730347,-1.354024887,1
111,1665,55.10128021,-3.724265099,1
