PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 4, filenames: A:[4]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[5]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5537279844,-3.368710279,1
47,65,1.930617332,-3.288244009,1
47,97,1.750414371,-1.936212301,1
47,129,1.603978872,-3.486629009,1
47,161,2.239321232,-3.845160484,1
47,193,3.149858475,-5.603069782,1
47,225,3.738819838,-7.508859158,1
47,257,2.987324238,-8.996365547,1
47,289,2.330111027,-8.804815292,1
47,321,1.384760857,-7.960693359,1
47,353,0.5290364623,-7.131377697,1
47,385,0.3819431663,-4.936069489,1
47,417,0.8783493042,-4.406485081,1
47,449,1.007862926,-5.38350153,1
47,481,0.02662947774,-5.037462711,1
47,513,NaN,NaN,2
47,545,0.9689496756,-6.296772957,1
47,577,0.1867516041,-5.99290657,1
47,609,0.5629454851,-5.538050175,1
47,641,1.313978076,-4.581189632,1
47,673,1.096005201,-3.150988579,1
47,705,0.1508159637,-3.04389286,1
47,737,-0.2673079967,-4.078415871,1
47,769,-2.233988762,-4.136280537,1
47,801,-1.871172428,-3.365988016,1
47,833,-1.17535162,-2.207144737,1
47,865,-1.505734205,-0.9207904339,1
47,897,-1.468787432,-0.1018857956,1
47,929,-0.2793134451,0.5569052696,1
47,961,-0.8247793913,-0.1566791534,1
47,993,-2.554278851,-3.321273804,1
47,1025,-0.9944782257,-4.108386993,1
47,1057,-2.428445816,-2.916718483,1
47,1089,-2.856848717,-3.087446213,1
47,1121,-3.241811037,-0.3094668388,1
47,1153,-2.839426041,0.4869660139,1
47,1185,-1.741173625,0.4185734987,1
47,1217,0.04110658169,0.07264554501,1
47,1249,1.539449453,0.01379686594,1
47,1281,1.870106459,-0.902756989,1
47,1313,1.294995785,-0.4556580782,1
47,1345,1.023374557,-0.2718249559,1
47,1377,3.887408972,-0.7770268321,1
47,1409,7.061918736,-0.951200664,1
47,1441,5.37455368,0.4903095961,1
47,1473,6.811880112,1.535848975,1
47,1505,6.972103596,-0.2549711466,1
47,1537,6.499156475,-1.082109928,1
47,1569,7.053560257,-0.9071604013,1
47,1601,8.005922318,-0.37040627,1
47,1633,8.238100052,0.5365342498,1
47,1665,7.162881374,0.4008681774,1
47,1697,7.49430418,-2.280543089,1
47,1729,8.316103935,-4.168723583,1
47,1761,7.586045265,-1.937327385,1
47,1793,NaN,NaN,2
47,1825,6.478272438,-4.783995628,1
47,1857,4.077759743,-3.163435221,1
47,1889,2.927293777,-2.461881638,1
47,1921,NaN,NaN,2
47,1953,4.178070068,-2.201769114,1
47,1985,1.303920746,-0.7851964831,1
47,2017,0.9108686447,0.008523881435,1
79,33,0.5670797825,-4.809887886,1
79,65,2.21742034,-5.164859772,1
79,97,3.236920118,-2.020470381,1
79,129,4.616886139,-2.685174942,1
79,161,4.667392731,-3.415836811,1
79,193,3.78862834,-5.228345871,1
79,225,2.922799826,-6.671471119,1
79,257,1.837625742,-7.463145256,1
79,289,1.646879673,-6.884746552,1
79,321,1.756465435,-7.599370003,1
79,353,0.2637684345,-8.661044121,1
79,385,0.3911311626,-5.774924278,1
79,417,0.08707224578,-9.162612915,1
79,449,-0.497576654,-7.446769714,1
79,481,-1.615698338,-6.792507172,1
79,513,-0.7444165945,-6.510910034,1
79,545,-0.93271631,-7.090308189,1
79,577,-1.836486816,-7.157608986,1
79,609,-0.5511983633,-5.681983471,1
79,641,-0.000922203064,-5.312567234,1
79,673,-0.6501217484,-4.843643188,1
79,705,-1.4253757,-4.334311962,1
79,737,-2.319751024,-4.56096983,1
79,769,-2.389324665,-5.176841259,1
79,801,-2.665550947,-4.781907082,1
79,833,-1.60038209,-3.765161037,1
79,865,-1.317242384,-1.853070498,1
79,897,-1.848421931,-2.351224422,1
79,929,-0.8869982958,-2.315688133,1
79,961,-0.7028836608,-2.881448746,1
79,993,-1.849890947,-5.542501926,1
79,1025,-1.348379731,-2.953993559,1
79,1057,-2.476207495,-2.166240692,1
79,1089,-2.876086235,-2.140999556,1
79,1121,-1.832084179,-0.8332970142,1
79,1153,-0.8596791029,-0.8515102863,1
79,1185,-0.2345250547,-0.9899940491,1
79,1217,0.6552767754,-0.7693841457,1
79,1249,1.311083317,0.5116246939,1
79,1281,1.475742579,-0.980609715,1
79,1313,3.385470867,-1.478956103,1
79,1345,3.909873962,-0.854732573,1
79,1377,4.245163441,-0.6395965815,1
79,1409,4.106703758,-0.5682211518,1
79,1441,4.774673462,0.07749962807,1
79,1473,NaN,NaN,2
79,1505,NaN,NaN,2
79,1537,7.758985996,-1.478048801,1
79,1569,7.389101028,-1.915596008,1
79,1601,8.086537361,-0.838660419,1
79,1633,8.363886833,0.3545705676,1
