PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 43, filenames: A:[43]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[44]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.7657635212,3.115338087,1
47,65,-1.2194314,1.2841748,1
47,97,-2.004794121,0.1739599109,1
47,129,-2.071636677,-0.1265486479,1
47,161,-2.061995983,0.04366219044,1
47,193,-2.847300768,0.3549701571,1
47,225,-3.279455662,1.380666375,1
47,257,-1.01896286,1.095546961,1
47,289,-0.3262739182,0.2148889303,1
47,321,-0.1800606847,-0.1613384783,1
47,353,-0.2362196445,-0.4843167067,1
47,385,-0.4473185539,0.8784320354,1
47,417,-0.8104450703,2.256876469,1
47,449,-2.79221034,2.277171612,1
47,481,-2.166004896,2.438389301,1
47,513,-1.528006792,1.586553097,1
47,545,-0.9349782467,0.552295208,1
47,577,-1.258329153,1.472830534,1
47,609,-1.812339664,1.823550701,1
47,641,-2.999541283,1.080724478,1
47,673,-5.735385895,1.551139116,1
47,705,-7.208896637,0.7079987526,1
47,737,-6.414281368,3.918462753,1
47,769,-4.933550835,5.042769432,1
47,801,-2.821724892,5.01223278,1
47,833,-2.917129993,3.603551865,1
47,865,-1.44023335,4.904070854,1
47,897,-0.3298941255,4.023563385,1
47,929,-0.9535495639,4.275043964,1
47,961,-2.180252314,3.803834915,1
47,993,-3.511888027,2.621207476,1
47,1025,-3.598169327,2.310029984,1
47,1057,-1.551728249,2.446593285,1
47,1089,0.8784995675,1.885415912,1
47,1121,1.862428188,1.581763506,1
47,1153,1.893804193,0.6675117016,1
47,1185,1.348279953,1.14008677,1
47,1217,1.35205102,2.019052029,1
47,1249,2.554945469,2.021226406,1
47,1281,3.098477364,2.268788815,1
47,1313,1.654255629,2.896356821,1
47,1345,0.9526708126,3.209648609,1
47,1377,2.840618134,1.303086042,1
47,1409,5.657970905,0.229326725,1
47,1441,2.892009258,2.595748186,1
47,1473,-1.234876156,5.892098904,1
47,1505,-2.328977585,5.302972317,1
47,1537,-1.856683254,3.01140666,1
47,1569,-0.1041040421,0.7796070576,1
47,1601,-0.2688235044,2.256435633,1
47,1633,-0.5753418207,2.591365337,1
47,1665,-0.5864182115,2.227605104,1
47,1697,-0.5082796812,2.89159584,1
47,1729,0.6719918251,1.221064925,1
47,1761,1.63667202,0.88915205,1
47,1793,1.252359986,0.8880662918,1
47,1825,0.662691474,0.7065824866,1
47,1857,0.2446154356,1.888701916,1
47,1889,0.9594210386,0.835524559,1
