PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 61, filenames: A:[61]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[62]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1325426102,4.078223228,1
47,65,0.6564235091,2.30622673,1
47,97,0.4328001738,0.8814254999,1
47,129,0.5551695824,0.2278048992,1
47,161,1.655327797,-0.8116412163,1
47,193,1.576429367,0.7840343714,1
47,225,1.040201187,1.951847911,1
47,257,3.49533987,1.231860042,1
47,289,4.15187645,2.849616051,1
47,321,3.006354332,4.124675751,1
47,353,0.4423270226,5.034929752,1
47,385,1.485137701,2.851573944,1
47,417,3.791364193,5.395735741,1
47,449,7.014242172,3.737527847,1
47,481,8.838539124,-1.195614219,1
47,513,8.652285576,-1.513590574,1
47,545,7.602044582,0.3514564037,1
47,577,6.834111214,0.8801459074,1
47,609,5.507198334,3.218178272,1
47,641,6.604340553,0.1609970331,1
47,673,6.118597507,-1.254155874,1
47,705,4.193676949,-1.843654275,1
47,737,4.09116888,-1.05580008,1
47,769,0.9693310261,2.352750778,1
47,801,0.5676605701,1.771672487,1
47,833,1.364337206,1.907958746,1
47,865,2.448480844,2.12933445,1
47,897,2.801861525,1.940907001,1
47,929,2.479558945,1.530709267,1
47,961,4.446447372,1.654768944,1
47,993,5.529921532,2.937279701,1
47,1025,5.556663036,4.304329395,1
47,1057,4.53284359,4.34979105,1
47,1089,1.887730956,3.91973877,1
47,1121,2.635834932,4.71135807,1
47,1153,4.169544697,5.007143974,1
47,1185,4.280264378,5.483392715,1
47,1217,3.330689192,3.206855774,1
47,1249,2.849494457,2.041565418,1
47,1281,3.765182495,3.271104336,1
47,1313,3.201347351,2.911319733,1
47,1345,4.39711237,0.6890126467,1
47,1377,3.322149038,-0.8520822525,1
47,1409,1.486067772,-0.3778387308,1
47,1441,4.696380138,-0.09747767448,1
47,1473,4.087286472,0.08654689789,1
47,1505,1.805434704,1.186774731,1
47,1537,1.124442101,3.551542044,1
47,1569,1.111764669,3.644447565,1
47,1601,0.8633701801,3.280273438,1
47,1633,2.569182873,4.714676857,1
47,1665,3.258310795,4.121830463,1
47,1697,2.06451416,3.005101919,1
47,1729,1.290983558,4.310570717,1
47,1761,0.05622649193,5.518404484,1
47,1793,0.5325894356,7.034723759,1
47,1825,2.470959187,6.597149849,1
47,1857,4.503128052,6.482575417,1
47,1889,3.661032438,7.352514267,1
47,1921,3.464169979,5.42538166,1
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,9.233169556,0.3997936249,1
79,33,0.5671722293,2.853832245,1
79,65,0.7361974716,2.659997702,1
79,97,0.2974444628,1.883012772,1
79,129,0.903699398,1.004027247,1
79,161,2.347156048,0.9917211533,1
79,193,2.253722668,1.667080402,1
79,225,2.837105513,2.06778717,1
79,257,4.703174591,2.161968231,1
79,289,5.107709408,2.49494338,1
79,321,3.332893133,2.682036161,1
79,353,2.54753232,4.679301739,1
79,385,1.621122956,3.089246273,1
79,417,1.912017107,2.379944801,1
79,449,3.4681077,0.5435077548,1
79,481,6.43665123,-0.5848447084,1
79,513,NaN,NaN,2
79,545,4.055439949,-1.506371737,1
79,577,4.72453022,-0.07513660192,1
79,609,6.341206074,0.343234241,1
79,641,5.932340622,-0.1686170399,1
