PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 25, filenames: A:[25]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi & B:[26]AVI_Pos00d_TimeSrs0008_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.493195057,0.007009148598,1
47,65,2.81510973,-0.6320663691,1
47,97,2.72688961,-0.8076406717,1
47,129,1.801612616,-0.1869378388,1
47,161,0.8511787653,0.4183894396,1
47,193,0.7044075727,0.1202682257,1
47,225,1.160588384,-0.9247817993,1
47,257,0.4441086054,-1.309706211,1
47,289,-0.1454322934,0.07442745566,1
47,321,1.511291027,0.9908537865,1
47,353,1.893596649,2.009592295,1
47,385,-0.6415901184,0.6882305145,1
47,417,-1.162961006,0.7446701527,1
47,449,0.07287204266,1.894484401,1
47,481,0.5812112093,2.309526443,1
47,513,2.229292154,4.892838478,1
47,545,1.6435076,1.652565241,1
47,577,0.562733531,3.878874302,1
47,609,0.731723547,4.687660217,1
47,641,0.1981830448,2.552128077,1
47,673,-0.7497296333,2.478629351,1
47,705,-1.350841999,2.878265381,1
47,737,-2.100812912,2.057836533,1
47,769,-1.866444349,0.7390913963,1
47,801,-1.209913731,2.66204381,1
47,833,-0.488571167,4.635998726,1
47,865,0.08830538392,2.93268013,1
47,897,0.6149702072,-0.47207582,1
47,929,0.9531542063,-1.866096735,1
47,961,1.074154854,-2.973488808,1
47,993,0.6687327027,-1.008563042,1
47,1025,0.8650125265,0.1642916203,1
47,1057,-0.3135267496,1.009655476,1
47,1089,0.7103767991,3.079819441,1
47,1121,0.4944257736,2.70197773,1
47,1153,0.4085310102,1.970442533,1
47,1185,1.782176614,0.6142187119,1
47,1217,3.602669477,1.732363462,1
47,1249,4.323397636,3.243817568,1
47,1281,3.698069334,3.210124016,1
47,1313,NaN,NaN,2
47,1345,4.119304657,4.659363747,1
47,1377,3.231662035,4.332891941,1
47,1409,4.512454987,4.27863884,1
47,1441,3.946718216,4.330524445,1
47,1473,3.193748474,3.914783239,1
47,1505,2.749134302,3.894459009,1
47,1537,1.298978806,3.956809044,1
47,1569,2.745328665,5.406067848,1
47,1601,-10.72926426,4.999588013,1
47,1633,NaN,NaN,2
47,1665,0.3582515717,4.74362278,1
47,1697,-0.3889487982,3.468743324,1
47,1729,0.027038306,3.898264408,1
47,1761,0.3633019328,4.538865089,1
47,1793,0.2049734592,2.241782188,1
47,1825,1.114728808,2.888649464,1
47,1857,1.267751694,2.983073235,1
47,1889,0.6218604445,3.917497396,1
47,1921,0.8249157667,2.738218784,1
47,1953,-0.6856341362,1.274277925,1
47,1985,-1.24060905,0.358630538,1
47,2017,NaN,NaN,2
79,33,3.513245583,0.1197223067,1
79,65,2.376244545,0.2372184247,1
79,97,1.921735644,-0.3525224328,1
79,129,1.794769764,-0.712747097,1
79,161,0.979252696,-0.2249246985,1
79,193,0.3570323586,-0.2451946437,1
79,225,1.094448924,-0.5863238573,1
79,257,0.2286179066,-0.5557340384,1
79,289,-0.626101017,-0.1203054488,1
79,321,-0.7378387451,0.4786357284,1
79,353,-1.827896118,-0.07516825199,1
79,385,-2.844826937,-0.9414571524,1
79,417,-1.432128787,1.18395853,1
79,449,-0.1800316125,2.660539865,1
79,481,0.8392711878,2.272479534,1
79,513,0.8256492615,1.851573229,1
79,545,0.05694323778,2.24702096,1
79,577,-0.4152120054,3.730169058,1
79,609,-0.2261714786,4.886160374,1
79,641,0.2567868531,4.134746552,1
79,673,0.4158268571,2.629721165,1
79,705,0.2991297245,2.367904902,1
79,737,-0.2030959725,2.019581079,1
79,769,-0.2842744887,1.669966578,1
79,801,0.1510035992,1.856494188,1
79,833,0.6316730976,2.07169199,1
79,865,0.4993939698,1.400514603,1
79,897,0.3682563901,-0.1186881065,1
79,929,0.6849019527,-1.099331379,1
79,961,0.8812060952,-0.9368302822,1
79,993,0.3326358199,-0.7108213305,1
79,1025,0.3445833027,0.3316457868,1
79,1057,-0.8118108511,1.657651186,1
79,1089,0.2484225035,1.88443017,1
79,1121,0.002946868539,1.618271708,1
79,1153,0.2439909577,1.248252869,1
79,1185,1.584323525,1.232835531,1
79,1217,2.837891817,1.849306345,1
79,1249,4.162919998,3.222163439,1
79,1281,5.85534668,4.371367931,1
79,1313,5.200120926,4.620726109,1
79,1345,NaN,NaN,2
79,1377,5.546820164,4.292460918,1
79,1409,4.598597527,5.143784523,1
79,1441,4.021353245,4.217884064,1
79,1473,3.294987679,3.992784739,1
79,1505,2.593076229,4.644021511,1
79,1537,2.633104563,4.68696785,1
79,1569,2.896102667,5.869833469,1
79,1601,1.950875998,6.235608578,1
79,1633,NaN,NaN,2
79,1665,1.042666078,6.088728905,1
79,1697,0.2686912417,5.675201893,1
79,1729,0.2371024489,4.369645119,1
79,1761,0.12255463,3.537374258,1
79,1793,-0.1383210719,2.160123348,1
79,1825,0.3552737832,1.731494904,1
79,1857,1.08435607,1.739294887,1
79,1889,0.8497939706,1.773546338,1
79,1921,0.4677628577,2.065762043,1
79,1953,-0.1970308721,0.8927797079,1
79,1985,0.2071950734,1.339256644,1
79,2017,2.357070923,-1.563953042,1
111,33,2.554813862,0.1181254089,1
111,65,2.034074306,-0.178649947,1
111,97,1.175830841,0.317795217,1
111,129,1.047590852,0.2284761518,1
111,161,0.7098322511,-0.2582432628,1
111,193,-0.08947506547,-0.6000562906,1
111,225,0.4075771868,-0.03139218688,1
111,257,-0.1439475417,-0.08188694715,1
111,289,-1.004969835,-0.3397641182,1
111,321,-1.389788866,-0.6019937992,1
111,353,-2.031462193,-0.3970277309,1
111,385,-2.547688007,0.2653236389,1
111,417,-1.049765587,1.087695599,1
111,449,-0.2337427139,1.732598543,1
111,481,0.1993763745,0.9857265949,1
111,513,0.2908846736,1.508089423,1
111,545,-0.5802903175,2.137894392,1
111,577,-0.9610204697,2.509205341,1
111,609,-0.890958786,2.713112831,1
111,641,0.7438410521,3.030628204,1
111,673,1.203935862,1.931635857,1
111,705,1.373578072,1.767932415,1
111,737,1.304921269,2.207169294,1
111,769,0.4851382971,1.963722229,1
111,801,0.6190571189,1.171313167,1
111,833,1.249067545,0.8255622387,1
111,865,0.5820265412,0.1972155571,1
111,897,0.3297531605,0.2324475944,1
111,929,0.7135868073,0.06304132938,1
111,961,NaN,NaN,2
111,993,0.05925989151,0.7292262316,1
111,1025,0.2642284334,0.9841470718,1
111,1057,0.07435747236,1.325115681,1
