PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 2, filenames: A:[2]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[3]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,34.79055023,39.81907272,1
47,65,55.58378983,38.73712158,1
47,97,52.14217377,43.30687714,1
47,129,37.34995651,45.44024658,1
47,161,46.86553574,45.38631439,1
47,193,42.71389771,40.94776917,1
47,225,51.93307877,47.21578217,1
47,257,67.44852448,63.86904144,1
47,289,58.42587662,35.01163864,1
47,321,55.34429169,23.84835052,1
47,353,45.24594879,45.46757889,1
47,385,71.16757202,61.35546494,1
47,417,62.10352325,50.45131302,1
47,449,62.49378204,49.26361465,1
47,481,61.8912735,44.87649536,1
47,513,53.55193329,44.38225937,1
47,545,62.90606308,26.33911705,1
47,577,49.74957275,40.03845215,1
47,609,49.67731476,38.92176437,1
47,641,48.60961151,27.50954628,1
47,673,38.48206329,33.00429535,1
47,705,38.81319809,32.63297653,1
47,737,66.34186554,43.31572723,1
47,769,72.09405518,33.54399872,1
47,801,78.88651276,33.52664948,1
47,833,68.92012787,41.42436981,1
47,865,71.2744751,35.37603378,1
47,897,69.55180359,35.79892731,1
47,929,63.99235535,36.75930023,1
47,961,85.15486145,27.36202621,1
47,993,77.40929413,32.30563354,1
47,1025,89.21861267,13.11191559,1
47,1057,92.01577759,9.562203407,1
47,1089,72.74697876,12.14439011,1
47,1121,39.84913635,2.279062271,1
47,1153,30.71018982,2.30547142,1
47,1185,73.03804016,7.053354263,1
47,1217,85.40437317,17.20491409,1
47,1249,92.20834351,7.184142113,1
47,1281,89.90945435,4.172450542,1
47,1313,71.98632813,-15.18188095,1
47,1345,80.20651245,-0.6799458265,1
47,1377,95.80513763,-5.158627033,1
47,1409,93.01532745,-4.311307907,1
47,1441,60.53276825,18.5012188,1
47,1473,86.05314636,-10.4808073,1
47,1505,87.83009338,11.62203979,1
47,1537,75.67539215,-0.6179871559,1
47,1569,67.75834656,-12.91097546,1
47,1601,50.10966492,13.4058075,1
47,1633,53.10671616,19.05079842,1
47,1665,66.73985291,7.282004833,1
47,1697,65.561203,-9.607245445,1
47,1729,50.34633636,10.15182304,1
47,1761,56.21170807,-4.152364254,1
47,1793,71.70442963,19.52532005,1
47,1825,60.93807983,22.78438187,1
47,1857,62.62400436,5.676098824,1
47,1889,63.83168793,13.95632172,1
47,1921,67.37120056,2.592271566,1
47,1953,79.00595093,-1.638715982,1
47,1985,66.96433258,1.260241508,1
47,2017,52.91086578,0.004836916924,1
79,33,36.87477875,23.78145981,1
79,65,29.49557686,45.32196426,1
79,97,46.77489471,43.38496017,1
79,129,35.05530167,45.20409012,1
79,161,40.82886505,47.68255615,1
79,193,65.42731476,44.81126022,1
79,225,51.2479248,27.92287827,1
79,257,55.54073334,51.02271652,1
79,289,55.61032867,47.59831619,1
79,321,59.60936737,42.0949173,1
79,353,69.88461304,61.51333237,1
79,385,39.95842361,54.1661911,1
79,417,58.95015717,56.25376892,1
79,449,63.72474289,56.88132095,1
79,481,63.9584198,56.46730042,1
79,513,66.8944397,54.96819305,1
79,545,77.3314209,39.67063904,1
79,577,54.10856628,21.33573532,1
79,609,42.09876633,29.27199745,1
79,641,58.31842041,52.31747437,1
79,673,44.62794495,35.50201416,1
79,705,75.94607544,39.98610687,1
79,737,42.54341888,39.70397186,1
79,769,77.18397522,36.30033875,1
79,801,42.76769638,18.28981018,1
79,833,47.17835236,20.64739037,1
79,865,50.4048996,24.15374947,1
79,897,57.44274139,36.8613739,1
79,929,78.44033813,0.562538147,1
79,961,83.15565491,23.78477097,1
79,993,78.6633606,32.15557098,1
79,1025,54.79822922,8.214401245,1
79,1057,57.37522125,5.595421791,1
79,1089,81.17718506,12.09077644,1
79,1121,85.37849426,10.05949402,1
79,1153,65.93706512,7.575465202,1
79,1185,84.21322632,9.011818886,1
79,1217,85.07376099,8.03507328,1
79,1249,72.6377182,7.735033035,1
79,1281,63.29301834,13.41713715,1
79,1313,66.53138733,17.03454971,1
79,1345,75.72229004,21.53857613,1
79,1377,81.49953461,8.669500351,1
79,1409,77.58439636,9.706279755,1
79,1441,55.0802536,-6.064641953,1
79,1473,85.0474472,-11.55037212,1
79,1505,86.5716095,14.13071728,1
79,1537,71.20087433,-4.010483265,1
79,1569,67.52903748,-11.40907669,1
79,1601,82.76586914,-5.828648567,1
79,1633,56.02942657,22.99101067,1
79,1665,53.30138779,-9.871757507,1
79,1697,62.91262436,-13.00855732,1
79,1729,81.4940033,4.671601772,1
79,1761,71.12626648,-2.689751625,1
79,1793,57.84666443,1.901591778,1
79,1825,48.37930679,14.68752575,1
79,1857,48.12139893,13.98944569,1
79,1889,50.98557281,20.67145538,1
79,1921,41.25683975,8.995491028,1
79,1953,47.66292572,1.910524011,1
79,1985,50.77797699,2.05706811,1
79,2017,53.5495224,-0.7310107946,1
