PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 11, filenames: A:[11]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[12]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.928067684,-19.89393616,1
47,65,2.715317488,-2.115275383,1
47,97,1.592492104,13.83477879,1
47,129,-1.262305737,10.40394783,1
47,161,0.2321484089,8.724910736,1
47,193,1.615347385,7.12301445,1
47,225,4.406603813,8.017315865,1
47,257,3.793562174,13.09700203,1
47,289,1.818844795,12.05414295,1
47,321,0.4510676861,8.049821854,1
47,353,0.8497023582,9.807694435,1
47,385,0.2054216862,9.367183685,1
47,417,0.2438567281,7.477525711,1
47,449,0.3015419245,7.794249535,1
47,481,-0.1831213832,6.967906475,1
47,513,0.4323561192,8.374225616,1
47,545,1.559236765,9.583193779,1
47,577,2.1683743,10.19746017,1
47,609,2.261394501,10.68066025,1
47,641,-0.6399364471,12.75989819,1
47,673,2.651180744,9.772374153,1
47,705,3.679401159,9.319907188,1
47,737,3.164181709,11.41266727,1
47,769,2.288392544,14.24119759,1
47,801,3.021609306,12.52019978,1
47,833,0.439081192,-0.02662467957,1
47,865,4.862997055,13.09438992,1
47,897,4.392563343,10.49955654,1
47,929,5.000212669,10.19691181,1
47,961,5.121433258,11.48197746,1
47,993,4.383887291,13.63672733,1
47,1025,7.483901024,11.40765285,1
47,1057,6.504902363,7.661480904,1
47,1089,5.193360329,8.362707138,1
47,1121,3.875194073,10.29870415,1
47,1153,3.023745537,9.868811607,1
47,1185,3.720308781,7.575408936,1
47,1217,5.326028824,8.264793396,1
47,1249,2.372882366,6.836781979,1
47,1281,5.068422794,5.355047703,1
47,1313,7.045081139,6.810204506,1
47,1345,6.747312546,9.656925201,1
47,1377,6.655316353,11.62256718,1
47,1409,6.406076431,10.30954647,1
47,1441,7.336680889,11.01322842,1
47,1473,7.893924713,14.61086464,1
47,1505,0.4502534866,0.7484416962,1
47,1537,1.621605873,0.1855831146,1
47,1569,0.2342853546,16.95874977,1
47,1601,7.723306656,11.60617065,1
47,1633,5.679176331,8.941755295,1
47,1665,2.694869995,4.415093899,1
47,1697,4.455925941,5.660598278,1
47,1729,6.028632164,5.533473015,1
47,1761,8.460418701,6.169848442,1
47,1793,7.667882919,6.562922478,1
47,1825,3.694015503,4.766704559,1
47,1857,0.9130840302,1.472815037,1
47,1889,3.554687023,2.917829514,1
47,1921,3.908622742,6.022873402,1
47,1953,4.366108894,6.178725243,1
47,1985,4.941949844,4.433919907,1
47,2017,-0.004700183868,-1.005324364,1
79,33,1.485856414,3.819561005,1
79,65,2.308787823,6.357398033,1
79,97,2.123335838,11.62393379,1
79,129,-0.1674067974,9.105754852,1
79,161,1.024672747,10.84813213,1
79,193,2.39908886,8.388532639,1
79,225,3.754863739,7.271632195,1
79,257,3.529557467,8.99200058,1
79,289,0.8524558544,10.02602196,1
79,321,-0.524905324,11.06244373,1
79,353,0.66677773,10.71414089,1
79,385,0.7355303764,11.22732639,1
79,417,1.6434443,9.824455261,1
79,449,1.670191526,8.724678993,1
79,481,0.06409108639,8.419270515,1
79,513,1.088492513,8.444756508,1
79,545,1.827538967,9.576789856,1
79,577,1.808109999,10.61480141,1
79,609,0.9725372791,11.54794216,1
79,641,1.896885157,11.20193291,1
79,673,2.877970934,11.19784164,1
79,705,3.571975708,11.02966976,1
79,737,3.979331732,12.50663471,1
79,769,3.293087959,14.99523258,1
79,801,1.665201426,13.14740276,1
