PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 40, filenames: A:[40]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[41]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.109751344,3.171935558,1
47,65,-0.3198169172,0.6591207981,1
47,97,-1.217268348,0.9772064686,1
47,129,-0.3285007477,1.188053608,1
47,161,0.3336448967,0.9985079765,1
47,193,0.8454993963,1.823463202,1
47,225,0.836912632,0.764549613,1
47,257,0.1632004976,0.08945763111,1
47,289,0.3558181524,0.8447543383,1
47,321,0.3764981031,3.520855427,1
47,353,1.238657832,2.069206715,1
47,385,2.427272081,2.266474724,1
47,417,2.552733421,2.995331049,1
47,449,1.198746681,1.801428795,1
47,481,-0.1576801538,0.3017175198,1
47,513,-0.5083525181,0.2655889392,1
47,545,0.3923101425,1.01195848,1
47,577,1.016815186,1.645391703,1
47,609,0.2746288776,1.1577003,1
47,641,-9.218017578,-12.93230915,1
47,673,1.147294283,-0.2445203066,1
47,705,3.198557854,1.809656501,1
47,737,5.477469444,3.298364878,1
47,769,5.452123165,1.766357422,1
47,801,0.8910520077,0.9715967774,1
47,833,0.9823813438,1.309352756,1
47,865,0.2158050537,1.553734064,1
47,897,2.489264965,4.122672081,1
47,929,2.980532646,4.725524902,1
47,961,3.227419376,6.739185333,1
47,993,-0.7668147087,19.89154053,1
47,1025,0.1854543686,5.633515358,1
47,1057,1.848594427,4.620820999,1
47,1089,3.074792385,3.680891037,1
47,1121,2.057506084,2.328323364,1
47,1153,1.23554647,2.76507616,1
47,1185,2.085597277,3.836925507,1
47,1217,3.035255432,4.200450897,1
47,1249,0.5180841088,2.817144394,1
47,1281,0.6355679035,1.919127941,1
47,1313,3.758425713,4.290708542,1
47,1345,12.26701546,6.312450409,1
47,1377,2.172021389,10.64624882,1
47,1409,3.391004562,3.778147221,1
47,1441,1.42131114,2.287304401,1
47,1473,0.3577718735,3.913000584,1
47,1505,0.940459013,3.983838558,1
47,1537,1.026997566,6.972301483,1
47,1569,0.7760132551,7.560966969,1
47,1601,-0.3729486465,7.710783958,1
47,1633,-1.546061635,7.511976719,1
47,1665,-1.073826432,7.758745193,1
47,1697,-1.574871778,6.536230087,1
47,1729,-0.3029551506,0.173640728,1
47,1761,-0.105856657,5.886108875,1
47,1793,-0.1179747581,8.199007034,1
47,1825,1.473769784,6.880887032,1
47,1857,0.2230121195,0.1642570496,1
47,1889,0.22325629,0.1909835339,1
47,1921,-0.1894922554,3.299893856,1
47,1953,-0.5545322895,3.147221088,1
47,1985,-0.4229203761,3.981200218,1
47,2017,0.03093159199,-5.845252991,1
79,33,0.1752138138,0.9991743565,1
79,65,0.2798813283,0.8152094483,1
79,97,-0.02256061882,0.6175355911,1
79,129,0.1395969242,1.17331171,1
79,161,0.1869484931,1.163426995,1
