PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 30, filenames: A:[30]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[31]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.4415915012,0.04489135742,1
47,65,-0.3173744678,1.896372437,1
47,97,-0.391839385,11.97266579,1
47,129,0.767129302,8.785710335,1
47,161,2.280151367,5.79221487,1
47,193,1.741341591,4.609921455,1
47,225,3.502906561,3.379764318,1
47,257,-0.9600775242,3.269878149,1
47,289,-0.2245988846,4.366884708,1
47,321,1.156012058,5.628796577,1
47,353,1.752063513,6.924864769,1
47,385,1.410222054,8.19093132,1
47,417,8.031484604,10.46172428,1
47,449,3.433703423,5.571240902,1
47,481,8.308698654,12.30824566,1
47,513,6.723279953,9.507015228,1
47,545,2.091243744,4.197932243,1
47,577,2.457508802,4.234925747,1
47,609,2.742643356,5.513360023,1
47,641,1.873248816,5.012649536,1
47,673,1.619402409,7.897474289,1
47,705,-0.6709852219,11.52167606,1
47,737,0.6445760727,1.401123047,1
47,769,0.5044438839,4.98474884,1
47,801,1.688876748,4.095758438,1
47,833,1.01498425,4.155506134,1
47,865,-0.2665296793,4.20418787,1
47,897,-1.504260302,2.844695807,1
47,929,-0.2500686646,3.017145872,1
47,961,0.1912723482,1.399865627,1
47,993,0.298518002,6.137983322,1
47,1025,0.07534259558,6.38685894,1
47,1057,-0.1868425012,4.273623466,1
47,1089,0.1163150072,3.791369438,1
47,1121,2.131024122,5.098211288,1
47,1153,3.338309526,4.31722641,1
47,1185,3.490200043,5.72240448,1
47,1217,3.902474403,7.672959328,1
47,1249,3.332047462,3.832295418,1
47,1281,3.06676507,4.192609787,1
47,1313,0.6720196009,9.386924744,1
47,1345,-0.5100905895,3.209805489,1
47,1377,-0.8386888504,2.937867641,1
47,1409,0.4824740887,2.552052975,1
47,1441,2.923339844,1.915890217,1
47,1473,2.943084717,3.399044991,1
47,1505,2.083633423,4.031421661,1
47,1537,4.593122005,6.434561729,1
47,1569,2.799179077,5.74052763,1
47,1601,1.542582631,2.2564888,1
47,1633,3.698103905,7.570940018,1
47,1665,4.658698082,8.401014328,1
47,1697,5.483605862,2.178861618,1
47,1729,0.868426919,-1.404216528,1
47,1761,-0.2457262874,-1.191521764,1
47,1793,-0.2302453518,0.1361602545,1
47,1825,-0.194265306,0.3916497231,1
47,1857,1.127174139,1.562926054,1
47,1889,2.027535677,3.609009981,1
47,1921,1.616883039,3.92718935,1
47,1953,1.173198223,2.261458397,1
47,1985,0.4521147609,1.311824799,1
47,2017,-0.05052119493,-6.439050198,1
79,33,0.07647824287,0.8266685009,1
79,65,-0.06767320633,2.414548874,1
79,97,-0.2732291222,7.880260468,1
79,129,1.864640832,8.286337852,1
79,161,2.423338413,7.084297657,1
79,193,1.910566568,6.842964172,1
79,225,2.374930859,5.20150423,1
79,257,0.05620628595,-0.06906604767,1
79,289,-0.8597553968,4.571511745,1
79,321,1.681759834,6.611391068,1
79,353,2.520352125,5.902103901,1
79,385,3.551170349,5.989542484,1
79,417,5.189058781,4.597991467,1
79,449,5.528480053,5.042771816,1
79,481,4.613988876,6.870260239,1
79,513,4.102989197,7.668390274,1
79,545,3.440769196,4.944349289,1
79,577,3.643778324,4.771735191,1
79,609,3.108135223,4.750290871,1
79,641,2.748518467,4.40709877,1
79,673,2.699957848,4.864015102,1
79,705,-5.207942009,15.8235569,1
79,737,0.03237092495,0.5012340546,1
79,769,0.9467904568,4.060508728,1
79,801,0.3610232472,3.283254147,1
79,833,0.2387095094,2.148660421,1
79,865,-0.2246161103,0.2948307991,1
79,897,-0.2877894044,0.8217663765,1
79,929,-2.05136323,4.359111786,1
79,961,-1.090842128,5.729651928,1
79,993,0.7673364282,5.251615047,1
79,1025,0.6268521547,5.451684475,1
79,1057,0.7417151332,5.422495842,1
79,1089,1.328110933,5.446551323,1
79,1121,1.995448232,5.320805073,1
79,1153,2.704218388,2.723070145,1
79,1185,2.19137454,2.467128754,1
79,1217,1.377125144,2.405653477,1
79,1249,1.755382657,2.758536577,1
79,1281,2.598557234,1.126001835,1
79,1313,0.1955348253,1.765413523,1
79,1345,-0.5555554628,1.381374836,1
79,1377,0.06582441926,3.208323956,1
79,1409,1.277591467,3.389191628,1
79,1441,2.66081214,4.293922424,1
79,1473,2.673948765,3.465105295,1
79,1505,2.949043036,4.016077042,1
79,1537,2.480192184,4.102254868,1
79,1569,1.682837486,0.12225914,1
79,1601,1.477337241,0.5973472595,1
79,1633,2.388920784,3.915831804,1
79,1665,2.6602211,2.888178825,1
79,1697,1.395909905,0.7642483711,1
79,1729,1.076003671,-0.1649069786,1
79,1761,0.2565197945,0.1525097489,1
79,1793,-0.2020330429,0.6115350723,1
79,1825,0.30795151,0.5606215,1
79,1857,2.206495285,1.418483853,1
79,1889,1.919385672,2.891456366,1
79,1921,1.316846609,2.240833759,1
79,1953,1.194865704,0.9992831945,1
79,1985,0.699379921,1.476243973,1
79,2017,0.4978216588,-2.695358276,1
111,33,1.313429594,0.5141296387,1
111,65,1.163530827,1.643573999,1
111,97,2.508664608,4.252957344,1
111,129,2.703837872,6.889472008,1
111,161,2.540116072,7.225064278,1
111,193,2.511006355,7.356894016,1
111,225,2.808905125,6.237640858,1
111,257,5.576039314,-11.7692318,1
111,289,1.089819789,5.131937027,1
111,321,2.222131968,5.225304127,1
111,353,3.174764872,5.228989124,1
111,385,3.823029518,5.061372757,1
111,417,4.304565907,5.554153442,1
111,449,4.683438778,6.009079456,1
111,481,4.40790081,6.474125385,1
111,513,-6.444601059,15.41770172,1
111,545,6.148112297,18.67878151,1
111,577,3.272099972,4.584750652,1
111,609,2.831035852,4.989643574,1
111,641,2.11831069,3.706004143,1
111,673,1.483162165,2.879683971,1
111,705,1.047046423,3.053655386,1
111,737,-0.07655382156,0.08015942574,1
111,769,0.3862939477,1.399481773,1
111,801,-0.3966341615,2.368047714,1
111,833,0.02313701808,1.838502407,1
111,865,0.544673562,1.23699522,1
111,897,-0.03984951973,1.274599075,1
111,929,-1.678072453,3.865412235,1
111,961,0.7294877768,5.792328358,1
111,993,8.311556816,4.69670105,1
111,1025,0.8534736633,4.510843754,1
111,1057,0.9690337181,5.147480488,1
111,1089,1.443457723,6.365370274,1
111,1121,4.230428696,9.072038651,1
111,1153,1.726745009,3.2516675,1
111,1185,1.60781455,1.391403675,1
111,1217,0.7282493114,0.7687702179,1
111,1249,0.4863218069,1.978713512,1
111,1281,0.1569394469,2.671957016,1
111,1313,-0.5373588204,3.658879757,1
111,1345,0.1119775176,4.662166119,1
111,1377,0.9485015869,4.851586342,1
111,1409,1.612740993,4.504673958,1
111,1441,2.171005249,5.185227394,1
111,1473,2.04734683,4.196167946,1
111,1505,2.769974947,4.40767622,1
111,1537,2.846935272,4.369037628,1
111,1569,1.812088966,0.5565447807,1
111,1601,1.026212811,0.6673671007,1
111,1633,0.5748715401,-0.1669387221,1
111,1665,-0.02043235302,0.01351588964,1
111,1697,0.3163921535,0.9777113199,1
111,1729,0.8422757387,1.047100782,1
111,1761,0.9832376242,1.060140729,1
111,1793,0.9783999324,1.177755117,1
111,1825,1.452517748,1.186833858,1
111,1857,2.002984762,1.488250136,1
111,1889,1.150759697,2.942373991,1
111,1921,0.6815285683,0.9690089226,1
111,1953,0.3155754209,0.161000967,1
111,1985,0.4020376205,0.4674465656,1
111,2017,0.5849018097,-1.026903868,1
143,33,1.578255653,0.4474591017,1
143,65,1.749591351,1.981594801,1
143,97,2.2589221,5.754603386,1
143,129,2.499057531,7.631964207,1
143,161,2.456320524,7.201658726,1
143,193,3.25613308,7.070959091,1
143,225,3.415427685,6.558841705,1
143,257,1.846166492,5.006793499,1
143,289,2.267720938,4.536102295,1
143,321,2.690563202,4.782719135,1
143,353,3.225523949,4.903614521,1
143,385,3.93168664,5.055996895,1
143,417,4.451244354,5.452060223,1
143,449,4.120197773,5.483601093,1
143,481,3.843863487,5.542522907,1
143,513,3.580330849,5.786610603,1
143,545,0.9536144733,17.26871872,1
143,577,2.739630938,5.670549393,1
143,609,1.770662546,6.757674694,1
143,641,0.2431486845,2.012154818,1
143,673,0.7672598362,2.295475483,1
143,705,1.322079182,3.819993258,1
143,737,1.123852611,2.207874775,1
143,769,0.3903966546,0.4637538195,1
143,801,0.01609760523,1.016497135,1
143,833,-1.718049169,7.789788246,1
143,865,0.250192225,0.8884496689,1
143,897,-0.187146008,3.20293951,1
143,929,-0.1694902182,1.228528023,1
143,961,1.882516026,5.029579163,1
143,993,3.267363071,5.861176968,1
143,1025,1.032882214,3.504974365,1
143,1057,1.033786058,4.558125019,1
143,1089,0.966175139,5.121716499,1
143,1121,2.321990252,12.82454872,1
143,1153,1.373862743,4.388722897,1
143,1185,1.289399385,1.885124564,1
143,1217,0.8093215227,0.6800999641,1
143,1249,0.9386310577,2.238538027,1
143,1281,-3.007062912,2.573998451,1
143,1313,-2.448544264,3.949652195,1
143,1345,1.488769293,5.380218506,1
143,1377,1.970208645,6.243643761,1
143,1409,2.035855055,6.615214825,1
143,1441,1.871834755,5.237834454,1
143,1473,0.9474191666,3.875324249,1
143,1505,3.071202278,3.53486681,1
143,1537,3.692704201,2.864128351,1
143,1569,1.407610893,1.00581944,1
143,1601,1.097018003,0.6694358587,1
143,1633,0.8609442711,-0.02127057314,1
143,1665,1.401227951,12.08484459,1
143,1697,-0.3080151081,-0.04398107529,1
143,1729,-0.06561297178,0.3128533363,1
143,1761,0.9104056358,2.080864906,1
143,1793,0.9384562969,2.307778358,1
143,1825,1.178663373,2.085520506,1
143,1857,1.032272577,1.663661122,1
143,1889,0.509291172,2.194314003,1
143,1921,0.3123761415,0.8124678135,1
143,1953,0.433157891,0.2295402288,1
143,1985,0.5270734429,0.07184933126,1
143,2017,0.2264658213,-0.8288993835,1
175,33,1.576950073,0.4221796989,1
175,65,1.778674603,2.418863297,1
175,97,2.135700226,5.120364666,1
175,129,2.081850529,6.861758709,1
175,161,1.982349753,7.441540718,1
175,193,1.740477324,6.737914085,1
175,225,1.944807172,20.94221497,1
175,257,2.074230671,4.842597008,1
175,289,2.668661594,4.519908428,1
175,321,2.733360052,4.547765255,1
175,353,2.942552328,4.82143116,1
175,385,3.422579288,5.310901642,1
175,417,3.845916271,5.737568378,1
175,449,4.092398643,5.481152534,1
175,481,4.149730682,5.070831776,1
175,513,3.836641788,5.093497276,1
175,545,3.688457012,5.399531841,1
175,577,3.06843996,5.388178349,1
175,609,2.351358414,4.831413746,1
175,641,0.1881161928,2.055661678,1
175,673,-7.710133553,3.980923653,1
175,705,0.8196243048,4.868671417,1
175,737,1.082261324,3.952745438,1
175,769,0.3336642981,0.5159549713,1
175,801,0.3154125214,0.5866048336,1
175,833,-0.6539075375,5.22310257,1
175,865,0.6798753738,11.95008659,1
175,897,0.09359295666,1.316804409,1
175,929,-0.5257605314,0.9325528145,1
175,961,-0.4663074017,1.57268095,1
175,993,-0.08701373637,4.513439178,1
175,1025,0.4855235815,3.678939342,1
175,1057,0.6253900528,4.817587852,1
175,1089,0.457726717,5.299000263,1
175,1121,0.6086156964,3.970686913,1
175,1153,-0.9729653597,8.879330635,1
175,1185,0.5572674274,1.513806343,1
175,1217,-0.4803231955,0.6056239605,1
175,1249,0.6225082874,3.02076602,1
175,1281,-3.021757603,2.822607994,1
175,1313,1.083464622,5.15634203,1
175,1345,4.060358047,5.619698048,1
175,1377,2.992921829,6.870680809,1
175,1409,2.083212376,7.571819305,1
175,1441,1.666850328,5.460439682,1
175,1473,1.558243871,2.216264009,1
175,1505,1.083955765,1.119003534,1
175,1537,1.100733757,1.296763301,1
175,1569,-0.003198623657,0.07429468632,1
175,1601,0.6149566174,0.8378511071,1
175,1633,0.9755169749,1.103270173,1
175,1665,0.6721782684,0.8571474552,1
175,1697,0.5335240364,0.5755443573,1
175,1729,1.137959719,1.93027401,1
175,1761,1.378969789,2.981650829,1
175,1793,1.267151237,3.321245432,1
175,1825,0.5163701773,2.461956739,1
175,1857,0.3033277988,1.723669052,1
175,1889,0.2845166028,1.725647926,1
175,1921,0.1833608449,1.120035291,1
175,1953,0.6897486448,0.8349622488,1
175,1985,0.5137822032,0.4841067791,1
175,2017,-0.8944957256,-1.435201049,1
207,33,1.042101264,0.2956466675,1
207,65,1.428760767,2.471716881,1
207,97,1.856020331,4.980464935,1
207,129,1.829796195,7.078299046,1
207,161,1.646523952,7.914119244,1
207,193,1.31043005,6.537661552,1
207,225,1.756009817,6.353628635,1
207,257,4.220288277,5.778575897,1
207,289,3.005640984,5.254784107,1
207,321,2.87310338,4.952428818,1
207,353,2.955319405,5.752967358,1
207,385,2.728019714,5.885587692,1
207,417,3.31194973,6.237257957,1
207,449,4.821127892,5.832135677,1
207,481,5.311789036,5.433040619,1
207,513,3.77624464,4.930157185,1
207,545,3.153409958,5.323564053,1
207,577,4.523951054,5.108386517,1
207,609,4.141337395,4.986922741,1
207,641,2.129656315,4.483910084,1
207,673,-0.026217103,5.127324581,1
207,705,0.5194098949,4.375477791,1
207,737,0.9445002079,2.980396271,1
207,769,0.8112395406,2.282748938,1
207,801,0.2443602085,1.487548828,1
207,833,0.5393582582,2.801233292,1
207,865,2.929145813,11.98117352,1
207,897,0.1240291893,2.84683919,1
