PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 60, filenames: A:[60]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[61]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-4.122657299,5.319085121,1
47,65,-0.05619192123,1.030190706,1
47,97,1.772246361,-1.525062799,1
47,129,0.4910612106,-0.6236424446,1
47,161,0.4799880981,0.03268074989,1
47,193,-0.7332345247,1.02109623,1
47,225,-1.729885578,-0.1096453667,1
47,257,-1.67545557,0.331281662,1
47,289,-0.245403409,-0.1835708618,1
47,321,0.6805984974,4.483938694,1
47,353,1.490555525,4.721995831,1
47,385,1.241603255,4.682233334,1
47,417,0.2259475589,5.349424839,1
47,449,0.2810059786,5.578813076,1
47,481,-1.673103452,5.723659515,1
47,513,-1.280508518,8.145236969,1
47,545,2.211078644,6.851251125,1
47,577,1.430853844,7.748945236,1
47,609,0.8474271297,7.096099854,1
47,641,0.9754495621,7.479371071,1
47,673,1.460207343,7.947491169,1
47,705,-1.123557329,4.655717373,1
47,737,-0.7741887569,5.986620426,1
47,769,-1.749093294,13.23009872,1
47,801,2.013154984,5.527843952,1
47,833,-0.122030735,0.5181565285,1
47,865,0.5729578733,1.161487103,1
47,897,0.9422430992,10.48647022,1
47,929,-0.7353807688,7.074326515,1
47,961,-1.506458998,0.8631248474,1
47,993,-0.9800207615,4.022792339,1
47,1025,-4.836047173,7.543257236,1
47,1057,-4.250940323,9.459860802,1
47,1089,1.034277081,7.755674362,1
47,1121,1.758702278,6.654567719,1
47,1153,2.32585001,4.770102501,1
47,1185,1.586152196,4.643206596,1
47,1217,0.2957405448,3.419731855,1
47,1249,-0.4807218313,2.284559011,1
47,1281,-1.369573355,-0.6581397057,1
47,1313,-2.27371192,-2.175135612,1
47,1345,-0.9219865799,0.279368639,1
47,1377,-0.4853461385,3.074364662,1
47,1409,-0.9127393961,3.753292322,1
47,1441,0.8934020996,1.287799835,1
47,1473,0.9474636316,1.443872929,1
47,1505,0.410818696,2.572210312,1
47,1537,0.2462500334,1.351387024,1
47,1569,0.3429579735,2.836471319,1
47,1601,0.230019331,1.577642679,1
47,1633,0.5251102448,1.775780201,1
47,1665,0.9547071457,2.684470177,1
47,1697,0.6804432869,3.316717386,1
47,1729,0.01291331649,2.759073257,1
47,1761,-0.5261108875,2.848942995,1
47,1793,-0.6068755388,3.229180098,1
47,1825,0.2555654049,0.1936123371,1
47,1857,-0.08449992537,-0.7214360833,1
47,1889,-0.4735113382,-0.1382282972,1
47,1921,-0.5636329055,0.711938262,1
47,1953,-0.3110699058,1.339829326,1
47,1985,-0.1538102478,0.8157174587,1
47,2017,1.335714579,-4.357042313,1
79,33,-0.6110079288,2.869910479,1
79,65,-1.598036051,1.378786564,1
79,97,-0.9793446064,0.6709715128,1
79,129,-0.6150140166,0.9849954844,1
79,161,-0.795843482,0.8306860924,1
79,193,-0.2122626156,1.364823818,1
79,225,-0.1800831854,1.922975421,1
79,257,-0.0390688777,2.619445086,1
79,289,-0.1465154439,0.8497290611,1
79,321,-0.2556767464,4.135665417,1
79,353,0.7131512761,4.348266602,1
79,385,0.7625365853,4.842409611,1
79,417,0.385158509,5.327997208,1
79,449,0.1877390742,5.638607979,1
79,481,0.05033761263,5.474817276,1
79,513,1.135818958,5.376996517,1
79,545,0.8258471489,4.352001667,1
79,577,0.127173543,1.052085876,1
79,609,0.6685010791,6.68200779,1
79,641,2.112844467,6.959848881,1
79,673,0.3528692722,6.435321808,1
79,705,1.095012546,5.560664654,1
79,737,1.67303133,5.939462185,1
79,769,1.97283709,9.446756363,1
79,801,1.22635901,7.688744068,1
79,833,1.13601315,13.99328995,1
79,865,-5.216326237,9.568900108,1
79,897,-7.549643993,9.231403351,1
79,929,-0.1573649049,4.669025898,1
79,961,-1.254867554,9.71323967,1
79,993,-2.295505524,12.83195496,1
79,1025,-5.368197918,8.132112503,1
79,1057,-2.147784233,8.453275681,1
79,1089,0.3142427206,4.39529562,1
79,1121,1.01329422,4.312948227,1
79,1153,1.402933717,4.076329231,1
79,1185,1.022099972,3.108001471,1
79,1217,1.572176933,4.084423542,1
79,1249,1.16149354,3.871558905,1
79,1281,0.7427951097,3.169410944,1
79,1313,0.4042555988,3.407132626,1
79,1345,1.012415171,2.562033176,1
79,1377,0.2252536565,2.617126703,1
79,1409,-1.199242234,3.004966974,1
79,1441,-0.4822723269,2.105966091,1
79,1473,1.011165261,2.977775574,1
79,1505,0.6789895296,3.331607819,1
79,1537,-0.06689935923,5.154249668,1
79,1569,-0.5797930956,2.047912598,1
79,1601,0.2265053391,0.8148419857,1
79,1633,0.2595696747,1.58455801,1
79,1665,-0.0008215010166,1.731361628,1
79,1697,0.01338835806,1.195369124,1
79,1729,-0.06662191451,-0.08962273598,1
79,1761,-0.2668423653,1.363827229,1
79,1793,0.04171738774,1.095363379,1
79,1825,0.1971794367,-0.08507615328,1
79,1857,0.06279744208,-0.193572402,1
79,1889,-0.02249343693,-0.06490820646,1
79,1921,0.1707562059,0.3946117759,1
79,1953,0.2680287063,0.8446850777,1
79,1985,0.09378919005,0.905241251,1
79,2017,0.5622239113,-1.993307829,1
111,33,0.0732601285,1.542633533,1
111,65,-0.8423755169,1.862793207,1
