PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[10]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
783,673,11.08081436,18.22335052,1
783,705,11.03736973,17.80235672,1
783,737,11.29081345,19.22569466,1
783,769,12.17655945,19.51526451,1
783,801,11.16308498,19.51305771,1
783,833,11.01159191,19.89740562,1
783,865,10.96141624,20.43473625,1
783,897,10.73797131,20.98015785,1
783,929,10.64079094,21.56904793,1
783,961,10.35114861,21.70295143,1
783,993,10.26770306,21.61717796,1
783,1025,10.60609818,21.3488102,1
783,1057,12.01436996,21.74965286,1
783,1089,13.72250843,22.31778908,1
783,1121,14.5379858,21.72545242,1
783,1153,16.65235901,20.00589943,1
783,1185,18.48041153,17.11090469,1
783,1217,16.52431297,35.63115692,1
783,1249,27.5725975,18.42131996,1
783,1281,21.07688904,19.43690491,1
783,1313,21.04751015,-2.82883358,1
783,1345,8.143131256,-6.132673264,1
783,1377,28.7504158,-8.631401062,1
783,1409,21.1027298,0.9810605049,1
783,1441,21.02194023,3.858252525,1
783,1473,32.77773666,4.26205349,1
783,1505,34.22056198,4.544825554,1
783,1537,22.84770012,3.973591566,1
783,1569,19.42246056,-0.8250066042,1
783,1601,18.79436302,-3.90365839,1
783,1633,17.21546364,-6.132830143,1
783,1665,15.62934685,-8.970974922,1
783,1697,16.14253044,-10.16718102,1
783,1729,15.46947861,-10.21040058,1
783,1761,14.76103687,-7.148489952,1
783,1793,14.12971687,-7.817596436,1
783,1825,13.02746677,-9.787727356,1
783,1857,19.96888733,-10.59497452,1
783,1889,17.20199585,-8.501897812,1
783,1921,17.41268921,-13.42804337,1
783,1953,15.95658207,-15.28040791,1
783,1985,15.26761913,-19.0045166,1
783,2017,21.14755249,-7.253445148,1
815,33,-2.057696104,1.452249527,1
815,65,-3.073111534,6.817430973,1
815,97,-0.9377012253,12.98713875,1
815,129,3.864603281,14.65630817,1
815,161,3.757158279,15.41406155,1
815,193,3.404580593,15.78983688,1
815,225,3.589937687,16.67445755,1
815,257,3.859406471,17.82602692,1
815,289,5.094138622,18.09777641,1
815,321,6.272494316,18.50242424,1
815,353,5.684445858,18.68329048,1
815,385,6.259973049,19.27253914,1
815,417,6.863776207,19.33053398,1
815,449,7.066051006,18.79915619,1
815,481,8.201616287,18.56065369,1
815,513,9.261533737,19.13871956,1
815,545,10.05098057,20.67086983,1
815,577,10.77610588,21.17711449,1
815,609,12.28851795,20.31782722,1
815,641,11.66349125,19.97455406,1
815,673,11.15804768,20.07259178,1
815,705,11.20453739,20.52275658,1
815,737,11.66865921,20.38497543,1
815,769,13.18300819,21.48163033,1
815,801,11.16858578,21.08228302,1
815,833,11.5247736,21.66625023,1
815,865,11.69589329,21.24282455,1
815,897,11.4172287,21.22153473,1
815,929,11.01229668,21.42402649,1
815,961,4.605985641,37.74230194,1
815,993,11.5501461,21.54341507,1
815,1025,12.23495388,21.28793335,1
815,1057,12.95496845,21.22914314,1
815,1089,13.70215702,21.70807076,1
815,1121,14.10360718,22.14476585,1
815,1153,2.33799839,28.86268234,1
815,1185,27.25499153,25.36715698,1
815,1217,28.13647461,19.24238968,1
815,1249,31.31250954,16.12192917,1
815,1281,31.90038681,12.62392998,1
815,1313,27.1344738,15.28225231,1
815,1345,4.595888138,1.033783913,1
815,1377,-0.219625473,3.025514603,1
815,1409,18.23384476,-2.168999195,1
815,1441,19.34729767,3.355563879,1
815,1473,20.98757935,1.344101787,1
815,1505,22.37791824,-0.1164978147,1
815,1537,20.75289154,0.0928209424,1
815,1569,19.4052887,-2.668723822,1
815,1601,19.01670647,-6.418744087,1
815,1633,17.25516129,-7.005655289,1
815,1665,17.24742889,-11.29551506,1
815,1697,16.63076782,-11.11027241,1
815,1729,16.04564476,-9.860547066,1
815,1761,21.80279922,-13.16783714,1
815,1793,21.11925888,-13.81271935,1
815,1825,22.055233,-12.11828518,1
815,1857,21.06492043,-11.35820103,1
815,1889,12.92041492,-9.160413742,1
815,1921,17.73616791,-16.5803051,1
815,1953,14.063097,-16.67699242,1
815,1985,12.56186485,-18.42844391,1
815,2017,28.5037365,-6.92757082,1
847,33,-0.749209404,-0.1914205551,1
847,65,0.8777390718,8.35956955,1
847,97,2.838896275,14.32515717,1
847,129,3.327070713,14.82420921,1
847,161,2.848879337,16.27666664,1
847,193,2.628331661,15.61921978,1
847,225,2.821073532,16.40649986,1
847,257,3.348910809,18.8935833,1
847,289,4.664875984,18.61510658,1
847,321,5.755937576,18.57787704,1
847,353,5.464099407,18.63039017,1
847,385,6.705321789,19.11046791,1
847,417,7.20962286,19.62607956,1
847,449,7.508376598,19.34810448,1
847,481,8.095540047,19.4507885,1
847,513,9.897603035,20.53924751,1
847,545,10.04767704,21.11271667,1
847,577,10.49304676,21.75515366,1
847,609,11.11384487,21.59740067,1
847,641,11.50757408,21.57990646,1
847,673,11.31820583,21.75193214,1
847,705,10.61960316,21.73067474,1
847,737,11.61534119,22.11632729,1
847,769,12.33583546,23.1146698,1
847,801,12.62026215,22.46508789,1
847,833,12.97007179,22.87464142,1
847,865,12.74266338,22.07772064,1
847,897,12.36872292,23.20635414,1
847,929,12.05820656,20.86693954,1
847,961,12.29273796,23.08704948,1
847,993,11.57057476,21.14361,1
847,1025,15.24475002,20.12410355,1
847,1057,13.48976994,20.09150887,1
847,1089,13.5136776,20.24378014,1
847,1121,14.23495293,21.3560524,1
847,1153,21.41679382,28.27069664,1
847,1185,22.24238968,24.35484505,1
847,1217,25.49628448,20.61665344,1
847,1249,23.09986115,16.73889542,1
847,1281,22.03439713,12.09221745,1
847,1313,24.63851357,12.23910809,1
847,1345,18.45551682,9.07486248,1
847,1377,19.9150753,7.627464294,1
847,1409,19.8430748,4.611032963,1
847,1441,18.26207161,2.894641876,1
847,1473,18.15754128,-8.631303787,1
847,1505,20.57479668,-12.39147377,1
847,1537,18.86704063,-3.547851563,1
847,1569,18.96398926,-4.951128006,1
847,1601,19.03902435,-7.165591717,1
847,1633,18.99149323,-7.575823784,1
847,1665,18.61724472,-7.702190399,1
847,1697,17.58394814,-8.163134575,1
847,1729,18.93745804,-13.45934105,1
847,1761,22.49967575,-14.6251688,1
847,1793,23.26867104,-16.65994263,1
847,1825,20.30207062,-11.7906456,1
847,1857,20.17292404,-12.38593197,1
847,1889,16.95204544,-14.38392067,1
847,1921,11.67735291,-14.38821697,1
847,1953,-4.060426712,-1.440382004,1
847,1985,11.174757,-20.14430237,1
847,2017,-8.647922516,-6.421747208,1
879,33,1.842499256,-0.03835201263,1
879,65,2.38988781,5.41758585,1
879,97,4.004702568,14.29541111,1
879,129,2.867379904,14.6072464,1
879,161,1.160409451,15.88249397,1
879,193,0.944116354,14.89983749,1
879,225,1.722934484,14.15163708,1
879,257,2.738189697,16.01042938,1
879,289,3.907942295,17.30654716,1
879,321,4.654249668,17.64567757,1
879,353,5.136457443,17.84789467,1
879,385,6.007254124,19.2285862,1
879,417,8.18571949,19.39229393,1
879,449,9.596803665,22.36708832,1
879,481,8.245907784,20.05717278,1
879,513,8.983034134,20.84955406,1
879,545,9.484555244,21.15943527,1
879,577,9.562825203,21.48607063,1
879,609,10.57011414,22.38999748,1
879,641,11.16146278,22.93385506,1
879,673,11.1995306,23.13136482,1
879,705,11.62303543,22.61822319,1
879,737,12.54243183,22.25924301,1
879,769,13.24723816,22.79625511,1
879,801,13.72440243,23.12194061,1
879,833,13.94618511,23.81049919,1
879,865,13.79648113,22.57626724,1
879,897,13.15541172,24.3551693,1
879,929,14.75638771,25.86006927,1
879,961,12.84448719,22.09905434,1
879,993,11.75471687,19.70080376,1
879,1025,12.45794678,17.68413925,1
879,1057,11.85521126,18.33914375,1
879,1089,12.26152229,19.63439369,1
879,1121,15.81315899,20.52498817,1
879,1153,17.32008171,20.61766624,1
879,1185,22.37373161,18.69494247,1
879,1217,20.73354912,19.35814285,1
879,1249,19.09824371,13.61923695,1
879,1281,19.56478882,13.39978027,1
879,1313,18.3131752,10.08009911,1
879,1345,17.87476349,9.560785294,1
879,1377,19.23139381,8.292339325,1
879,1409,19.48903847,5.314459801,1
879,1441,17.1278038,1.817903996,1
879,1473,17.55378914,-9.169307709,1
879,1505,18.98470879,-10.57796478,1
879,1537,18.62064934,-7.278268814,1
879,1569,18.65400124,-7.32365036,1
879,1601,18.85646248,-8.564821243,1
879,1633,19.03554726,-8.969470024,1
879,1665,18.96474075,-9.021889687,1
879,1697,17.52574539,-10.09728146,1
879,1729,15.98029995,-10.79227543,1
879,1761,14.5204134,-11.10474491,1
879,1793,13.4611187,-17.86344719,1
879,1825,11.7364521,-5.428462029,1
879,1857,17.30090523,-13.52985191,1
879,1889,15.41687202,-17.46830559,1
879,1921,13.37526703,-14.62729549,1
879,1953,12.31216145,-19.52155876,1
879,1985,11.42738914,-19.88575745,1
879,2017,-6.878362656,-5.252398968,1
911,33,2.376392365,1.505580902,1
911,65,2.478804588,8.747243881,1
911,97,2.925165653,12.59728336,1
911,129,2.573188066,13.68077946,1
911,161,1.959471703,13.53862286,1
911,193,2.205240726,14.02024174,1
911,225,2.915984869,14.21177483,1
911,257,2.698874235,14.22903824,1
911,289,3.897892475,15.87434006,1
911,321,4.082817078,16.43682671,1
911,353,4.485070705,17.18001175,1
911,385,5.284874916,20.78144836,1
911,417,7.035027504,18.77798271,1
911,449,9.015763283,2.889917374,1
911,481,7.842121124,37.8055954,1
911,513,9.601787567,21.14757156,1
911,545,9.338531494,19.45359421,1
911,577,9.664203644,21.23424911,1
911,609,10.60926533,22.24717903,1
911,641,11.47957802,23.23813438,1
911,673,11.3532114,23.52004242,1
911,705,12.04953766,23.2430439,1
911,737,13.32543564,23.10137367,1
911,769,14.86792564,23.16767502,1
911,801,16.41869164,24.63804817,1
911,833,15.33004951,25.36749649,1
911,865,14.23495674,22.52531815,1
911,897,14.31576538,23.28156281,1
911,929,13.95442295,26.64987755,1
911,961,19.84564972,33.40421677,1
911,993,9.916294098,19.78874779,1
911,1025,10.17298508,17.87763214,1
911,1057,12.49320412,20.39653969,1
911,1089,19.33958054,20.3519783,1
911,1121,17.24158478,21.86238098,1
911,1153,18.17897606,21.61954689,1
911,1185,17.91618156,18.97097015,1
911,1217,17.61709595,15.26344299,1
911,1249,21.2808857,8.726223946,1
911,1281,23.01138496,10.44978809,1
911,1313,17.07356453,20.21964264,1
911,1345,14.97574234,12.70944405,1
911,1377,17.55290222,8.000631332,1
911,1409,17.67889595,4.608115673,1
911,1441,17.37376022,-0.2432918549,1
911,1473,17.62634659,-8.117937088,1
911,1505,18.66018486,-11.6835804,1
911,1537,20.5303669,-9.711921692,1
911,1569,20.54641914,-9.272489548,1
911,1601,16.85833549,-9.492219925,1
911,1633,17.69882584,-10.43414688,1
911,1665,17.46773529,-11.34760761,1
911,1697,17.14291,-12.16639423,1
911,1729,16.09703827,-12.85105896,1
911,1761,14.73600578,-12.48716068,1
911,1793,13.08879757,-13.83198929,1
911,1825,12.04589176,-14.66858101,1
911,1857,11.3282032,-17.10625458,1
911,1889,11.17297363,-19.10360527,1
911,1921,12.25663185,-17.68933868,1
911,1953,11.56877232,-17.05488205,1
911,1985,15.02494526,4.88373661,1
911,2017,0.09961128235,-2.875620842,1
943,33,9.561966896,6.762147427,1
943,65,11.64455032,11.73365402,1
943,97,2.628250837,13.76053143,1
943,129,2.67190361,14.37758255,1
943,161,2.901007414,13.9661026,1
943,193,4.118692398,13.39274883,1
943,225,6.132927895,13.30223846,1
943,257,5.056910515,14.68388653,1
943,289,4.923604012,14.91587067,1
943,321,3.714480877,15.72501373,1
943,353,2.985661507,17.76423264,1
943,385,3.592365265,18.69960785,1
943,417,7.910216331,15.29711151,1
943,449,8.623804092,2.453269958,1
943,481,-6.872762203,27.45147133,1
943,513,7.773592949,21.24569321,1
943,545,8.013911247,19.17580795,1
943,577,8.668193817,20.11527252,1
943,609,9.742062569,21.42229652,1
943,641,10.57741547,22.48387337,1
943,673,10.76849651,23.21420097,1
943,705,11.33511066,23.43304062,1
943,737,12.50013351,24.8736496,1
943,769,13.9005022,24.19218254,1
943,801,14.52232647,26.8535099,1
943,833,13.45907021,25.90958023,1
943,865,14.72319221,23.19986343,1
943,897,15.46452904,22.99180031,1
943,929,14.34829998,22.00662613,1
943,961,14.10223484,20.64184189,1
943,993,14.0493536,20.36995697,1
943,1025,14.00658512,22.44471169,1
943,1057,15.4916048,23.87153625,1
943,1089,33.39870834,22.18872833,1
943,1121,16.71350479,25.32205772,1
943,1153,18.02343369,21.03853035,1
943,1185,17.98888397,14.91904259,1
943,1217,20.69389343,12.14920235,1
943,1249,17.53966141,7.90285778,1
943,1281,17.34730911,8.226228714,1
943,1313,17.47642899,8.376138687,1
943,1345,16.84811401,10.38811874,1
943,1377,16.78336716,6.781321049,1
943,1409,17.52139664,-8.450592041,1
943,1441,22.69126892,1.968137026,1
943,1473,14.31604767,-2.356276035,1
943,1505,13.54231644,-27.0031662,1
943,1537,18.32776642,-13.9804287,1
943,1569,16.46422577,-12.14704514,1
943,1601,0.7173423767,0.04643821716,1
943,1633,16.89068985,-10.83624935,1
943,1665,16.21931839,-12.05581665,1
943,1697,16.05923462,-12.54392242,1
943,1729,15.28574181,-13.63003159,1
943,1761,13.9760828,-12.71353531,1
943,1793,12.61175537,-13.37293148,1
943,1825,11.01506519,-15.59248257,1
943,1857,9.584039688,-18.83080292,1
943,1889,11.36183548,-19.71356392,1
943,1921,10.38107681,-17.70479584,1
943,1953,9.364639282,-16.2633667,1
943,1985,14.02866459,13.63822651,1
943,2017,1.119127274,-0.4052529335,1
975,33,-14.2487936,8.504792213,1
975,65,10.82851791,12.37611675,1
975,97,5.895210266,14.24266815,1
975,129,2.611758709,14.97416687,1
975,161,2.694518566,15.2463541,1
975,193,3.196997643,14.90889645,1
975,225,3.674693823,14.18976974,1
975,257,4.024934292,14.7378912,1
975,289,4.179781914,15.11509514,1
975,321,4.420739651,15.91335106,1
975,353,4.051162243,16.59183311,1
975,385,4.100769043,17.15786362,1
975,417,5.386735916,18.15861702,1
975,449,6.383247375,19.31192017,1
975,481,6.668863297,21.38171577,1
975,513,6.728925705,19.95495605,1
975,545,7.285774708,19.41816902,1
975,577,7.777112007,19.75199318,1
975,609,8.775346756,21.21364403,1
975,641,9.940805435,21.78835678,1
975,673,9.759609222,21.94541931,1
975,705,9.548149109,22.79383659,1
975,737,9.101057053,23.84601974,1
975,769,12.42824268,33.71471405,1
975,801,9.69712162,25.54434967,1
975,833,11.93155575,26.90940285,1
975,865,13.61662865,24.06277847,1
975,897,14.61991405,24.05154419,1
975,929,14.41534138,22.86303139,1
975,961,13.84419441,21.16204262,1
975,993,14.14612579,20.55186272,1
975,1025,15.41628075,21.16601372,1
975,1057,15.46068668,27.95330238,1
975,1089,15.59335423,30.6429081,1
975,1121,16.65881729,23.8787632,1
975,1153,17.06293678,17.59416199,1
975,1185,20.71998215,9.785054207,1
975,1217,16.89908981,12.43155289,1
975,1249,17.05129051,7.562665939,1
975,1281,17.35424423,7.30398941,1
975,1313,17.38599586,6.870455265,1
975,1345,16.98358536,7.192663193,1
975,1377,16.91178894,5.394610405,1
975,1409,22.49256134,-6.100999355,1
975,1441,22.23324776,-8.829011917,1
975,1473,17.61775017,-12.16843891,1
975,1505,19.18907166,-11.04510117,1
975,1537,17.46183205,-11.75078773,1
975,1569,17.96457863,-11.5777607,1
975,1601,18.90522003,-10.9979353,1
975,1633,17.67150879,-10.27160931,1
975,1665,15.8726902,-11.19155788,1
975,1697,14.94906712,-11.46395493,1
975,1729,13.99602604,-11.05164242,1
975,1761,13.54616737,-11.43872738,1
975,1793,12.51235008,-12.59161758,1
975,1825,11.40375423,-14.94793701,1
975,1857,10.4479866,-17.78848648,1
975,1889,10.43460083,-19.28195763,1
975,1921,7.593506813,-19.49824142,1
975,1953,4.519189835,-19.05329514,1
975,1985,4.250079155,-25.17666626,1
975,2017,5.73448658,0.3156497478,1
1007,33,-15.43546486,10.24128342,1
1007,65,3.705480099,11.18935013,1
1007,97,4.906733513,13.08555126,1
1007,129,3.637267351,14.07819366,1
1007,161,2.356993914,14.42011833,1
1007,193,3.036705971,14.41668892,1
1007,225,3.776592255,14.29505348,1
1007,257,4.306310177,14.82124424,1
1007,289,4.145878315,15.38795662,1
1007,321,2.152775288,15.94580078,1
1007,353,3.030998707,16.68001366,1
1007,385,4.101233959,17.80113792,1
1007,417,5.63350296,19.07233238,1
1007,449,6.721943855,19.11395073,1
1007,481,6.833508968,19.98921394,1
1007,513,6.772721291,21.33720207,1
1007,545,7.149123192,21.036026,1
1007,577,7.391076088,20.7649765,1
1007,609,7.487986088,20.67132378,1
1007,641,8.204082489,20.72253036,1
1007,673,9.974277496,21.11059761,1
1007,705,9.377634048,20.98667717,1
1007,737,9.329342842,23.53892517,1
1007,769,11.49125576,28.89888191,1
1007,801,9.008447647,26.48111153,1
1007,833,10.37933445,26.08495331,1
1007,865,14.98221874,27.1668396,1
1007,897,13.0994072,24.66446114,1
1007,929,12.84167862,24.02571297,1
1007,961,11.53574276,21.82610893,1
1007,993,12.65372944,21.70882797,1
1007,1025,13.02729034,23.08328056,1
1007,1057,13.74530602,40.20632935,1
1007,1089,26.15766716,21.42243767,1
1007,1121,14.69890404,18.83309937,1
1007,1153,15.23779869,12.45918751,1
1007,1185,30.41828156,11.65774918,1
1007,1217,15.85889053,10.78931618,1
1007,1249,21.35667229,3.32149601,1
1007,1281,17.13871765,6.847313881,1
1007,1313,16.41608238,6.126051426,1
1007,1345,16.60937691,5.00834465,1
1007,1377,16.96741867,4.534408569,1
1007,1409,20.48246384,-2.25861001,1
1007,1441,18.05282211,-10.56235981,1
1007,1473,17.04480553,-13.3118391,1
1007,1505,18.86165428,-8.678663254,1
1007,1537,6.89232254,-21.13641357,1
1007,1569,19.59226608,-10.31163979,1
1007,1601,18.21728897,-10.09281826,1
1007,1633,17.12687111,-10.1214571,1
1007,1665,15.26133251,-10.30433178,1
1007,1697,14.66082859,-10.63448429,1
1007,1729,13.84450722,-10.01699448,1
1007,1761,12.67222786,-10.39534187,1
1007,1793,11.56947899,-11.78908634,1
1007,1825,10.24325275,-14.36855793,1
1007,1857,8.687810898,-17.06623268,1
1007,1889,7.128713608,-18.08301926,1
1007,1921,4.598105431,-19.2668438,1
1007,1953,4.525770187,-16.63994408,1
1007,1985,-7.410305023,-12.99268246,1
1007,2017,-9.799734116,-0.07256448269,1
1039,33,-15.66644096,12.85222244,1
1039,65,11.39153862,14.32236767,1
1039,97,-0.2866768837,12.7148304,1
1039,129,2.067176819,11.83189297,1
1039,161,1.516376495,14.01724243,1
1039,193,2.783055067,13.91115761,1
1039,225,-1.625754833,-1.462621689,1
1039,257,4.388742447,14.85709953,1
1039,289,4.680754662,15.61897945,1
1039,321,4.122784138,16.39964676,1
1039,353,3.073426247,16.86380386,1
1039,385,5.982449532,17.88294411,1
1039,417,5.769320965,18.62043953,1
1039,449,6.590391636,19.23961449,1
1039,481,6.694290161,20.33886337,1
1039,513,6.26936388,21.72704315,1
1039,545,6.78104353,21.15467262,1
1039,577,6.879274845,20.92144585,1
1039,609,6.261058807,20.7633152,1
1039,641,7.170548439,20.6965332,1
1039,673,9.005853653,21.14451981,1
1039,705,10.01836872,21.36933517,1
1039,737,10.34710693,23.50636482,1
1039,769,10.79780197,24.20718193,1
1039,801,9.917215347,25.60108948,1
1039,833,10.2836895,26.35113335,1
1039,865,10.76085281,23.63266754,1
1039,897,10.33421516,23.04345512,1
1039,929,10.73567581,22.12197495,1
1039,961,10.87718391,22.69259644,1
1039,993,11.4057045,24.14155197,1
1039,1025,12.18777943,34.8840065,1
1039,1057,15.81332588,41.27619934,1
1039,1089,-1.237333298,4.335201263,1
1039,1121,14.03803062,19.02619934,1
1039,1153,14.41021729,8.06012249,1
1039,1185,0.5701332092,-1.785661697,1
1039,1217,17.37153244,9.644332886,1
1039,1249,21.85672379,0.937754631,1
1039,1281,21.33436966,7.34960413,1
1039,1313,15.88715458,3.998401165,1
1039,1345,16.07869339,2.586671352,1
1039,1377,18.62500381,-1.120098591,1
1039,1409,16.62409019,-3.999913692,1
1039,1441,20.60611343,-9.84089756,1
1039,1473,23.02970123,-10.01182556,1
1039,1505,24.58440208,-8.876731873,1
1039,1537,21.4863205,-9.038992882,1
1039,1569,20.93170357,-10.10097218,1
1039,1601,18.80543709,-9.052129745,1
1039,1633,16.85668945,-9.473819733,1
1039,1665,14.80873966,-9.420534134,1
1039,1697,13.45325184,-9.597067833,1
1039,1729,12.64810848,-9.67504406,1
1039,1761,11.55364895,-9.685676575,1
1039,1793,10.2545023,-10.97823906,1
1039,1825,8.366800308,-16.84350395,1
1039,1857,3.61151123,-15.93988991,1
1039,1889,3.590081215,-16.46847343,1
1039,1921,3.970502377,-16.12192345,1
1039,1953,5.255553246,-13.77823257,1
1039,1985,5.563653946,-15.80298424,1
1039,2017,22.23371506,-2.43740797,1
1071,33,0.6262376308,14.0713377,1
1071,65,0.1981800795,8.176474571,1
1071,97,1.499756575,12.28090858,1
1071,129,4.522616386,12.59332466,1
1071,161,1.777502894,13.69697285,1
1071,193,1.759832621,14.49798298,1
1071,225,2.124866724,14.57605171,1
1071,257,4.242462158,14.81880856,1
1071,289,5.324445248,15.3301096,1
1071,321,4.726643085,16.09474373,1
1071,353,4.857592583,16.54033279,1
1071,385,6.257249832,17.89720726,1
1071,417,6.081642151,18.38162231,1
1071,449,6.712623119,19.1583252,1
1071,481,6.222523212,20.57559776,1
1071,513,5.541285515,21.78478241,1
1071,545,6.146105289,20.0844326,1
1071,577,-0.724407196,35.13587189,1
1071,609,6.354949951,21.31889153,1
1071,641,6.991066456,21.362854,1
1071,673,8.080278397,21.91576576,1
1071,705,9.230490685,22.44387436,1
1071,737,8.957710266,22.71853065,1
1071,769,8.929288864,22.17280006,1
1071,801,9.085652351,21.80979538,1
1071,833,9.235927582,24.2271328,1
1071,865,8.86935997,22.93401146,1
1071,897,8.461281776,22.21834755,1
1071,929,8.114814758,20.80023384,1
1071,961,9.415727615,23.03666687,1
1071,993,10.59826469,26.2334404,1
1071,1025,15.85971928,35.03032684,1
1071,1057,19.56479263,40.66537857,1
1071,1089,13.41304779,21.71368027,1
1071,1121,13.31781673,14.14884567,1
1071,1153,13.02796364,-1.028565407,1
1071,1185,13.68497658,1.342839241,1
1071,1217,17.11934662,10.11021137,1
1071,1249,21.15271568,1.986885071,1
1071,1281,14.56149101,6.444254875,1
1071,1313,15.02116108,3.688293934,1
1071,1345,15.90978336,3.014802933,1
1071,1377,18.78893852,-4.091003418,1
1071,1409,22.11687088,-7.63391161,1
1071,1441,22.87878609,-1.782703996,1
1071,1473,23.10206032,-3.569638491,1
1071,1505,23.45887566,-3.673348427,1
1071,1537,17.63292313,-4.922026157,1
1071,1569,18.08057404,-6.965534687,1
1071,1601,17.97537231,-8.494822502,1
1071,1633,16.77741432,-8.679940224,1
1071,1665,15.1187706,-8.228851318,1
1071,1697,13.41982079,-8.464655876,1
1071,1729,11.03451252,-9.346048355,1
1071,1761,10.02690697,-8.971953392,1
1071,1793,8.777508736,-10.13949394,1
1071,1825,5.64325428,-16.81100273,1
1071,1857,3.079880714,-15.6677618,1
1071,1889,4.109335899,-15.46168613,1
1071,1921,4.174355507,-12.61166573,1
1071,1953,2.994373798,-10.69212532,1
1071,1985,3.861700535,-13.61437035,1
1071,2017,7.165036201,-4.460156441,1
1103,33,6.180043221,13.22247219,1
1103,65,1.780865431,12.3539896,1
1103,97,1.834844112,12.75246525,1
1103,129,1.556561232,19.92064476,1
1103,161,1.841141582,14.36862278,1
1103,193,1.886199474,14.55905342,1
1103,225,2.376523733,15.15584183,1
1103,257,3.805474043,15.49818134,1
1103,289,5.364790916,14.414464,1
1103,321,4.430649757,15.83706284,1
1103,353,4.129251003,17.74689102,1
1103,385,4.703760147,18.06926537,1
1103,417,4.887720585,18.22471619,1
1103,449,5.400857925,19.74161339,1
1103,481,5.527451992,21.04901505,1
1103,513,5.169513702,20.7286396,1
1103,545,5.196568966,19.25602913,1
1103,577,5.915543556,20.70384598,1
1103,609,5.611820221,21.59393692,1
1103,641,5.996275902,23.05139923,1
1103,673,7.774949074,23.17012215,1
1103,705,7.826613903,23.30200768,1
1103,737,7.512648106,22.56061745,1
1103,769,8.026391983,22.19486427,1
1103,801,8.517662048,22.16856384,1
1103,833,7.948050499,22.4708271,1
1103,865,7.560152054,22.70898247,1
1103,897,7.973463058,22.58532143,1
1103,929,8.093045235,23.22487831,1
1103,961,8.578839302,25.90156174,1
1103,993,9.489253044,30.0468235,1
1103,1025,9.509305954,37.42099762,1
1103,1057,11.44407654,30.7389431,1
1103,1089,11.88136387,25.34217453,1
1103,1121,12.43640518,17.11643219,1
1103,1153,25.07314873,13.69256878,1
1103,1185,16.28345299,5.736393929,1
1103,1217,15.46547318,3.273054123,1
1103,1249,17.35712433,2.031056404,1
1103,1281,18.11468315,8.020553589,1
1103,1313,-3.390802383,-0.2577800751,1
1103,1345,14.96043968,6.879964828,1
1103,1377,16.19713974,5.73870182,1
1103,1409,21.50305176,13.61316776,1
1103,1441,24.63041687,-4.077372551,1
1103,1473,21.66373444,-1.790991545,1
1103,1505,16.88439178,2.767865658,1
1103,1537,17.81762886,-4.131340027,1
1103,1569,17.97251701,-6.171601772,1
1103,1601,17.76234627,-7.518913269,1
1103,1633,16.17790222,-7.632932663,1
1103,1665,14.66096592,-7.251684189,1
1103,1697,12.92320347,-7.348602295,1
1103,1729,10.76628685,-8.797339439,1
1103,1761,7.800374031,-8.716489792,1
1103,1793,4.984885216,-9.894995689,1
1103,1825,2.056424141,-13.93964386,1
1103,1857,0.4434819221,-14.60674286,1
1103,1889,0.92527771,-14.23819351,1
1103,1921,3.089766979,-12.51580048,1
1103,1953,0.6081314087,-14.8797226,1
1103,1985,-2.221024036,-12.89631844,1
1103,2017,7.266213417,-4.061102867,1
1135,33,5.885601521,11.29085159,1
1135,65,-5.065355301,11.56589699,1
1135,97,11.08414268,12.84411716,1
1135,129,10.50118256,14.17524624,1
1135,161,-3.313504219,18.80558205,1
1135,193,2.137879848,16.74389076,1
1135,225,2.481559038,16.10697556,1
1135,257,2.845736742,16.32941437,1
1135,289,3.974725485,16.22738075,1
1135,321,4.112308502,16.37823105,1
1135,353,4.513928413,17.00387001,1
1135,385,6.319237709,17.92573357,1
1135,417,5.69321537,18.73189163,1
1135,449,4.8987813,20.54009247,1
1135,481,4.366465569,21.51859093,1
1135,513,3.831940651,19.1737709,1
1135,545,2.85392952,18.19647789,1
1135,577,2.986574173,20.99285889,1
1135,609,5.884205818,22.43329239,1
1135,641,6.816701889,23.54301262,1
1135,673,6.387428284,24.16418457,1
1135,705,6.099024773,24.19413185,1
1135,737,6.781269073,21.41148186,1
1135,769,7.017035484,22.19444275,1
1135,801,6.83689642,22.20901299,1
1135,833,6.862962246,21.81999779,1
1135,865,7.163877487,21.89360046,1
1135,897,7.799877644,22.07452774,1
1135,929,9.735736847,24.19252396,1
1135,961,9.717615128,27.83654785,1
1135,993,8.631051064,31.70358658,1
1135,1025,8.474330902,34.91091156,1
1135,1057,8.967780113,30.99362755,1
1135,1089,10.33111,26.55533028,1
1135,1121,9.140852928,10.01303482,1
1135,1153,5.365787506,10.68652153,1
1135,1185,10.21266079,6.233577728,1
1135,1217,15.25120354,3.995927811,1
1135,1249,12.70921326,11.11478806,1
1135,1281,17.18115997,10.4508152,1
1135,1313,19.83166504,9.676593781,1
1135,1345,22.79727173,-5.552436829,1
1135,1377,23.21142769,15.34905815,1
1135,1409,24.26532364,15.43824387,1
1135,1441,25.97065735,3.907193899,1
1135,1473,21.37716293,0.3364973068,1
