PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 6, filenames: A:[6]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[7]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.102439404,38.48959732,1
47,65,-14.65951538,15.53863144,1
47,97,5.274555683,14.6060791,1
47,129,7.184054375,14.65812016,1
47,161,8.698490143,14.3244257,1
47,193,8.875861168,17.84573936,1
47,225,8.614837646,18.07898712,1
47,257,11.64775944,17.48135948,1
47,289,12.92833519,17.60478592,1
47,321,11.51756382,15.58732986,1
47,353,9.400808334,12.13541412,1
47,385,10.11044216,14.09908676,1
47,417,10.16328144,14.73433876,1
47,449,11.39264011,13.09750366,1
47,481,11.58400345,14.22610474,1
47,513,14.1794529,16.44847107,1
47,545,13.54397964,26.44333649,1
47,577,14.05736351,18.54188538,1
47,609,13.56694126,16.27576256,1
47,641,12.03796577,15.07351875,1
47,673,15.74751091,17.77458572,1
47,705,33.77695465,5.898164749,1
47,737,16.78866005,16.09062767,1
47,769,16.20469666,17.20920372,1
47,801,14.11097336,15.12761879,1
47,833,20.17950249,13.84741974,1
47,865,20.5304985,13.07411766,1
47,897,22.24329567,12.94773483,1
47,929,24.02891731,13.05723858,1
47,961,25.38345909,14.75218105,1
47,993,24.83435822,17.20272064,1
47,1025,11.86941528,10.38664436,1
47,1057,23.21266937,12.98107147,1
47,1089,22.88534927,11.29661465,1
47,1121,23.38861847,10.30560398,1
47,1153,21.84493828,11.39434719,1
47,1185,23.1335392,9.054321289,1
47,1217,21.17779732,4.784834862,1
47,1249,23.51331902,3.188523769,1
47,1281,24.29019547,3.69327569,1
47,1313,24.4232254,1.648828506,1
47,1345,23.18629074,4.118700504,1
47,1377,23.01159286,0.3917922974,1
47,1409,10.13709641,4.664360046,1
47,1441,8.994503021,3.035149336,1
47,1473,20.25028992,-0.1083945036,1
47,1505,0.2568016052,-0.3084740639,1
47,1537,-0.4884605408,-0.3106884956,1
47,1569,4.145547867,-4.530481339,1
47,1601,17.00042915,-2.706330776,1
47,1633,15.0822401,-1.225100636,1
47,1665,14.46463966,-1.392362475,1
47,1697,17.27896881,-7.688000202,1
47,1729,18.62406921,-10.62356377,1
47,1761,13.86583614,-7.020570755,1
47,1793,9.595209122,-3.453519106,1
47,1825,14.02745914,-2.16707468,1
47,1857,11.07159805,-2.903810978,1
47,1889,9.654223442,-3.930601597,1
47,1921,10.77601814,-5.869329453,1
47,1953,8.331548691,-18.61595726,1
47,1985,8.600887299,3.29613018,1
47,2017,-10.44060421,0.004369735718,1
79,33,-8.181077957,5.815952301,1
79,65,7.694890022,11.31992722,1
79,97,4.746226311,13.21717644,1
79,129,6.009366035,15.55193615,1
79,161,7.569181442,15.23068237,1
79,193,8.369886398,17.14819145,1
79,225,9.111541748,17.13358498,1
79,257,10.36206722,17.33260536,1
