PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 31, filenames: A:[31]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[32]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.627558231,3.05420351,1
47,65,0.04509285092,0.8331813812,1
47,97,-0.5293290615,0.19734025,1
47,129,0.4588285685,1.425095081,1
47,161,1.910359383,5.43862915,1
47,193,2.291225672,5.095188141,1
47,225,0.9203625917,4.382638454,1
47,257,-0.4926301837,4.309200287,1
47,289,-0.5456879735,3.989676714,1
47,321,0.04737842083,3.884774685,1
47,353,0.1462029219,3.995581627,1
47,385,-0.266757369,4.097176552,1
47,417,-1.00330174,0.2846546173,1
47,449,-0.350307107,-0.9398317337,1
47,481,-0.7188093662,2.175034523,1
47,513,0.02157437801,2.824110508,1
47,545,1.185904503,3.443342447,1
47,577,1.345077991,1.612895012,1
47,609,1.419150591,0.4949922562,1
47,641,1.854030609,5.10781765,1
47,673,0.3928456306,5.90585041,1
47,705,-1.710371017,10.60253143,1
47,737,-0.4472361803,5.585131168,1
47,769,0.3373881578,5.541247368,1
47,801,0.0878970623,9.435620308,1
47,833,2.380651474,6.681102753,1
47,865,6.610372066,1.63557148,1
47,897,7.145443916,2.892400265,1
47,929,4.18645668,9.819973946,1
47,961,2.672388315,5.370415211,1
47,993,1.360633373,1.89573288,1
47,1025,1.627756119,5.120171547,1
47,1057,2.049149036,4.009167194,1
47,1089,1.318028927,1.198563576,1
47,1121,-0.1752632856,1.412616014,1
47,1153,1.082063794,1.036128044,1
47,1185,1.315710664,0.7199039459,1
47,1217,-0.7651128173,4.282556057,1
47,1249,-4.019349098,14.78373146,1
47,1281,-4.168497562,10.0580368,1
47,1313,-1.67852211,11.13289738,1
47,1345,-2.167273998,5.431287289,1
47,1377,0.2139023542,3.802338123,1
47,1409,3.825102329,6.224988937,1
47,1441,3.269067049,5.275225163,1
47,1473,2.406894207,6.136601448,1
47,1505,1.86006391,5.816308022,1
47,1537,2.795599937,4.447888374,1
47,1569,5.535201073,10.0583744,1
47,1601,0.238325119,15.18267059,1
47,1633,0.8731117249,5.701070786,1
47,1665,2.784294605,3.938106537,1
47,1697,0.8448245525,0.6526377201,1
47,1729,18.32806969,-9.43807888,1
47,1761,-0.3404276371,-1.066932678,1
47,1793,-0.262193799,-0.694773674,1
47,1825,0.8575587273,-0.7228102684,1
47,1857,-0.4197452068,-0.5942008495,1
47,1889,1.097267628,1.852772713,1
47,1921,1.226373672,2.081796885,1
47,1953,0.7580035329,2.967556,1
47,1985,0.4626854658,1.117111564,1
47,2017,0.9187968969,-7.904223442,1
79,33,-0.2520672083,0.5434375405,1
79,65,0.3082378805,2.2913661,1
79,97,0.4034929574,2.256352425,1
79,129,0.378772378,1.510388613,1
79,161,0.9915034771,4.929846287,1
79,193,1.49763751,6.864349842,1
79,225,0.9371148944,5.260917664,1
79,257,-1.344441295,5.843161106,1
79,289,-0.04933130741,4.763208389,1
79,321,0.3606417775,5.24633646,1
79,353,0.5107233524,4.913197041,1
79,385,0.749422431,4.383414745,1
79,417,0.009654998779,1.79411602,1
79,449,0.1171468496,1.032824039,1
79,481,0.9413533211,3.726328135,1
79,513,1.432142973,4.06415844,1
79,545,2.229828596,4.014624596,1
79,577,2.420669317,0.3433058262,1
79,609,1.595556974,0.2433285713,1
79,641,0.6495280266,2.867817879,1
79,673,0.8350340128,3.739881039,1
79,705,1.372232914,1.666318893,1
79,737,0.2337190509,5.4888134,1
79,769,0.3377601802,7.668465614,1
79,801,-2.494260788,9.71774292,1
79,833,-3.733625889,10.23182583,1
79,865,-1.235982418,8.03637886,1
79,897,4.680090904,5.976756096,1
79,929,3.999572754,5.017682552,1
79,961,7.33834362,7.898653984,1
79,993,1.330502868,4.292428017,1
79,1025,1.135660291,3.773649931,1
79,1057,0.5718499422,3.793842554,1
79,1089,0.08037757874,3.443691254,1
79,1121,-0.5793203115,3.786809921,1
79,1153,1.376818299,0.211409688,1
79,1185,1.140575647,-1.630555749,1
