PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 36, filenames: A:[36]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[37]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-6.694229126,-0.5118980408,1
47,65,-4.357822418,-0.814855814,1
47,97,-1.355110049,14.43405342,1
47,129,-0.06867969036,19.97242165,1
47,161,1.789608955,20.90278244,1
47,193,1.933133602,3.455005646,1
47,225,22.90375328,0.9087238312,1
47,257,5.983504772,6.594216347,1
47,289,3.569094658,5.546561241,1
47,321,1.08844924,7.216713905,1
47,353,2.076851845,4.248650551,1
47,385,8.121056557,1.065406322,1
47,417,2.429413795,7.7808671,1
47,449,2.78893137,28.43390465,1
47,481,0.8685128689,16.03803635,1
47,513,-1.124661446,3.200349808,1
47,545,0.4597296715,10.97513962,1
47,577,19.9369812,3.869568348,1
47,609,19.28388977,1.007984161,1
47,641,-0.6407996416,0.7135834694,1
47,673,-1.34536767,5.424774647,1
47,705,6.16936779,14.91382313,1
47,737,-18.68336105,6.070464134,1
47,769,2.858261585,16.9355526,1
47,801,0.347628355,24.16990662,1
47,833,-0.3417191505,20.38085556,1
47,865,-0.03952407837,0.6220889091,1
47,897,4.710202694,-11.59872723,1
47,929,-0.09549808502,20.19089317,1
47,961,7.327617645,8.99759388,1
47,993,7.289236069,9.496307373,1
47,1025,7.703877449,5.405705452,1
47,1057,7.019154549,8.801132202,1
47,1089,7.62293148,7.399656296,1
47,1121,12.08368492,7.728385925,1
47,1153,12.01727295,7.161206722,1
47,1185,9.35915947,8.024724007,1
47,1217,5.741945744,13.53445053,1
47,1249,0.2880401611,8.534060478,1
47,1281,-0.9732973576,0.6684341431,1
47,1313,-11.54580116,5.328005791,1
47,1345,4.383701324,4.665325165,1
47,1377,1.05676055,9.656292915,1
47,1409,-2.818425179,10.1949091,1
47,1441,7.263718128,5.707631111,1
47,1473,-0.3582226038,-11.96854973,1
47,1505,-0.08417654037,5.702130795,1
47,1537,3.690382719,5.724151611,1
47,1569,3.945419073,7.496980667,1
47,1601,2.531995296,9.040964127,1
47,1633,1.876723528,5.382090092,1
47,1665,2.953525305,7.062503815,1
47,1697,4.094709873,11.54215813,1
47,1729,-0.2781131864,0.1844146252,1
47,1761,14.2753458,-5.802800179,1
47,1793,12.75747108,-3.889387131,1
47,1825,9.927595139,-17.09549522,1
47,1857,0.8221364021,0.3962984085,1
47,1889,2.597403526,6.149417877,1
47,1921,7.509139538,-1.95880723,1
47,1953,0.1541342735,5.663182735,1
47,1985,0.4279102087,7.159016132,1
47,2017,5.447440624,0.1306476593,1
79,33,-12.31226158,1.776983261,1
79,65,0.7200753689,4.891402721,1
79,97,-0.1851351857,10.69408607,1
79,129,1.144425988,12.27550507,1
79,161,0.5764046907,13.66731834,1
79,193,-2.413443089,3.394532204,1
79,225,20.95494843,2.065132141,1
79,257,19.29778671,-3.44265461,1
79,289,1.31918335,6.503001213,1
79,321,1.044303656,4.838576317,1
79,353,0.6503897905,2.544758797,1
79,385,4.821517944,4.510237694,1
79,417,5.681822777,9.106887817,1
79,449,0.8132433891,14.02131748,1
79,481,-4.854272842,10.07375145,1
79,513,-4.04684639,9.519599915,1
79,545,7.524957657,16.82509995,1
79,577,0.3709049225,1.953900814,1
79,609,0.5174417496,1.093150139,1
79,641,17.10076904,-2.148762703,1
79,673,-4.613477707,4.228699207,1
79,705,0.01731991768,7.668268681,1
79,737,9.98110199,10.63105679,1
79,769,3.467945576,20.80419159,1
79,801,-4.839858055,10.87275124,1
79,833,-2.556963921,13.87886429,1
79,865,-1.415635109,24.15845108,1
79,897,3.533581257,8.520179749,1
79,929,15.82683182,-1.91063118,1
79,961,15.09307861,5.909724236,1
79,993,20.94460487,7.706993103,1
79,1025,11.85911655,11.56499481,1
79,1057,14.72742653,11.11028385,1
79,1089,13.80921745,10.47207165,1
79,1121,7.351771355,9.30007267,1
79,1153,8.78705883,10.23731232,1
