PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 24, filenames: A:[24]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[25]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-4.265269279,0.06081867218,1
47,65,-0.5513923764,2.374661207,1
47,97,1.142254949,4.37933445,1
47,129,0.4645544291,5.147236824,1
47,161,1.329265475,6.027365208,1
47,193,1.103091002,5.655827522,1
47,225,-0.2352151871,4.942770958,1
47,257,0.4474470615,5.324540138,1
47,289,1.493925691,6.33914423,1
47,321,1.994839907,6.937704563,1
47,353,1.975263119,3.498223305,1
47,385,1.488114357,2.773030758,1
47,417,-0.4362236857,5.123994827,1
47,449,-1.479166985,3.998268127,1
47,481,-1.216342211,3.114084244,1
47,513,-0.2937941551,4.372571945,1
47,545,1.077345371,5.590957165,1
47,577,-0.09564220905,6.073076248,1
47,609,-1.432067513,3.944342136,1
47,641,0.5228618383,6.481259823,1
47,673,1.439310789,6.05615139,1
47,705,0.9050015211,1.716427326,1
47,737,1.284955502,5.809516907,1
47,769,1.624908447,8.176257133,1
47,801,3.829862118,8.384353638,1
47,833,1.727421761,12.91297531,1
47,865,-1.540873528,7.630729198,1
47,897,3.752473593,12.09608936,1
47,929,0.6911275387,8.755167007,1
47,961,-0.2083650827,4.911929607,1
47,993,-0.8880217671,6.138650894,1
47,1025,-1.10738802,6.00997448,1
47,1057,0.7169082165,5.214408875,1
47,1089,1.774693966,6.113625526,1
47,1121,1.446332932,5.902825356,1
47,1153,0.3181467652,3.70958662,1
47,1185,0.3275935054,2.220172882,1
47,1217,-0.506560564,5.698276997,1
47,1249,-0.1440974474,5.783343315,1
47,1281,1.858987808,3.779989243,1
47,1313,1.165589333,2.979460716,1
47,1345,2.378522873,4.134129524,1
47,1377,2.307796478,4.303405762,1
47,1409,3.375788212,5.889237404,1
47,1441,5.302800179,4.905740261,1
47,1473,4.985478401,4.658713341,1
47,1505,4.13312149,2.876127243,1
47,1537,4.485258102,3.377110481,1
47,1569,2.738499165,2.822042704,1
47,1601,1.065919161,1.600687265,1
47,1633,-0.258828938,1.738841057,1
47,1665,-0.9786535501,1.552499771,1
47,1697,0.2491594851,0.9427154064,1
47,1729,1.965822101,3.196146965,1
47,1761,0.5369083881,1.211853027,1
47,1793,1.097549915,3.797306061,1
47,1825,2.815206528,7.048503876,1
47,1857,2.799760103,3.978808403,1
47,1889,1.075262785,0.6762797832,1
47,1921,1.063391924,0.7271550894,1
47,1953,0.7934480309,0.3078556061,1
47,1985,0.4742450714,0.150807023,1
47,2017,0.6600632668,-0.1686438024,1
79,33,-0.839528203,0.324889183,1
79,65,-0.7302065492,2.869546652,1
79,97,-0.05095672607,5.36705637,1
79,129,-0.1034926176,8.523044586,1
79,161,0.8147605658,7.494955063,1
79,193,1.224484921,5.659496307,1
79,225,0.01378309727,4.740044117,1
79,257,0.04485875368,5.199625015,1
79,289,0.9947932959,3.425444603,1
79,321,1.379936218,2.727187157,1
79,353,1.572605371,2.578736305,1
79,385,1.261761785,2.221135616,1
79,417,-0.34599787,3.973199368,1
79,449,-1.404320955,4.5476408,1
79,481,0.2486257553,5.203670025,1
79,513,0.2552658319,6.427808285,1
79,545,0.7790344954,6.714747906,1
79,577,1.400816679,6.083201408,1
79,609,1.305247545,5.84087038,1
79,641,1.04268539,5.756392956,1
79,673,0.6494665146,6.300124645,1
79,705,-0.1656185389,2.366295338,1
79,737,0.8291416168,2.519174576,1
79,769,0.7329038382,5.658482552,1
79,801,0.4680130482,7.809212208,1
79,833,1.376885653,8.197441101,1
79,865,1.583805919,7.720102787,1
79,897,2.838341951,11.10136414,1
79,929,1.928156614,10.06249237,1
79,961,-1.205357671,5.471958637,1
79,993,-1.380697608,6.273525238,1
79,1025,-0.2400427759,6.395700932,1
79,1057,1.137974501,5.350091457,1
79,1089,0.2457554638,5.306402683,1
79,1121,-0.01829880476,4.581481934,1
79,1153,0.6373878717,3.060144424,1
79,1185,0.9429444075,4.252391815,1
79,1217,0.6633216143,1.768856049,1
79,1249,0.8436317444,5.286412239,1
79,1281,1.589989662,4.775980473,1
79,1313,1.00665617,1.964629173,1
79,1345,1.045614123,3.303014517,1
79,1377,0.5705293417,4.848233223,1
79,1409,2.218103409,4.357075214,1
79,1441,3.678658485,4.00036335,1
79,1473,2.824854136,3.235916615,1
79,1505,2.054627895,2.263371944,1
79,1537,2.584326029,1.891127348,1
79,1569,1.588004112,0.9579889774,1
79,1601,0.9381015301,1.185553551,1
79,1633,-0.05071991682,1.144662857,1
79,1665,0.2821905017,0.6686034203,1
79,1697,3.392276764,1.972341061,1
79,1729,1.892172694,2.011309624,1
79,1761,0.4648169279,1.001027584,1
79,1793,3.500941753,6.085509777,1
79,1825,2.41980958,5.257063389,1
79,1857,1.940199375,3.874567986,1
79,1889,0.4906818867,1.682569742,1
79,1921,0.7126799822,1.067409635,1
79,1953,0.4471577704,0.4609730542,1
79,1985,0.3582525849,0.3314651847,1
79,2017,0.3274519444,0.06174173951,1
111,33,0.1432980299,0.1160643101,1
111,65,-0.5273562074,2.634156227,1
111,97,-0.6206831336,5.418416977,1
111,129,-0.6450777054,6.348340511,1
111,161,-0.6481350064,6.16862011,1
111,193,0.1167203411,6.68310833,1
111,225,0.5656334162,5.702445984,1
111,257,0.9959381819,4.817162991,1
111,289,1.454085469,2.196594715,1
111,321,1.494560361,0.8144438267,1
111,353,1.729696631,3.395236731,1
111,385,1.383072257,4.161412716,1
111,417,0.6127096415,4.773248672,1
111,449,0.6592462659,4.961261749,1
111,481,0.9466975927,6.345797062,1
111,513,1.143504977,7.250267029,1
111,545,1.6270504,6.180193424,1
111,577,2.936285019,5.901155949,1
111,609,2.605372429,5.980353355,1
111,641,1.836623907,7.183338165,1
111,673,0.8362894058,6.575764656,1
111,705,0.2788143158,5.71305418,1
111,737,0.2631705999,0.00558423996,1
111,769,0.8419356346,6.379719257,1
111,801,-0.5704134107,7.698063374,1
111,833,-1.110648751,6.432171822,1
111,865,0.2061382532,6.349918842,1
111,897,0.9541683793,6.920859814,1
111,929,2.577410936,8.238824844,1
111,961,-0.1377869248,7.023004055,1
111,993,-0.554884553,5.718291283,1
111,1025,-0.08739108592,5.721002579,1
111,1057,0.2885673344,4.942857742,1
111,1089,0.1868249774,4.965680599,1
111,1121,-0.01260012388,4.002206326,1
111,1153,0.7159551978,3.92612648,1
111,1185,1.873192787,4.191565037,1
111,1217,1.215450764,1.643271923,1
111,1249,1.380545616,4.76355505,1
