PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 19, filenames: A:[19]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[20]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.03086495399,14.4865818,1
47,65,-0.3616828322,1.2604568,1
47,97,-0.1776994616,4.073378086,1
47,129,-0.1171553731,5.275742054,1
47,161,1.346993923,7.309392452,1
47,193,1.782559514,7.114946365,1
47,225,0.7986158133,7.353011608,1
47,257,1.120471239,5.478664875,1
47,289,2.683372736,5.253986835,1
47,321,3.674942732,3.667359829,1
47,353,3.449629307,5.784976959,1
47,385,1.386160851,5.257369518,1
47,417,0.3176026344,4.340629101,1
47,449,1.596130252,5.773880482,1
47,481,2.244674683,7.246030807,1
47,513,1.385044932,7.640524864,1
47,545,1.712802649,6.926587105,1
47,577,1.605489016,5.413831234,1
47,609,-0.3853023052,4.835998058,1
47,641,2.305724621,5.402490139,1
47,673,7.077580452,6.241104603,1
47,705,0.3585252762,7.213868141,1
47,737,2.857179165,7.090733528,1
47,769,3.187045097,7.081525803,1
47,801,3.664508343,5.627811432,1
47,833,4.615409374,8.03068924,1
47,865,1.83958602,5.57748127,1
47,897,-3.099602699,24.37041473,1
47,929,5.151169777,15.9937439,1
47,961,2.151660681,5.790213108,1
47,993,2.455155849,5.686950684,1
47,1025,2.510173559,4.695796013,1
47,1057,3.320244789,3.24838233,1
47,1089,4.495361328,4.191609859,1
47,1121,3.819001198,5.305360317,1
47,1153,2.492799759,6.014986992,1
47,1185,2.333019257,4.112605095,1
47,1217,3.398478985,6.078777313,1
47,1249,3.469965458,4.99455595,1
47,1281,2.051866531,6.477419853,1
47,1313,2.527071953,5.072648048,1
47,1345,4.842269897,3.127783298,1
47,1377,4.224310875,2.125047684,1
47,1409,3.94515276,2.14875412,1
47,1441,0.8280682564,1.225302696,1
47,1473,-0.2197082043,3.887382746,1
47,1505,5.495195389,2.546178102,1
47,1537,8.999713898,3.196549654,1
47,1569,-0.2507295609,1.119033337,1
47,1601,4.730418205,2.334003448,1
47,1633,3.871838093,3.64725852,1
47,1665,4.153439522,1.6148417,1
47,1697,4.86313343,0.8492207527,1
47,1729,0.2471914291,0.1858894825,1
47,1761,6.505073547,4.960769653,1
47,1793,7.216970921,5.298532486,1
47,1825,7.041483402,3.931671619,1
47,1857,5.650010586,2.469127655,1
