PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 3, filenames: A:[3]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[4]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
47,1601,75.5015564,-33.96220398,1
47,1633,62.27065277,-34.73844528,1
47,1665,60.2494278,-36.04165268,1
47,1697,56.77249146,-42.40457535,1
47,1729,59.55602264,-42.86669159,1
47,1761,60.50341415,-50.45431137,1
47,1793,66.20602417,-50.53684616,1
47,1825,62.50905991,-42.37944794,1
47,1857,60.62741089,-39.59190369,1
47,1889,58.05451584,-45.91091919,1
47,1921,65.08699036,-46.74776077,1
47,1953,64.98895264,-46.92579269,1
47,1985,43.38830566,-60.50474548,1
47,2017,47.63945007,-34.99925995,1
79,33,43.47907257,30.54813957,1
79,65,33.27711105,38.3314209,1
79,97,33.35661697,35.73779678,1
79,129,33.5413475,34.00255203,1
79,161,36.31903839,31.9358902,1
79,193,37.23252869,30.39706802,1
79,225,38.5085144,29.98687363,1
79,257,40.48250198,30.37560654,1
79,289,41.72466278,29.80215454,1
79,321,42.3011055,29.31796265,1
79,353,42.63382721,29.05007744,1
79,385,43.79511261,29.11546898,1
79,417,43.71075439,28.36884308,1
79,449,46.81527328,27.35873795,1
79,481,47.39198685,27.35572243,1
79,513,47.90452957,28.03674698,1
79,545,48.36132813,27.82530594,1
79,577,48.76033783,27.53880501,1
79,609,49.53996277,25.92188835,1
79,641,50.17499924,26.56893158,1
79,673,52.66662598,25.60881233,1
79,705,54.64953232,25.27972984,1
79,737,54.30646133,23.23903656,1
79,769,54.27187729,17.61395073,1
79,801,70.19764709,18.93319321,1
79,833,56.46242523,16.34652519,1
79,865,57.42715836,16.54363632,1
79,897,60.86615753,19.383461,1
79,929,74.42741394,3.955602646,1
79,961,46.98683548,3.098693848,1
79,993,40.1461792,14.84253311,1
79,1025,59.27201843,17.30067444,1
79,1057,61.03798294,11.71010017,1
79,1089,68.10089111,0.2845439911,1
79,1121,65.69176483,-8.552310944,1
79,1153,66.6942749,-11.00120449,1
79,1185,71.28067017,-5.114407539,1
79,1217,66.54347229,-11.49024487,1
79,1249,68.55636597,-6.785655022,1
79,1281,70.57049561,-7.909720421,1
79,1313,75.45092773,-12.15420818,1
79,1345,76.18655396,-17.25869751,1
79,1377,75.49324036,-21.04903412,1
79,1409,64.97447205,-27.05757904,1
79,1441,85.22046661,-23.45386696,1
79,1473,45.86898804,-26.16824532,1
79,1505,48.51986694,-38.79386139,1
79,1537,61.8218689,-28.73589706,1
79,1569,62.3855629,-30.17714691,1
79,1601,62.37815475,-34.90800095,1
79,1633,62.24268723,-35.57517624,1
79,1665,61.38540649,-36.92612457,1
79,1697,60.0319519,-41.86978912,1
79,1729,58.97203827,-37.45426178,1
79,1761,45.86688995,-59.73684692,1
79,1793,72.51266479,-53.60470581,1
79,1825,72.48647308,-59.39621735,1
79,1857,60.41714859,-42.62020493,1
79,1889,59.86156464,-46.55581665,1
79,1921,60.82523346,-47.79731369,1
79,1953,60.58702469,-47.2937355,1
79,1985,49.65129852,-30.21341324,1
79,2017,67.25390625,-46.59529114,1
111,33,43.65156174,28.38696861,1
111,65,31.75418282,38.05434418,1
111,97,41.61104202,52.34569168,1
111,129,41.66007996,50.67978668,1
111,161,34.52202988,32.73387146,1
111,193,35.71575546,31.05120087,1
111,225,57.71807861,32.07156754,1
111,257,39.59376907,32.02647018,1
111,289,40.82649612,31.57857132,1
111,321,42.76241684,31.19573212,1
111,353,43.18250656,29.52147484,1
111,385,43.57670593,29.70162773,1
111,417,44.58420944,28.26125908,1
111,449,45.90185165,27.13646126,1
111,481,49.55062866,27.69524193,1
111,513,59.72063446,22.87796783,1
111,545,66.09416199,33.56982422,1
111,577,48.37358093,26.82909012,1
111,609,52.71932983,42.8373642,1
111,641,52.34070587,24.43210602,1
111,673,53.3483696,24.78222847,1
111,705,55.37099075,24.24006462,1
111,737,55.49663162,22.09205246,1
111,769,55.80875397,20.08407784,1
111,801,56.12202454,17.3819294,1
111,833,56.5888443,17.37997055,1
111,865,57.79779434,17.21836662,1
111,897,60.11264038,18.07678032,1
111,929,60.8539238,18.24589348,1
111,961,61.39634323,19.31297493,1
111,993,61.89309692,17.47027397,1
111,1025,62.32564163,14.14225101,1
111,1057,63.12688828,9.780585289,1
111,1089,70.93788147,2.321024895,1
111,1121,68.32862854,-5.704581261,1
111,1153,68.97582245,-8.980743408,1
111,1185,71.65625,-2.907019615,1
111,1217,65.36553955,-11.05110836,1
111,1249,71.42054749,-4.069119453,1
111,1281,72.01438904,-6.899897575,1
111,1313,72.929245,-10.20780182,1
111,1345,71.07752228,-13.71300507,1
111,1377,72.00222778,-20.43121719,1
111,1409,70.56565857,-26.13930321,1
111,1441,74.82305908,-12.61834145,1
111,1473,71.51287842,-29.20779991,1
111,1505,62.18600464,-30.4534626,1
111,1537,63.77924728,-32.15696716,1
111,1569,62.89836121,-32.61283112,1
111,1601,63.05721283,-36.06172562,1
111,1633,62.40629578,-36.67114639,1
111,1665,60.74902725,-37.41547012,1
111,1697,59.68674469,-40.75004196,1
111,1729,59.49212646,-36.56412506,1
111,1761,76.62159729,-36.46224594,1
111,1793,63.86063385,-46.07241821,1
111,1825,61.34033966,-45.45754242,1
111,1857,58.89995956,-44.69122314,1
111,1889,59.67621994,-46.40275955,1
111,1921,62.70315933,-46.39360809,1
111,1953,61.44405746,-49.01012802,1
111,1985,60.70497131,-50.27134705,1
111,2017,49.71128845,-46.57690048,1
143,33,33.00933838,37.6225853,1
143,65,30.47369766,36.03544235,1
143,97,38.62249374,50.79338837,1
143,129,40.66044998,52.34285736,1
143,161,38.72381592,53.88627625,1
143,193,16.44261551,34.94914246,1
143,225,37.58413696,34.08067703,1
143,257,38.49868011,32.67076874,1
143,289,39.83008194,33.21589279,1
143,321,41.28657913,32.5815506,1
143,353,43.43072128,30.52765656,1
143,385,43.22757339,30.61104012,1
143,417,44.3297348,29.38669777,1
143,449,46.53441238,28.54179764,1
143,481,50.07902908,29.01662827,1
143,513,62.41159058,38.57717133,1
143,545,66.94186401,32.61870575,1
143,577,35.01863098,42.16622162,1
143,609,36.62632751,12.92980003,1
143,641,52.32970047,25.13656807,1
143,673,52.60826874,24.695467,1
143,705,54.15058899,24.30358505,1
143,737,55.14346313,22.53388786,1
143,769,55.49435806,20.84329987,1
143,801,57.01044846,19.32537842,1
143,833,57.9626236,18.85302544,1
143,865,58.26078415,17.76945686,1
143,897,59.88259125,17.06756592,1
143,929,61.08517456,18.03470802,1
143,961,62.15565872,18.44283676,1
143,993,59.76743317,31.11206055,1
143,1025,65.8108139,12.03097534,1
143,1057,64.5892868,20.98394585,1
143,1089,74.72273254,-13.37181473,1
143,1121,73.66111755,-11.0873127,1
143,1153,75.81083679,11.73358727,1
143,1185,82.17792511,-17.96800995,1
143,1217,72.26499939,-5.718548775,1
143,1249,76.15301514,-0.9141111374,1
143,1281,71.98446655,1.544133186,1
143,1313,80.10405731,-14.20225525,1
143,1345,63.79623413,-16.90611458,1
143,1377,79.64232635,-21.10722351,1
143,1409,79.41210938,-24.45092964,1
143,1441,70.02205658,-32.25582886,1
143,1473,72.2539978,-37.19677353,1
143,1505,62.10016632,-30.23067856,1
143,1537,63.33886719,-33.44855499,1
143,1569,62.66413116,-34.34295273,1
143,1601,62.32038116,-37.40396881,1
143,1633,61.5714798,-37.54152679,1
143,1665,60.24729156,-37.28717041,1
143,1697,59.57549667,-40.20294189,1
143,1729,59.38732147,-42.94669342,1
143,1761,65.71452332,-63.12003326,1
143,1793,58.20393372,-44.70885468,1
143,1825,58.23826599,-45.372715,1
143,1857,58.26588821,-46.09768295,1
143,1889,58.74849319,-47.48918152,1
143,1921,60.47647476,-50.25841522,1
143,1953,63.30586243,-47.87333298,1
143,1985,61.50923157,-52.22810364,1
143,2017,69.60141754,-42.80289841,1
175,33,23.37659264,31.34199142,1
175,65,33.69221878,41.48371124,1
175,97,38.61128235,51.03012085,1
175,129,42.4204216,51.94075012,1
175,161,43.14823532,52.24610519,1
175,193,33.52784729,32.99545288,1
175,225,33.12822342,36.82579041,1
175,257,35.2972641,36.10813522,1
175,289,36.7845459,36.13171387,1
175,321,25.67201805,44.69863129,1
175,353,55.15271378,43.40633392,1
175,385,42.5825882,31.31698227,1
175,417,43.35818863,30.48075676,1
175,449,44.79457474,29.92041588,1
175,481,44.50658035,29.55620956,1
175,513,62.21233368,40.46894073,1
175,545,58.55156326,38.7371254,1
175,577,52.08003235,39.31546021,1
175,609,50.68306732,26.95498657,1
175,641,52.2532959,26.40427971,1
175,673,53.74076462,25.24007225,1
175,705,54.94674683,24.88154602,1
175,737,54.89461517,23.71380997,1
175,769,52.69835663,21.27671814,1
175,801,58.82159042,20.65045929,1
175,833,60.60708618,19.6216774,1
175,865,61.08415222,17.65114784,1
175,897,61.28398132,15.88881683,1
175,929,62.03610229,16.79525757,1
175,961,62.39905167,14.91654015,1
175,993,63.2987709,11.81394863,1
175,1025,71.91547394,0.9653816223,1
175,1057,72.08300781,-1.784014225,1
175,1089,54.47830963,1.81656599,1
175,1121,55.19752502,-4.873155117,1
175,1153,73.68071747,-3.112052202,1
175,1185,82.67751312,-11.64739227,1
175,1217,83.38555908,-14.0887537,1
175,1249,77.7648468,-11.00163841,1
175,1281,77.87582397,-10.21059322,1
175,1313,65.64355469,-25.79048729,1
175,1345,80.585289,-19.04891777,1
175,1377,78.07569122,-23.96050072,1
175,1409,70.95376587,-18.91267586,1
175,1441,64.31936646,-35.6633606,1
175,1473,60.19455338,-17.88589668,1
175,1505,62.70787811,-35.1150589,1
175,1537,60.09806824,-35.69610214,1
175,1569,66.46717834,-38.96815872,1
175,1601,62.48420715,-41.67832184,1
175,1633,58.7937851,-39.64922333,1
175,1665,60.34665298,-36.06781006,1
175,1697,59.88255692,-39.70584106,1
175,1729,59.49686813,-40.11903763,1
175,1761,59.04281998,-40.88470459,1
175,1793,58.4735527,-44.67303467,1
175,1825,57.97451401,-45.68280029,1
175,1857,57.9914093,-47.54795074,1
175,1889,66.68391418,-41.85046005,1
175,1921,58.08936691,-53.44863129,1
175,1953,56.48134995,-28.17080307,1
175,1985,57.2309761,-44.23590469,1
175,2017,55.96926117,-42.29232788,1
207,33,20.74578476,27.54140854,1
207,65,32.97572327,41.43819427,1
207,97,37.64044571,49.92253494,1
207,129,32.2963562,36.25721359,1
207,161,33.94193649,36.30019379,1
207,193,38.93135452,47.4616394,1
207,225,36.07090378,39.56821442,1
207,257,34.29900742,35.77455902,1
207,289,36.26905823,35.26339722,1
207,321,38.63633728,36.81044006,1
207,353,47.69986725,46.99838257,1
207,385,50.56657028,46.93147659,1
207,417,42.27442932,31.67012596,1
207,449,42.76680756,31.2084713,1
207,481,43.63246155,31.12769508,1
207,513,57.33971405,40.24970245,1
207,545,57.61921692,44.93024063,1
207,577,47.39715195,27.27104378,1
207,609,49.44524765,27.64300537,1
207,641,51.59138489,27.30368805,1
207,673,53.54208755,26.07588959,1
207,705,56.36008835,24.13749886,1
207,737,56.46147919,24.81969643,1
207,769,57.89831543,24.00195313,1
207,801,60.19280243,21.58618546,1
207,833,62.61394501,19.28364754,1
207,865,63.48341751,17.4793148,1
207,897,63.80603409,16.54379654,1
207,929,62.52833939,13.43305492,1
207,961,62.8116684,11.1046133,1
207,993,66.46440125,7.03537941,1
207,1025,72.2477417,0.7577800751,1
207,1057,72.87062073,-1.851103306,1
207,1089,54.62319946,8.921100616,1
207,1121,56.20541382,-0.7499058843,1
207,1153,77.02650452,-7.698368549,1
207,1185,62.24294281,9.110033035,1
207,1217,64.58072662,4.678291321,1
207,1249,65.55648804,-30.07162476,1
207,1281,78.35427856,-0.9001455307,1
207,1313,65.93241882,-24.90359116,1
207,1345,62.72227478,-10.6354084,1
207,1377,65.42089844,-18.79635429,1
207,1409,79.56587982,-31.9926033,1
207,1441,78.60725403,-30.22869873,1
207,1473,62.43923187,-11.06304169,1
207,1505,63.34431076,-35.98160553,1
207,1537,61.18147278,-34.6463089,1
207,1569,71.24894714,-38.03240967,1
207,1601,67.29276276,-41.54772186,1
207,1633,56.79438019,-39.67552948,1
207,1665,60.79914474,-38.02939987,1
207,1697,60.08549881,-39.92185211,1
207,1729,59.77504349,-41.73525238,1
207,1761,59.33806229,-46.1818161,1
207,1793,58.51657486,-58.43888855,1
207,1825,58.31691742,-49.74712372,1
207,1857,58.88430405,-46.53789139,1
207,1889,59.61538696,-48.10679626,1
207,1921,58.94358826,-54.87175369,1
207,1953,58.56492233,-57.20742798,1
207,1985,58.77980423,-40.01184845,1
207,2017,55.20771027,-28.84670639,1
239,33,46.38096619,28.44686127,1
239,65,31.65137482,41.9731636,1
239,97,40.94461823,50.77219772,1
239,129,28.04711151,15.89100456,1
239,161,45.26282883,22.71578598,1
239,193,33.55549622,40.44255447,1
239,225,33.87451935,39.52787018,1
239,257,33.2929306,36.83130646,1
239,289,34.30038834,36.46800232,1
239,321,33.22235489,40.89398575,1
239,353,35.2821579,41.49350357,1
239,385,38.572155,39.54254532,1
239,417,38.54325867,34.41585541,1
239,449,40.90437317,33.25278473,1
239,481,42.79040909,32.9389534,1
239,513,43.60678101,13.87991333,1
239,545,43.40271759,31.17507553,1
239,577,46.73602676,29.19491386,1
239,609,48.09524918,28.50281906,1
239,641,50.74278641,28.75303078,1
239,673,54.05383301,27.72418213,1
239,705,55.28613663,25.74261284,1
239,737,57.11021805,25.96427917,1
239,769,58.73958206,25.5649929,1
239,801,60.52132797,22.89279938,1
239,833,63.58751297,19.38954163,1
239,865,64.27807617,17.58045387,1
239,897,64.24003601,17.06659698,1
239,929,63.76747513,21.17451096,1
239,961,63.34928131,11.10768318,1
239,993,68.20424652,14.41265297,1
239,1025,63.40517044,11.37877655,1
239,1057,63.42869949,-12.29610729,1
239,1089,60.39859772,-6.078863144,1
239,1121,77.37619781,-2.416023493,1
239,1153,60.64248276,-9.418309212,1
239,1185,61.7195282,7.875022411,1
239,1217,63.23818588,4.520340919,1
239,1249,78.08930969,-13.50393677,1
239,1281,64.2914505,-11.98574924,1
239,1313,64.25897217,-12.70583534,1
239,1345,64.91408539,0.2112789154,1
239,1377,59.71258545,-17.11794472,1
239,1409,50.59463501,-21.44408607,1
239,1441,51.41104507,-24.42291069,1
239,1473,66.58662415,-34.55983353,1
239,1505,64.7335968,-32.34549332,1
239,1537,63.83013916,-32.85061264,1
239,1569,63.30920029,-33.20329666,1
239,1601,61.95388031,-31.98685074,1
239,1633,70.81628418,-44.19141388,1
239,1665,60.66329956,-38.87530136,1
239,1697,60.60280609,-41.89172363,1
239,1729,60.42060852,-44.56958008,1
239,1761,60.91955185,-45.60187912,1
239,1793,63.68136597,-46.7779541,1
239,1825,60.22926331,-45.5797081,1
239,1857,59.29104996,-50.63181686,1
239,1889,59.098629,-50.21792603,1
239,1921,57.70146179,-53.89179993,1
239,1953,55.69641876,-56.92263794,1
239,1985,54.91590118,-59.12864304,1
239,2017,63.44559479,-31.93520737,1
271,33,30.81673241,33.72256088,1
271,65,36.0056839,35.3228569,1
271,97,32.0870285,55.91193771,1
271,129,39.80217361,41.78063202,1
271,161,30.27439117,46.12203979,1
271,193,33.3278656,40.801754,1
271,225,33.4102211,40.90564346,1
271,257,32.58528137,40.85271454,1
271,289,32.80368805,39.39490128,1
271,321,31.7971096,42.05731201,1
271,353,33.0094986,43.21078873,1
271,385,34.57672501,41.49235153,1
271,417,38.02379608,37.19068527,1
271,449,40.56380463,34.80897522,1
271,481,41.96648788,34.07965851,1
271,513,42.49382401,33.81170654,1
271,545,43.43498993,32.14990997,1
271,577,46.33295441,30.8477993,1
271,609,47.40647125,31.31692696,1
271,641,50.14807129,31.0100956,1
271,673,54.28291702,29.06412125,1
271,705,55.53226471,27.57777023,1
271,737,56.57130432,26.88470268,1
271,769,58.45064545,26.85914612,1
271,801,60.66869736,23.73180962,1
271,833,63.18234634,19.87556648,1
271,865,64.18952942,17.24975204,1
271,897,64.58561707,23.18993568,1
271,929,78.64833832,21.96790886,1
271,961,68.30665588,18.0106926,1
271,993,67.98259735,14.97665596,1
271,1025,77.53674316,10.27285767,1
271,1057,77.73770142,-0.5304069519,1
271,1089,71.12513733,1.57571125,1
271,1121,64.86846161,5.219142914,1
271,1153,63.14352417,15.38442612,1
271,1185,66.49954224,-4.669798851,1
271,1217,65.921875,-4.239398956,1
271,1249,64.60328674,-4.179584503,1
271,1281,66.93987274,-9.446356773,1
271,1313,63.07938004,-8.007476807,1
271,1345,64.03488159,4.382757187,1
271,1377,71.44035339,-31.32137108,1
271,1409,67.98184204,-33.6948204,1
271,1441,52.66372299,-24.48757553,1
271,1473,69.75011444,-31.40570831,1
271,1505,68.03388977,-30.86565781,1
271,1537,64.55413818,-32.02906418,1
271,1569,63.22746277,-30.71488571,1
271,1601,70.40139771,-23.88071442,1
271,1633,65.57513428,-46.49934387,1
271,1665,60.31481552,-34.88656235,1
271,1697,61.12733078,-43.14382172,1
271,1729,61.11225891,-46.5820961,1
271,1761,61.20131302,-46.70178986,1
271,1793,64.32950592,-48.71183777,1
271,1825,59.49419785,-45.2810936,1
271,1857,55.49133301,-52.38537979,1
271,1889,52.60778809,-52.38916779,1
271,1921,55.00376511,-53.61732483,1
271,1953,54.8237915,-56.06175232,1
271,1985,52.45986557,-58.59191513,1
271,2017,51.77991486,-61.43693161,1
303,33,29.98032951,53.01951981,1
303,65,20.60212708,39.36843491,1
303,97,32.93280792,42.69142151,1
303,129,33.49381256,43.01323318,1
303,161,38.96003342,37.96435547,1
303,193,36.94820786,40.83422852,1
303,225,50.75310898,48.99247742,1
303,257,41.25892639,55.13477707,1
303,289,35.24196625,44.49969101,1
303,321,35.22320175,41.83646774,1
303,353,33.86143494,43.73580551,1
303,385,34.16480637,42.57471085,1
303,417,37.51517868,38.11672974,1
303,449,40.51292038,36.63024521,1
303,481,40.68128204,36.07707214,1
303,513,40.58971405,34.6729126,1
303,545,42.30371475,33.22530365,1
303,577,45.45368958,32.25845337,1
303,609,46.84397507,33.19839478,1
303,641,49.49571228,32.16322327,1
303,673,54.26987076,30.39116287,1
303,705,56.94298935,28.57554436,1
303,737,60.29716492,29.36134338,1
303,769,62.5245018,26.32702065,1
303,801,64.24026489,25.98890305,1
303,833,64.72782898,20.90542603,1
303,865,64.51123047,18.52383232,1
303,897,61.61817551,17.20750999,1
303,929,63.38037109,13.05374527,1
303,961,68.75349426,7.912351608,1
303,993,69.14172363,6.195346832,1
303,1025,69.33561707,5.276344299,1
303,1057,72.64827728,2.225340366,1
303,1089,63.86080551,1.330473185,1
303,1121,59.01369476,14.01652622,1
303,1153,62.11751556,15.52299881,1
303,1185,70.29478455,-5.050400257,1
303,1217,69.44593811,0.8402519226,1
303,1249,62.48821259,-8.995646477,1
303,1281,56.15328217,-6.048501015,1
303,1313,79.84551239,-4.928825378,1
303,1345,42.55164337,-16.18663788,1
303,1377,62.97646332,-26.52950478,1
303,1409,65.44976807,-5.265516281,1
303,1441,74.67147827,-39.50074387,1
303,1473,70.86761475,-31.13354874,1
303,1505,64.77560425,-33.34754181,1
303,1537,63.82641602,-31.15221405,1
303,1569,80.41848755,-23.43478775,1
303,1601,70.23754883,-43.52602386,1
303,1633,66.61030579,-41.65464783,1
303,1665,59.09484863,-35.82076263,1
303,1697,59.17919159,-44.77412415,1
303,1729,59.67777252,-46.94803619,1
303,1761,59.82493591,-47.63734055,1
303,1793,58.71445847,-48.0744133,1
303,1825,56.79219055,-46.26817322,1
303,1857,54.65229797,-48.96243668,1
303,1889,60.16195679,-61.63054276,1
303,1921,37.88860703,-60.37757492,1
303,1953,41.86629105,-59.85434341,1
303,1985,51.24088287,-59.07334518,1
303,2017,61.50581741,-42.5336113,1
335,33,25.51082039,56.78104019,1
335,65,22.52352524,42.35290146,1
335,97,34.30142593,39.09778595,1
335,129,33.54097748,41.93080521,1
335,161,33.94995117,41.84463501,1
335,193,31.99300766,42.79232407,1
335,225,34.36787796,60.14610672,1
335,257,40.76426315,58.97307587,1
335,289,40.88999939,57.06532669,1
335,321,42.13499451,47.16507721,1
335,353,38.04498672,42.24863052,1
335,385,35.50073242,41.2883873,1
335,417,35.88606644,39.03858185,1
335,449,38.39225006,37.8230629,1
335,481,39.12303543,35.93858719,1
335,513,39.74609756,35.39527512,1
335,545,41.44966888,34.39761734,1
335,577,43.79098511,33.41014862,1
335,609,46.08739471,33.29580307,1
335,641,48.6712532,32.4606514,1
335,673,51.72370529,32.01808929,1
335,705,54.78762436,27.74178314,1
335,737,56.88214111,27.78873062,1
335,769,60.60523987,28.98187065,1
335,801,63.37764359,26.90812492,1
335,833,65.23277283,21.35954094,1
335,865,64.67469788,18.49466133,1
335,897,63.10245514,17.20713997,1
335,929,67.72584534,7.581208229,1
335,961,67.42530823,5.888818741,1
335,993,72.20207214,5.786437035,1
335,1025,70.52165985,5.126961231,1
335,1057,62.42293167,2.033287525,1
335,1089,70.89924622,20.13005066,1
335,1121,42.69625092,-3.497574806,1
335,1153,61.12887955,-6.925911903,1
335,1185,61.82608795,-13.25790691,1
335,1217,62.15307617,-8.545778275,1
335,1249,62.45074081,-10.09989929,1
335,1281,45.20422745,-5.260133743,1
335,1313,42.55395508,-15.20413971,1
335,1345,74.17016602,-30.71089172,1
335,1377,74.96414185,-36.85074615,1
335,1409,62.51159286,-30.9624176,1
335,1441,70.4784317,-42.03661346,1
335,1473,64.08969116,-31.55916214,1
335,1505,62.74107361,-34.1972847,1
335,1537,62.33965302,-30.37220383,1
335,1569,62.26344681,-35.43361282,1
335,1601,43.89424896,-46.52988434,1
335,1633,59.95364761,-41.14974976,1
335,1665,58.135952,-42.36393738,1
335,1697,57.739254,-45.52122498,1
335,1729,58.10456848,-47.34695435,1
335,1761,57.72260284,-47.68412018,1
335,1793,55.38817596,-47.68624878,1
335,1825,53.32099533,-50.01360321,1
335,1857,51.0433197,-50.62763596,1
335,1889,61.55492783,-61.62353516,1
335,1921,60.39432526,-61.35413361,1
335,1953,51.88117218,-62.83244705,1
335,1985,49.66946411,-54.82848358,1
335,2017,72.08972168,-51.95848846,1
367,33,29.67301369,47.58026886,1
367,65,29.40340042,46.10018921,1
367,97,43.5377121,28.55907822,1
367,129,33.29426575,43.20959473,1
367,161,32.5284729,43.26621628,1
367,193,31.44163132,43.14002228,1
367,225,32.45289993,42.97482681,1
367,257,33.3073616,41.9782486,1
367,289,33.70818329,40.30128479,1
367,321,34.09604263,40.13381195,1
367,353,35.95495224,43.71557999,1
367,385,35.31263733,41.10349655,1
367,417,36.07257843,39.40664673,1
367,449,36.91452789,37.70479965,1
367,481,37.66796875,36.22560501,1
367,513,38.56850815,36.9895668,1
367,545,40.56268692,35.41552734,1
367,577,43.07349396,34.08229065,1
367,609,44.79935455,33.73114395,1
367,641,48.31108856,33.48232651,1
367,673,51.09852219,25.81891823,1
367,705,50.24404144,15.44687653,1
367,737,55.42768097,34.65457535,1
367,769,57.84425735,32.01115417,1
367,801,60.35863495,28.78007889,1
367,833,71.25531006,23.36883545,1
367,865,62.14668274,19.31225395,1
367,897,61.36807251,17.37669945,1
367,929,65.67759705,7.259955406,1
367,961,67.5799408,5.626269341,1
367,993,61.98394394,14.00302982,1
367,1025,68.47076416,8.04914093,1
367,1057,80.4250946,-1.308722496,1
367,1089,55.10234833,21.08471107,1
367,1121,59.86481476,-15.97618961,1
367,1153,81.01852417,-8.202724457,1
367,1185,43.08132553,-12.80054951,1
367,1217,75.69533539,-20.75892067,1
367,1249,68.1026001,-12.21927261,1
367,1281,73.33535767,-17.38883591,1
367,1313,42.25275803,-16.9820652,1
367,1345,66.29331207,-18.03749657,1
367,1377,65.7068634,-23.12469101,1
367,1409,65.85076904,-26.84367561,1
367,1441,44.13637161,-36.07286835,1
367,1473,80.88000488,-25.37128258,1
367,1505,61.66030502,-29.84077454,1
367,1537,61.84387207,-25.59176254,1
367,1569,76.39315796,-37.05801773,1
367,1601,58.32648849,-39.81781006,1
367,1633,56.91836548,-41.24325562,1
367,1665,56.05351639,-42.16088104,1
367,1697,55.82261276,-43.77628326,1
367,1729,57.04778671,-46.08229065,1
367,1761,57.56684113,-45.88456345,1
367,1793,54.73713303,-47.80693817,1
367,1825,52.78058243,-50.6339798,1
367,1857,51.68004608,-51.9685936,1
367,1889,61.31095123,-61.27095032,1
367,1921,50.40905762,-66.03322601,1
367,1953,49.53224182,-54.14274979,1
367,1985,49.77102661,-60.93657684,1
367,2017,56.1578331,-50.07888794,1
399,33,28.70054626,50.16373444,1
399,65,28.68682861,48.21926498,1
399,97,35.8237381,50.27508163,1
399,129,31.31536674,46.51246643,1
399,161,30.06261063,61.34371185,1
399,193,31.66669655,45.48558426,1
399,225,32.62265015,45.02410507,1
399,257,32.10845184,44.09814835,1
399,289,28.27696037,53.74401474,1
399,321,27.92310715,48.50460434,1
399,353,30.91050911,45.05863953,1
399,385,34.51441574,42.04676056,1
399,417,35.11807632,40.5868187,1
399,449,36.17580032,39.32724762,1
399,481,37.21382904,36.28419113,1
399,513,29.16764832,27.46302414,1
399,545,40.26005173,37.19216919,1
399,577,42.5377655,36.29891205,1
399,609,45.07722092,35.10469055,1
399,641,48.74890518,34.41695786,1
399,673,48.10208511,21.6194706,1
399,705,44.58827972,13.19932938,1
399,737,46.05111694,24.67111397,1
399,769,67.15592957,30.2447052,1
399,801,60.22034454,18.16425896,1
399,833,62.70229721,18.9403286,1
399,865,59.74161911,20.00104141,1
399,897,59.85296631,21.74699783,1
399,929,56.65869522,15.71616554,1
399,961,50.88442993,24.10103989,1
