PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 26, filenames: A:[26]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[27]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,13.40856838,-0.2194271088,1
47,65,8.185773849,1.845941305,1
47,97,3.778973103,5.241878986,1
47,129,3.423702717,5.713608742,1
47,161,4.407434464,4.506319046,1
47,193,3.589726448,6.849071503,1
47,225,4.774343967,4.566058159,1
47,257,3.964068413,6.164756775,1
47,289,3.674907207,6.505804062,1
47,321,4.113933563,6.925760746,1
47,353,3.30803299,6.668971062,1
47,385,6.628901005,6.713585377,1
47,417,7.332920074,6.961723328,1
47,449,6.617539406,6.522289753,1
47,481,4.900957108,6.154573917,1
47,513,4.96923399,6.424839497,1
47,545,6.29784584,7.048314095,1
47,577,6.417921066,5.016815662,1
47,609,5.80895853,4.704075813,1
47,641,4.578932285,4.373573303,1
47,673,-1.097236156,10.29994297,1
47,705,2.028700352,8.025359154,1
47,737,0.2974219322,1.085650444,1
47,769,3.855189562,8.806704521,1
47,801,4.179715633,6.36272049,1
47,833,8.885944366,8.783027649,1
47,865,7.40464592,16.79717445,1
47,897,0.1120648384,15.14497948,1
47,929,3.322154999,5.170055389,1
47,961,4.492488861,7.196325302,1
47,993,4.84367466,8.997156143,1
47,1025,4.770660877,10.22437859,1
47,1057,5.915500641,9.689662933,1
47,1089,6.521143913,7.231725693,1
47,1121,5.606811523,8.181398392,1
47,1153,3.057473183,7.569145203,1
47,1185,1.716443777,5.994715691,1
47,1217,2.308943033,6.68052721,1
47,1249,1.765474319,6.74205637,1
47,1281,0.839994669,7.079020977,1
47,1313,2.591380119,5.641008377,1
47,1345,2.497973919,7.099609375,1
47,1377,1.825752258,5.429240227,1
47,1409,2.189055681,3.357762814,1
47,1441,3.23130846,2.526594162,1
47,1473,3.447270393,3.485503674,1
47,1505,2.93029213,1.936257362,1
47,1537,2.254491329,2.925599098,1
47,1569,1.057286024,0.3847227097,1
47,1601,0.26491189,0.356441021,1
47,1633,2.010436535,4.738630295,1
47,1665,3.066240311,7.552220345,1
47,1697,3.747790813,5.827141285,1
47,1729,-0.4458889961,1.35750246,1
47,1761,-0.08628320694,6.355766296,1
47,1793,-0.4106287956,7.541764259,1
47,1825,-2.261485338,1.788552761,1
47,1857,-2.029654264,0.2472321987,1
47,1889,2.712719679,3.64082098,1
47,1921,5.627553463,5.814743519,1
47,1953,6.460042,6.058161736,1
47,1985,-5.391557217,15.40180016,1
47,2017,-23.38396072,-17.92816925,1
79,33,8.015112877,1.089914799,1
79,65,7.573481083,4.22388649,1
79,97,3.718019962,5.524733543,1
79,129,2.537931204,5.282485485,1
79,161,2.711876869,6.300896168,1
79,193,3.810118437,5.652750969,1
79,225,3.342017889,5.383239746,1
79,257,2.202070713,5.898143291,1
79,289,2.946128368,6.971880436,1
79,321,3.970784664,7.976433754,1
79,353,4.981903076,6.687515736,1
79,385,6.605205059,6.484304428,1
79,417,5.657894611,10.5670948,1
79,449,3.276715279,6.961249828,1
79,481,4.585305691,7.110684395,1
79,513,6.623276711,7.549328804,1
79,545,5.596850872,7.033654213,1
79,577,5.244750023,5.80777359,1
79,609,4.422274113,4.890193939,1
79,641,3.787526608,3.914100647,1
79,673,1.082704306,4.219949722,1
79,705,0.7266850471,4.658405781,1
79,737,1.427793741,2.069245338,1
79,769,2.997966528,12.40169716,1
79,801,3.272488356,10.25586891,1
79,833,3.750184536,5.091901302,1
79,865,18.664608,17.12754822,1
79,897,1.7708323,5.452992439,1
79,929,2.128160477,6.161388397,1
79,961,4.802223206,9.100165367,1
79,993,4.213737011,7.33119297,1
79,1025,3.437000751,7.588024139,1
79,1057,3.858981609,7.936209679,1
79,1089,4.484333515,8.13257885,1
79,1121,4.090599537,9.399888992,1
79,1153,3.54963541,6.29379034,1
