PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 23, filenames: A:[23]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[24]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.6378660202,3.431277752,1
47,65,0.1406650543,1.132306337,1
47,97,1.727157474,6.628960609,1
47,129,0.7398920059,3.669479609,1
47,161,1.72117281,6.688579559,1
47,193,1.551739693,7.390027523,1
47,225,2.263659954,6.313464165,1
47,257,3.172941685,5.777461529,1
47,289,3.662730694,6.114282131,1
47,321,3.707493305,6.898983002,1
47,353,2.132575274,8.101266861,1
47,385,3.010966063,5.906830788,1
47,417,4.170201302,6.73415184,1
47,449,4.445450306,8.023557663,1
47,481,1.745215893,8.756165504,1
47,513,2.760675907,8.87663269,1
47,545,5.488707542,12.22241211,1
47,577,6.446074963,10.15829659,1
47,609,5.527367592,10.3307333,1
47,641,3.71077919,11.10676098,1
47,673,1.839259386,10.79743385,1
47,705,-0.8844741583,0.001402854919,1
47,737,0.3325722218,0.6322202682,1
47,769,0.494140625,-1.459632874,1
47,801,1.05271101,-5.57505846,1
47,833,1.365056515,1.915109634,1
47,865,3.623166561,3.921467781,1
47,897,2.135318756,0.3715147972,1
47,929,5.783639908,3.605829954,1
47,961,3.095135212,5.974435806,1
47,993,1.986884117,6.396397114,1
47,1025,1.09175241,6.320082664,1
47,1057,-0.2560472488,7.229170799,1
47,1089,0.3675193787,7.705631256,1
47,1121,2.576977253,6.8561759,1
47,1153,2.803499222,5.930924892,1
47,1185,2.184442997,5.557900429,1
47,1217,1.101863384,6.46969986,1
47,1249,1.793022156,7.271278858,1
47,1281,2.327001095,5.642007351,1
47,1313,5.771791935,18.76942062,1
47,1345,1.705940723,6.213137627,1
47,1377,1.545985699,5.896978378,1
47,1409,2.465914488,5.76909256,1
47,1441,3.369469643,6.129398823,1
47,1473,4.395693779,5.103239059,1
47,1505,2.034555435,5.191674232,1
47,1537,-1.190499783,0.3498344421,1
47,1569,-0.3295154572,10.84858227,1
47,1601,1.434280396,10.35150146,1
47,1633,0.5765655041,0.6007709503,1
47,1665,1.689107299,4.365656376,1
47,1697,0.5235843658,0.7419288158,1
47,1729,0.648201704,-0.2380986214,1
47,1761,0.6256597042,1.179752588,1
47,1793,0.7063522339,3.583483934,1
47,1825,1.758431911,3.778205872,1
47,1857,1.694886208,2.043632984,1
47,1889,1.245224953,2.677036285,1
47,1921,0.3745820522,6.536498547,1
47,1953,0.2686384916,8.198822975,1
47,1985,0.006729900837,0.181655407,1
47,2017,0.61359483,-23.10845566,1
79,33,-1.344950557,0.6645457745,1
79,65,0.2854748368,4.47395134,1
79,97,0.5693669319,8.374726295,1
79,129,-0.8747580051,7.598908901,1
79,161,1.523413539,8.327186584,1
79,193,2.43602109,8.053842545,1
79,225,1.976534843,6.535480976,1
79,257,1.884750605,6.059913158,1
79,289,2.240293741,6.108927727,1
79,321,2.444155931,6.547396183,1
79,353,2.247942924,6.56320858,1
79,385,19.22249222,-1.967530251,1
79,417,5.025541306,5.315893173,1
79,449,5.251179218,6.817593098,1
79,481,1.788599014,8.337028503,1
79,513,2.334461927,9.114200592,1
79,545,3.975063562,10.34205341,1
79,577,4.072504997,10.21080303,1
79,609,3.617377281,10.2409668,1
79,641,2.795287132,10.79872799,1
79,673,1.479179144,10.08432961,1
79,705,0.5591278076,5.022328377,1
79,737,3.581601858,7.417535305,1
79,769,3.538092852,8.872657776,1
79,801,2.913907528,9.461098671,1
79,833,0.1600680351,6.796103954,1
79,865,-0.3671827316,0.9185667038,1
79,897,0.3911361694,9.148797989,1
79,929,3.612810135,5.587826729,1
79,961,2.848532677,6.554740429,1
79,993,2.001483917,7.178600788,1
79,1025,1.682143927,7.218697071,1
79,1057,1.635008812,7.532030106,1
79,1089,1.974708319,7.91257143,1
79,1121,2.761876106,8.707855225,1
79,1153,3.033515453,6.971331596,1
79,1185,2.574766159,6.071308613,1
79,1217,2.326785326,6.551859379,1
79,1249,2.304953337,7.668139935,1
79,1281,2.512212038,7.729955673,1
79,1313,2.324525595,8.351004601,1
79,1345,1.842831492,7.450357914,1
79,1377,1.494740248,6.737994194,1
79,1409,1.839475632,5.556299686,1
79,1441,2.802274466,4.752261162,1
79,1473,3.577203751,4.755664349,1
79,1505,2.464419842,5.60158205,1
79,1537,0.8795211315,1.050828457,1
79,1569,2.016854763,4.787232876,1
79,1601,8.779718399,17.18605042,1
79,1633,1.332401037,5.276097298,1
79,1665,3.736028671,5.458264351,1
79,1697,0.2384693623,0.5586690903,1
79,1729,0.207006216,0.3225586414,1
79,1761,1.353728533,3.893424273,1
79,1793,1.19724524,3.804628372,1
79,1825,1.544028282,4.702625751,1
79,1857,1.723223925,5.103329659,1
79,1889,1.814287663,4.668220043,1
79,1921,1.361052871,5.244298935,1
79,1953,0.7085273266,5.003268242,1
79,1985,0.7841463089,6.507284164,1
79,2017,4.10747385,-11.71794033,1
