PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 48, filenames: A:[48]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[49]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.2893321514,0.1040041447,1
47,65,0.5603150129,1.605240822,1
47,97,-0.06939820945,1.51902318,1
47,129,-0.4671649933,0.4235711694,1
47,161,-0.04662930965,-0.7749199867,1
47,193,-0.1629911661,-0.3053293824,1
47,225,-0.2875375748,2.096628428,1
47,257,-0.597579062,3.573099136,1
47,289,-1.22449708,4.335506916,1
47,321,-0.8865234852,3.170001268,1
47,353,-0.1102850139,2.323664665,1
47,385,0.7453869581,1.667137265,1
47,417,0.4489989281,1.906104088,1
47,449,-0.1149434447,0.9404633045,1
47,481,1.658028126,2.937704086,1
47,513,1.359242201,2.688111305,1
47,545,0.1057069302,0.8332738876,1
47,577,0.4895833731,2.24296236,1
47,609,1.303983688,1.484217405,1
47,641,14.14554977,-2.124293089,1
47,673,0.7347350121,1.513871074,1
47,705,1.560521483,0.8965747356,1
47,737,6.219282627,-0.006845355034,1
47,769,0.4795258045,0.3818035126,1
47,801,0.4801347256,0.8400224447,1
47,833,0.5201858282,-0.1526831985,1
47,865,-2.448493958,12.76284885,1
47,897,-0.1159172505,-0.9460926056,1
47,929,-0.07781633735,-0.8284561634,1
47,961,-10.1125412,15.80365276,1
47,993,0.03264057636,0.317871809,1
47,1025,1.669585943,2.011518478,1
47,1057,0.2870451212,2.281349659,1
47,1089,-1.212443352,2.357193232,1
47,1121,-1.244299889,2.382009983,1
47,1153,-1.537168026,1.500243664,1
47,1185,-1.37911284,0.04628181458,1
47,1217,-2.333560467,-1.031549454,1
47,1249,-3.304567814,-0.9931795597,1
47,1281,-2.598737717,3.56135416,1
47,1313,-2.941683054,3.130177259,1
47,1345,-0.2241665125,1.61736393,1
47,1377,-1.339114785,3.072631121,1
47,1409,-1.883283615,1.780770779,1
47,1441,-1.887932062,1.659665346,1
47,1473,-1.335636854,1.666010141,1
47,1505,-0.940826416,1.517788172,1
47,1537,-0.4537089467,0.716101408,1
47,1569,-0.1613370776,2.916064739,1
47,1601,-0.2231303751,3.985434055,1
47,1633,-0.9690014124,7.147366524,1
47,1665,-1.105991602,6.709359169,1
47,1697,-0.9250688553,3.418280602,1
47,1729,-0.6105248928,1.46363461,1
47,1761,-0.2969850898,-0.07787415385,1
47,1793,-0.1713908017,0.1278617382,1
47,1825,-0.04928991199,-0.1101888418,1
47,1857,0.5423884988,-0.2616775036,1
47,1889,0.3611726761,-0.07601833344,1
47,1921,0.2807317972,-0.6228413582,1
47,1953,-0.2273091078,-0.1419556141,1
47,1985,-0.5420485139,0.3524693549,1
47,2017,1.207250357,-0.08414244652,1
79,33,0.1812955141,0.4769883156,1
79,65,0.5745837092,1.6567384,1
79,97,-0.2353484035,1.766605377,1
79,129,-0.8599516749,1.258066654,1
79,161,-0.08027510345,0.05553090572,1
79,193,-0.4892491698,-0.2690666914,1
79,225,-0.8078127503,0.4554457664,1
79,257,-1.864777803,2.174662828,1
79,289,-1.016419411,2.872378826,1
79,321,-0.5618232489,1.596905947,1
79,353,-0.8577643037,2.415466547,1
79,385,-0.4907843173,2.51890564,1
79,417,-0.3802989721,2.985523939,1
79,449,0.4308037758,5.634792328,1
79,481,1.302995205,3.525687933,1
79,513,1.059320927,1.861348629,1
79,545,0.1334198713,0.3766776323,1
79,577,-0.2310034633,1.143670201,1
79,609,0.6610302925,1.339814067,1
79,641,1.785498619,1.580530405,1
79,673,2.073825836,1.361922503,1
79,705,1.927052975,1.100665569,1
79,737,0.371149987,1.281526327,1
79,769,-0.5045403838,0.3944950104,1
79,801,-0.06969615817,0.1927858591,1
79,833,-0.06757864356,0.641730547,1
79,865,0.2563781142,0.5980366468,1
79,897,0.3028726876,0.7546579838,1
79,929,0.08116576076,0.4445158839,1
79,961,-12.14196014,-3.158434391,1
79,993,0.09820830822,0.1402474642,1
79,1025,1.062483311,1.679305196,1
79,1057,19.29919434,2.168627977,1
79,1089,0.5645999312,0.9693903923,1
79,1121,0.4559352398,1.868357658,1
79,1153,-0.5707726479,1.756683826,1
79,1185,-2.418909073,2.506149292,1
79,1217,-3.150023937,3.151341438,1
79,1249,-3.258140802,1.994220495,1
79,1281,-2.783336163,2.785947084,1
79,1313,-2.884785414,3.676091671,1
79,1345,-2.777721167,3.726221323,1
79,1377,-0.8720939159,2.53446579,1
79,1409,-0.1052435637,0.9243574142,1
79,1441,1.31778717,1.971122742,1
79,1473,0.3272231817,2.290900469,1
79,1505,-0.4974454045,2.331464767,1
79,1537,-0.6367039084,2.09540987,1
79,1569,-0.5357573628,2.376754045,1
79,1601,-0.5746451616,3.12034893,1
79,1633,-0.4168114066,4.832967758,1
79,1665,0.7518212795,3.737875223,1
79,1697,0.1255803108,1.799371243,1
79,1729,0.02368688583,0.9589253664,1
79,1761,0.2201002091,0.3198698163,1
79,1793,0.4661778212,0.8212096691,1
79,1825,0.7733610272,1.685284972,1
79,1857,0.8922499418,2.59720993,1
79,1889,0.2354869246,2.376841068,1
79,1921,0.5410218239,1.886652589,1
79,1953,0.4447570145,1.116987705,1
79,1985,-0.1168109775,0.483648777,1
79,2017,-0.3165872693,-1.559165478,1
111,33,0.08023664355,0.6990212798,1
111,65,0.4048625231,1.270788908,1
111,97,0.2629953623,1.01384306,1
111,129,-0.05219786987,1.024463534,1
111,161,0.383179605,-0.08064675331,1
111,193,-0.2188438177,0.6649008989,1
111,225,-0.6402088404,0.7495924234,1
111,257,-1.612018585,2.283266068,1
111,289,-1.073065877,2.676894426,1
111,321,-0.1493412256,0.9292485714,1
111,353,-0.3301755786,1.557966948,1
111,385,-0.880282104,2.998093605,1
111,417,-1.902897358,4.107284546,1
111,449,-0.4086611867,5.327329636,1
111,481,1.015413046,2.013124466,1
111,513,0.359395355,1.143683195,1
111,545,0.2207559347,0.8255587816,1
111,577,0.4122800231,0.9830551744,1
111,609,0.3576401472,1.117548823,1
111,641,0.8373675346,1.569213271,1
111,673,1.470315337,1.73029089,1
