PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 46, filenames: A:[46]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[47]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.364577293,0.4070802927,1
47,65,-0.1493674517,1.426539421,1
47,97,-0.3482801616,1.105166197,1
47,129,-0.3933173418,0.8564119339,1
47,161,-0.3775310516,2.263523579,1
47,193,-0.7284396291,2.3622787,1
47,225,-0.9777030349,1.416507959,1
47,257,-0.6739260554,1.072752833,1
47,289,-0.1531701088,0.432488203,1
47,321,0.9785981178,1.854157925,1
47,353,1.185117364,0.5885829926,1
47,385,0.3667387366,3.13754344,1
47,417,-0.2178617567,2.469670057,1
47,449,0.08951530606,1.492199898,1
47,481,0.8195498586,2.071998358,1
47,513,2.013185024,3.49094224,1
47,545,1.175832748,3.443544865,1
47,577,0.9284152985,1.83702445,1
47,609,0.5637618899,1.375353098,1
47,641,-0.1165193915,1.736147523,1
47,673,0.7708127499,1.348009348,1
47,705,1.05562675,0.7216470242,1
47,737,-0.2196073532,0.960885644,1
47,769,-0.02863910794,1.026017189,1
47,801,-0.06046873331,2.247917652,1
47,833,0.4991041422,2.86187315,1
47,865,-0.03673027456,1.497377396,1
47,897,-0.5598723292,-0.7408978939,1
47,929,-0.03135228157,-0.7288638353,1
47,961,-0.3635292649,0.8074239492,1
47,993,-0.4391305447,0.6170566082,1
47,1025,-0.4944763184,-0.4449696541,1
47,1057,-0.7397168279,1.227916718,1
47,1089,-1.8903687,1.934001446,1
47,1121,-1.076713681,1.222031116,1
47,1153,-0.320017457,1.152740002,1
47,1185,0.277982235,2.141885042,1
47,1217,-2.33428216,2.878641605,1
47,1249,-2.962341785,2.176506519,1
47,1281,-1.397499084,2.843840599,1
47,1313,-0.6590559483,2.832539082,1
47,1345,-1.014096022,2.898341417,1
47,1377,-0.04691457748,3.808654785,1
47,1409,-0.373927474,5.16712141,1
47,1441,-0.3334872723,5.331998825,1
47,1473,-1.76255095,3.200741291,1
47,1505,-1.49128437,3.090025425,1
47,1537,-0.3597109318,3.350447178,1
47,1569,-2.473935604,6.024306297,1
47,1601,-1.39960146,4.914358616,1
47,1633,-2.668162823,6.596705914,1
47,1665,-4.131694317,7.026390076,1
47,1697,-3.310180664,6.326080322,1
47,1729,-2.215317249,7.012183666,1
47,1761,-3.105935335,7.608138561,1
47,1793,-0.4004123211,4.568058491,1
47,1825,-0.2718749046,1.50836277,1
47,1857,-2.285795212,3.664161205,1
47,1889,-1.251214266,1.599645138,1
47,1921,-9.07734108,7.404076099,1
47,1953,0.9601999521,-1.144072294,1
47,1985,0.5213251114,0.05279196799,1
47,2017,-0.08728265762,0.3894166946,1
79,33,0.413700223,0.1501071751,1
79,65,-0.1445363611,0.7987601161,1
79,97,-0.1669465303,0.651284337,1
79,129,-0.1718321443,0.7331860065,1
79,161,-0.3704922199,1.95304656,1
79,193,-0.5601283908,3.151168346,1
79,225,-0.5203226805,0.5699615479,1
79,257,0.6740176082,0.740260005,1
79,289,-0.1013503969,2.200880051,1
79,321,0.156806618,4.939627171,1
79,353,-0.1708314717,2.272090912,1
79,385,-1.003252983,2.765760183,1
79,417,-0.2525030971,2.605956316,1
79,449,0.5758704543,3.605896473,1
79,481,0.05483844876,3.140214443,1
79,513,0.4474208951,3.351984978,1
79,545,0.6236915588,2.203288794,1
79,577,0.6819346547,1.233228207,1
79,609,1.301010132,2.516900063,1
79,641,0.2760403752,1.97694087,1
79,673,-0.4444720745,2.207535028,1
79,705,-1.098368883,1.671095848,1
79,737,-0.3223641515,0.6342788935,1
79,769,0.01575756073,0.2694085836,1
79,801,-0.2164068818,0.7314532995,1
79,833,0.01606181264,0.65919137,1
79,865,-0.1886761189,0.2125324011,1
79,897,-0.3079815507,0.03673267365,1
79,929,-0.4670496583,0.2728315592,1
79,961,-0.633145988,2.131695509,1
79,993,-0.5494449735,2.713230133,1
79,1025,-0.3891166449,1.125345588,1
79,1057,-0.9677050114,1.556744099,1
79,1089,-1.768283248,2.030370712,1
79,1121,-1.496031404,1.728394151,1
79,1153,-0.2346468866,0.8299646378,1
79,1185,-0.09706133604,1.406811953,1
79,1217,-0.8402042389,1.517399192,1
79,1249,-1.574448347,1.626425505,1
79,1281,-1.29755199,2.255118847,1
79,1313,-1.603943944,1.982001066,1
79,1345,-2.548376322,2.569308519,1
79,1377,-0.7039716244,3.524007082,1
79,1409,0.750404954,4.237977505,1
79,1441,-0.9225156307,5.269852161,1
79,1473,-1.65604794,5.434033871,1
79,1505,-3.280964375,4.46289444,1
79,1537,-3.645587921,5.503121853,1
79,1569,-2.895433903,3.529739857,1
79,1601,-1.647676468,2.747584343,1
79,1633,-2.797222137,3.671588182,1
79,1665,-2.584454536,2.1221807,1
79,1697,-0.5592118502,2.318870068,1
79,1729,-0.8700325489,2.327623844,1
79,1761,-0.5280251503,1.819159985,1
79,1793,0.3530104756,0.3040959835,1
79,1825,-0.07301539183,0.5065858364,1
79,1857,-0.7119624019,1.364239097,1
79,1889,-0.2591680884,1.012861609,1
79,1921,0.239039287,0.8181566,1
79,1953,0.2381949425,0.9886497855,1
79,1985,-0.1150231808,1.526137829,1
79,2017,18.04823494,-3.350056887,1
111,33,-0.2760642767,0.1689961553,1
111,65,-0.2128924131,0.9256088138,1
111,97,-0.4010943174,1.258825779,1
111,129,-0.3978736401,1.551026344,1
111,161,0.3764831424,1.155608892,1
111,193,0.2230715007,1.159111142,1
111,225,0.3225775063,1.287355065,1
111,257,3.746954679,1.281032324,1
111,289,0.9386466742,2.267064095,1
111,321,0.05118685961,2.393993855,1
111,353,-0.9510729313,3.096841574,1
111,385,-0.1341525763,3.028805733,1
111,417,0.3964904547,2.608383656,1
111,449,0.5550116897,2.45382905,1
111,481,-0.251324594,2.098386765,1
111,513,0.3751375675,2.191402912,1
111,545,0.628082633,2.204432487,1
111,577,0.4811474383,1.391322613,1
111,609,0.4751866162,3.92453599,1
111,641,0.4726595879,3.386345863,1
111,673,0.1250044554,2.986093521,1
111,705,-0.3395421803,2.80179286,1
111,737,-0.5609254837,1.457614541,1
111,769,-0.594705224,0.4341725111,1
111,801,-0.5694493055,0.2159025073,1
111,833,-0.4178416729,-0.07157698274,1
111,865,0.1535948515,0.3429515362,1
111,897,-0.05132822692,0.8038829565,1
111,929,-0.2654880881,0.6347271204,1
111,961,0.01194486767,1.25501883,1
111,993,6.563704014,15.89919472,1
111,1025,6.363633633,16.46538544,1
111,1057,0.3632768393,1.576781034,1
111,1089,-0.629481554,1.553343415,1
111,1121,-0.3622097969,1.585100055,1
111,1153,0.7111669779,0.6091282368,1
111,1185,0.1256603301,1.147837281,1
111,1217,0.3128974438,1.260448813,1
111,1249,-0.342117846,3.412027597,1
111,1281,-1.143640161,2.915966272,1
111,1313,-1.221926093,1.935168028,1
111,1345,-1.115640879,2.227192402,1
111,1377,-1.495034814,3.332297325,1
111,1409,-1.872867227,5.343182087,1
111,1441,-1.628254533,4.971585274,1
111,1473,-2.034518957,5.608834267,1
111,1505,-3.214432716,4.941194534,1
111,1537,-4.155413151,4.391631126,1
111,1569,-3.668806314,4.286909103,1
111,1601,-2.796537399,3.697461605,1
111,1633,-1.336122274,1.821413994,1
111,1665,0.138105154,0.1223643422,1
111,1697,-0.01712787151,-0.1523070335,1
111,1729,0.05212038755,0.3560371995,1
111,1761,-19.70003128,0.8707817793,1
111,1793,0.4548637569,9.910804749,1
111,1825,0.5377259851,-0.2004547417,1
111,1857,0.2318794429,-0.113345027,1
111,1889,0.04056510329,0.3661903739,1
111,1921,0.01769159734,1.150822878,1
111,1953,-0.08445370197,1.323392868,1
111,1985,-0.5746375918,2.765251875,1
111,2017,0.6577110291,-2.983339548,1
143,33,-1.118884444,0.5554707646,1
143,65,-0.5122689009,1.897279501,1
143,97,-0.2300736904,1.732164979,1
143,129,-0.2446418703,1.895171881,1
143,161,-0.02355177701,1.446152568,1
143,193,0.3477554321,1.010881186,1
143,225,0.7495340705,1.255800009,1
143,257,0.2873570919,4.261961937,1
143,289,-0.0558019653,2.833861113,1
143,321,-1.280791283,3.099618435,1
143,353,-1.422457814,3.962992191,1
143,385,-0.2584651411,3.106542826,1
143,417,0.3328005075,2.494645596,1
143,449,0.6215453744,2.332787514,1
143,481,0.5585474372,2.155866385,1
143,513,0.583752811,1.948408723,1
143,545,0.6110014319,2.162538528,1
143,577,-0.2061581016,1.414779186,1
143,609,-0.04289793968,2.846212387,1
143,641,0.1755868196,2.81341815,1
143,673,0.1436396241,3.090001822,1
143,705,0.03249540925,3.436926365,1
143,737,-0.6411883831,2.101743698,1
143,769,-0.5556684136,0.7095271349,1
143,801,-0.7624431849,0.3858830333,1
143,833,-0.434845835,0.1796686947,1
143,865,-0.1769155562,0.6647098064,1
143,897,-0.2089019567,1.137987971,1
143,929,0.178086713,1.123071551,1
143,961,0.1259148866,0.5466370583,1
143,993,-0.1419284344,1.756363988,1
143,1025,-0.5455309749,2.568513393,1
143,1057,-0.3155806661,2.020335436,1
143,1089,-0.08396556973,2.028723717,1
143,1121,0.5395652056,1.923913836,1
143,1153,1.422861695,0.8209619522,1
143,1185,0.9876208305,1.381587982,1
143,1217,-0.1686599255,2.065685749,1
143,1249,0.3326976895,4.134845257,1
143,1281,-0.2854456902,3.733534098,1
143,1313,-0.9205014706,2.185047626,1
143,1345,-0.8939813375,2.116115093,1
143,1377,-1.131897569,3.049523354,1
143,1409,-1.635185122,4.008856773,1
143,1441,-2.264950752,4.953111172,1
143,1473,-2.732624054,5.602766037,1
143,1505,-3.95369339,4.666091442,1
143,1537,-4.615261555,4.178110123,1
143,1569,-3.59691143,5.24198246,1
143,1601,-3.090580225,4.561734676,1
143,1633,-0.4115331173,1.011522293,1
143,1665,-0.122145772,-0.07887399197,1
143,1697,-0.1372616291,-0.341411829,1
143,1729,-0.1389994621,0.3448445201,1
143,1761,-10.21955681,17.43772316,1
143,1793,0.6840152144,0.865073204,1
143,1825,-0.1823549122,1.465657353,1
143,1857,-0.08184673637,0.4771841764,1
143,1889,-0.0960355401,0.9032648206,1
143,1921,-2.206000328,4.65842104,1
143,1953,-1.497139335,9.181372643,1
143,1985,-0.1928274632,1.528193474,1
143,2017,0.6698733568,-2.539043903,1
175,33,-1.132782102,0.4863908887,1
175,65,-0.2043977082,3.087837219,1
175,97,0.2744730711,1.926682591,1
175,129,0.1020974815,1.786892891,1
175,161,0.2268854678,1.65890038,1
175,193,-0.3159609139,1.340640187,1
175,225,-0.1427307725,1.022900939,1
175,257,0.3979876637,3.298410177,1
175,289,0.1695400774,3.542313576,1
175,321,-0.1091002375,3.161193132,1
175,353,-0.2787703276,3.92469883,1
175,385,0.0883525908,3.124836683,1
175,417,0.5135213733,2.834357023,1
175,449,0.6523424983,2.373870611,1
175,481,0.7237589359,2.293069601,1
175,513,0.9203577042,2.117005348,1
175,545,0.8897910118,2.884078503,1
175,577,0.2316125631,1.745759964,1
175,609,-0.1756304502,2.272686005,1
175,641,0.2899478674,2.525849104,1
175,673,0.5245146155,2.872212887,1
175,705,0.862190783,2.789886951,1
175,737,0.5139282942,2.393752098,1
175,769,0.2007578313,1.191537857,1
175,801,-0.02923902869,0.62722826,1
175,833,0.27127105,1.083246231,1
175,865,0.03990611434,1.169210672,1
175,897,-0.4658820629,5.734898567,1
175,929,0.5826256275,2.284802437,1
175,961,-0.02054604888,0.57493186,1
175,993,-0.3168288469,0.2105875015,1
175,1025,-0.6025447249,5.510866642,1
175,1057,-10.43118954,2.551443577,1
175,1089,-1.286201239,2.535916567,1
175,1121,-0.4069259763,2.205945969,1
175,1153,0.4539155066,1.836705923,1
175,1185,0.2688955069,2.525989771,1
175,1217,0.02557028085,0.292709589,1
175,1249,-6.113040924,-2.716422319,1
175,1281,-0.3281747699,0.3483560085,1
175,1313,-1.084155321,2.316135406,1
175,1345,-1.097900867,2.473942518,1
175,1377,-0.07508289814,3.342058897,1
175,1409,-0.7228660583,4.087451458,1
175,1441,-2.209694624,4.927917004,1
175,1473,-3.337938309,5.524055958,1
175,1505,-4.158912659,4.799105167,1
175,1537,-5.160233974,4.309556007,1
175,1569,-3.033884048,4.444755077,1
175,1601,-2.842673779,2.594743252,1
175,1633,-1.985612035,2.42653656,1
175,1665,-0.63518852,1.291636229,1
175,1697,-0.4255815744,7.370282173,1
175,1729,-0.2247089744,-0.3130164146,1
175,1761,0.9321630001,0.6205053329,1
175,1793,0.2025078535,1.451170444,1
175,1825,-1.600946665,3.804273129,1
175,1857,-1.69965601,2.162658453,1
175,1889,-1.154075861,1.347101927,1
175,1921,-1.387698412,5.347953796,1
175,1953,-0.613214016,7.654696941,1
175,1985,-0.1829423755,0.7717248201,1
175,2017,0.001404166222,-0.5768829584,1
207,33,-0.4601377845,0.3340281844,1
207,65,-0.05160048604,0.9078492522,1
207,97,0.1954790801,1.595548391,1
207,129,0.3252502084,1.360828638,1
207,161,0.8697391152,1.188610792,1
207,193,0.3530833125,0.6999123693,1
207,225,0.3387424648,0.6003944874,1
207,257,0.6936824918,1.532884002,1
207,289,0.6068623066,1.987034798,1
207,321,0.6124118567,2.605353117,1
207,353,0.3460161388,3.2723279,1
207,385,0.2093829513,3.202965021,1
207,417,1.02030468,3.545373201,1
207,449,1.065736175,1.868229866,1
207,481,1.021547556,1.952150345,1
207,513,1.105448842,2.543406963,1
207,545,1.047087669,3.277360439,1
207,577,0.2149531841,3.030871391,1
207,609,0.02913296223,2.524261236,1
207,641,0.9961673617,2.348341465,1
207,673,0.6837547421,2.270484209,1
207,705,0.7945430875,2.810083628,1
207,737,1.468131065,2.796113491,1
207,769,1.403828859,2.9500494,1
207,801,1.608646274,2.676411152,1
207,833,0.9224678874,2.132147551,1
207,865,0.6506076455,1.121218681,1
207,897,0.7822211981,1.176700592,1
