PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 8, filenames: A:[8]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[9]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-8.382738113,-5.929496765,1
47,65,3.499982357,9.829370499,1
47,97,4.679609776,12.08155823,1
47,129,5.307016373,12.79476929,1
47,161,5.264662266,11.07840347,1
47,193,4.690852165,9.092068672,1
47,225,5.13921833,9.703567505,1
47,257,4.01461792,11.73342419,1
47,289,2.193962097,13.59148407,1
47,321,2.079474688,11.5770092,1
47,353,8.514878273,8.006931305,1
47,385,4.87484026,12.34705639,1
47,417,4.00398159,12.32559586,1
47,449,4.785187721,12.24299812,1
47,481,5.845600128,11.5130291,1
47,513,6.04966116,11.25462723,1
47,545,6.631682396,11.93847561,1
47,577,7.934744835,13.94893074,1
47,609,8.033084869,11.15590954,1
47,641,7.250972748,12.66793251,1
47,673,8.38849926,13.49431324,1
47,705,3.75033474,21.20293045,1
47,737,9.73941803,13.73041821,1
47,769,8.672094345,11.82010078,1
47,801,8.630844116,13.03057098,1
47,833,12.14931393,12.72718239,1
47,865,14.16107273,11.96307945,1
47,897,14.89091778,11.75864792,1
47,929,12.4867878,11.03076077,1
47,961,11.83161068,9.605138779,1
47,993,14.23532295,12.89750576,1
47,1025,13.58922958,14.408535,1
47,1057,15.48013687,14.52147198,1
47,1089,10.25650597,9.207590103,1
47,1121,12.271492,5.811048508,1
47,1153,12.48171425,4.205744743,1
47,1185,13.5081749,4.148197174,1
47,1217,16.29305458,5.222687244,1
47,1249,17.22339821,6.259853363,1
47,1281,17.92571449,6.940299988,1
47,1313,17.05107307,8.204774857,1
47,1345,14.89782715,7.906961441,1
47,1377,11.72147846,8.314621925,1
47,1409,12.11828995,6.37665081,1
47,1441,14.08798409,8.277672768,1
47,1473,12.68623352,7.882703304,1
47,1505,1.102861404,1.092601299,1
47,1537,-0.7131052017,0.0271282196,1
47,1569,8.418053627,8.139081955,1
47,1601,9.639888763,4.402447701,1
47,1633,8.589540482,-3.770196199,1
47,1665,9.082897186,3.469160557,1
47,1697,9.522217751,3.855978489,1
47,1729,9.239690781,2.296310425,1
47,1761,6.622329712,2.174265862,1
47,1793,6.885860443,1.207152605,1
47,1825,9.414493561,1.862123013,1
47,1857,10.85525513,2.312091112,1
47,1889,10.27666187,0.365373373,1
47,1921,9.649832726,-3.166023016,1
47,1953,8.76099968,-2.288875341,1
47,1985,9.136894226,-1.513923168,1
47,2017,7.305883408,0.07128667831,1
79,33,1.214076519,7.74241066,1
79,65,5.362228394,5.174759388,1
79,97,4.977808952,9.73592186,1
