PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 5, filenames: A:[5]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[6]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,33,13.1318531,22.28321838,1
111,65,9.05405426,16.55105019,1
111,97,8.530594826,17.02094078,1
111,129,9.182271957,19.18086815,1
111,161,10.30323696,21.24210548,1
111,193,11.61893845,22.3713932,1
111,225,14.18780231,25.14603233,1
111,257,11.61527252,22.80441093,1
111,289,13.5881815,22.93121147,1
111,321,15.46022606,23.57793617,1
111,353,16.28918648,24.72888374,1
111,385,17.08138847,24.43580437,1
111,417,17.77576637,22.65462685,1
111,449,19.12454033,22.25094414,1
111,481,19.03249359,22.39840889,1
111,513,17.74624252,22.81125259,1
111,545,18.571661,22.94563484,1
111,577,20.41972351,22.26787949,1
111,609,22.03625107,22.14988899,1
111,641,21.66792488,22.84426689,1
111,673,22.09493256,23.3227787,1
111,705,24.74690437,23.15288162,1
111,737,26.49626541,21.33823204,1
111,769,27.71565056,21.0527935,1
111,801,28.40846634,20.9154129,1
111,833,28.52314186,19.84072304,1
111,865,29.80392838,17.29245186,1
111,897,32.38588715,14.89515877,1
111,929,23.63495255,16.82195091,1
111,961,51.87410355,15.58381367,1
111,993,20.10284424,6.013460159,1
111,1025,24.60351563,7.674134254,1
111,1057,31.62403679,21.5367527,1
111,1089,36.6672287,9.506790161,1
111,1121,37.06533432,7.783640862,1
111,1153,23.69340706,5.695785046,1
111,1185,38.04921341,3.280031919,1
111,1217,37.91451263,1.432818413,1
111,1249,36.87490845,0.05534514785,1
111,1281,36.63121414,-1.549959421,1
111,1313,35.14977264,-1.777731657,1
111,1345,33.69417572,-2.203129768,1
111,1377,33.0145874,-0.2270121574,1
111,1409,30.75763321,-1.795213461,1
111,1441,13.97444344,-8.413053513,1
111,1473,15.03197289,-13.4038353,1
111,1505,29.8945694,-11.91740894,1
111,1537,28.64759445,-11.49635315,1
111,1569,26.8067112,-10.90574741,1
111,1601,25.67542458,-10.05418396,1
111,1633,25.70467377,-9.927584648,1
111,1665,25.54861832,-10.90656757,1
111,1697,24.48121643,-12.46308041,1
111,1729,23.13801765,-14.30597019,1
111,1761,27.61592102,-13.77331543,1
111,1793,32.22138977,-11.92441368,1
111,1825,25.7816124,-18.09075546,1
111,1857,24.71934319,-19.65802002,1
111,1889,8.140468597,-7.258249283,1
111,1921,19.23419762,8.520283699,1
111,1953,7.540410995,-4.359823704,1
111,1985,2.099870682,0.5553976297,1
111,2017,0.7141942978,0.3719816208,1
143,33,10.77197075,22.56197739,1
143,65,8.141769409,18.38625908,1
143,97,8.422050476,17.4802742,1
143,129,9.566001892,19.25098991,1
143,161,10.80003929,21.72183418,1
143,193,12.48781586,22.42453003,1
143,225,13.77371597,22.27557373,1
143,257,13.0366869,22.21357536,1
143,289,14.82977486,23.04848862,1
143,321,17.20495605,25.21339226,1
143,353,18.58654976,26.16458893,1
143,385,18.74100876,24.34758377,1
143,417,18.02605438,23.73895645,1
143,449,18.82681465,22.5729866,1
143,481,18.16110992,23.29462051,1
143,513,18.35087585,23.85611725,1
143,545,19.42562866,23.79393387,1
143,577,20.29618263,23.12556076,1
143,609,21.62695694,22.85679436,1
143,641,22.45894432,22.53488159,1
143,673,23.33950615,23.39362526,1
143,705,24.34606171,23.48781586,1
143,737,26.19183731,23.31272888,1
143,769,27.86845398,22.16555405,1
143,801,28.83924675,21.9429512,1
143,833,29.8040905,20.80457306,1
143,865,31.62625694,19.08170891,1
143,897,35.52891541,17.90814781,1
143,929,36.51433182,17.68009377,1
143,961,38.38919449,7.717403412,1
143,993,28.82098961,12.7957859,1
143,1025,24.44640541,8.528796196,1
143,1057,32.95645905,15.35338974,1
143,1089,34.72045898,9.647013664,1
143,1121,36.82185745,7.261875153,1
143,1153,39.64922714,4.88093853,1
143,1185,39.79169846,1.700979233,1
143,1217,39.5316925,1.25224793,1
143,1249,40.18272018,-0.01084128022,1
143,1281,40.12986374,-1.360024571,1
143,1313,38.34636688,-1.960666656,1
143,1345,34.9773674,-3.612905264,1
143,1377,34.1362381,-4.34076786,1
143,1409,33.9190712,6.234839439,1
143,1441,49.83919525,4.743320942,1
143,1473,47.93836975,4.399927139,1
143,1505,30.77867889,-12.30278111,1
143,1537,29.36309433,-9.549021721,1
143,1569,27.79867363,-9.778414726,1
143,1601,27.94701767,-10.20427227,1
143,1633,28.06749153,-10.70119572,1
143,1665,27.12970734,-11.63860893,1
143,1697,25.25395393,-13.59038925,1
143,1729,24.13143921,-16.24980354,1
143,1761,25.68840218,-15.66221619,1
143,1793,26.37491226,-15.57170105,1
143,1825,24.6583786,-9.951677322,1
143,1857,11.4342289,-10.25216484,1
143,1889,7.611574173,-1.439395905,1
143,1921,17.7053051,8.405220032,1
143,1953,2.654050827,-13.09172249,1
143,1985,3.881593466,0.3787965775,1
143,2017,-2.619037628,0.2747070789,1
175,33,11.72336578,24.61209297,1
175,65,8.54881382,19.81976891,1
175,97,7.947377682,18.45176315,1
175,129,8.970931053,21.08374596,1
175,161,13.20123196,24.03526306,1
175,193,12.14095116,22.74180031,1
175,225,13.14361382,22.23878098,1
175,257,13.83849621,21.6904583,1
175,289,15.11731243,23.10790634,1
175,321,17.35822296,26.3916626,1
175,353,19.49045563,27.61642838,1
175,385,18.16122055,25.54371452,1
175,417,17.41984177,25.50821686,1
175,449,13.89075089,24.87329102,1
175,481,17.98859024,25.52332687,1
175,513,19.78966141,25.27262115,1
175,545,20.30211258,25.17089653,1
175,577,17.8283596,24.3180275,1
175,609,21.35967827,23.21472359,1
175,641,23.32791138,22.90585709,1
175,673,24.62872124,23.26545715,1
175,705,24.97428322,23.92249107,1
175,737,26.04621124,23.77818871,1
175,769,27.76181984,22.79049873,1
175,801,28.8800354,22.24768257,1
175,833,30.09065628,21.77599907,1
175,865,31.6633873,20.94943428,1
175,897,34.29362106,20.0485878,1
175,929,35.52753448,18.31944466,1
175,961,33.20170212,17.39863777,1
175,993,33.84679794,24.25811005,1
175,1025,23.74144363,9.5753088,1
175,1057,23.38448715,14.62620354,1
175,1089,35.229599,9.651388168,1
175,1121,37.54610825,4.854701519,1
175,1153,40.99915314,2.925771236,1
175,1185,40.8776741,1.089014053,1
175,1217,41.0535965,0.9003283978,1
175,1249,42.19009781,0.214006409,1
175,1281,41.26532745,-1.185388565,1
175,1313,39.50920868,-2.310726881,1
175,1345,37.54180145,-3.976970196,1
175,1377,35.56438446,-6.970463276,1
175,1409,35.50098038,-7.248826027,1
175,1441,16.00264549,-2.455922604,1
175,1473,18.84851456,-9.012857437,1
175,1505,32.64596939,-9.133737564,1
175,1537,31.23803711,-10.12391949,1
175,1569,29.28843689,-10.39389229,1
175,1601,27.65000725,-10.65820694,1
175,1633,27.14621162,-11.83121395,1
175,1665,27.4716835,-12.78206444,1
175,1697,27.29857635,-14.36687851,1
175,1729,25.67158699,-15.3256588,1
175,1761,25.49908257,-15.28702545,1
175,1793,25.86218262,-17.43518448,1
175,1825,27.98206711,-18.94627953,1
175,1857,23.95355034,-4.803266525,1
175,1889,20.96171188,-2.439903259,1
175,1921,26.95542908,-20.99448395,1
175,1953,16.68032455,-26.59622574,1
175,1985,18.6360321,-4.070340157,1
175,2017,-8.575622559,-1.94754076,1
207,33,9.410425186,22.18391991,1
207,65,8.356321335,19.95507431,1
207,97,7.611473083,18.87924767,1
207,129,1.193418503,13.63970566,1
207,161,9.825939178,25.64320374,1
207,193,24.02974319,37.19937897,1
207,225,2.732467651,17.23091507,1
207,257,12.28453636,23.73100853,1
207,289,13.68339157,23.23236465,1
207,321,15.85733604,24.01864052,1
207,353,17.11051178,25.03271294,1
207,385,17.4894104,26.35519028,1
207,417,16.7586174,25.9701519,1
207,449,19.43431473,26.63768768,1
207,481,20.8711834,27.8032856,1
207,513,21.96538353,27.73946381,1
207,545,20.37018776,27.36530876,1
207,577,19.61710167,25.72824478,1
207,609,23.00087929,21.93131256,1
207,641,24.68240738,22.89860916,1
207,673,26.38142776,24.26059151,1
207,705,26.28927612,25.21754837,1
207,737,26.51670074,24.4183979,1
207,769,28.23662567,23.24212265,1
207,801,29.83928108,22.92690659,1
207,833,31.04659653,22.85093689,1
207,865,32.75532532,22.24117851,1
207,897,33.18553925,21.52919579,1
207,929,32.86036682,20.15752602,1
207,961,33.96834946,18.69811821,1
207,993,33.10259247,23.21618271,1
207,1025,31.96194458,15.39748669,1
207,1057,29.31721115,12.359519,1
207,1089,35.91277313,10.01875496,1
207,1121,39.81537628,7.35174799,1
207,1153,40.80297852,5.337067604,1
207,1185,41.838871,2.242026567,1
207,1217,44.78664398,0.265514493,1
207,1249,43.1378746,-3.345951796,1
207,1281,41.89785385,-0.9710571766,1
207,1313,40.40140915,-1.444553375,1
207,1345,39.11211395,-3.953138351,1
207,1377,36.56172562,-6.496291161,1
207,1409,36.71185684,-6.695014954,1
207,1441,36.11142349,-8.322780609,1
207,1473,35.21201706,-9.464157104,1
207,1505,34.03344345,-9.524456024,1
207,1537,32.4470253,-10.57838058,1
207,1569,30.21289253,-10.77467251,1
207,1601,28.29675102,-11.17323208,1
207,1633,27.79247665,-13.0401516,1
207,1665,26.74728775,-13.75750446,1
207,1697,27.31594467,-13.19754505,1
207,1729,27.05845261,-13.09463882,1
207,1761,27.23081589,-15.34098625,1
207,1793,27.93426704,-17.85165405,1
207,1825,28.63863564,-19.44083214,1
207,1857,30.50269318,-18.94531059,1
207,1889,29.98362732,-23.22977257,1
207,1921,35.2204895,-4.379798889,1
207,1953,27.28460503,-22.01247787,1
207,1985,25.49168777,-8.281749725,1
207,2017,-8.253853798,-6.128121376,1
239,33,10.18701172,22.40316772,1
239,65,8.68355751,21.66007423,1
239,97,8.075387001,20.2123661,1
239,129,0.134223938,17.18418503,1
239,161,1.145243645,21.90361023,1
239,193,9.933641434,23.76488304,1
239,225,10.61805439,23.94935417,1
239,257,11.6135931,25.32088661,1
239,289,13.50909328,24.5304203,1
239,321,15.56616879,24.52749252,1
239,353,16.34034348,24.59480476,1
239,385,17.08003998,23.72915268,1
239,417,18.22042847,26.63580894,1
239,449,19.70350838,27.51823616,1
239,481,20.55512428,28.38358307,1
239,513,21.33483505,28.60727692,1
239,545,21.5830822,29.57389832,1
239,577,21.65479279,27.84658623,1
239,609,22.73182487,24.08814812,1
239,641,24.90288734,24.22278214,1
239,673,26.89717674,25.47543526,1
239,705,27.93966103,26.26426315,1
239,737,28.69853401,25.7958622,1
239,769,30.5089016,23.501894,1
239,801,29.40947914,22.71546364,1
239,833,31.91534233,21.22509766,1
239,865,33.17766953,19.57356834,1
239,897,33.45224762,20.83922958,1
239,929,33.13714218,22.10344505,1
239,961,32.92821121,20.67666817,1
239,993,31.70972443,21.22114563,1
239,1025,31.18588257,15.48560524,1
239,1057,34.15956497,10.07500076,1
239,1089,39.60416031,10.21956158,1
239,1121,38.22493362,11.18165112,1
239,1153,40.46950912,6.305613518,1
239,1185,43.138237,2.77468586,1
239,1217,45.42900467,0.4094638824,1
239,1249,43.87666702,-4.537106514,1
239,1281,41.77086258,-4.515182495,1
239,1313,40.74750519,-2.06307888,1
239,1345,39.50876236,-4.673215389,1
239,1377,38.35108185,-6.751645565,1
239,1409,37.61750793,-7.222884655,1
239,1441,37.65537262,-9.350091934,1
239,1473,36.03385925,-9.897465706,1
239,1505,34.81689453,-9.922123909,1
239,1537,33.3898468,-10.55566025,1
239,1569,31.7904892,-11.40367603,1
239,1601,30.32678604,-12.15302181,1
239,1633,29.32489967,-12.57602596,1
239,1665,27.01504517,-13.10537624,1
239,1697,27.34146118,-12.69918537,1
239,1729,28.91286469,-12.41880798,1
239,1761,27.98828888,-16.59041214,1
239,1793,28.52538681,-19.3700428,1
239,1825,29.3054142,-19.94623566,1
239,1857,31.66987991,-20.42300606,1
239,1889,26.63996315,-19.31274033,1
239,1921,30.15584755,-24.15623665,1
239,1953,26.61270142,-23.56819725,1
239,1985,8.675205231,2.622784615,1
239,2017,30.1835556,-7.664379597,1
271,33,4.571474075,21.01595116,1
271,65,8.837161064,25.53526306,1
271,97,8.457198143,22.54370689,1
271,129,10.00685883,23.05803299,1
271,161,10.09117699,27.07341003,1
271,193,8.709454536,25.1024437,1
271,225,10.12686253,25.1726017,1
271,257,7.135653496,23.5014267,1
271,289,13.50000477,26.21957779,1
271,321,15.52104378,25.80287552,1
271,353,17.73324585,26.12612724,1
271,385,16.67455673,23.68708992,1
271,417,24.04762077,26.67209244,1
271,449,18.10110283,27.55016708,1
271,481,19.35536957,28.29372406,1
271,513,21.00908661,29.11748886,1
271,545,21.83828926,28.99782562,1
271,577,21.23877907,28.05354118,1
271,609,21.35766411,26.73588181,1
271,641,23.09675407,26.7943573,1
271,673,26.7801857,27.76057816,1
271,705,28.70890236,27.19258118,1
271,737,30.26126099,26.26739311,1
271,769,16.38145638,18.99195671,1
271,801,32.0189743,23.30834579,1
271,833,33.12151337,21.22629929,1
271,865,34.22356415,20.2177124,1
271,897,33.9570961,19.49854279,1
271,929,32.64635849,19.61071777,1
271,961,31.88582611,19.64191246,1
271,993,31.97960663,18.58500099,1
271,1025,32.92456055,16.13698006,1
271,1057,33.81109238,13.17821217,1
271,1089,36.13838577,10.88562012,1
271,1121,39.48830032,11.12785149,1
271,1153,40.90463638,7.977155209,1
271,1185,42.86149216,5.000391006,1
271,1217,46.4127388,1.862251282,1
271,1249,45.79456711,-2.734438419,1
271,1281,47.84267044,15.61687279,1
271,1313,41.86616135,-3.944833755,1
271,1345,40.5133667,-5.759411812,1
271,1377,39.05716324,-6.115193367,1
271,1409,37.75036621,-6.128821373,1
271,1441,36.82081223,-6.163259506,1
271,1473,36.13192368,-9.773095131,1
271,1505,35.42947388,-10.51909065,1
271,1537,34.71443939,-10.21426487,1
271,1569,33.57487106,-12.25314808,1
271,1601,31.90354538,-13.68516064,1
271,1633,30.61729622,-12.95599651,1
271,1665,29.07800293,-13.16544533,1
271,1697,29.54114342,-13.67291737,1
271,1729,29.59125519,-15.16760254,1
271,1761,28.46671486,-18.89728165,1
271,1793,28.5945034,-21.32196808,1
271,1825,30.33982468,-21.57710457,1
271,1857,31.6657753,-21.51231384,1
271,1889,30.38174438,-22.17947197,1
271,1921,33.1564827,-26.71052551,1
271,1953,31.48794746,-26.76966476,1
271,1985,35.28105927,-29.68346977,1
271,2017,30.71271515,-6.806177616,1
303,33,7.604792595,22.42579842,1
303,65,8.264194489,24.96260262,1
303,97,8.223790169,25.21044731,1
303,129,8.347920418,24.70949173,1
303,161,9.124130249,27.69117737,1
303,193,7.793406487,26.1538868,1
303,225,10.16710377,25.86223221,1
303,257,12.60251331,26.06884956,1
303,289,15.3560915,27.73885918,1
303,321,17.08010292,27.90885544,1
303,353,17.36225319,27.10246849,1
303,385,37.52474976,27.98269463,1
303,417,9.493717194,26.60548973,1
303,449,18.38214111,27.53324318,1
303,481,20.17603683,29.05385208,1
303,513,20.45367622,30.16401672,1
303,545,20.67697716,30.28103065,1
303,577,20.96655655,29.48822403,1
303,609,20.80509758,29.91036987,1
303,641,22.13685799,30.23524666,1
303,673,23.75146103,28.9803772,1
303,705,29.24980545,28.26726151,1
303,737,31.65646362,27.38890457,1
303,769,33.52326202,26.44723892,1
303,801,34.06050873,24.84336662,1
303,833,34.71818924,22.71164131,1
303,865,35.62605286,20.80202675,1
303,897,36.00230026,19.26102066,1
303,929,36.37554932,18.06083107,1
303,961,37.53116226,14.55323219,1
303,993,36.49598312,15.04601097,1
303,1025,34.35656357,16.57528496,1
303,1057,34.73607254,13.35613155,1
303,1089,37.11754608,11.89987659,1
303,1121,40.4071846,12.88731194,1
303,1153,41.67465591,10.987216,1
303,1185,43.20652008,8.035284042,1
303,1217,44.98180771,3.100078583,1
303,1249,45.64871597,-0.9940585494,1
303,1281,43.6347084,-1.754209995,1
303,1313,43.05446243,-4.606472492,1
303,1345,41.7183876,-6.370880127,1
303,1377,40.03720093,-5.76116848,1
303,1409,38.48670578,-3.727496624,1
303,1441,37.83238602,-3.73538065,1
303,1473,38.76222229,-6.668480873,1
303,1505,36.40433884,-8.621264458,1
303,1537,35.68271637,-10.57384014,1
303,1569,35.26424026,-12.11483765,1
303,1601,34.22227097,-12.93987465,1
303,1633,33.4793129,-12.83457088,1
303,1665,33.42034912,-14.26657772,1
303,1697,31.5816021,-16.20222664,1
303,1729,31.8070507,-20.16669083,1
303,1761,31.52660179,-20.58014107,1
303,1793,31.16193962,-21.92775726,1
303,1825,33.03943253,-22.17375565,1
303,1857,34.53141022,-22.22238731,1
303,1889,33.71709824,-23.81700325,1
303,1921,35.02232361,-25.55438805,1
303,1953,34.74940872,-25.78227043,1
303,1985,35.04590988,-29.84238243,1
303,2017,31.18395233,-7.787691116,1
335,33,8.366804123,26.07631874,1
335,65,8.558578491,25.64239502,1
335,97,8.319073677,25.53060341,1
335,129,8.754214287,26.01284027,1
335,161,8.942831993,27.55518723,1
335,193,8.072879791,26.96606827,1
335,225,10.10719013,26.12439728,1
335,257,12.49636555,26.88316536,1
335,289,8.790639877,9.058935165,1
335,321,13.24686527,26.46577454,1
335,353,28.24504471,44.68273544,1
335,385,25.10954666,30.78944397,1
335,417,6.063415527,30.87713814,1
335,449,18.28403473,29.40655518,1
335,481,19.10847282,30.70312119,1
335,513,19.8431282,31.23240662,1
335,545,21.05249405,31.84009361,1
335,577,22.16296387,31.75151062,1
335,609,24.87508392,32.25084686,1
335,641,27.56183624,32.9870224,1
335,673,29.10395813,32.91181946,1
335,705,30.15331268,29.52933884,1
335,737,31.74419785,28.5514698,1
335,769,33.69522095,28.16573334,1
335,801,35.45817566,26.80262947,1
335,833,37.02050018,25.57725716,1
335,865,37.49833298,22.11380386,1
335,897,39.6736145,18.95763779,1
335,929,40.7228508,17.86509514,1
335,961,42.00543976,14.49811745,1
335,993,41.98205948,13.78811646,1
335,1025,30.86553192,10.34032059,1
335,1057,40.12844849,16.1612072,1
335,1089,40.00653076,13.40625286,1
335,1121,41.39000702,15.82146835,1
335,1153,43.11484909,13.8359251,1
335,1185,43.83298111,9.882274628,1
335,1217,44.51234055,4.261994362,1
335,1249,43.91790009,0.1602735221,1
335,1281,43.70066071,-1.954848289,1
335,1313,43.67177582,-4.671178818,1
335,1345,43.06831741,-6.380505085,1
335,1377,42.05039215,-5.561276913,1
335,1409,42.31821823,-3.015356064,1
335,1441,41.00121307,-2.362624168,1
335,1473,39.15474701,-4.033054829,1
335,1505,36.54937363,-8.659818649,1
335,1537,35.27431488,-11.65668106,1
335,1569,38.00286484,-12.34819603,1
335,1601,37.94083405,-13.55480003,1
335,1633,35.99700546,-14.17908382,1
335,1665,34.55079651,-16.09577942,1
335,1697,34.44023895,-18.42354774,1
335,1729,35.13381958,-20.71942711,1
335,1761,35.6985817,-21.45640945,1
335,1793,34.07717133,-22.30273628,1
335,1825,33.67570496,-22.13467216,1
335,1857,35.68694305,-23.28147507,1
335,1889,33.99052429,-23.34902573,1
335,1921,41.17378235,-7.543346405,1
335,1953,7.747589111,-14.48786926,1
335,1985,36.62514877,-31.31172562,1
335,2017,27.86108398,-10.70674229,1
367,33,8.749890327,26.48627853,1
367,65,8.313016891,26.96639252,1
367,97,8.853807449,27.01177025,1
367,129,9.498579025,27.27446556,1
367,161,10.71642876,27.93196106,1
367,193,9.485472679,26.0829277,1
367,225,10.78715992,26.49004173,1
367,257,12.01893902,28.07815742,1
367,289,6.580809593,10.29617691,1
367,321,9.670435905,23.58459663,1
367,353,16.41850471,29.30575752,1
367,385,18.63074493,28.49505997,1
367,417,19.29824448,28.63022804,1
367,449,18.91236687,29.42490578,1
367,481,20.07631111,32.16080475,1
367,513,21.6105423,32.37884521,1
367,545,21.43445396,33.35979843,1
367,577,23.55898094,33.93252182,1
367,609,27.54377174,33.6819725,1
367,641,29.68392944,33.72825623,1
367,673,30.64261627,32.60681915,1
367,705,30.6846981,30.69952583,1
367,737,32.47846222,30.49206543,1
367,769,34.05953217,29.84612656,1
367,801,35.56605911,28.66025162,1
367,833,37.16490173,27.77779579,1
367,865,38.88601303,25.63479233,1
367,897,40.13983536,21.26953506,1
367,929,40.58444977,19.30369568,1
367,961,43.04086304,16.80714989,1
367,993,40.98637009,16.69767761,1
367,1025,41.63580704,17.36189842,1
367,1057,42.65694809,17.16499329,1
367,1089,42.24721909,14.71894932,1
367,1121,42.56321716,17.16479111,1
367,1153,46.71035767,17.71072769,1
367,1185,45.70399094,13.1722784,1
367,1217,43.91366196,5.143017769,1
367,1249,44.17368317,0.6321928501,1
367,1281,44.27324295,-2.208276987,1
367,1313,44.45529175,-3.772291422,1
367,1345,43.90681458,-4.971252441,1
367,1377,42.79713058,-6.254508495,1
367,1409,43.67675781,-2.606528282,1
367,1441,41.58516693,-3.511889935,1
367,1473,39.47163773,-5.941802502,1
367,1505,36.23508072,-9.108333588,1
367,1537,36.07160187,-12.71795273,1
367,1569,38.85122299,-12.63527012,1
367,1601,39.04117203,-15.89678574,1
367,1633,40.66654205,-15.27478027,1
367,1665,39.158535,-17.42985535,1
367,1697,37.9329567,-19.78972244,1
367,1729,37.41427231,-21.61593246,1
367,1761,36.77164459,-22.20641518,1
367,1793,37.03666306,-26.72610664,1
367,1825,11.83733368,-19.88933754,1
367,1857,31.45343399,-20.78411293,1
367,1889,33.08521652,-23.58900833,1
367,1921,39.71164703,-29.18281746,1
367,1953,39.65514755,-29.01213455,1
367,1985,34.43424988,-28.05669403,1
367,2017,42.83589172,-12.23137569,1
399,33,8.521238327,25.26612473,1
399,65,8.198927879,28.38240814,1
399,97,8.540487289,31.28464317,1
399,129,9.227568626,30.81586456,1
399,161,9.842169762,29.1709404,1
399,193,8.715454102,24.5297699,1
399,225,9.04301548,25.84258652,1
399,257,10.66142273,30.20369911,1
399,289,11.13494301,31.3092289,1
399,321,13.67165661,29.04087257,1
399,353,16.64978981,31.4475174,1
399,385,17.99992752,30.95849419,1
399,417,19.71729088,30.90810013,1
399,449,20.30760384,30.49030304,1
399,481,21.74305534,33.58055115,1
399,513,25.98288155,34.13433456,1
399,545,23.16950226,35.84482193,1
399,577,24.49936485,37.22914505,1
399,609,26.89143372,34.60771179,1
399,641,29.07512665,34.67325592,1
399,673,30.41574478,33.53126907,1
399,705,31.45858955,31.95587921,1
399,737,33.25735474,32.08872223,1
399,769,34.26197815,31.42406464,1
399,801,36.26525116,31.12870407,1
399,833,38.32932281,29.85784912,1
399,865,40.30443573,26.9691906,1
399,897,42.1331749,25.34059143,1
399,929,45.10465622,23.97356606,1
399,961,45.99154663,18.23398781,1
399,993,45.19810867,16.74793434,1
399,1025,45.25111771,14.60544014,1
