PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 49, filenames: A:[49]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[50]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.157537222,-0.06788253784,1
47,65,2.124331951,1.632065296,1
47,97,0.8566526175,3.353274822,1
47,129,0.5486017466,2.955091953,1
47,161,0.3608531356,1.964148283,1
47,193,1.198044062,6.670678616,1
47,225,-0.3909141719,4.502954006,1
47,257,0.1122811735,2.304491997,1
47,289,0.7257854939,1.886154175,1
47,321,-11.1353941,6.047577858,1
47,353,0.8242511749,0.2616372108,1
47,385,1.366510272,2.208628178,1
47,417,1.169686079,2.348813057,1
47,449,0.3609686494,12.54367447,1
47,481,-1.051514268,0.2433431149,1
47,513,-7.988614082,4.009969234,1
47,545,-6.842578888,2.699787617,1
47,577,-0.2691171765,2.905773401,1
47,609,0.8193529248,1.902223825,1
47,641,2.078610897,1.31930089,1
47,673,1.705997705,1.356153607,1
47,705,0.6984257698,0.9467520714,1
47,737,0.9019687176,2.129305363,1
47,769,1.866850615,1.280525446,1
47,801,1.813379288,1.360539913,1
47,833,-1.564236403,12.04513359,1
47,865,-1.95039916,9.640109062,1
47,897,-10.81346512,-5.379310608,1
47,929,-8.446093559,-4.836125374,1
47,961,-1.017029285,0.6906632185,1
47,993,0.5053762794,1.242568016,1
47,1025,0.790407896,0.5918582678,1
47,1057,1.37944746,0.1701964438,1
47,1089,2.182828903,-0.7199659348,1
47,1121,2.013218403,-1.233915091,1
47,1153,1.557158709,-0.8975256681,1
47,1185,0.7997043133,0.0815359652,1
47,1217,-0.8632668257,1.430202007,1
47,1249,-1.89323163,3.599516869,1
47,1281,-1.549880385,2.542699337,1
47,1313,-0.5280134082,0.668618679,1
47,1345,0.6825816631,-0.9986621141,1
47,1377,0.05101406574,0.4475358725,1
47,1409,0.5553991795,1.452555656,1
