PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 43, filenames: A:[43]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[44]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.074645281,0.684315443,1
47,65,-1.122919083,0.8923501968,1
47,97,-0.4769047499,0.9759657383,1
47,129,-1.106238484,6.537034035,1
47,161,-1.658115149,8.156423569,1
47,193,-1.311588168,3.888424873,1
47,225,-0.6342182159,1.511437178,1
47,257,-0.302065134,0.3917841911,1
47,289,0.3282756209,0.3065705299,1
47,321,0.2811995149,1.445179224,1
47,353,-0.176835984,2.033408165,1
47,385,-0.4112842679,2.464533329,1
47,417,-0.1243868768,2.935940027,1
47,449,0.3010537624,0.5664200783,1
47,481,0.3341042995,0.8025860786,1
47,513,0.142334938,1.896983147,1
47,545,1.39338541,5.431667805,1
47,577,1.129488468,5.327711105,1
47,609,0.6234602332,5.674338341,1
47,641,0.141879797,6.484145164,1
47,673,0.479141891,5.75989151,1
47,705,0.9743981361,4.508444786,1
47,737,0.1213135719,0.3410646915,1
47,769,0.2836380005,0.6438012123,1
47,801,1.109043837,5.246862411,1
47,833,2.388736248,8.984042168,1
47,865,2.16767931,8.151399612,1
47,897,0.2787210941,5.149791241,1
47,929,-0.1629568338,0.5751342773,1
47,961,0.1382924318,0.853826046,1
47,993,0.8361865282,0.5704672337,1
47,1025,1.065517664,3.026184082,1
47,1057,1.458977938,3.122306108,1
47,1089,1.723627567,4.41913271,1
47,1121,1.820046663,4.248070717,1
47,1153,1.524986744,3.416577339,1
47,1185,1.55251503,2.411785841,1
47,1217,1.629341006,3.704007626,1
47,1249,1.722991943,4.957924843,1
47,1281,0.8318427801,7.376049995,1
47,1313,0.345148623,6.321398258,1
47,1345,-0.9568942189,4.418745041,1
47,1377,-1.112282157,4.048255444,1
47,1409,1.216994047,4.057414532,1
47,1441,3.322538853,6.025125504,1
47,1473,1.93484211,5.685746193,1
47,1505,-1.678153276,4.050161362,1
47,1537,-23.94568634,6.618016243,1
47,1569,2.803128958,5.666110992,1
47,1601,-0.6200692654,2.812845707,1
47,1633,-0.04251107574,4.043082714,1
47,1665,-0.5486997962,6.796080112,1
47,1697,-0.2508777678,7.78434515,1
47,1729,2.047216654,6.060608387,1
47,1761,0.8218720555,1.42365706,1
47,1793,0.3932097554,8.991165161,1
47,1825,0.132501483,-0.7185139656,1
47,1857,-0.4912801981,16.50362015,1
47,1889,0.2291494906,0.04066872597,1
47,1921,0.1830722094,0.6958303452,1
47,1953,0.6615846157,1.366241932,1
47,1985,0.6930410862,7.026659012,1
47,2017,3.205305099,-2.689059734,1
79,33,-1.208201647,0.4239139557,1
79,65,-1.569657207,1.356492043,1
79,97,-1.608163834,3.859103203,1
79,129,-1.496244431,4.839725494,1
79,161,-0.7903136015,5.140841484,1
79,193,-0.4920581579,2.020138264,1
79,225,0.1931624115,0.6407908201,1
79,257,-0.1994880885,0.8469446898,1
79,289,0.05879414082,1.025122046,1
79,321,0.3967900276,1.544124722,1
79,353,0.3758683801,1.961750746,1
79,385,0.5012677908,2.469651222,1
79,417,0.9191859961,2.735232353,1
79,449,0.6035341024,1.504360914,1
79,481,0.01824003458,15.18227959,1
79,513,3.135127544,6.06663847,1
79,545,0.136443615,2.315645456,1
79,577,-0.4737094045,1.315330029,1
79,609,0.1802138686,4.892414093,1
79,641,0.3931062222,5.317430973,1
79,673,0.5150978565,4.984553337,1
79,705,0.3916119337,4.468462944,1
79,737,0.4268918037,3.461409092,1
79,769,0.5455807447,3.748194456,1
79,801,-0.3687976003,5.271872044,1
79,833,1.762014389,7.409342289,1
79,865,1.921031356,6.630380154,1
79,897,-0.04844608903,3.593204975,1
79,929,-2.088617802,4.391922951,1
79,961,-1.931374311,5.458890915,1
79,993,-0.03698050976,3.099251747,1
79,1025,0.758120358,2.70093894,1
79,1057,1.171504974,4.445194244,1
79,1089,1.97434783,3.869426489,1
79,1121,3.39292407,2.898532391,1
79,1153,3.030869484,2.595551968,1
79,1185,2.381930113,2.226726532,1
79,1217,2.445328474,2.586445332,1
79,1249,1.718726993,5.250877857,1
79,1281,1.21274817,6.792281151,1
79,1313,0.8345755339,6.805054665,1
79,1345,-0.1932297945,5.607038498,1
79,1377,-6.743863583,5.497734547,1
79,1409,-1.204002738,3.747907639,1
79,1441,2.843893766,5.050982475,1
79,1473,1.475155115,3.110486031,1
79,1505,-0.1330729723,4.178832054,1
79,1537,-1.442805648,5.706737041,1
79,1569,-14.49465275,-0.9264111519,1
79,1601,-0.1577251256,4.455247402,1
79,1633,-0.09768207371,5.427137375,1
79,1665,-0.4625071883,6.737909794,1
79,1697,-0.7554724216,7.04207325,1
79,1729,1.102073193,8.021249771,1
79,1761,4.867580891,5.866975784,1
79,1793,-0.04215368629,11.9916048,1
79,1825,0.1528819203,2.885197163,1
79,1857,0.09965288639,0.8506331444,1
79,1889,0.5967648625,2.253391027,1
79,1921,0.7353206277,4.769982815,1
79,1953,1.121947289,4.5205369,1
79,1985,0.8015884161,1.206030607,1
79,2017,0.9157834053,-0.5804675221,1
111,33,-0.2092592716,0.1441140175,1
111,65,-0.7299808264,2.069897413,1
111,97,-1.413105845,3.779548883,1
111,129,-0.5643612146,2.274706364,1
111,161,-0.1830049157,1.587823153,1
111,193,0.1425785124,1.476931214,1
