PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 15, filenames: A:[15]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[16]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.9084944725,-0.2001132965,1
47,65,-1.93802762,4.755239487,1
47,97,-1.883048534,5.632757187,1
47,129,-0.7984479666,5.380151272,1
47,161,0.7658091784,3.74191618,1
47,193,1.262740731,2.471996784,1
47,225,0.6593365669,1.421425581,1
47,257,2.100232363,1.753396034,1
47,289,0.9661296606,1.754652739,1
47,321,-0.03550520539,2.528806448,1
47,353,0.4862388968,4.528506279,1
47,385,3.099245071,6.012700081,1
47,417,2.426638842,7.229776382,1
47,449,0.7662630677,7.053612232,1
47,481,1.075964332,6.378222942,1
47,513,1.27951479,7.012996674,1
47,545,1.332395792,8.373620987,1
47,577,1.371546507,6.435063362,1
47,609,1.424541593,6.129757881,1
47,641,2.127865314,6.291547298,1
47,673,0.992215991,11.28719234,1
47,705,0.6610429287,13.1187048,1
47,737,3.249929667,5.708515167,1
47,769,-0.1293492317,1.990753174,1
47,801,3.712477684,7.69282198,1
47,833,0.9924478531,4.095491886,1
47,865,-13.23537636,-9.588254929,1
47,897,-0.7518804669,6.201511383,1
47,929,-1.353963256,5.538225651,1
47,961,-0.2291735411,3.495465755,1
47,993,1.789554715,3.112376451,1
47,1025,3.936319828,4.281769753,1
47,1057,5.222709656,4.391147614,1
47,1089,4.790354252,1.499723911,1
47,1121,7.667058945,10.15306282,1
47,1153,4.606767654,5.045786858,1
47,1185,4.469498634,2.631828547,1
47,1217,2.579293013,3.433393478,1
47,1249,1.601784706,2.287494659,1
47,1281,2.58675456,1.099727631,1
47,1313,3.962398291,4.762432098,1
47,1345,4.719406605,4.602288246,1
47,1377,4.803367615,2.203370333,1
47,1409,3.98920536,2.829155684,1
47,1441,0.4239776134,5.967959881,1
47,1473,0.4538490772,4.369774818,1
47,1505,1.441925049,2.589170456,1
47,1537,0.3731579781,-0.4036843777,1
47,1569,-1.805104256,-0.8180642128,1
47,1601,-2.378200531,-0.526106298,1
47,1633,1.396105766,0.8314402103,1
47,1665,1.779986858,0.6013125181,1
47,1697,1.379149437,0.4322310686,1
47,1729,0.05881214142,0.6559875011,1
47,1761,2.783975124,2.309830189,1
47,1793,2.524973154,3.068210602,1
47,1825,4.502246857,2.091430187,1
47,1857,1.355027318,0.6518128514,1
47,1889,0.6394137144,-0.0140145421,1
