PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 33, filenames: A:[33]MAX_TgUtrmcherry_TimeSrs002324_Control.avi & B:[34]MAX_TgUtrmcherry_TimeSrs002324_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.122664928,0.2000272274,1
47,65,1.446897388,7.320859432,1
47,97,1.853023767,7.104380608,1
47,129,2.472724438,6.395296574,1
47,161,1.293773651,2.641553402,1
47,193,3.745078802,4.220819473,1
47,225,4.009324074,7.603822231,1
47,257,0.6707585454,4.761393547,1
47,289,2.672059536,5.505639076,1
47,321,4.660234451,5.821912766,1
47,353,5.139772415,6.258893013,1
47,385,2.833494663,6.565339565,1
47,417,3.310496807,6.584122658,1
47,449,2.214415789,3.87580204,1
47,481,3.166030645,6.257709503,1
47,513,3.366815567,7.932025909,1
47,545,1.922936678,6.382973671,1
47,577,0.7955188751,0.8255252838,1
47,609,0.7062339783,3.560107231,1
47,641,2.811399221,4.514469147,1
47,673,4.676388741,5.261064529,1
47,705,0.6396026611,12.4566946,1
47,737,-0.3526792526,10.99312401,1
47,769,2.44140625,4.052440643,1
47,801,0.5777132511,0.9280390739,1
47,833,0.1260838509,1.2672925,1
47,865,1.323148489,5.284844398,1
47,897,-5.297682285,17.37080956,1
47,929,3.623801708,8.124209404,1
47,961,2.190752506,5.496681213,1
47,993,2.176482677,4.130099773,1
47,1025,-0.06673562527,4.567150593,1
47,1057,0.4818364382,6.276999474,1
47,1089,1.367156506,7.09691,1
47,1121,1.290380716,6.786477566,1
47,1153,1.035197735,6.826344967,1
47,1185,2.86276722,5.211894035,1
47,1217,5.976758957,2.806467533,1
47,1249,5.444972038,3.039961338,1
47,1281,1.0661484,0.7703380585,1
47,1313,0.05644515157,0.9804668427,1
47,1345,0.6443969011,3.437423706,1
47,1377,0.3435257077,2.747263908,1
47,1409,0.6959008574,2.635530949,1
47,1441,2.905084372,3.261923552,1
47,1473,3.928483486,6.024098396,1
47,1505,0.4954810143,6.349651814,1
47,1537,-0.3093409538,5.79809761,1
47,1569,-0.1579614878,5.040279388,1
47,1601,0.7241837978,2.872111797,1
47,1633,1.266828418,0.985509634,1
47,1665,1.549090624,12.32838249,1
47,1697,4.657597065,9.964742661,1
47,1729,0.8379805088,2.119527817,1
47,1761,0.4803892374,3.04602623,1
47,1793,-0.2505084276,0.9951992035,1
47,1825,0.5871989727,0.6560308933,1
47,1857,1.334173441,1.566184759,1
47,1889,1.094150305,2.503872395,1
47,1921,2.530375719,5.155423641,1
47,1953,1.519001365,3.933482885,1
47,1985,0.3927175999,1.939381838,1
47,2017,-0.1021990776,-8.107990265,1
79,33,0.2804926634,0.5133513212,1
79,65,1.406452179,7.153384209,1
79,97,3.314691544,6.450247765,1
79,129,2.455208778,6.15373373,1
79,161,0.41147542,2.622397661,1
79,193,0.7096994519,2.202344656,1
79,225,0.7544905543,3.675357342,1
79,257,-0.7288569212,4.158780575,1
79,289,1.452219009,4.922951698,1
79,321,3.482056618,5.328855038,1
79,353,4.23944664,5.513031483,1
79,385,5.111543655,5.084215641,1
79,417,3.314430475,4.759895325,1
79,449,2.435834169,5.378687382,1
79,481,4.428966522,5.238711357,1
79,513,3.854003191,5.862656116,1
79,545,1.304777741,6.497315884,1
79,577,-16.31039619,6.472937584,1
79,609,1.818156719,3.02243185,1
79,641,2.991733313,4.096488476,1
79,673,4.051691055,4.694754601,1
79,705,4.431820393,9.317483902,1
79,737,3.859852791,8.262452126,1
79,769,-2.246844053,9.309118271,1
79,801,0.0320045948,0.09992408752,1
79,833,0.009208202362,0.6942987442,1
79,865,1.217012882,6.571510315,1
79,897,1.611969471,5.819277287,1
79,929,1.38466382,2.69819355,1
79,961,1.229032278,5.095610142,1
79,993,0.3066285849,6.129109383,1
79,1025,0.6581295729,5.788416862,1
79,1057,0.5332200527,5.362271309,1
79,1089,0.6006417274,6.046718121,1
79,1121,1.331493616,5.855801105,1
79,1153,0.8845512271,6.067231178,1
79,1185,1.523383141,6.165971756,1
79,1217,2.764616966,5.947085381,1
79,1249,2.507801056,6.322999954,1
79,1281,1.362886786,4.64836216,1
79,1313,0.03775770217,2.550396919,1
79,1345,-0.3092919588,1.562889576,1
79,1377,-0.2667372823,2.6850245,1
79,1409,0.317292124,3.991505861,1
79,1441,2.29308629,3.864727497,1
79,1473,4.778755665,4.172158241,1
79,1505,2.270680904,4.929681778,1
79,1537,0.1965750456,4.968160629,1
79,1569,0.5990357399,2.500822544,1
79,1601,0.8808448315,1.657214642,1
79,1633,0.1697408557,0.1527956128,1
79,1665,1.465043187,11.56143188,1
79,1697,6.781736374,7.438407898,1
79,1729,0.3186988831,2.12300539,1
79,1761,0.3020251989,1.705907583,1
79,1793,0.2734087706,4.261403084,1
79,1825,-5.86057663,16.69362259,1
79,1857,3.044168711,4.019255638,1
79,1889,1.874158382,3.527494192,1
79,1921,0.2601138353,1.757035732,1
79,1953,0.8937966824,1.262038946,1
79,1985,0.6574744582,2.373517513,1
79,2017,0.6524603367,-1.275671601,1
111,33,0.7629085779,0.7575449944,1
111,65,2.932563782,8.217077255,1
111,97,2.438035011,5.599236012,1
111,129,1.64888978,1.360584974,1
111,161,1.395679712,3.811522484,1
111,193,1.671866417,3.179072618,1
111,225,2.455094099,3.448574543,1
111,257,0.4810552597,4.184397221,1
111,289,1.070718527,5.488714218,1
111,321,2.973805666,5.306023598,1
111,353,4.14836216,5.078691483,1
111,385,3.969814777,4.773594856,1
111,417,2.861565828,4.250314713,1
111,449,2.574058056,4.233012199,1
111,481,2.886538267,3.320333004,1
111,513,3.207221985,2.966544151,1
111,545,0.08487796783,7.619401932,1
111,577,-1.923121691,9.307970047,1
111,609,2.924920797,4.467820644,1
111,641,3.162420034,3.853197098,1
111,673,3.266551495,3.936985493,1
111,705,3.287927389,4.956758499,1
111,737,3.104175091,8.076907158,1
111,769,0.1457479,0.7388572693,1
111,801,2.892029047,4.671627045,1
111,833,2.789374352,4.305310249,1
111,865,2.114389658,3.739788055,1
111,897,0.5500416756,3.412348747,1
111,929,0.5677058697,1.657952785,1
111,961,-2.497476339,-14.00336456,1
111,993,0.1500199139,5.805330276,1
111,1025,1.607582808,4.334952354,1
111,1057,1.262126923,4.209163666,1
111,1089,0.3883395195,4.794036388,1
111,1121,1.30975008,5.557783127,1
111,1153,0.6008713245,5.675446987,1
111,1185,-0.1086785793,6.003973484,1
111,1217,0.1386207342,6.240989685,1
111,1249,0.2866330743,7.122574329,1
111,1281,0.4510023594,5.832634926,1
111,1313,0.1618036479,3.804925919,1
111,1345,-0.9273101091,1.733353376,1
111,1377,-0.4439567327,3.553929329,1
111,1409,0.203845948,4.35874176,1
111,1441,1.523784041,3.79207325,1
111,1473,2.762917042,3.197782755,1
111,1505,2.667568207,4.019521236,1
111,1537,0.1276905537,3.910856724,1
111,1569,4.332817554,2.208952665,1
111,1601,2.743160725,4.842401981,1
111,1633,0.3255644441,0.2799528241,1
111,1665,0.8410202265,0.2870129943,1
111,1697,1.128265619,0.1862089336,1
111,1729,0.2932399511,0.6316684484,1
111,1761,0.132314086,0.4572890997,1
111,1793,0.9507427216,1.217606783,1
111,1825,1.91545248,2.232124329,1
111,1857,3.298797846,3.45648694,1
111,1889,3.597649574,3.103631258,1
111,1921,2.007632732,2.587484837,1
111,1953,0.4300456643,0.7458251119,1
111,1985,0.8219351172,0.4830333292,1
111,2017,0.8023431301,0.5990824103,1
143,33,-2.555086613,0.6643381119,1
143,65,0.2214517593,5.66691637,1
143,97,2.355569363,4.959797859,1
143,129,3.698279142,3.969779015,1
143,161,1.958717465,3.927443981,1
143,193,2.274163723,3.802152634,1
143,225,2.345355988,3.429964542,1
143,257,2.099086523,4.251049519,1
143,289,2.761899948,4.851428986,1
143,321,2.474767208,5.289731979,1
143,353,2.484620333,5.252150059,1
143,385,2.90246582,4.623156548,1
143,417,2.562787294,3.673442841,1
143,449,2.612343073,3.100886345,1
143,481,3.255952835,1.674025536,1
143,513,3.472863197,1.571186543,1
143,545,2.990491867,3.667438507,1
143,577,18.7156601,5.059877396,1
143,609,9.028236389,5.487442493,1
143,641,5.498454094,5.606171131,1
143,673,3.046795368,4.364822388,1
143,705,2.543118954,4.364687443,1
143,737,2.390599728,4.418895245,1
143,769,0.1434388161,0.2349452972,1
143,801,0.390008688,0.5641665459,1
143,833,1.161793709,0.2469348907,1
143,865,3.589737654,2.232452393,1
143,897,1.198325992,5.127767563,1
143,929,0.2934125066,4.623757362,1
143,961,-0.05165100098,0.6528987885,1
143,993,0.1397797167,4.183135033,1
143,1025,0.5809644461,3.856641054,1
143,1057,0.3591265678,4.324259281,1
143,1089,-1.476383686,4.559393883,1
143,1121,0.4010215998,4.779201508,1
143,1153,0.4757500291,5.074800968,1
143,1185,-0.7868789434,5.520168304,1
143,1217,-1.359733462,5.998972893,1
143,1249,-0.6499269009,6.158235073,1
143,1281,1.206080794,6.584110737,1
143,1313,1.525454164,5.031304836,1
143,1345,-0.1402651668,3.306876898,1
143,1377,-0.6374231577,3.909982204,1
143,1409,0.2881247699,4.559692383,1
143,1441,1.22297883,4.019698143,1
143,1473,1.427483082,3.991074562,1
143,1505,2.2957201,5.028800011,1
143,1537,2.312837601,3.420724392,1
143,1569,0.7883677483,1.462584019,1
143,1601,-0.01050102711,-0.02509915829,1
143,1633,0.4568454027,0.1536635756,1
143,1665,0.5604780316,0.3526505828,1
143,1697,1.975378156,11.61926842,1
143,1729,0.1663951576,0.4305448532,1
143,1761,0.4518195391,0.6510492563,1
143,1793,1.214498997,1.314155817,1
143,1825,3.059478283,3.064218044,1
143,1857,4.098330021,3.121438265,1
143,1889,1.424670458,1.77959609,1
143,1921,1.774001479,3.416032553,1
143,1953,0.8600877523,1.855939984,1
143,1985,1.076595426,0.7642397285,1
143,2017,0.5254118443,-0.2003346682,1
175,33,0.3476529121,0.4404673576,1
175,65,0.4311351776,4.234553337,1
175,97,2.377277851,6.061827183,1
175,129,3.120419502,5.207930088,1
175,161,2.744312286,4.060481548,1
175,193,2.375636339,3.522855282,1
175,225,2.748716354,3.996088266,1
175,257,2.378098249,4.701924801,1
175,289,3.034595728,5.188529968,1
175,321,3.093010426,5.36787796,1
175,353,2.457204342,5.379259586,1
175,385,1.968178988,5.092740536,1
175,417,2.065798759,4.82324028,1
175,449,2.883797169,3.871707201,1
175,481,3.266706705,1.426575184,1
175,513,3.0841043,1.647744417,1
175,545,3.14652276,2.578395128,1
175,577,2.987329483,4.094691753,1
175,609,2.387562752,4.504283905,1
175,641,4.413222313,4.930073738,1
175,673,0.5484566689,3.773650169,1
175,705,1.531440496,4.331116676,1
175,737,2.167150259,4.285971165,1
175,769,1.486973286,3.848904133,1
175,801,-1.929383516,6.450960159,1
175,833,-0.2803122997,0.5886726379,1
175,865,0.1135210991,6.836308002,1
175,897,-4.815917015,10.49698448,1
175,929,-0.4842758179,8.748908997,1
175,961,-0.09667360783,4.282977581,1
175,993,0.7309808731,2.17276454,1
175,1025,0.7965299487,3.569808483,1
175,1057,0.4156976342,3.921385288,1
175,1089,0.8042593598,3.816787481,1
175,1121,5.290094376,2.387937546,1
175,1153,3.750505447,7.047286034,1
175,1185,4.18447876,6.060716629,1
175,1217,11.51117229,9.140832901,1
175,1249,-0.160790205,0.5628871918,1
175,1281,0.5699806809,6.227976799,1
175,1313,0.1683676839,1.507047653,1
175,1345,0.5897256136,3.562808752,1
175,1377,0.1148964167,4.263708115,1
175,1409,0.1270883679,5.013072491,1
175,1441,0.4546810389,4.078028679,1
175,1473,0.9336308241,3.596131802,1
175,1505,2.13858819,3.729716063,1
175,1537,2.161567211,3.055117607,1
175,1569,0.4795454741,1.179504156,1
175,1601,0.1306351721,0.0002242326736,1
175,1633,-0.6834859252,0.7346904278,1
