PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 7, filenames: A:[7]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[8]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,-0.2719266415,1.066833735,1
47,97,0.1808991432,-0.577329874,1
47,129,1.67827034,-1.774558783,1
47,161,0.6372513771,-1.469937921,1
47,193,-1.46481967,-1.088731766,1
47,225,-3.880723953,-1.416692734,1
47,257,-4.934603691,-0.473582685,1
47,289,-4.594089985,0.708630681,1
47,321,-3.844946861,0.7717949152,1
47,353,-3.852986097,-2.400267839,1
47,385,-3.691246986,-3.662543774,1
47,417,-3.175548553,-3.039372444,1
47,449,-0.5725469589,-3.027122498,1
47,481,0.1295630932,-2.033884287,1
47,513,1.142773867,-1.618026495,1
47,545,0.0984377861,-1.387539625,1
47,577,-1.966165304,-0.9807543755,1
47,609,-3.838911057,1.033349156,1
47,641,-2.581645966,0.2055352926,1
47,673,-1.402906656,0.1299120188,1
47,705,NaN,NaN,2
47,737,-0.7291830778,2.760061741,1
47,769,-0.06164595485,0.794842124,1
47,801,0.8455523849,0.1161298752,1
47,833,0.6891437173,0.5417740345,1
47,865,-1.012716055,2.912419319,1
47,897,-1.978369713,1.794981718,1
47,929,0.6792581081,-1.470020294,1
47,961,NaN,NaN,2
47,993,6.024317741,-16.10675049,1
47,1025,NaN,NaN,2
47,1057,NaN,NaN,2
47,1089,-0.8021659851,-9.562695503,1
47,1121,NaN,NaN,2
47,1153,25.0913868,-1.972406387,1
47,1185,25.74453735,6.04792881,1
47,1217,9.183330536,7.831407547,1
47,1249,NaN,NaN,2
47,1281,NaN,NaN,2
47,1313,4.041218758,-2.14688921,1
47,1345,NaN,NaN,2
47,1377,10.33944321,-0.8136651516,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,3.708755493,3.682781219,1
47,1537,NaN,NaN,2
47,1569,NaN,NaN,2
47,1601,NaN,NaN,2
47,1633,NaN,NaN,2
47,1665,17.20914078,-4.84087801,1
47,1697,14.83398724,-3.45500946,1
47,1729,13.47460175,-1.093359947,1
47,1761,NaN,NaN,2
47,1793,NaN,NaN,2
47,1825,13.9530201,-7.187902927,1
47,1857,NaN,NaN,2
47,1889,NaN,NaN,2
47,1921,-10.64456558,-14.38288116,1
47,1953,NaN,NaN,2
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,-1.939673424,1.401013136,1
79,65,-2.325768471,1.062392235,1
79,97,-0.4571090937,-0.4413756132,1
79,129,NaN,NaN,2
79,161,-0.7347027063,-1.112192154,1
79,193,-1.149968863,-1.182044744,1
79,225,-2.191388607,-1.410444379,1
79,257,-3.277039051,-1.745758176,1
79,289,-3.661361217,-1.161485434,1
79,321,-1.458446264,0.7738848925,1
79,353,-4.220114708,-2.252006531,1
79,385,-3.895343304,-3.678658724,1
79,417,-3.229907036,-2.875157833,1
79,449,-2.510628223,-1.807741165,1
79,481,-1.129151583,0.4823971987,1
79,513,-2.643932104,-1.1624825,1
79,545,-3.299153566,-0.7278390527,1
79,577,-2.230278492,-1.04089427,1
79,609,-2.506621122,-0.4033039212,1
79,641,-2.591550112,-0.5885562897,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,-0.5964058638,0.7202273607,1
79,769,0.1655800939,0.3316681981,1
79,801,0.5186852813,2.285661221,1
79,833,0.1725604832,3.943910599,1
79,865,NaN,NaN,2
79,897,-0.5503957272,3.046038151,1
79,929,-0.6576446891,2.085278034,1
79,961,NaN,NaN,2
79,993,NaN,NaN,2
79,1025,NaN,NaN,2
79,1057,NaN,NaN,2
79,1089,NaN,NaN,2
79,1121,NaN,NaN,2
79,1153,NaN,NaN,2
79,1185,NaN,NaN,2
79,1217,NaN,NaN,2
79,1249,NaN,NaN,2
79,1281,11.9827013,-0.2543338537,1
79,1313,9.989212036,-1.100420237,1
79,1345,9.54441452,-0.1607314944,1
79,1377,NaN,NaN,2
79,1409,NaN,NaN,2
79,1441,NaN,NaN,2
79,1473,NaN,NaN,2
79,1505,NaN,NaN,2
79,1537,NaN,NaN,2
79,1569,NaN,NaN,2
79,1601,17.11815643,-1.070285797,1
79,1633,16.59576607,-6.863729,1
79,1665,16.75566673,-7.421320438,1
79,1697,16.10098267,-5.166949272,1
79,1729,NaN,NaN,2
79,1761,16.49318123,0.1669182777,1
79,1793,NaN,NaN,2
79,1825,12.89550209,-10.14007473,1
79,1857,15.36922073,-5.149477005,1
79,1889,NaN,NaN,2
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,-14.84368134,-0.9955945015,1
79,2017,-19.55328751,-1.302009583,1
111,33,-4.53288269,0.6332774758,1
111,65,-4.439288139,-0.233025834,1
111,97,-2.319078445,-0.1794940829,1
111,129,-1.838242531,0.136911869,1
111,161,-0.5515060425,-0.5417132378,1
111,193,0.02546620369,0.6396707296,1
111,225,-2.364239216,-1.015495539,1
111,257,-2.752250433,-2.406577587,1
111,289,-2.980736971,-2.125713587,1
111,321,NaN,NaN,2
111,353,-4.400470734,-2.482005835,1
111,385,-4.805031776,-2.97609663,1
111,417,-3.489958525,-2.425030947,1
111,449,-4.959105492,-1.526975393,1
111,481,NaN,NaN,2
111,513,NaN,NaN,2
111,545,NaN,NaN,2
111,577,-2.411993742,-0.740760684,1
111,609,-2.660819292,-0.8394121528,1
111,641,-2.958674192,-1.216243029,1
111,673,-2.871370792,-2.809503794,1
111,705,-2.035563231,-1.850435376,1
111,737,0.05971753597,-0.6988587379,1
111,769,0.8200618029,-0.01172983646,1
111,801,0.6391758919,2.522736073,1
111,833,0.007683247328,3.57200551,1
111,865,NaN,NaN,2
111,897,-0.671066165,0.8081777096,1
111,929,-0.3649844527,3.142916203,1
111,961,NaN,NaN,2
111,993,NaN,NaN,2
111,1025,7.726608753,2.530914307,1
111,1057,NaN,NaN,2
111,1089,9.693701744,5.674187183,1
111,1121,NaN,NaN,2
111,1153,9.75094223,2.101325989,1
111,1185,NaN,NaN,2
111,1217,NaN,NaN,2
111,1249,11.90069103,2.07429409,1
111,1281,11.22080135,-0.01668995619,1
111,1313,10.58168316,-0.6409583092,1
111,1345,11.16738319,-0.1621589065,1
111,1377,NaN,NaN,2
111,1409,NaN,NaN,2
111,1441,NaN,NaN,2
111,1473,NaN,NaN,2
111,1505,16.58664513,-3.752936125,1
111,1537,17.18273544,-4.739067554,1
111,1569,NaN,NaN,2
111,1601,17.37381554,-6.152381897,1
