PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 50, filenames: A:[50]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[51]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.845639229,3.04850769,1
47,65,1.728033066,0.3810096085,1
47,97,-0.1870570183,0.4657589197,1
47,129,0.4406278133,0.8621451855,1
47,161,0.3061475754,2.133625031,1
47,193,-0.7844711542,1.887533307,1
47,225,-2.04532814,3.037823677,1
47,257,-3.522538185,3.182322502,1
47,289,-3.273421288,4.459091187,1
47,321,-1.896137238,2.789395332,1
47,353,NaN,NaN,2
47,385,0.2299153805,0.5120381117,1
47,417,NaN,NaN,2
47,449,NaN,NaN,2
47,481,NaN,NaN,2
47,513,NaN,NaN,2
47,545,0.6912455559,-2.341397524,1
47,577,-1.469781399,-0.7353088856,1
47,609,-3.611447334,2.347526073,1
47,641,-1.446804523,4.355064392,1
47,673,1.027500749,3.836497307,1
47,705,-2.354789495,1.31056881,1
47,737,-1.780694723,0.6077244282,1
47,769,NaN,NaN,2
47,801,0.08823299408,1.401617289,1
47,833,1.745532513,1.293566704,1
47,865,1.528615475,-0.7558269501,1
47,897,0.1433725357,0.4867162704,1
47,929,0.1241006851,0.1489777565,1
47,961,1.246856689,1.700440884,1
47,993,-0.6016349792,0.2366659641,1
47,1025,NaN,NaN,2
47,1057,-3.096447229,0.2738035917,1
47,1089,-2.077885628,2.359635353,1
47,1121,-1.612458467,2.642463684,1
47,1153,0.4668388367,0.1567616463,1
47,1185,-1.207956314,0.8436582088,1
47,1217,-2.670207977,0.8463116884,1
47,1249,-1.349907398,2.194781303,1
47,1281,NaN,NaN,2
47,1313,NaN,NaN,2
47,1345,NaN,NaN,2
47,1377,-2.893696308,-1.187254667,1
47,1409,0.1528878212,0.003073722124,1
47,1441,-0.6544318199,1.006754875,1
47,1473,-3.710531235,0.2310447097,1
47,1505,NaN,NaN,2
47,1537,0.2311677933,-2.077721596,1
47,1569,-1.843989372,-0.3424403667,1
47,1601,-1.829531431,1.595660806,1
47,1633,-0.236903429,1.168825626,1
47,1665,-1.148051023,-0.2444482446,1
47,1697,-2.26862669,0.6350466013,1
47,1729,-2.410494804,1.22099638,1
47,1761,0.2845339179,0.08808553219,1
47,1793,NaN,NaN,2
47,1825,NaN,NaN,2
47,1857,0.6103146076,0.123413913,1
47,1889,-0.1812589169,1.235106945,1
47,1921,NaN,NaN,2
47,1953,-1.529810309,7.920571327,1
47,1985,-1.898838162,-0.2351445854,1
47,2017,0.2744601965,0.6326694489,1
79,33,4.255039692,3.598821163,1
79,65,NaN,NaN,2
79,97,-0.232637465,-4.02624464,1
79,129,-0.9245254993,-1.009388089,1
79,161,-1.264917135,0.1075880527,1
79,193,-2.625729799,0.1325854063,1
79,225,-1.671451569,0.865033865,1
79,257,NaN,NaN,2
79,289,NaN,NaN,2
79,321,-1.225884557,1.103481531,1
79,353,0.3519628048,1.993627787,1
79,385,2.099806786,1.785417676,1
79,417,NaN,NaN,2
79,449,2.427433968,1.622599125,1
79,481,3.275703192,0.5531182289,1
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,NaN,NaN,2
79,609,-2.226078987,5.236088753,1
79,641,-1.341507912,1.824580193,1
79,673,-0.5795302391,1.799732089,1
79,705,-0.9766164422,0.9037923813,1
79,737,0.7390532494,0.4691997468,1
79,769,-0.03579187393,0.7319432497,1
79,801,0.7174621224,2.070367336,1
79,833,0.8746021986,2.391339302,1
79,865,1.26054132,-2.362500668,1
79,897,NaN,NaN,2
79,929,1.714119315,-0.2618621588,1
79,961,0.7204675674,-0.670645237,1
79,993,0.3001214564,3.036273003,1
79,1025,NaN,NaN,2
79,1057,-1.283491492,1.494077206,1
79,1089,-1.64388001,2.944734573,1
79,1121,-1.729111314,1.715008974,1
79,1153,-2.484884739,0.5735497475,1
79,1185,-2.949422121,1.21019423,1
79,1217,-1.907675982,0.3854834139,1
79,1249,NaN,NaN,2
79,1281,0.01220166683,1.799405694,1
79,1313,-0.2844133377,6.179869652,1
79,1345,-4.750383854,4.210660934,1
79,1377,-2.074166298,0.1464439332,1
79,1409,-4.043322563,-0.2913437486,1
79,1441,-4.292668343,-0.3265492916,1
79,1473,-2.37533021,-0.7643185258,1
79,1505,NaN,NaN,2
79,1537,-1.929034233,-1.958804727,1
79,1569,-0.5715620518,1.147419691,1
79,1601,NaN,NaN,2
79,1633,NaN,NaN,2
79,1665,0.0827023983,-0.0548376739,1
79,1697,-1.852897644,0.3707279563,1
79,1729,-1.808389306,0.7109994888,1
79,1761,-0.2012229562,2.12353754,1
79,1793,0.03202354908,0.2856911421,1
79,1825,0.927279532,0.07956913114,1
79,1857,NaN,NaN,2
79,1889,-0.3230035901,0.1041814685,1
79,1921,NaN,NaN,2
79,1953,NaN,NaN,2
79,1985,-1.25102663,-0.1620496809,1
79,2017,-0.9130450487,-1.073297501,1
111,33,0.9004651308,3.716715813,1
111,65,NaN,NaN,2
111,97,-0.1378868818,-1.989177942,1
