PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 65, filenames: A:[65]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi & B:[66]AVI_Pos00d_TimeSrs0002_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,2.627953291,-0.3934847116,1
47,65,NaN,NaN,2
47,97,NaN,NaN,2
47,129,0.3449921608,-0.1894150972,1
47,161,-2.245691061,2.16343689,1
47,193,NaN,NaN,2
47,225,-0.192602694,-0.2413464785,1
47,257,0.3582943678,-1.19344914,1
47,289,NaN,NaN,2
47,321,0.5636820793,-0.02067232132,1
47,353,0.7352375984,-0.2044301033,1
47,385,-0.6756102443,-1.086312771,1
47,417,-2.564789534,-3.023645401,1
47,449,-1.62597084,-5.206299782,1
47,481,NaN,NaN,2
47,513,-0.358288765,-3.768476009,1
47,545,-0.4455264807,-1.829825163,1
47,577,-0.5843495727,0.3254487514,1
47,609,-1.394937992,-1.263350964,1
47,641,-4.134946823,-3.148085833,1
47,673,-3.684377193,-1.018435001,1
47,705,-2.714746475,-0.6700251102,1
47,737,0.6828794479,-0.3917388916,1
47,769,-1.895811081,1.996557951,1
47,801,-4.338029385,2.350515842,1
47,833,-6.269288063,3.851848602,1
47,865,-3.387119293,2.320100307,1
47,897,-1.575267076,1.176318884,1
47,929,-1.047400236,1.361861348,1
47,961,-0.6962949634,1.464930892,1
47,993,0.2364286184,2.489379883,1
47,1025,0.2493776679,2.007390499,1
47,1057,0.6293833256,1.904181719,1
47,1089,2.440984249,1.573213339,1
47,1121,-0.2740206718,-0.1162204146,1
47,1153,1.063196421,-0.6577162147,1
47,1185,1.209559441,-0.5888369083,1
47,1217,NaN,NaN,2
47,1249,0.9350402355,-1.426533222,1
47,1281,-0.4762301445,-0.8274805546,1
47,1313,0.449675262,-0.3902403116,1
47,1345,-1.446950674,1.576375723,1
47,1377,-0.386425972,-1.758158684,1
47,1409,NaN,NaN,2
47,1441,NaN,NaN,2
47,1473,NaN,NaN,2
47,1505,-0.08913838863,-1.82587862,1
47,1537,1.345005751,-0.5271912813,1
47,1569,-0.1332022548,-0.6487346292,1
47,1601,-1.512839556,-0.9125493765,1
47,1633,-0.4823865294,-2.395118237,1
47,1665,0.5350953341,-1.874870062,1
47,1697,-1.851055622,0.7787979245,1
47,1729,NaN,NaN,2
47,1761,NaN,NaN,2
47,1793,NaN,NaN,2
47,1825,NaN,NaN,2
47,1857,0.4925621748,1.747279644,1
47,1889,0.7026857734,-1.620142698,1
47,1921,0.4003893137,0.5254116058,1
47,1953,0.3686141968,-0.857874155,1
47,1985,-1.41835475,0.07254683971,1
47,2017,NaN,NaN,2
79,33,0.2099376619,1.218318939,1
79,65,NaN,NaN,2
79,97,NaN,NaN,2
79,129,-0.04586476088,-2.202454567,1
79,161,NaN,NaN,2
79,193,0.07196813822,-0.4049623609,1
79,225,-1.189393044,-1.0113132,1
79,257,-1.964406252,-2.917435408,1
79,289,-1.60779357,-2.161578655,1
